@relation 'bigdata-change4-normalized - bigdata-change4-normalized-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,60-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R117-precision6-unset-class-temporarily-weka.filters.unsupervised.attribute.Remove-R3-33,35-50,52-59-weka.filters.unsupervised.attribute.Remove-R1-2-weka.filters.unsupervised.attribute.Remove-R1-3,5-6,10-12,14-17,20-56,58-weka.filters.unsupervised.attribute.RenameNominalValues-R10-N\'(-inf-0.980205]\':low, \'(0.980205-1.960411]\':medium, \'(1.960411-inf)\':high-I'

@attribute lon_dd numeric
@attribute ntl numeric
@attribute ptl numeric
@attribute snow_yrmean numeric
@attribute lst_yrmean numeric
@attribute tmean numeric
@attribute tmean_yrmean numeric
@attribute agkffactws numeric
@attribute depth numeric
@attribute logchl_A {low,medium,high}

@data
0.715518,0.556024,0.386152,0,1.212001,1.279995,1.366723,0.177798,0.525049,medium
0.658047,0.385672,0.193877,0,0.875454,0.88829,0.956233,0.209125,0.663683,low
0.715882,0.565348,0.480245,0.60197,-0.259752,0.309806,-0.056372,0.161217,0.590413,medium
0.614129,0.53586,0.268042,0.643113,-0.488871,0.243122,-0.270902,0.470998,0.799916,medium
0.313997,0.373553,0.193877,0.916141,-2.518524,-2.401327,-3.808287,0,0.717502,low
0.858376,0.380641,0.230959,0.567836,-0.804988,-0.323268,-0.488994,0.255639,0.689942,low
0.92929,0.381779,0.193877,0.756207,-1.080571,-0.155142,-0.386063,0.024723,0.688672,low
0.476602,0.542739,0.325568,0.729042,-0.713926,-0.150032,-0.660142,0.100122,0.629715,low
0.494432,0.537929,0.473878,0,1.089543,1.018049,1.063225,0.227297,0.637173,medium
0.773652,0.525044,0.429524,0.006761,0.624818,0.507644,0.812687,0.191777,0.731456,medium
0.72488,0.436401,0.259722,0.50724,0.281071,0.984175,0.473624,0,0.58269,low
0.593621,0.382344,0.089347,0.15934,0.46182,1.347276,0.605036,0.01318,0.735671,low
0.408795,0.477079,0.118111,0.373979,1.38643,0.631847,0.738531,0.012817,0.876898,low
0.629359,0.607876,0.587675,0,0.638094,0.932384,0.897403,0.582576,0.36132,high
0.498814,0.569422,0.567241,0.420283,0.861613,0.996896,0.786303,0.550642,0.521065,medium
0.811887,0.588658,0.514183,0.268629,0.470673,0.760702,0.659412,0.552029,0.468044,medium
0.677343,0.517247,0.275856,0.550039,-0.310158,0.22116,0.130348,0.362576,0.372959,low
0.818192,0.447835,0.268042,0.3311,0.411048,0.624981,0.586845,0.285665,0.729542,medium
0.524119,0.4618,0.118111,0.565995,-1.138368,0.173829,-0.902778,0.021943,0.793856,medium
0.29941,0.343572,0.230959,0.863321,-1.145108,-2.975573,-1.839269,0.014514,0.886696,low
0.288711,0.723937,0.739656,0.645514,0.429086,-0.973045,-0.787713,0.40178,0.428139,low
0.223177,0.358538,0.283224,0.601838,0.219996,0.292273,-0.220307,0.068749,0.663683,low
0.917346,0.540227,0.401335,0.559271,-0.380342,0.165749,-0.009803,0.12672,0.58269,medium
0.529671,0.416858,0.309091,0,0.656644,0.436351,0.964179,0.050497,0.784266,medium
0.034962,0.375368,0.161482,0.069978,0.334485,-0.483006,0.702148,0,0.740662,low
0.711947,0.514407,0.141612,0.623412,-0.444053,0.161395,-0.148286,0.179277,0.679457,low
0.480147,0.757147,0.692579,0.577412,-0.211786,0.27409,-0.357168,0.525621,0.435597,high
0.593622,0.531313,0.63881,0.014433,1.0803,1.106599,1.211241,0.675071,0.234022,medium
0.784725,0.54036,0.118111,0.530729,-0.184913,-0.096208,0.124785,0.20855,0.712175,low
0.448233,0.679467,0.569592,0.856367,-1.246443,-0.49017,-1.368095,0.507435,0.539976,medium
0.297674,0.322419,0.250829,0.921871,-2.571956,-3.774304,-2.517166,0,0.737961,low
0.423613,0.660216,0.442644,0.819968,-1.659,-0.961122,-1.88258,0.15909,0.494554,medium
0.809946,0.562981,0.178694,0.454988,-0.048707,-0.097166,0.08088,0.192609,0.819332,low
0.447304,0.738323,0.660483,0.748338,-0.589914,-0.324226,-0.811639,0.112173,0.525049,low
0.482022,0.622659,0.523394,0.727685,-0.286195,0.487077,-0.465729,0.561148,0.539976,medium
0.578806,0.514913,0.283224,0.80412,-2.127451,-0.333733,-1.672894,0,0.58269,medium
0.431444,0.539421,0.450702,0.670762,0.274709,-0.021592,0.091259,0.124079,0.679457,medium
0.091742,0.48772,0.395474,0.42949,0.562265,-1.275126,-0.09625,0.080225,0.645988,medium
0.44342,0.670896,0.434047,0.752443,-0.747091,0.427717,-0.794384,0.386322,0.420277,low
0.806929,0.372941,0.161482,0.579164,-0.814766,-0.613287,-0.479546,0.206853,0.615664,low
0.758826,0.412665,0.230959,0.064436,-0.128273,-0.206879,0.253378,0.34264,0.627788,low
0.43988,0.651002,0.614945,0.297528,1.015827,1.385227,0.91239,0.539852,0.435597,high
0.631519,0.591042,0.268042,0.71984,-1.281558,-0.415544,-1.031808,0,0.372959,low
0.925557,0.714775,0.581453,0.523414,-0.391709,0.288579,0.068546,0.036907,0.484522,medium
0.605937,0.490068,0.219743,0.716529,-0.381372,0.126073,-0.383937,0.161481,0.587884,low
0.917058,0.402837,0,0.693482,-1.353278,-0.684858,-0.939975,0,0.635344,low
0.530483,0.595821,0.427201,0.711552,-0.653457,0.028304,-0.432669,0.530099,0.713256,medium
0.689994,0.501872,0.193877,0.544009,-0.274298,0.08612,-0.040239,0.061841,0.679457,low
0.494836,0.577715,0.283224,0.717085,-0.946757,-0.339226,-0.912963,0.116947,0.525049,low
0.400011,0.49278,0.340176,0.506567,1.07519,-0.17094,0.361906,0.031465,0.716452,medium
0.148764,0.293701,0.141612,0.890453,-1.889247,-1.577855,-1.443439,0.000106,0.910735,low
0.923275,0.441776,0.207458,0.114571,-0.294157,0.215528,0.118091,0.01952,0.650203,low
0.3259,0.394589,0.259722,0.703118,-0.416702,-0.942546,-0.987993,0.000515,0.765226,low
0.046417,0.523497,0.478682,0.084982,0.625429,0.11135,0.898282,0.000198,0.532704,medium
0.212329,0.647934,0.716528,0.007331,1.265055,0.465743,0.522113,0,0.33481,medium
0.268308,0.430022,0.241277,0.822572,-0.74471,0.33807,-0.471558,0.072374,0.768946,low
0.432771,0.670774,0.611625,0.731434,-0.702966,-0.418898,-1.075467,0.208095,0.383735,low
0.735558,0.375967,0.219743,0.045429,0.206132,0.691409,0.42357,0.054974,0.867513,low
0.17848,0.40606,0.193877,0.831934,-0.29758,0.022289,-0.899659,0.015181,0.730502,low
0.907362,0.671383,0.652572,0.569764,-0.171584,0.167272,0.040421,0.059973,0.556707,medium
0.576125,0.736389,0.733274,0.007331,0.80417,1.163522,1.375861,0.636698,0.31949,high
0.10286,0.487071,0.511774,0.136019,1.452056,0.127042,0.422686,0.036715,0.33481,low
0.662421,0.57762,0.34907,0.583389,0.048379,0.162779,0.094497,0.009747,0.629715,medium
0.474643,0.622089,0.733055,0.401371,0.704098,1.10512,0.594191,0.397277,0.499322,low
0.69634,0.375368,0.141612,0.019772,0.69492,1.312858,0.940628,0.052874,0.752643,low
0.741238,0.54036,0.392441,0,1.064044,1.52246,1.344161,0.088394,0.420277,medium
0.433004,0.709346,0.626932,0.727231,0.020365,-0.217184,-0.619042,0.195132,0.462108,high
0.318094,0.305651,0,0.954737,-3.666716,-2.594885,-5.001644,0,0.824435,low
0.138731,0.45029,0.31482,0.264017,0.540414,1.095379,0.369171,0.668883,0.652675,low
0.488173,0.563307,0.492106,0,1.336164,1.150481,1.403734,0.309992,0.637173,medium
0.594213,0.524118,0.268042,0.692601,-1.335153,-0.330848,-1.085846,0.052068,0.623858,low
0.615778,0.647733,0.657377,0.100658,0.5318,0.58523,0.896708,0.126984,0.45592,high
0.737539,0.694176,0.617111,0,1.451386,1.388751,1.66332,0.045458,0.532704,high
0.927463,0.496228,0.230959,0.597588,-0.124542,0.242866,-0.015671,0.022452,0.606981,low
0.616089,0.550804,0.424836,0.65973,-0.348276,0.271386,-0.20852,0.440199,0.654299,medium
0.02375,0.41394,0.193877,0.304456,0.236212,-1.048544,0.412302,0.000225,0.737961,low
0.448278,0.482188,0.259722,0.302498,1.126183,1.021924,0.79391,0,0.489625,low
0.228739,0.488793,0.389335,0.680273,0.311058,-0.703998,-0.148538,0,0.539976,low
0.6651,0.413092,0.320306,0.004539,0.96779,1.198067,1.24462,0.064839,0.590413,medium
0.68199,0.527924,0.178694,0.656739,-0.364917,0.380972,0.147247,0.467617,0.684794,low
0.510209,0.48772,0.275856,0.547881,-0.671908,0.412675,-0.631908,0.343069,0.719579,low
0.754255,0.510969,0.398438,0.549377,-0.274298,0.022438,0.114615,0.436343,0.553512,medium
0.619997,0.588571,0.414916,0.529284,0.327221,0.54055,0.52081,0.685286,0.679457,medium
0.112255,0.245315,0,0.850633,-1.683062,-2.880231,-1.223982,0,0.706646,low
0.629528,0.508853,0.230959,0.435562,-0.732825,0.004947,-0.523423,0.107795,0.611387,low
0.339349,0.536554,0.389335,0.56661,0.865396,-0.787279,0.013253,0,0.546901,low
0.64173,0.533468,0.193877,0.753255,-1.164491,-0.478237,-1.288832,0,0.468044,low
0.522349,0.529853,0.401335,0.519287,0.55755,0.53066,0.64288,0.354262,0.637173,medium
0.407523,0.77244,0.64106,0.780349,-0.653457,-0.374601,-1.090397,0.567983,0.442692,high
0.339655,0.398061,0.290193,0.718112,0.331377,0.485768,0.064756,0.333289,0.611387,low
0.236374,0.475402,0.309091,0.837633,-0.88531,-0.936808,-1.212438,0.000092,0.790729,low
0.121343,0.528521,0.414916,0.775746,-0.711574,0.131226,-0.548424,0.004854,0.562896,medium
0.442019,0.798267,0.665745,0.652989,0.488286,0.495423,-0.128135,0,0.383735,medium
0.080671,0.304513,0.207458,0.862378,-0.318196,-2.816602,-0.650965,0,0.606981,low
0.230484,0.478261,0.320306,0.882361,-1.564987,-0.32577,-1.794227,0.000707,0.58531,low
0.661493,0.426311,0.241277,0,0.793821,1.119747,1.18849,0.069409,0.655906,medium
0.614372,0.522558,0.31482,0.790089,-1.774484,-0.500922,-1.206784,0,0.420277,medium
0.968702,0.498207,0.303094,0.839821,-1.869347,-1.697161,-1.433021,0,0.462108,medium
0.009628,0.320458,0.141612,0.310231,-0.536692,-0.878576,0.175785,0,0.784266,low
0.462603,0.613096,0.693176,0.79788,-0.819673,-0.621367,-1.668782,0.551144,0.60011,medium
0.669029,0.609809,0.193877,0.449877,0.502151,0.53577,0.463501,0,0.645988,low
0.851947,0.50615,0.31482,0.593803,-0.383438,-0.109642,-0.256861,0.310527,0.580022,medium
0.927784,0.412665,0.241277,0.821974,-1.9679,-1.016543,-1.765727,0,0.516969,low
0.473511,0.769212,0.739241,0.711552,-0.676541,-0.059789,-0.699046,0.391314,0.33481,high
0.790973,0.293701,0,0,0.810619,0.847346,1.084479,0,0.512754,low
0.248099,0.455908,0.296805,0.92771,-2.342187,-2.47641,-3.516006,0,0.546901,low
0.601407,0.652118,0.602331,0.40453,0.663477,0.816847,0.762957,0.134083,0.420277,medium
0.899821,0.406964,0.089347,0.557998,-1.004182,-0.374026,-0.502165,0,0.479234,low
0.107712,0.630341,0.557384,0.674996,0.422084,0.701107,0.107131,0.075742,0.503939,medium
0.049663,0.477317,0.422426,0.895371,-1.20609,-1.947323,-1.23042,0,0.499322,low
0.546602,0.512184,0.250829,0.683419,-0.221448,0.36231,-0.149527,0.003117,0.536385,medium
0.7665,0.409632,0.207458,0.155616,0.094384,-0.032909,0.330453,0.035031,0.559834,low
0.504023,0.59436,0.530947,0.773285,-0.861743,0.387072,-0.693487,0.498798,0.348668,low
0.288736,0.384574,0.250829,0.921033,-1.146738,-1.656516,-2.030758,0,0.713256,low
0.923507,0.481277,0.268042,0.371497,-0.412517,0.180632,0.07098,0.026671,0.562896,low
0.445377,0.511492,0.320306,0.467185,0.3807,0.798355,0.084845,0.096655,0.611387,medium
0.089102,0.284489,0.118111,0.768012,-0.144192,-0.608709,-0.384865,0,0.568832,low
0.472886,0.541424,0.623911,0.188748,1.101051,1.070745,1.034178,0.378794,0.536385,medium
0.439088,0.715102,0.536083,0.733506,-0.759046,0.389787,-1.028,0.248659,0.516969,low
0.747897,0.662217,0.595529,0,1.299675,1.270404,1.622729,0.056096,0.442692,high
0.939869,0.43075,0.309091,0.216223,-0.2331,0.34714,0.198508,0.037957,0.565894,low
0.548882,0.49091,0.46718,0,0.973925,1.022925,1.362614,0.162597,0.606981,medium
0.470275,0.466087,0.259722,0,1.364632,1.097923,1.253863,0,0.553512,low
0.078967,0.345164,0.178694,0.830464,-0.335698,-2.531118,-0.534022,0,0.683478,low
0.335274,0.332622,0.118111,0.955792,-2.941296,-1.252951,-1.843985,0.000099,0.891517,low
0.372901,0.630635,0.738823,0.571475,0.197122,0.704567,-0.476475,0.10932,0.372959,low
0.429564,0.601632,0.591006,0.69064,0.637867,0.179599,0.233998,0.555984,0.627788,medium
0.038777,0.472219,0.309091,0.474678,-0.603395,-0.51951,0.098087,0.090923,0.556707,low
0.393435,0.601479,0.325568,0.47697,0.644293,0.546756,-0.212737,0.029313,0.420277,low
0.673024,0.4197,0.207458,0.396223,0.328263,1.099616,0.454058,0.201009,0.623858,low
0.932286,0.38676,0.161482,0.683235,-0.976611,-0.354854,-0.631124,0.010209,0.58269,low
0.475217,0.706263,0.588348,0.755674,-1.099691,-0.193615,-0.789895,0.290017,0.516969,high
0.679705,0.583908,0.283224,0.534122,-0.132941,0.479955,0.108743,0.659163,0.617757,low
0.165528,0.561228,0.3447,0.421704,1.181245,-0.212735,0.206049,0.011074,0.411966,low
0.915347,0.397571,0.089347,0.604454,-1.229069,-0.14737,-0.398958,0,0.718544,low
0.536073,0.463158,0.141612,0.706712,-0.682344,0.064989,-0.477264,0.228209,0.644267,low
0.494586,0.585868,0.505545,0.492396,0.896705,0.940496,0.68776,0.614642,0.512754,high
0.817772,0.47779,0.417468,0.155616,0.414063,0.801336,0.723906,0.137008,0.435597,medium
0.696927,0.308996,0,0.011182,0.273731,0.318536,0.729217,0.026724,0.810776,low
0.789028,0.452095,0.268042,0.661847,-0.662665,-0.374899,-0.226664,0.182308,0.711086,medium
0.920523,0.410508,0.089347,0.553972,-0.480274,0.167101,0.013419,0.005415,0.791988,low
0.42782,0.64933,0.813938,0.690652,0.127217,-0.263003,-0.511779,0.357867,0.468044,high
0.46691,0.439122,0.089347,0.190365,1.173475,0.67427,1.057833,0.020134,0.606981,medium
0.523211,0.718294,0.669734,0.696103,-0.308156,0.230741,-0.322957,0.547393,0.33481,high
0.414528,0.712513,0.629884,0.749784,-0.530115,-0.294365,-0.964928,0.436871,0.516969,high
0.40016,0.597819,0.43625,0.705623,0.336453,-0.943631,-0.585554,0.068491,0.675322,medium
0.793684,0.487504,0.34907,0.568142,-0.348567,-0.589132,-0.185925,0.28618,0.393767,medium
0.453538,0.618475,0.389335,0.766123,-0.839381,0.36231,-0.966934,0.585924,0.737961,medium
0.139834,0.457055,0.275856,0.710331,-0.849299,0.269278,-0.299345,0.0056,0.58269,medium
0.221372,0.603151,0.3447,0,1.98193,1.232303,1.701844,0.00175,0.494554,low
0.534144,0.509916,0.303094,0.673274,-1.262479,-0.351373,-0.833301,0.065506,0.556707,low
0.437867,0.500151,0.290193,0,1.480867,0.900234,1.219924,0.130814,0.556707,low
0.470666,0.711842,0.857059,0.571475,-0.083857,0.749758,-0.200265,0.504609,0.383735,high
0.868077,0.527324,0.36894,0.527344,-0.283547,0.135739,0.151578,0.135873,0.516969,medium
0.590073,0.472715,0.178694,0.82905,-2.414943,-0.306405,-1.840942,0,0.662161,low
0.701899,0.63221,0.775487,0.512871,0.145476,0.693102,0.203306,0.738596,0.33481,medium
0.088139,0.667758,0.268042,0.163004,0.46182,-0.723735,0.209458,1,0.627788,low
0.481393,0.531892,0.409653,0.070859,1.211407,1.528475,1.195793,0.272934,0.770407,medium
0.758041,0.443726,0.296805,0.133964,-0.020449,-0.214374,0.225953,0.235321,0.629715,low
0.258164,0.299839,0.089347,0.910059,-2.111037,-2.891025,-2.704438,0.000079,0.897705,low
0.170268,0.46635,0.325568,0.692993,0.430751,-1.214967,-0.624472,0.01153,0.403151,low
0.917817,0.45029,0.290193,0.598658,-0.909605,-0.234292,-0.39862,0.013438,0.462108,low
0.891299,0.531168,0.419971,0.582054,-0.737575,-0.121938,-0.178973,0.144001,0.58269,low
0.9107,0.468684,0.303094,0.747093,-1.338168,-1.59343,-1.099664,0,0.568832,low
0.469488,0.606859,0.714778,0.759649,-0.771054,0.480924,-0.647685,0.329829,0.595342,medium
0.529817,0.623288,0.535072,0.566303,0.537545,0.333918,0.757151,0.530237,0.484522,medium
0.253721,0.495628,0.250829,0.603673,0.592886,0.167272,0.049622,0.004345,0.666682,low
0.691333,0.584178,0.419971,0.553972,-0.211786,0.081894,-0.018942,0.536075,0.654299,medium
0.592598,0.449069,0.230959,0,0.869174,1.158082,1.29804,0.002054,0.574534,low
0.702369,0.418085,0.386152,0,1.11935,1.08435,1.24201,0.174873,0.489625,medium
0.67987,0.676607,0.655795,0.156864,0.656184,1.273203,0.757132,0.290823,0.383735,high
0.56079,0.440788,0.178694,0.705631,-0.987082,0.220649,-0.521864,0.166645,0.75749,low
0.491266,0.433258,0.31482,0.405156,0.961824,0.490984,0.856336,0.012144,0.683478,low
0.193432,0.562108,0.489241,0.679901,0.479497,-0.960611,0.095192,0.00455,0.546901,medium
0.339906,0.495024,0.320306,0.680646,0.604091,0.740613,0.194486,0.045551,0.587884,medium
0.439278,0.863367,0.863094,0.746118,-0.704526,-0.461991,-1.133827,0.342594,0.260532,high
0.730398,0.221297,0.118111,0,0.35924,0.294285,0.711981,0.00379,0.770407,low
0.188719,0.314355,0,0.934815,-3.544806,-2.428494,-2.561771,0.000185,0.645988,low
0.228497,0.502816,0.320306,0.380979,0.985223,0.178556,0.633974,0.000132,0.796918,low
0.263164,0.580531,0.419971,0.553321,1.114787,0.262433,0.148502,0,0.45592,low
0.186474,0.603527,0.516548,0.808981,0.030906,0.429697,-0.522648,0.045306,0.494554,medium
0.262834,0.272917,0.250829,0.919998,-2.078518,-3.061962,-9.698366,0,0.808556,low
0.652845,0.383465,0.193877,0,0.842609,1.111454,1.217404,0.031228,0.528927,low
0.604956,0.547348,0.386152,0.727231,-1.47371,-0.455998,-1.126614,0.004457,0.565894,medium
0.698888,0.701747,0.681662,0.508037,0.110286,0.699894,0.254515,0.619714,0.449456,high
0,0.379491,0.141612,0.574463,-1.269795,-1.016873,-0.011472,0,0.884723,low
0.230581,0.482867,0.296805,0.85651,-0.778289,-0.729825,-1.078595,0.051916,0.793856,low
0.435181,0.572855,0.401335,0.736532,-0.024628,-0.177029,-0.592624,0.070895,0.539976,low
0.47819,0.482188,0.357389,0.173654,1.265485,0.692793,1.122812,0.286623,0.659067,medium
0.781354,0.478965,0.357389,0,0.664839,0.645324,0.918989,0.146636,0.590413,medium
0.634061,0.552012,0.365203,0.705019,-0.474558,0.164014,-0.19231,0.303481,0.762949,medium
0.575469,0.770353,0.607641,0.647722,-0.115643,0.440428,-0.109715,0.577676,0.659067,medium
0.599415,0.515417,0.230959,0.780947,-1.581523,-0.473478,-1.196062,0,0.623858,low
0.755637,0.473454,0.376103,0.50724,-0.069224,0.130278,0.213895,0.285923,0.60011,medium
0.380949,0.558995,0.230959,0.71139,0.767763,0.138262,0.228359,0.184289,0.686098,medium
0.74394,0.605686,0.505545,0,1.440036,1.335619,1.687636,0,0.489625,medium
0.640355,0.580531,0.442644,0.177096,0.470673,1.360093,0.694959,0.152361,0.546901,medium
0.863818,0.481277,0.401335,0.553158,-0.64199,-0.221134,-0.290549,0.001928,0.403151,medium
0.045033,0.294956,0.398438,0.782774,-1.011673,-1.08212,-0.228632,0,0.879667,low
0.496951,0.746678,0.68551,0.604715,-0.55431,0.402849,-0.551771,0.542328,0.36132,high
0.480196,0.575312,0.635593,0.396223,0.937448,0.43717,0.739882,0.286405,0.479234,medium
0.233365,0.470213,0.549463,0.669202,0.570326,-0.697898,-0.205063,0,0.580022,medium
0.672303,0.697644,0.34907,0.589398,-0.437714,0.038438,-0.245288,0.512065,0.693686,medium
0.691181,0.525962,0.275856,0.646813,-0.282225,-0.641881,-0.03662,0.158133,0.602437,low
0.172633,0.547724,0.259722,0,2.00612,1.789634,1.758801,0.509397,0.525049,medium
0.507428,0.511318,0.290193,0.668026,-1.11068,-0.283219,-0.802595,0.220885,0.728576,low
0.390663,0.603753,0.542946,0.669037,0.727433,0.695923,0.013647,0.422634,0.499322,medium
0.114699,0.488793,0.395474,0.817062,-0.577988,-0.263567,-0.763254,0.007997,0.6912,medium
0.125241,0.546087,0.843237,0,1.959143,1.101096,1.323934,0.081638,0.606981,medium
0.141255,0.462617,0.596793,0.703959,0.786034,0.368048,-0.383528,0.001704,0.484522,medium
0.595887,0.474189,0.193877,0.834405,-2.424186,-0.442063,-2.0853,0,0.645988,low
0.362323,0.576087,0.541988,0.567132,0.75884,0.182751,-0.347192,0.163884,0.473747,medium
0.756945,0.431111,0.259722,0.507837,-0.123605,0.026707,0.204998,0.252747,0.676714,low
0.265894,0.490279,0.616033,0.532329,0.754225,-0.300944,-0.162042,0.000337,0.435597,medium
0.439006,0.72642,0.710685,0.710902,-0.475984,-0.414863,-0.931112,0.200375,0.442692,medium
0.62461,0.522872,0.412311,0.302498,0.430582,0.574339,0.579037,0.62083,0.640763,medium
0.492808,0.613783,0.543898,0.650028,0.177344,0.755964,-0.004892,0.500707,0.479234,medium
0.082388,0.449375,0.241277,0.82287,0.079524,-2.029464,-0.623174,0,0.672499,low
0.240927,0.321443,0,0.909563,-1.996408,-2.524827,-2.295109,0,0.897705,low
0.964772,0.522401,0.219743,0.836848,-2.168963,-2.011175,-1.639535,0,0.484522,low
0.991388,0.36856,0.219743,0.681018,-0.85427,-0.505713,-0.725477,0,0.679457,low
0.494485,0.599703,0.508073,0.767903,-0.884303,-0.49973,-1.109825,0.392238,0.411966,medium
0.340011,0.40423,0.275856,0.887381,-1.398131,-2.218339,-3.090834,0,0.64937,low
0.945147,0.407413,0.118111,0.852036,-2.1942,-1.002736,-1.643529,0,0.787533,low
0.801953,0.443726,0.178694,0.044774,0.574371,0.649348,0.904031,0.158701,0.617757,medium
0.418634,0.854837,0.697565,0.523414,0.424587,0.613845,0.016533,0,0.383735,high
0.177338,0.578284,0,0.656514,0.72667,-3.158167,0.056122,0.016575,0.766726,low
0.58502,0.410943,0.118111,0.696451,-1.689977,-0.368501,-1.030277,0,0.784266,low
0.260302,0.485541,0.290193,0.628616,0.793821,0.657524,-0.145001,0.378147,0.494554,low
0.19741,0.448145,0.259722,0.843391,-1.172005,-2.860749,-1.706573,0.001057,0.651032,low
0.925114,0.370459,0.118111,0.705743,-1.007267,-0.183991,-0.47812,0.01499,0.867513,low
0.112874,0.534036,0.544842,0.77045,0.071102,0.214815,-0.473622,0.004338,0.623858,low
0.045175,0,0,0.88996,-1.396071,-2.270077,-1.37448,0,0.888321,low
0.542804,0.581821,0.376103,0.705798,-0.558734,0.05067,-0.383024,0.350861,0.647689,medium
0.667692,0.490068,0.36894,0.609726,-0.694893,-0.102967,-0.462244,0.111195,0.762949,medium
0.36754,0.546214,0.379541,0.392285,0.815119,0.66125,-0.024457,0.05358,0.442692,medium
0.522918,0.43219,0.161482,0.561325,-1.329141,0.133312,-0.893758,0.022472,0.790729,low
0.702909,0.302201,0.141612,0.024016,0.211521,0.005341,0.624284,0.017169,0.846706,low
0.288094,0.600401,0.717764,0.57476,0.483164,-0.60624,-0.383272,0.065678,0.484522,medium
0.913084,0.496826,0.353296,0.555591,-0.328277,0.079786,0.006643,0.070921,0.442692,medium
0.286235,0.402837,0.303094,0.716856,0.213256,-0.434611,-0.833753,0.027589,0.768946,low
0.337809,0.425554,0.219743,0.80282,-0.022241,-1.586233,-0.958999,0,0.780245,low
0.767441,0.420896,0.193877,0.151829,0.065724,0.092433,0.316189,0,0.621853,low
0.544003,0.488365,0.290193,0.818148,-1.601505,-0.767649,-1.431295,0.00072,0.595342,medium
0.138364,0.379491,0.230959,0.796748,-1.269393,0.126818,-0.508023,0,0.595342,low
0.224644,0.380067,0.161482,0.848755,-0.528473,0.087834,-0.725725,0.000918,0.843223,low
0.442204,0.637962,0.803241,0.602259,0.288678,0.920631,-0.113681,0.681073,0.383735,medium
0.517727,0.701161,0.553043,0.699894,-0.043818,0.431305,-0.174699,0.35065,0.36132,medium
0.257052,0.346733,0.089347,0.864458,-1.335153,-2.39908,-1.998107,0,0.888321,low
0.685181,0.535721,0.427201,0.565995,0.089821,0.160363,0.238215,0.644001,0.645988,medium
0.463308,0.554976,0.739449,0.379341,1.017014,1.135247,0.99546,0.615125,0.435597,medium
0.634547,0.311171,0.118111,0.819161,-1.574894,-0.659191,-1.517504,0,0.737961,low
0.367624,0.556601,0.456432,0.607555,-0.179191,-2.551228,-0.704048,0.022683,0.619819,low
0.625964,0.553207,0.577862,0,0.393895,0.87675,0.781438,0.366287,0.442692,medium
0.919784,0.409192,0.161482,0.75156,-1.483902,-0.672839,-1.078515,0,0.742435,low
0.517049,0.547724,0.523394,0,0.966673,0.645867,1.089762,0.567738,0.393767,medium
0.612905,0.377743,0.178694,0.00247,1.038288,1.183514,1.319641,0.037646,0.574534,low
0.678573,0.626506,0.389335,0.572375,-0.000845,0.215017,0.111248,0.395071,0.660622,medium
0.527492,0.557519,0.389335,0.476818,-0.902836,0.290931,-0.748348,0.099884,0.587884,medium
0.873928,0.496627,0,0.7214,-1.788849,-1.55469,-1.086892,0,0.850945,low
0.914956,0.393067,0.141612,0.657564,-1.200374,-0.19865,-0.421386,0.00698,0.635344,low
0.343649,0.474189,0.207458,0.696451,0.619416,-0.626488,0.015635,0,0.393767,low
0.895875,0.387837,0.118111,0.648104,-1.094214,-0.382767,-0.602819,0.007191,0.709989,low
0.766253,0.465824,0.325568,0,0.910359,0.809938,1.110217,0.02996,0.462108,low
0.269011,0.609097,0.676006,0.593257,0.300051,-0.88442,-0.347611,0.322803,0.435597,low
0.669053,0.491119,0.241277,0.644425,-0.135753,0.315406,0.165434,0.175685,0.640763,low
0.814082,0.468169,0.389335,0,0.473618,0.770709,0.771463,0.164617,0.393767,medium
0.427894,0.696037,0.63652,0.721088,-0.400015,-0.583437,-1.183952,0.21209,0.58269,medium
0.711433,0.481277,0.353296,0.445205,0.322018,0.916564,0.383825,0.400829,0.617757,medium
0.214627,0.293701,0.118111,0.362618,0.570326,0.249392,-0.603042,0.044666,0.640763,low
0.89405,0.550561,0.382889,0.553052,-0.610397,-0.10152,-0.153155,0.091438,0.737961,medium
0.535965,0.547974,0.392441,0.433638,0.292159,-1.613944,0.358102,0.712433,0.468044,low
0.710223,0.499958,0.268042,0.508037,-0.366966,-0.624646,-0.088761,0.046997,0.778192,medium
0.521908,0.62049,0.472236,0.710793,-0.236342,0.279147,-0.278976,0.50276,0.479234,medium
0.488891,0.530293,0.458287,0.365119,0.953722,1.094676,1.002545,0.000482,0.489625,medium
0.585828,0.579601,0.376103,0.814876,-2.094722,-0.730325,-1.650257,0,0.348668,low
0.445309,0.738741,0.72494,0.764714,-0.771054,0.347886,-1.048293,0.267129,0.435597,high
0.433912,0.471721,0.296805,0.819767,-1.389913,-0.958482,-1.922767,0,0.484522,low
