@relation 'bigdata-change4-normalized - bigdata-change4-normalized-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,60-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R117-precision6-unset-class-temporarily-weka.filters.unsupervised.attribute.Remove-R3-33,35-50,52-59-weka.filters.unsupervised.attribute.Remove-R1-2-weka.filters.unsupervised.attribute.Remove-R1-3,5-6,10-12,14-17,20-56,58-weka.filters.unsupervised.attribute.RenameNominalValues-R10-N\'(-inf-0.980205]\':low, \'(0.980205-1.960411]\':medium, \'(1.960411-inf)\':high-I'

@attribute lon_dd numeric
@attribute ntl numeric
@attribute ptl numeric
@attribute snow_yrmean numeric
@attribute lst_yrmean numeric
@attribute tmean numeric
@attribute tmean_yrmean numeric
@attribute agkffactws numeric
@attribute depth numeric
@attribute logchl_A {low,medium,high}

@data
0.044384,0.388371,0.118111,0.576629,-0.251982,-0.440104,0.171211,0.010453,0.814313,low
0.502591,0.594115,0.395474,0.765612,-1.10518,-0.506011,-1.052206,0.197806,0.383735,medium
0.664557,0.296197,0.193877,0.329982,0.055328,0.373371,0.477204,0.080496,0.709989,low
0.516616,0.603753,0.481788,0.451414,-0.538886,0.002296,-0.455306,0.316292,0.666682,medium
0.489375,0.596304,0.739449,0.454455,0.511586,0.852254,0.27923,0.752239,0.348668,medium
0.792063,0.48772,0.161482,0,0.588672,0.616358,0.899385,0.346958,0.568832,medium
0.683667,0.628081,0.376103,0.529284,-0.143249,0.484799,0.166271,0.635873,0.666682,medium
0.419695,0.9044,0.78356,0.523414,0.424587,0.606478,0.01126,0.000792,0.36132,high
0.832546,0.504866,0.382889,0.290381,0.3868,0.758881,0.971525,0.031518,0.442692,medium
0.377739,0.63851,0.522278,0.799979,-0.412517,-0.651771,-1.174494,0.560118,0.516969,medium
0.703927,0.500151,0.404168,0.003695,0.97935,0.994299,1.093285,0.093221,0.516969,medium
0.592791,0.423637,0.259722,0.196719,0.485358,0.610715,0.616443,0.186772,0.647689,low
0.210587,0.338653,0.118111,0.518909,0.044892,0.207832,-0.776487,0,0.741551,low
0.929604,0.439791,0.193877,0.628383,-0.64199,0.025642,-0.169488,0,0.489625,low
0.366079,0.463696,0.330624,0.670762,0.778217,0.098224,0.26681,0.028375,0.555118,medium
0.873854,0.395592,0.118111,0.710037,-1.773053,-1.639962,-1.165655,0.000046,0.675322,low
0.681978,0.503004,0.259722,0.54333,-0.441934,0.161395,-0.202405,0.162234,0.613542,low
0.676985,0.510619,0.193877,0.533116,-0.065575,0.224545,0.142283,0.510982,0.843223,low
0.165682,0.51937,0.320306,0.264017,1.325017,-0.376432,0.046184,0.003639,0.45592,low
0.68038,0.456769,0.376103,0.02977,0.364804,0.337602,0.645086,0.153114,0.742435,low
0.296761,0.460426,0.259722,0.664259,0.362319,0.868531,-0.558395,0.036068,0.672499,low
0.224687,0.533894,0.477101,0.81712,-0.233351,-0.565009,-1.056714,0.094674,0.536385,medium
0.918057,0.430022,0.303094,0.264017,-0.310158,0.186221,0.111577,0.047743,0.494554,low
0.416006,0.387299,0.178694,0.668352,0.18168,0.579896,-0.57032,0.155835,0.775409,low
0.442304,0.470969,0.268042,0.115959,1.409787,0.74864,1.121224,0.084121,0.700898,low
0.043576,0.440125,0.230959,0.009127,1.030035,0.882967,1.07244,0,0.662161,low
0.481866,0.61528,0.595529,0.63439,-0.128273,0.587604,-0.348904,0.601046,0.553512,medium
0.745315,0.55843,0.536083,0,1.069864,1.556707,1.337148,0.183483,0.420277,medium
0.44469,0.675636,0.577132,0.792374,-0.728087,-0.491363,-1.248954,0.554941,0.536385,medium
0.163809,0.284489,0,0.867758,-2.246201,-0.096037,-0.918369,0.007772,0.900109,low
0.446496,0.688707,0.738195,0.7251,-0.69984,-0.361816,-0.885476,0.44955,0.411966,medium
0.312424,0.343572,0.193877,0.742748,-0.083857,-0.418334,-0.599847,0.006636,0.897705,low
0.492989,0.47779,0.303094,0.119026,0.809327,0.637926,1.023984,0.207064,0.633492,low
0.709647,0.545068,0.504263,0.53735,-0.081412,0.293007,0.220014,0.666896,0.435597,medium
0.439711,0.685618,0.658939,0.736484,-0.609413,-0.387429,-0.870736,0.216877,0.479234,low
0.341788,0.411807,0.178694,0.876235,-1.371531,-2.585475,-4.117219,0,0.715395,low
0.195583,0.474676,0.525598,0.804428,-0.577371,0.066873,-0.984836,0.17373,0.638979,medium
0.535188,0.729519,0.617111,0.720777,-0.366966,0.069215,-0.376915,0.390772,0.473747,high
0.500424,0.584625,0.478682,0,1.121632,0.962138,1.303655,0.125069,0.468044,medium
0.767171,0.512873,0.401335,0,0.767763,0.680295,0.930929,0.110634,0.543479,medium
0.640455,0.456196,0.365203,0.003905,0.87745,1.061387,1.134409,0.167173,0.755893,medium
0.45104,0.546087,0.475499,0.266334,1.129967,1.042545,0.993611,0.248996,0.372959,medium
0.854468,0.720104,0.54671,0.085835,0.574575,0.816953,0.73303,0.25527,0.411966,medium
0.62344,0.465031,0.141612,0.757006,-1.458495,-0.552075,-1.260523,0,0.753462,low
0.071513,0.4197,0.579311,0.76967,0.215654,-0.222252,-0.40619,0.041767,0.459047,medium
0.620512,0.497024,0.250829,0.620885,-0.527932,0.035436,-0.344458,0.499848,0.900704,low
0.890324,0.531747,0.353296,0.527101,-0.330303,0.169688,0.118362,0.034622,0.58269,medium
0.914493,0.444688,0,0.800912,-1.594823,-0.841071,-1.131373,0.271778,0.571711,low
0.470169,0.63949,0.618712,0.743031,-0.685836,-0.117531,-0.650285,0.262098,0.556707,low
0.748077,0.503566,0.357389,0,0.939893,0.891835,1.103289,0.142701,0.479234,medium
0.685862,0.552252,0.290193,0.546037,-0.118955,0.27409,0.214884,0.298786,0.764471,low
0.480747,0.774583,0.881889,0.716211,-0.506157,-0.0519,-0.671458,0.531604,0.468044,high
0.729684,0.608164,0.475499,0.536064,0.022128,0.441567,0.109722,0.525562,0.550244,medium
0.090882,0.608308,0.633245,0.575302,0.538977,0.061422,-0.528834,0.0446,0.393767,medium
0.506482,0.448454,0.372571,0.390956,0.611069,0.88385,0.593135,0.441533,0.516969,medium
0.782602,0.422079,0.325568,0,0.90788,1.074152,1.105757,0.017493,0.435597,medium
0.560666,0.543781,0.398438,0.792602,-1.548562,-0.314443,-1.430182,0.034642,0.574534,medium
0.723003,0.410508,0.275856,0,0.795119,0.687545,0.975205,0.08218,0.494554,low
0.738837,0.409192,0.309091,0.034496,0.224874,0.736951,0.389617,0.080985,0.58269,low
0.752154,0.539421,0.417468,0,1.48777,1.453956,1.685773,0,0.508413,medium
0.9158,0.398548,0.141612,0.21333,-0.235044,0.278646,0.203643,0.015069,0.604726,low
0.579184,0.422861,0.250829,0.049959,0.93193,1.155995,1.314287,0.439321,0.372959,medium
0.535669,0.571756,0.480245,0.001485,0.921226,1.610776,1.301516,0.055066,0.527001,high
0.716996,0.425933,0.250829,0.613653,-0.855096,-1.185032,-0.639397,0.060679,0.568832,low
0.516524,0.414362,0.230959,0.14746,0.654269,0.397366,0.881217,0.431403,0.820882,low
0.866861,0.42325,0.268042,0.354943,0.072633,0.319164,0.305153,0.03587,0.655906,low
0.415719,0.62856,0.550367,0.771048,-0.2664,-0.554289,-1.106078,0.482838,0.499322,low
0.438951,0.617552,0.675324,0.722021,-0.695166,-0.322491,-0.808396,0.139808,0.633492,low
0.32661,0.441448,0.320306,0.734022,-0.486717,-1.715535,-0.873536,0,0.718544,medium
0.847975,0.441448,0.320306,0.663083,-0.862576,-0.83033,-0.40356,0.206946,0.689942,low
0.48752,0.667128,0.525598,0.660021,-0.404176,-0.174613,-0.63275,0.134796,0.473747,medium
0.483319,0.54391,0.424836,0.304456,0.435069,0.849028,0.203039,0.281036,0.640763,medium
0.779908,0.488365,0.31482,0,0.616634,0.424449,0.722665,0,0.577304,low
0.591557,0.550683,0.290193,0.657152,-1.21755,-0.361145,-1.001059,0.000858,0.629715,medium
0.919859,0.378911,0.141612,0.60601,-0.676541,0.097692,-0.060484,0,0.489625,low
0.348929,0.67875,0.571136,0.365616,0.959397,0.170721,0.01834,0.075425,0.462108,high
0.896686,0.420896,0.259722,0.537116,-1.05081,-0.33864,-0.477854,0,0.508413,low
0.931565,0.390483,0.178694,0.829243,-1.929537,-0.980998,-1.516472,0,0.462108,low
0.487676,0.59045,0.588348,0.685143,-0.419839,0.404222,-0.571076,0.474643,0.532704,medium
0.758955,0.36856,0.296805,0.014923,0.642652,0.630335,0.856274,0.132393,0.660622,medium
0.684366,0.499765,0.290193,0.546374,-0.074701,0.176118,0.000843,0.376832,0.707768,medium
0.511343,0.50615,0.259722,0.671054,-1.146738,0.140264,-1.043058,0.207943,0.755087,low
0.755934,0.646368,0.427201,0.558476,-0.387571,0.274601,-0.039987,0.323245,0.604726,medium
0.911068,0.363329,0,0.772666,-1.359343,-0.672626,-1.081258,0.109611,0.883725,low
0.340967,0.400475,0.275856,0.554188,0.737898,0.427973,0.033665,0.008584,0.715395,low
0.129678,0.314355,0,0.069978,1.321869,0.590904,0.454962,0,0.893089,low
0.833366,0.544169,0.40694,0.580902,-0.01152,0.071333,0.07195,0,0.442692,medium
0.21218,0.397571,0.207458,0.767776,-0.994957,-1.848563,-0.922834,0.02782,0.737049,low
0.374195,0.721884,0.456432,0.796208,-0.484569,-0.808975,-1.41201,0.247161,0.393767,low
0.20487,0.62856,0.419971,0.897672,-2.22825,-0.453294,-1.62305,0.01289,0.449456,low
0.803998,0.480358,0.207458,0.576826,-0.404176,0.021363,-0.129281,0.015822,0.705514,low
0.070705,0.311171,0.193877,0.694378,0.312135,0.034468,0.260815,0.000462,0.88001,low
0.664355,0.401425,0.250829,0.008454,0.761803,0.845473,1.005013,0.131653,0.703224,medium
0.707598,0.503379,0.250829,0.640686,-0.352648,0.067235,-0.038641,0.180644,0.516969,low
0.982122,0.422079,0.219743,0.842207,-2.24545,-1.06447,-1.641399,0.135509,0.903641,medium
0.009654,0.652792,0.577862,0.231512,-0.113379,-1.442816,0.424973,0,0.449456,medium
0.523626,0.482641,0.303094,0.758635,-1.387148,-0.525343,-1.142043,0.050847,0.84799,low
0.848945,0.476364,0.275856,0.577705,-0.570934,-0.213256,-0.459548,0.079459,0.536385,medium
0.468033,0.677798,0.766201,0.754602,-0.775873,0.491559,-0.692156,0.293028,0.516969,low
0.476262,0.418491,0.268042,0.190365,1.186827,0.692793,1.079235,0.00002,0.666682,low
0.816453,0.50244,0.512984,0.064436,0.547091,0.716767,0.954864,0.224293,0.494554,high
0.575019,0.59045,0.389335,0.597051,-1.008146,0.005299,-0.781669,0,0.33481,low
0.9165,0.428553,0.193877,0.613632,-0.884303,-0.153651,-0.36363,0.013247,0.473747,low
0.885734,0.493806,0.207458,0.599191,-0.684282,-0.084327,-0.180509,0.031538,0.590413,low
0.222748,0.601479,0.614398,0.765356,-0.015088,-1.057614,-1.09585,0.006696,0.503939,medium
0.688841,0.501111,0.141612,0.620037,-0.79039,-1.204055,-0.448374,0.070736,0.631615,low
0.601813,0.513728,0.605308,0.001173,0.860216,1.04445,1.068584,0.471189,0.58269,medium
0.89399,0.467393,0.178694,0.710759,-1.276628,-0.358888,-0.701109,0.138019,1,low
0.590905,0.62796,0.473878,0.643551,-1.0562,-0.176284,-0.83584,0.008228,0.574534,medium
0.551898,0.460978,0.34907,0.025401,0.647826,0.508241,1.000244,0.09225,0.640763,medium
0.442319,0.886432,0.808213,0.745,-0.150775,-0.335181,-0.801682,0.223045,0.31949,high
0.475108,0.544555,0.582159,0.337089,1.019389,1.504267,0.934927,0.438819,0.654299,low
0.395762,0.768478,0.678365,0.784271,-0.541086,-0.533349,-1.279442,0.449444,0.449456,low
0.604601,0.456769,0.395474,0,0.806749,0.997759,1.113146,0.024697,0.33481,medium
0.759511,0.44243,0.268042,0.50724,-0.022241,0.08612,0.208317,0.423063,0.644267,low
0.120865,0.462617,0.275856,0.75736,-0.642753,0.143734,-0.50459,0.006438,0.590413,low
0.746368,0.567977,0.412311,0,1.353229,1.40984,1.651567,0.06649,0.532704,low
0.930447,0.452095,0.275856,0.13355,-0.105224,0.368921,0.139587,0.013735,0.449456,low
0.490297,0.519854,0.34907,0.01209,1.257441,1.52807,1.212126,0.254094,0.704374,medium
