@relation 'bigdata-change4-normalized - bigdata-change4-normalized-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,60-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R117-precision6-unset-class-temporarily-weka.filters.unsupervised.attribute.Remove-R3-33,35-50,52-59-weka.filters.unsupervised.attribute.Remove-R1-2-weka.filters.unsupervised.attribute.Remove-R1-3,5-6,9-19,21-27,29-35,37-44,46-55,58-59-weka.filters.unsupervised.attribute.RenameNominalValues-R10-N\'(-inf-0.980205]\':low, \'(0.980205-1.960411]\':medium, \'(1.960411-inf)\':high-I'

@attribute lon_dd numeric
@attribute ntl numeric
@attribute ptl numeric
@attribute atmo_pdep_2002 numeric
@attribute n_fert_farm_2007 numeric
@attribute p_crop_removal_2007 numeric
@attribute p_accumulated_ag_inputs_2007 numeric
@attribute bfiws numeric
@attribute agkffactws numeric
@attribute logchl_A {low,medium,high}

@data
0.443167,0.59321,0.644145,-0.551874,1.009204,1.030468,0.770348,0.644015,0.43559,medium
0.751609,0.604798,0.489241,1.029662,0.677918,1.330211,1.196489,0.615009,0.284391,medium
0.577778,0.47779,0.31482,0.163458,0.582175,0.355609,0.827406,0.495638,0.347843,medium
0.061617,0.173041,0,-0.296563,-1.055057,-0.877114,-1.297934,0.868227,0,low
0.042111,0.36856,0,1.262765,-1.055057,-0.877114,-1.297934,0.94641,0,low
0.630647,0.599391,0.566448,0.142152,0.854817,0.921696,0.923498,0.869031,0.25593,medium
0.477037,0.580439,0.768212,-0.982332,1.606333,1.923234,0.966609,0.626414,0.487394,medium
0.128164,0.268242,0.089347,-1.576082,-1.055057,-0.877114,-1.297934,0.912318,0,low
0.612249,0.463158,0.193877,-0.321579,-1.055057,-0.877114,-1.297934,0.833842,0.001142,low
0.349189,0.674382,0.719475,0.455346,1.025591,1.261291,1.039061,0.773945,0.549242,high
0.428132,0.712791,0.494908,-0.792822,0.524809,0.359055,0.47514,0.480623,0.130128,medium
0.736454,0.4197,0.259722,0.485995,0.523288,-0.308393,0.945958,0.853411,0.026321,low
0.178123,0.427438,0.193877,-1.615776,-0.898692,-0.815144,-0.607237,0.937788,0.007937,low
0.436484,0.6627,0.492106,-1.032071,0.831515,0.767745,0.603432,0.541165,0.183127,medium
0.452147,0.517247,0.574169,-1.326858,0.359051,0.187466,0.580176,0.91881,0.06334,medium
0.520015,0.4152,0.193877,0.483216,-0.221844,-0.487488,0.035412,0.47492,0.051566,low
0.873591,0.621068,0.516548,-0.075353,-1.055057,-0.877114,-1.297934,0.72118,0,high
0.571676,0.400951,0.118111,-0.909409,-1.055057,-0.877114,-1.297934,0.806113,0,low
0.722509,0.76696,0.608792,0.483118,1.306587,1.966918,1.262879,0.529677,0.736813,medium
0.44566,0.786801,0.761206,-1.320225,0.384937,0.193521,0.285906,0.570314,0.063142,medium
0.629736,0.593127,0.535072,0.705408,1.540753,2.107523,1.211985,0.534165,0.656779,medium
0.493528,0.606494,0.589684,-0.822743,1.502947,2.068738,1.157794,0.617737,0.527959,medium
0.754584,0.328102,0.207458,0.462243,-0.150758,-0.543617,0.528761,0.83937,0.07555,low
0.627221,0.498011,0.446736,0.914839,-1.055057,-0.877114,-1.297934,0.69924,0,medium
0.646079,0.566407,0.296805,1.912129,-1.055057,-0.877114,-1.297934,0.61869,0,low
0.261365,0.416446,0.275856,-1.576064,-1.055057,-0.877114,-1.297934,0.838755,0,low
0.918384,0.436401,0.207458,-0.006387,0.001459,-0.327396,0.72813,0.800343,0.046904,low
0.348137,0.470213,0.207458,-0.077369,-1.055057,-0.877114,-1.297934,0.749465,0,low
0.891171,0.435363,0.283224,-0.075353,0.565324,0.574685,1.002214,0.783164,0.230335,low
0.233825,0.44243,0.241277,-1.423953,-1.055057,-0.877114,-1.297934,0.65918,0,low
0.686616,0.512012,0.450702,0.81713,1.159812,1.433617,1.032605,0.8731,0.431344,medium
0.689259,0.486853,0,1.468021,0.910921,1.071592,0.980056,0.822676,0.233782,low
0.504587,0.541027,0.325568,-0.982332,-0.670478,-0.691198,-0.329054,0.875362,0.003777,medium
0.113389,0.540761,0.404168,-1.251006,-1.055057,-0.877114,-1.297934,0.732134,0,medium
0.565311,0.53304,0.438417,-0.017649,-1.055057,-0.877114,-1.297934,0.872041,0.093848,medium
0.849204,0.526569,0.440548,0.581396,1.182285,1.673685,1.300711,0.798859,0.459527,medium
0.343588,0.600014,0.768378,-0.379433,-0.083661,-0.202551,0.329281,0.846997,0.021679,medium
0.396917,0.774583,0.618712,-1.346878,-1.055057,-0.877114,-1.297934,0.962139,0.000779,medium
0.566367,0.48598,0.230959,-0.909409,-1.055057,-0.877114,-1.297934,0.820225,0,low
0.264607,0.514407,0.538082,1.395713,-1.055057,-0.877114,-1.297934,0.841336,0,medium
0.186347,0.398061,0.089347,-1.704039,-1.050364,-0.875417,-0.723191,0.902956,0.00004,low
0.435361,0.685082,0.530947,-1.032071,-1.055057,-0.877114,-1.297934,0.523507,0.00488,medium
0.708925,0.494619,0.193877,-0.031357,-1.055057,-0.877114,-1.297934,0.917759,0.012025,low
0.666822,0.534459,0.230959,0.689638,1.913651,2.59307,1.441706,0.737948,0.447371,low
0.48892,0.467911,0.320306,0.797162,-0.354806,-0.535309,0.212766,0.485476,0.036392,low
0.609801,0.384021,0,-0.577763,-1.055057,-0.877114,-1.297934,0.898082,0.004563,low
0.701916,0.477079,0.141612,0.845775,1.036475,1.16174,0.982396,0.871822,0.086201,low
0.230702,0.405606,0.161482,-2.105087,-1.052084,-0.874157,-1.167164,0.880034,0.000244,low
0.669026,0.40606,0.118111,1.295218,1.329122,1.46863,1.08442,0.532878,0.19428,low
0.939702,0.42929,0.118111,1.458712,-1.03314,-0.874305,0.576764,0.760407,0.000541,low
0.527621,0.593127,0.458287,-0.365564,1.346544,1.65083,1.115929,0.777949,0.439763,medium
0.793879,0.439791,0.325568,0.693692,-0.595144,-0.68641,0.243371,0.845129,0.008948,medium
0.635732,0.672673,0.541988,0.176345,1.05965,1.332358,1.062785,0.698881,0.224834,high
0.802812,0.410508,0.207458,0.693692,0.709677,0.427189,1.091309,0.588672,0.159427,medium
0.241535,0.34114,0.089347,-1.348991,-1.055057,-0.877114,-1.297934,0.872041,0,low
0.869899,0.422861,0.207458,-0.075353,-1.055057,-0.877114,-1.297934,0.77379,0.032621,low
0.023202,0.305651,0.089347,-1.568036,0.847292,0.120638,0.258416,0.675399,0.137391,low
0.46685,0.560229,0.55908,0.383881,-0.060583,-0.343414,0.485646,0.666232,0.070763,medium
0.664463,0.530877,0.335489,1.912129,1.842189,2.073225,1.150278,0.875339,0.300635,medium
0.501356,0.50796,0.207458,-0.982332,1.049408,1.282328,0.952864,0.872041,0.191659,low
0.690694,0.542346,0.401335,1.569268,1.108152,1.915151,1.361058,0.668813,0.603067,medium
0.548877,0.400951,0.219743,0.722665,-0.643814,-0.508478,0.519363,0.479865,0.097949,low
0.658684,0.542084,0.283224,-1.130205,-1.055057,-0.877114,-1.297934,0.895566,0,low
0.558408,0.405606,0.230959,-0.017649,1.604764,1.207056,1.083788,0.846799,0.459851,low
0.478333,0.594115,0.582159,0.241102,1.625839,1.510644,1.121723,0.551252,0.416024,high
0.855173,0.47122,0.31482,0.233998,-1.040072,-0.865046,-0.993943,0.814279,0.001334,low
0.402572,0.719111,0.468888,-0.792822,1.064229,0.941334,0.583176,0.500275,0.465187,low
0.127119,0.495828,0.448734,-1.337126,-1.044487,-0.871475,-1.09035,0.953033,0.000337,medium
0.438454,0.708367,0.504263,-1.032071,0.624176,0.491311,0.536919,0.54739,0.160688,medium
0.632325,0.481048,0.357389,0.436836,-0.337117,-0.390094,0.384579,0.688172,0.029187,medium
0.945489,0.459034,0.241277,0.470312,-0.801817,-0.843754,-0.388572,0.856615,0.001037,medium
0.542668,0.715618,0.690164,-0.461269,1.693966,2.11902,1.248368,0.775482,0.261602,medium
0.672661,0.483092,0.193877,0.689638,1.055695,1.811398,1.181555,0.603069,0.159473,low
0.585622,0.482188,0.241277,0.123987,1.764981,2.477759,1.485697,0.334096,0.596443,low
0.339057,0.486853,0.422426,-0.565089,-1.055057,-0.877114,-1.297934,0.783932,0,low
0.942149,0.339489,0,-0.091479,-0.438258,-0.669946,0.247629,0.825337,0.014554,low
0.516816,0.693349,0.525598,-0.289143,1.044911,1.202825,0.929819,0.798859,0.166671,medium
0.489823,0.533468,0.549463,0.624117,-0.214638,-0.290846,0.53305,0.493896,0.150493,medium
0.638266,0.544039,0.230959,0.788145,0.876627,1.153947,0.948815,0.768284,0.260473,low
0.682579,0.556255,0.395474,1.912129,1.213081,1.539403,1.165431,0.829913,0.414069,medium
0.420349,0.707728,0.624419,-1.346878,-0.83544,-0.809955,-0.571215,0.961704,0.000469,high
0.827644,0.505234,0.330624,-1.416229,-1.055057,-0.877114,-1.297934,0.679834,0,medium
0.450487,0.850362,0.837536,-1.320225,1.34272,1.57099,0.806463,0.540732,0.545854,high
0.493163,0.445641,0.303094,0.241102,-1.055057,-0.877114,-1.297934,0.475833,0.003275,low
0.681845,0.524736,0.275856,0.788145,1.63706,2.106115,1.35942,0.880553,0.348854,low
0.320094,0.337812,0.207458,-1.830302,-1.055057,-0.877114,-1.297934,0.820225,0,low
0.16591,0.563524,0.361355,-2.502735,-0.894182,-0.716149,-0.376367,0.880938,0.023238,medium
0.527763,0.53586,0.365203,-0.486015,0.231685,0.286842,0.650006,0.889989,0.179125,medium
0.696341,0.475161,0.365203,0.882742,0.499438,0.59743,1.005369,0.334096,0.410682,medium
0.080709,0.649923,0.792267,0.362673,-1.055057,-0.877114,-1.297934,0.853411,0,low
0.560222,0.560896,0.458287,0.292621,1.527259,1.996628,1.311313,0.624978,0.496229,medium
0.053916,0.633075,0.744943,-0.532693,-1.055057,-0.877114,-1.297934,0.626594,0,high
0.265534,0.397571,0.268042,-1.987961,-1.055057,-0.877114,-1.297934,0.88552,0.000013,low
0.512987,0.700572,0.736291,-0.659703,1.661661,2.178996,1.294938,0.853032,0.352783,high
0.597101,0.424408,0.118111,-0.302777,-1.055057,-0.877114,-1.297934,0.820225,0,low
0.448208,0.636134,0.647582,-1.496296,1.235417,1.303373,0.672987,0.433532,0.573939,medium
0.309671,0.485099,0.389335,0.215948,-1.055057,-0.877114,-1.297934,0.795914,0,medium
0.14761,0.461527,0.118111,-1.337126,-1.055057,-0.877114,-1.297934,0.881236,0,low
0.546023,0.563307,0.456432,-0.289143,0.633341,0.840558,0.916725,0.79024,0.412973,medium
0.298961,0.374161,0.141612,-1.013889,-0.492054,-0.619086,-0.124413,0.868673,0.028316,low
0.533334,0.509386,0.486312,0.722665,-0.368851,-0.369471,0.735857,0.419802,0.125664,medium
0.502309,0.460149,0.283224,0.10101,1.214546,1.050656,0.960538,0.438469,0.399033,low
0.303183,0.528967,0.54671,-1.486137,-1.055057,-0.877114,-1.297934,0.827093,0.008003,medium
0.086791,0.585159,0.283224,-1.862134,0.840268,0.440067,0.402426,0.752661,0.144272,low
0.355351,0.400475,0.141612,-0.077369,-1.00549,-0.763367,0.082361,0.742715,0.006036,low
0.541612,0.655214,0.775172,-0.444408,1.647657,2.024213,1.195141,0.773047,0.451491,low
0.584607,0.425173,0.141612,0.163458,-0.631349,-0.745626,0.012343,0.578025,0.009905,low
0.647371,0.667128,0.632294,0.784177,1.208518,1.205619,1.008505,0.602165,0.384281,medium
0.472003,0.733986,0.618181,-1.006285,1.225589,1.509875,0.952404,0.558181,0.362087,high
0.232495,0.366627,0.219743,-1.527956,-1.053541,-0.875667,-1.197978,0.869716,0.000119,low
0.666043,0.402368,0.207458,1.766794,-0.004329,-0.433593,0.760145,0.763043,0.131653,medium
0.147364,0.374766,0.207458,-1.576082,-1.055057,-0.877114,-1.297934,0.86593,0,low
0.888811,0.36532,0.089347,0.112375,-1.055057,-0.877114,-1.297934,0.776828,0,low
0.693546,0.45819,0.178694,-0.645242,-1.055057,-0.877114,-1.297934,0.957018,0.043583,low
0.484248,0.57599,0.497651,0.340712,0.488261,-0.116977,0.618973,0.151714,0.142819,medium
0.26908,0.722521,0.582159,-2.078635,0.205458,0.122413,0.566479,0.868921,0.263927,low
0.342694,0.69542,0.583561,-0.267527,1.226051,1.572645,1.153684,0.848277,0.651331,high
0.567524,0.422079,0.241277,-0.302777,-1.055057,-0.877114,-1.297934,0.771115,0.000073,low
0.210931,0.466611,0.340176,-2.140715,-1.055057,-0.877114,-1.297934,0.901231,0,low
0.785916,0.334379,0.089347,0.973968,-0.626793,-0.353437,0.234756,0.689658,0.037541,low
0.568217,0.496627,0.241277,-0.302777,-1.055057,-0.877114,-1.297934,0.776207,0.004471,low
0.742419,0.460426,0.141612,0.414049,0.000492,0.030273,0.780915,0.800467,0.253975,low
0.753593,0.538065,0.353296,-0.299107,-1.055057,-0.877114,-1.297934,0.809516,0,medium
0.287314,0.481506,0.161482,-1.993221,-0.160985,-0.442274,0.198965,0.843467,0.032489,low
0.665653,0.503004,0.141612,1.912129,1.485393,1.849441,1.161958,0.840986,0.3593,low
0.610387,0.425554,0.230959,-0.86331,-1.055057,-0.877114,-1.297934,0.832844,0.000172,low
0.708142,0.57885,0.515371,0.483118,1.501162,2.039349,1.293028,0.810326,0.586862,medium
0.401863,0.528074,0.440548,-0.664257,1.221034,1.425364,0.846012,0.921134,0.475026,medium
0.666068,0.641954,0.602331,0.681793,0.533369,0.779769,1.156949,0.590749,0.342818,high
0.845647,0.413092,0.250829,1.277346,0.198748,0.70734,0.941927,0.822909,0.312647,low
0.487876,0.745858,0.618712,-0.822743,1.079081,1.459557,0.891372,0.603662,0.263616,high
0.485074,0.58016,0.517715,0.691602,-1.055057,-0.877114,-1.297934,0.33396,0,medium
0.77975,0.519532,0.417468,0.648197,0.196336,-0.287938,0.763896,0.703771,0.150288,medium
0.665293,0.568702,0.386152,0.788145,1.206646,1.389152,1.115362,0.968213,0.299645,medium
0.455201,0.547724,0.521152,0.35183,1.125854,0.853499,1.024224,0.556846,0.439777,medium
0.725319,0.646977,0.475499,0.681041,1.231525,1.851914,1.222684,0.488781,0.695317,medium
0.586976,0.445641,0.290193,0.163458,-0.302646,-0.499714,0.209647,0.60361,0.067289,medium
0.192983,0.311171,0.193877,-1.827195,-1.055057,-0.877114,-1.297934,0.933587,0,low
0.347732,0.491119,0.309091,-0.077369,-1.055057,-0.877114,-1.297934,0.76085,0,low
0.51394,0.602318,0.372571,-1.006285,1.366723,1.666606,1.012821,0.772378,0.401595,medium
0.680142,0.561338,0.330624,0.788145,-1.055057,-0.877114,-1.297934,0.972997,0,medium
0.85387,0.662832,0.486312,0.564535,0.61853,0.640232,1.342921,0.851377,0.213773,medium
0.509091,0.497024,0.268042,-1.006285,0.234896,0.455929,0.756406,0.863617,0.287719,low
0.753058,0.59574,0.574916,1.604788,-0.863656,-0.80709,-0.458424,0.726124,0.002655,medium
0.650277,0.412237,0.296805,0.784177,-0.033835,0.035406,0.789955,0.673276,0.218442,low
0.137317,0.701346,0.672209,-0.271823,-0.803809,-0.861398,-0.973633,0.687501,0.000277,high
0.653869,0.510268,0.325568,-1.130205,-1.055057,-0.877114,-1.297934,0.872041,0,low
0.826324,0.484657,0.34907,0.581396,0.164526,0.754305,0.92908,0.78301,0.224478,medium
0.341277,0.458472,0.178694,-0.267527,0.69184,0.79681,0.840755,0.852607,0.273006,low
0.746912,0.614534,0.330624,-0.368608,0.280205,-0.368771,0.711014,0.906992,0.045953,medium
0.912682,0.436745,0.283224,0.470312,-0.731273,-0.695001,0.201543,0.786369,0.006894,medium
0.061625,0.410508,0.178694,-0.532693,-1.055057,-0.877114,-1.297934,0.727324,0,low
0.494567,0.577715,0.520017,0.797162,-0.068833,-0.30733,0.439383,0.341969,0.069145,medium
0.851743,0.572456,0.392441,1.008143,0.532083,0.660748,0.88357,0.786027,0.180651,medium
0.48327,0.531022,0.493515,0.624117,0.694417,0.202902,0.959765,0.569836,0.394147,low
0.690518,0.476364,0.141612,-0.608413,-1.055057,-0.877114,-1.297934,0.995363,0.056585,low
0.636087,0.587359,0.417468,0.176345,-0.467785,-0.53997,-0.002495,0.639821,0.019784,medium
0.437386,0.481048,0.303094,-0.154594,-0.327335,-0.584719,0.423111,0.177186,0.02751,low
0.250863,0.4197,0.241277,-1.348991,0.347583,1.010862,0.8603,0.904708,0.493165,low
0.100654,0.738872,0.927707,-1.059539,-0.342362,-0.12913,0.523239,0.912661,0.082556,medium
0.045535,0.399996,0.118111,1.262765,-1.055057,-0.877114,-1.297934,0.97002,0,low
0.548618,0.531892,0.250829,-0.289143,-1.055057,-0.877114,-1.297934,0.818107,0.001532,low
0.685213,0.478965,0.219743,0.788145,0.513595,0.59034,0.742508,0.909332,0.144503,low
0.503565,0.655354,0.534053,-1.006285,1.415853,1.745158,1.041733,0.787659,0.480513,low
0.291062,0.469196,0.379541,-1.065224,-1.055057,-0.877114,-1.297934,0.889817,0,medium
0.546664,0.534882,0.31482,0.013753,1.10349,1.353319,1.158077,0.420686,0.652942,low
0.10258,0.524118,0.409653,-1.254486,-1.052952,-0.872285,-1.228028,0.926299,0.000423,medium
0.324327,0.599235,0.698426,-2.26668,-0.941602,-0.828258,-0.677259,0.447486,0.002859,medium
0.854144,0.48532,0.141612,0.413739,-0.044231,0.262069,0.679947,0.833238,0.126971,low
0.744236,0.501492,0.520017,0.456115,-1.055057,-0.877114,-1.297934,0.917746,0,medium
0.134763,0.374766,0.193877,-1.226358,-1.055057,-0.877114,-1.297934,0.921399,0,low
0.341085,0.63192,0.582862,-1.065224,-1.055057,-0.877114,-1.297934,0.812975,0,medium
0.060417,0.342767,0.089347,-0.486205,-1.055057,-0.877114,-1.297934,0.907246,0,low
0.713537,0.572357,0.477101,0.041732,1.22501,0.867675,1.189581,0.702443,0.155623,medium
0.328858,0.4201,0.250829,-0.160434,-1.055057,-0.877114,-1.297934,0.87801,0,low
0.539714,0.315396,0.230959,0.787169,-0.490349,-0.40358,0.46891,0.491435,0.075913,low
0.714769,0.569525,0.442644,0.845775,0.569105,0.417127,0.863147,0.886065,0.162484,medium
0.434236,0.696618,0.56565,-0.223405,1.097454,1.056125,0.927987,0.47492,0.511067,high
0.035932,0.526114,0.290193,-0.296563,-1.055057,-0.877114,-1.297934,0.887133,0,medium
0.686815,0.531603,0.392441,1.295218,1.041241,1.367423,1.225202,0.536555,0.585984,medium
0.470975,0.448762,0.275856,0.691602,-1.055057,-0.877114,-1.297934,0.253523,0,medium
0.682638,0.482188,0.283224,1.912129,1.466612,1.903073,1.244429,0.751175,0.446162,low
0.596913,0.581913,0.456432,0.163458,-0.127268,-0.350047,0.499856,0.588383,0.154725,high
0.36615,0.618933,0.651754,-0.077369,-0.937517,-0.85842,-1.079555,0.528997,0.00179,medium
0.341009,0.659902,0.74633,-2.26668,0.521474,0.308785,0.457518,0.475089,0.38827,medium
0.453044,0.60247,0.674294,-1.320225,1.284039,1.546002,0.829531,0.552242,0.547426,low
0.671551,0.543521,0.365203,0.788145,-0.361386,-0.526411,0.124597,0.922585,0.002186,medium
0.822525,0.443403,0.259722,0.564535,-0.578995,-0.680706,-0.057152,0.573499,0.017063,low
0.222522,0.595012,0.521152,-2.105121,-0.11273,0.063416,0.279457,0.958515,0.142496,medium
0.457848,0.55843,0.563225,-0.223405,0.459287,-0.058287,0.68055,0.371233,0.20198,low
0.516906,0.742791,0.732618,-0.558513,1.84279,2.318137,1.271952,0.819004,0.523455,high
0.110787,0.514576,0.429524,-2.531754,-0.803045,-0.625085,-0.110905,0.875521,0.028164,low
0.596153,0.762349,0.438417,0.36841,1.562595,2.213858,1.317264,0.669755,0.474313,medium
0.139203,0.345164,0.193877,-1.337126,-0.499159,-0.610733,0.192537,0.921522,0.024096,low
0.800667,0.410943,0,0.973968,-0.623562,-0.401612,0.433018,0.651994,0.082873,low
0.539743,0.649923,0.458287,-0.461269,1.395254,1.69563,1.108191,0.689658,0.100346,medium
0.652109,0.480127,0.296805,1.274486,0.79806,0.678635,0.758152,0.551252,0.027173,low
0.982207,0.422471,0.193877,-0.791725,-1.055057,-0.877114,-1.297934,0.781366,0.001598,low
0.52287,0.544426,0.395474,0.948716,0.099434,0.129754,0.874198,0.523406,0.240035,medium
0.758561,0.415617,0.219743,0.790178,-0.097173,0.017748,0.697023,0.708591,0.342891,low
0.250953,0.446273,0.275856,-2.105121,-0.680822,-0.70073,-0.076893,0.891633,0.035144,low
0.445064,0.57819,0.566448,0.35183,1.102719,0.971613,0.888255,0.34729,0.483009,medium
0.436446,0.531892,0.523394,0.05366,0.494531,0.291319,0.692508,0.614342,0.17793,medium
0.751085,0.559558,0.31482,-0.299107,0.690369,-0.101709,0.952867,0.825832,0.060659,medium
0.467483,0.6627,0.60353,-1.006285,1.28907,1.53122,0.839555,0.522495,0.481385,medium
0.534232,0.594442,0.62543,0.377133,0.965354,1.266347,1.054315,0.330497,0.741746,medium
0.254785,0.482415,0.275856,1.305716,-1.055057,-0.877114,-1.297934,0.786478,0.000363,low
0.343572,0.568599,0.517715,-1.595039,-1.055057,-0.877114,-1.297934,0.824077,0,medium
0.689594,0.486199,0.178694,1.468021,0.994942,1.19936,1.031986,0.852006,0.289436,low
0.92271,0.45269,0.178694,0.470312,-0.732099,-0.778766,-0.013333,0.861965,0.008307,low
0.212685,0.529853,0.535072,-1.423953,-1.055057,-0.877114,-1.297934,0.570169,0,low
0.341191,0.459314,0.290193,-0.160434,1.201516,1.53183,1.137977,0.847048,0.546719,low
0.386891,0.92015,0.852643,-1.133685,-1.055057,-0.877114,-1.297934,0.948807,0,high
0.270734,0.563199,0.446736,-2.238367,-1.055057,-0.877114,-1.297934,0.717722,0,medium
0.232473,0.480127,0.290193,-0.098061,-1.054725,-0.871417,-0.182092,0.737867,0.000139,low
0.544083,0.485541,0.448734,1.181791,-0.173385,-0.585495,0.500327,0.570107,0.053462,medium
0.258477,0.230649,0.089347,-2.029338,-1.055057,-0.877114,-1.297934,0.917746,0,low
0.033564,0.405149,0.404168,-0.296563,-1.055057,-0.877114,-1.297934,0.805675,0,low
0.484452,0.584804,0.542946,0.383881,1.09764,0.615998,1.067029,0.420686,0.417913,medium
0.665146,0.510093,0.353296,0.499836,0.185979,-0.007524,0.4675,0.968868,0.068577,medium
0.426752,0.538338,0.434047,-0.425284,-1.055057,-0.877114,-1.297934,0.578104,0,medium
0.267035,0.582824,0.539069,-1.576064,-0.687651,-0.854641,-0.647803,0.818692,0.001757,medium
0.204617,0.451796,0.296805,-2.233434,-0.59619,-0.595331,0.32201,0.945401,0.027873,low
0.861971,0.47197,0.361355,0.233998,-0.122444,0.160013,0.813977,0.708591,0.159579,medium
0.048048,0.235043,0.161482,-1.281403,-1.055057,-0.877114,-1.297934,0.926939,0,low
0.551415,0.534318,0.492106,0.343813,0.790597,0.745079,0.906004,0.503304,0.520081,medium
0.230373,0.543521,0.584256,-1.694253,-1.055057,-0.877114,-1.297934,0.615043,0,low
0.680974,0.483317,0.141612,0.788145,1.254902,1.535502,1.159238,0.937503,0.278976,low
0.651959,0.54391,0.504263,0.579041,0.072522,0.025765,0.76439,0.602306,0.202653,medium
0.64728,0.448145,0.161482,-1.130205,-1.055057,-0.877114,-1.297934,0.865367,0.000132,low
0.442731,0.836998,0.787056,-1.320225,0.625282,0.49553,0.63358,0.490393,0.340236,high
0.718598,0.418085,0.290193,0.485995,-0.003829,-0.177535,0.706369,0.827133,0.165938,medium
0.490689,0.488151,0.268042,0.691602,1.052623,0.463909,0.878067,0.308804,0.226974,high
0.240248,0.566618,0.372571,-2.233434,-1.055057,-0.877114,-1.297934,0.972916,0,low
0.703744,0.451796,0.193877,0.845775,0.862441,1.021885,0.950749,0.859453,0.166004,low
0.66028,0.44308,0.283224,1.295218,1.47737,1.999179,1.249663,0.542216,0.617383,medium
0.477516,0.552612,0.695827,-0.822743,1.04761,1.232678,0.843579,0.553595,0.316391,low
0.676432,0.436056,0.178694,0.17379,0.116761,-0.094139,0.448292,0.99118,0.046145,low
0.247741,0.394084,0.296805,-1.348991,-1.055057,-0.877114,-1.297934,0.885914,0,low
0.461502,0.635236,0.648005,-1.048444,1.265602,1.587369,0.877332,0.460711,0.613031,medium
0.526257,0.530293,0.395474,0.377133,1.184044,1.241539,1.062077,0.657212,0.745985,medium
0.694095,0.498989,0.161482,0.845775,-1.055057,-0.877114,-1.297934,0.878057,0.121523,low
0.674554,0.526418,0.193877,1.912129,1.062322,1.303213,1.073449,0.963451,0.267327,low
0.702529,0.380067,0.241277,1.335935,-1.055057,-0.877114,-1.297934,0.897135,0.00072,low
0.417913,0.502628,0.340176,-0.7269,-0.077358,-0.552473,0.708297,0.637842,0.039423,medium
0.077017,0.284489,0.089347,-1.254486,-1.055057,-0.877114,-1.297934,0.821021,0.000007,low
0.440049,0.800791,0.695827,-1.320225,0.604278,0.472824,0.423804,0.522495,0.099461,high
0.348072,0.700011,0.856557,-1.388198,-0.751465,-0.829811,-0.380536,0.834557,0.002991,low
0.60742,0.589258,0.429524,0.406083,1.687451,2.36195,1.328517,0.635554,0.591339,medium
0.74521,0.700011,0.404168,-0.345223,0.488043,-0.19485,0.852032,0.850026,0.056308,high
0.543221,0.519532,0.440548,0.893297,0.18338,-0.103287,0.912961,0.578025,0.267334,medium
0.522433,0.603,0.424836,-0.461269,1.815915,2.372321,1.341242,0.761813,0.431285,medium
0.333271,0.359235,0.178694,-0.57202,-1.055057,-0.877114,-1.297934,0.888897,0.000086,low
0.540489,0.556255,0.454551,0.377133,1.408045,1.902183,1.168683,0.270188,0.650295,medium
0.855246,0.646317,0.533026,0.796191,1.335249,1.74465,1.334257,0.838551,0.344495,high
0.627863,0.407413,0.178694,-0.86331,-1.055057,-0.877114,-1.297934,0.837049,0,low
0.3176,0.339489,0.118111,-1.065224,-1.055057,-0.877114,-1.297934,0.885234,0,low
0.206319,0.417268,0.161482,-2.012052,-1.055057,-0.877114,-1.297934,0.949324,0,low
0.678809,0.514068,0.353296,1.912129,1.708181,2.254053,1.321084,0.770663,0.619938,medium
0.671846,0.506515,0.219743,0.788145,0.615527,0.494689,0.818007,0.933453,0.074903,low
0.702743,0.496028,0.46718,0.882742,0.154385,0.27108,0.758443,0.34897,0.192576,medium
0.033122,0.535999,0.43625,-0.532693,-1.055057,-0.877114,-1.297934,0.504694,0.000667,medium
0.711096,0.507059,0.361355,0.845775,0.07975,-0.155302,0.540552,0.911701,0.054135,medium
0.801165,0.486199,0,1.920319,-0.825596,-0.643388,-0.079058,0.730305,0.009133,low
0.140493,0.345951,0.207458,-1.226358,-1.055057,-0.877114,-1.297934,0.875663,0,low
0.532065,0.506696,0.417468,0.997106,0.012835,-0.103914,0.711107,0.570298,0.153695,medium
0.723467,0.493601,0.290193,0.845775,-1.055057,-0.877114,-1.297934,0.809943,0.140317,low
0.470814,0.522715,0.528834,0.797162,-0.216207,-0.598256,0.055575,0.589273,0.033143,medium
0.563469,0.510969,0.412311,0.557902,-0.797913,-0.749956,-0.634472,0.528386,0.006465,medium
0.218443,0.50796,0.458287,-2.105087,0.277969,0.573773,0.814893,0.8984,0.247695,medium
0.441739,0.610658,0.340176,-1.171984,0.997037,1.028304,0.671314,0.53714,0.173367,low
0.263428,0.298638,0.178694,-1.987961,-1.055057,-0.877114,-1.297934,0.848371,0,low
0.83198,0.671383,0.62543,1.008143,0.109853,-0.019605,0.700228,0.805946,0.139491,high
