@relation 'bigdata-change4-normalized - bigdata-change4-normalized-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,60-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R117-precision6-unset-class-temporarily-weka.filters.unsupervised.attribute.Remove-R3-33,35-50,52-59-weka.filters.unsupervised.attribute.Remove-R1-2-weka.filters.unsupervised.attribute.Remove-R1-3,5-6,9-19,21-27,29-35,37-44,46-55,58-59-weka.filters.unsupervised.attribute.RenameNominalValues-R10-N\'(-inf-0.980205]\':low, \'(0.980205-1.960411]\':medium, \'(1.960411-inf)\':high-I'

@attribute lon_dd numeric
@attribute ntl numeric
@attribute ptl numeric
@attribute atmo_pdep_2002 numeric
@attribute n_fert_farm_2007 numeric
@attribute p_crop_removal_2007 numeric
@attribute p_accumulated_ag_inputs_2007 numeric
@attribute bfiws numeric
@attribute agkffactws numeric
@attribute logchl_A {low,medium,high}

@data
0.041338,0.349045,0.118111,1.262765,-1.055057,-0.877114,-1.297934,0.958389,0,low
0.067818,0.247259,0.089347,-0.798112,-1.055057,-0.877114,-1.297934,0.889817,0,low
0.028074,0.354258,0.118111,0.358216,-1.055057,-0.877114,-1.297934,0.863584,0,low
0.027137,0.434316,0.219743,-1.969451,-1.055057,-0.877114,-1.297934,0.798695,0,low
0.169897,0.199798,0.089347,-2.341739,-1.055057,-0.877114,-1.297934,0.93835,0,low
0.829714,0.572755,0.193877,1.008143,1.112852,1.438694,1.293409,0.867214,0.488087,low
0.80092,0.400951,0.230959,0.404895,-0.451398,-0.584357,0.35623,0.804254,0.055839,low
0.790641,0.311171,0.118111,0.404895,-1.045345,-0.8649,-0.834016,0.748599,0.000079,low
0.780342,0.403303,0.193877,0.404895,-0.561423,-0.627414,0.198585,0.798859,0.007383,low
0.826295,0.492574,0.379541,0.564535,0.078949,0.17987,0.793248,0.771436,0.068194,medium
0.792121,0.487071,0.089347,0.973968,-0.557485,-0.305684,0.481618,0.70576,0.073655,low
0.775805,0.395592,0.178694,0.414049,-0.2644,-0.514141,0.440966,0.799266,0.060389,low
0.835534,0.511144,0.335489,0.602398,1.006259,1.286639,1.275237,0.710742,0.209019,medium
0.832382,0.451796,0.161482,0.564535,0.473396,0.72523,1.058715,0.791492,0.097355,low
0.831062,0.528967,0.357389,0.564535,-0.391267,-0.419606,0.369228,0.792668,0.024677,medium
0.761948,0.421292,0.207458,0.790178,-0.446932,-0.501018,0.368789,0.774409,0.059074,low
0.834523,0.451796,0.31482,0.564535,0.302802,-0.112856,0.588755,0.797506,0.042163,low
0.809295,0.433964,0.241277,0.973968,-1.025717,-0.859533,-0.863722,0.703577,0,low
0.760586,0.367275,0.118111,0.790178,-1.055057,-0.877114,-1.297934,0.626594,0,medium
0.80014,0.433258,0.089347,1.920319,-1.055057,-0.877114,-1.297934,0.717639,0.001182,low
0.625269,0.462888,0.178694,-0.86331,-1.055057,-0.877114,-1.297934,0.878057,0,low
0.624614,0.352794,0.089347,-0.86331,-1.055057,-0.877114,-1.297934,0.912318,0,low
0.417291,0.773725,0.6708,-1.346878,-1.055057,-0.877114,-1.297934,0.960537,0,high
0.41694,0.807517,0.778593,-1.346878,-1.055057,-0.877114,-1.297934,0.959471,0,medium
0.41644,0.718637,0.870974,-1.346878,-1.055057,-0.877114,-1.297934,0.963451,0,high
0.488416,0.589173,0.65379,-0.207158,1.513861,1.921639,1.036759,0.613133,0.558685,medium
0.561246,0.582461,0.427201,-0.143745,-1.055057,-0.877114,-1.297934,0.730056,0.422845,medium
0.561469,0.495226,0.320306,-0.143745,-1.055057,-0.877114,-1.297934,0.726643,0,medium
0.484671,0.455908,0.303094,0.241102,-0.30054,-0.656448,0.227258,0.399778,0.017743,medium
0.498941,0.441448,0.296805,0.241102,1.201062,1.047478,0.928462,0.439619,0.380788,medium
0.491153,0.488793,0.379541,0.241102,-0.678081,-0.688701,-0.202551,0.50339,0.02471,medium
0.501791,0.458472,0.335489,0.241102,0.652936,0.305435,0.593644,0.413835,0.242294,medium
0.491443,0.560117,0.477101,-0.047426,0.353208,-0.020879,0.408675,0.457671,0.061934,medium
0.453853,0.50796,0.283224,-0.28985,0.86378,0.832027,0.701237,0.48888,0.353086,low
0.495177,0.4469,0.259722,0.241102,0.07171,-0.284006,0.550052,0.357593,0.131547,low
0.577273,0.447213,0.275856,0.163458,0.22237,-0.05419,0.63335,0.357622,0.07386,low
0.59372,0.439122,0.219743,0.163458,-0.229249,-0.354677,0.143252,0.564869,0.01913,low
0.374664,0.535999,0.357389,-1.267747,-0.414355,-0.466068,0.402977,0.899426,0.040109,low
0.416262,0.688707,0.745738,-1.346878,-1.055057,-0.877114,-1.297934,0.957862,0,low
0.386334,0.918189,0.899617,-1.133685,-0.790425,-0.791508,-0.593334,0.945124,0.003308,high
0.386507,0.798828,0.681009,-1.133685,-0.82195,-0.803326,-0.640984,0.946011,0.002707,high
0.387182,0.789253,0.710685,-1.133685,-0.038876,-0.340017,0.111063,0.948807,0.018463,high
0.456637,0.532897,0.446736,-0.123031,0.161887,0.089551,0.476467,0.422861,0.094132,medium
0.446495,0.482415,0.259722,-0.147088,-0.125792,-0.432577,0.583133,0.063988,0.0258,low
0.510882,0.56932,0.463696,0.510035,0.229089,-0.05284,0.680914,0.568736,0.174199,low
0.525329,0.413517,0.230959,1.078597,0.233923,0.00974,0.776523,0.456748,0.250958,high
0.420051,0.55439,0.458287,0.139246,-0.748028,-0.609505,0.352447,0.487819,0.015505,medium
0.470563,0.432903,0.193877,-0.162117,-0.189323,-0.543355,0.488786,0.584209,0.012269,low
0.527621,0.601479,0.581453,0.691602,0.512063,0.402316,0.831594,0.324128,0.401067,medium
0.456966,0.520176,0.46718,1.042985,0.183391,-0.213054,0.559688,0.621895,0.132386,medium
0.648486,0.487071,0.353296,2.046829,-0.03608,-0.877114,-1.285902,0.638259,0.127083,medium
0.658027,0.458472,0.241277,1.833504,0.438838,0.187923,1.118693,0.615009,0.209125,medium
0.671789,0.474189,0.431805,1.652689,-0.094946,-0.228969,0.796748,0.773678,0.143579,medium
0.640307,0.445007,0.379541,1.622442,-0.001015,0.037595,0.761349,0.661094,0.167173,medium
0.631728,0.629514,0.512984,0.993264,-1.055057,-0.877114,-1.297934,0.637417,0.007105,medium
0.634982,0.455619,0.365203,1.16926,-1.055057,-0.877114,-1.297934,0.735364,0,medium
0.63697,0.409192,0.340176,1.115552,-0.17178,-0.52946,0.862632,0.76154,0.020015,low
0.673905,0.488151,0.444706,2.243338,0.024386,-0.44127,0.862137,0.726643,0.216719,medium
0.563554,0.55285,0.489241,1.108713,-0.711454,-0.731196,-0.701749,0.528386,0.006465,medium
0.586294,0.609097,0.558235,1.000149,0.804492,0.950059,0.514681,0.564869,0.029531,medium
0.549601,0.433964,0.268042,1.136169,-0.550332,-0.541711,0.518439,0.479865,0.097949,low
0.53972,0.371085,0.353296,1.232638,-0.655053,-0.49988,0.390597,0.491435,0.075913,low
0.556732,0.480588,0.36894,1.373287,-1.055057,-0.877114,-1.297934,0.538542,0,medium
0.583169,0.597739,0.514183,0.782328,0.835492,0.818191,0.64526,0.751294,0.334214,medium
0.532365,0.515752,0.386152,1.376922,0.29818,0.243593,1.194943,0.47492,0.069686,medium
0.559517,0.529558,0.529895,1.108713,-1.055057,-0.877114,-1.297934,0.522495,0,medium
0.228258,0.437429,0.389335,0.781604,-1.02055,-0.854422,-0.201085,0.732217,0.000132,low
0.212334,0.640514,0.741919,0.546904,-1.055057,-0.877114,-1.297934,0.575363,0,medium
0.230409,0.567873,0.627429,0.19057,-1.055057,-0.877114,-1.297934,0.615043,0,medium
0.172715,0.500536,0.379541,0.217849,1.521425,1.494067,1.104605,0.689658,0.509397,low
0.265889,0.510969,0.614398,0.064784,-1.023303,-0.840258,-0.111139,0.809996,0.000337,medium
0.221999,0.482188,0.382889,0.781604,-1.055057,-0.877114,1.187463,0.065124,0,low
0.176282,0.716723,0.680681,0.217849,-1.055057,-0.877114,-0.638118,0.631561,0.000376,high
0.217288,0.497222,0.554797,-0.225294,-1.055057,-0.877114,-1.297934,0.656123,0,medium
0.226615,0.421686,0.434047,0.546904,-1.011141,-0.859378,-0.120534,0.62061,0.001235,low
0.219739,0.582096,0.468888,-0.225294,-1.055057,-0.877114,-1.297934,0.615009,0,medium
0.270637,0.624971,0.619769,-0.016742,-1.055057,-0.877114,-1.297934,0.819436,0,medium
0.264496,0.711054,0.785029,0.143732,-1.055057,-0.877114,-1.297934,0.844988,0,high
0.032896,0.483317,0.332103,-0.723115,-1.055057,-0.877114,-1.297934,0.504694,0.000667,medium
0.137357,0.598135,0.325052,1.223748,-0.952251,-0.864299,-1.067685,0.687501,0.000277,high
0.073024,0.43777,0.120663,-0.418915,-1.055057,-0.877114,-1.297934,0.870005,0,low
0.096794,0.470717,0.139445,-1.317934,-1.055057,-0.877114,-1.297934,0.893188,0,low
0.053931,0.496627,0.75305,-0.723115,-1.055057,-0.877114,-1.297934,0.626594,0,medium
0.158804,0.709404,0.733492,1.223748,-1.055057,-0.877114,-1.297934,0.726643,0.006187,high
0.080672,0.353528,0.222066,-1.002834,-1.055057,-0.877114,-1.297934,0.839158,0,low
0.089179,0.358538,0.137242,-1.317934,-1.055057,-0.877114,-1.297934,0.878835,0,medium
0.062538,0.262189,0.181877,-0.516251,-1.055057,-0.877114,-1.297934,0.8259,0,low
0.058402,0.365975,0.186509,-0.418915,-1.055057,-0.877114,-1.297934,0.79819,0,low
0.039195,0.259292,0.445928,-1.417791,-1.055057,-0.877114,-1.297934,0.923099,0,low
0.072015,0.324346,0.120663,-0.906066,-0.998277,-0.877114,-1.282661,0.854672,0.00039,low
0.099661,0.441776,0.244218,-0.528742,-0.990635,-0.835562,-0.925931,0.887378,0.000839,low
0.081266,0.35056,0.216179,-1.317934,-1.055057,-0.877114,-1.297934,0.902174,0,low
0.031185,0.443726,0.3512,-0.418915,-1.055057,-0.877114,-1.297934,0.682746,0,low
0.03375,0.344371,0.237248,-1.272513,-1.055057,-0.877114,-1.297934,0.827861,0,low
0.079882,0.283107,0.153898,-1.002834,-1.055057,-0.877114,-1.297934,0.862927,0,low
0.060378,0.441448,0.225473,-1.272513,-1.055057,-0.877114,-1.297934,0.906814,0,low
0.029612,0.534459,0.36783,-0.418915,-1.055057,-0.877114,-1.297934,0.605324,0,medium
0.04589,0.443403,0.339253,-0.723115,-1.055057,-0.877114,-1.297934,0.457671,0,low
0.048066,0.46894,0.367458,-0.723115,-1.055057,-0.877114,-1.297934,0.69924,0,medium
0.080617,0.42325,0.570366,-0.262364,-1.049608,-0.872297,-0.802884,0.831078,0.001539,low
0.128347,0.472715,0.424836,0.892872,-1.055057,-0.877114,-1.297934,0.730411,0,medium
0.073118,0.271071,0.120663,-0.723115,-1.055057,-0.877114,-1.297934,0.601008,0.000053,low
0.068256,0.362657,0.120663,-0.418915,-1.055057,-0.877114,-1.297934,0.873739,0,low
0.070593,0.322419,0.120663,-0.418915,-1.055057,-0.877114,-1.297934,0.820225,0,low
0.118799,0.657168,0.693769,1.223748,-0.997077,-0.862191,-1.297934,0.446904,0.000139,high
0.132153,0.416446,0.26642,1.223748,-0.596322,-0.798273,-0.217434,0.556836,0.003018,low
0.060969,0.336109,0.120663,-0.699656,-1.055057,-0.877114,-1.297934,0.847437,0.000007,low
0.051221,0.436745,0.388388,-0.723115,1.954836,-0.877114,-1.297934,0.685129,0.14939,low
0.043774,0.504681,0.333565,-0.723115,-1.055057,-0.877114,-1.297934,0.591791,0,medium
0.062762,0.592464,0.531991,-0.723115,2.004008,-0.877114,-1.297934,0.679115,0.114623,medium
0.075052,0.355703,0.120663,-0.418915,-1.055057,-0.877114,-1.297934,0.86918,0,low
0.041414,0.273069,0.153898,-1.344092,-0.583614,-0.877114,-1.297934,0.892347,0.049255,low
0.047961,0.667296,0.35288,-1.552312,-0.150409,-0.142979,0.063809,0.942928,0.093604,medium
0.059383,0.371085,0.198103,-0.418915,-1.055057,-0.877114,-1.297934,0.896265,0,low
0.098027,0.266316,0.120663,-1.317934,-1.055057,-0.877114,-1.297934,0.903958,0,low
0.380848,0.684688,0.470573,0.481671,0.199846,0.210645,0.466604,0.451724,0.184289,medium
0.288734,0.342767,0.34907,0.2012,-1.055057,-0.877114,-1.297934,0.895566,0,low
0.341278,0.440788,0.283224,0.181365,0.210622,-0.036264,0.787718,0.852607,0.273006,low
0.342782,0.762296,0.694065,0.181365,0.783825,0.814495,1.096476,0.848277,0.651331,high
0.282561,0.570341,0.522278,0.182266,-1.055057,-0.877114,-0.637961,0.827595,0.010942,high
0.339658,0.403303,0.268042,0.10433,0.332419,0.05055,0.846214,0.856148,0.333289,low
0.291625,0.314355,0.275856,0.868838,-1.055057,-0.877114,-1.297934,0.879297,0,low
0.340012,0.272917,0.330624,0.868838,-1.055057,-0.877114,-1.297934,0.758505,0,low
0.328855,0.393577,0.275856,0.10433,-1.055057,-0.877114,-1.297934,0.87801,0,low
0.33991,0.540761,0.398438,0.274072,0.447227,-0.877114,-1.297934,0.840475,0.045551,medium
0.338083,0.346733,0.335489,0.10433,-0.169197,-0.322305,0.477209,0.870876,0.114451,low
0.291172,0.445325,0.379541,0.432994,-1.055057,-0.877114,-1.297934,0.889817,0,low
0.30507,0.49401,0.365203,0.868838,-1.055057,1.842426,1.793901,0.872041,0.003209,low
0.331338,0.460978,0.141612,0.10433,-1.055057,-0.877114,-1.297934,0.901231,0,low
0.305074,0.412237,0.483314,0.868838,-1.055057,-0.877114,-1.297934,0.883982,0,low
0.342329,0.605021,0.517715,0.417902,0.532167,0.296078,1.008289,0.820225,0.286484,low
0.317631,0.256494,0.230959,0.432994,-1.055057,-0.877114,-1.297934,0.901231,0,low
0.342806,0.554742,0.757464,0.256097,1.11524,0.648084,1.163858,0.827093,0.152698,high
0.353389,0.529558,0.404168,-0.005773,1.71865,1.994459,1.443267,0.47492,0.137821,low
0.321536,0.377154,0.207458,0.432994,-1.055057,-0.877114,-1.297934,0.901231,0,low
0.324243,0.435015,0.412311,0.10433,-1.055057,-0.877114,-1.297934,0.820225,0,medium
0.29665,0.298638,0.259722,0.868838,-1.055057,-0.877114,-1.297934,0.878057,0,low
0.912675,0.394084,0.296805,0.412848,-1.055057,-0.877114,-1.297934,0.786369,0.006894,low
0.896566,0.388371,0.296805,-0.05507,0.155246,-0.119078,0.646973,0.76324,0.112087,low
0.91735,0.540894,0.412311,0.170453,0.545754,0.090828,0.919492,0.789755,0.12672,medium
0.8913,0.532324,0.458287,-0.05507,0.601362,0.299066,0.960492,0.783932,0.144001,medium
0.908034,0.407413,0.290193,0.412848,-0.34531,-0.669311,0.011238,0.768408,0.010196,low
0.895473,0.433964,0.3447,-0.05507,0.273537,-0.298285,0.480106,0.744009,0.079856,low
0.910769,0.40469,0.219743,0.412848,0.032113,-0.507094,0.653798,0.804531,0.046013,low
0.918449,0.412237,0.141612,0.412848,-1.055057,-0.877114,-1.297934,0.797824,0.003903,low
0.914587,0.421686,0.268042,0.412848,-0.246468,-0.877114,-1.297934,0.776248,0.045465,low
0.85229,0.59045,0.538082,1.00754,1.261571,1.714775,1.329915,0.793094,0.704053,medium
0.855184,0.606128,0.6105,0.797994,1.450066,1.728482,1.265738,0.838551,0.344495,medium
0.854665,0.553207,0.478682,0.56921,1.109865,1.386501,1.213851,0.882387,0.214374,medium
0.854467,0.672231,0.582159,0.56921,1.213674,5.269586,1.995371,0.862361,0.25527,medium
0.853302,0.762632,0.275856,0.56921,1.412973,-0.326956,0.400955,0.853196,0.318035,low
0.857639,0.526418,0.353296,0.56921,1.432763,1.682621,1.247019,0.87289,0.302504,low
0.855359,0.647784,0.588348,0.56921,1.205913,1.454446,1.25811,0.853411,0.255837,medium
0.762199,0.586397,0.554797,0.036254,0.66337,0.101012,0.857243,0.782637,0.069283,medium
0.747465,0.607296,0.398438,0.036254,0.636653,-0.258442,0.764567,0.810529,0.04042,medium
0.748916,0.733343,0.541023,0.036254,0.059781,-0.479366,0.554249,0.781058,0.029214,medium
0.753595,0.540227,0.330624,0.036254,-1.055057,-0.877114,-1.297934,0.809516,0,medium
0.745156,0.67707,0.478682,0.019812,0.413687,-0.167781,0.8174,0.850026,0.056308,medium
0.757382,0.490068,0.40694,0.036254,-0.589036,-0.877114,-1.297934,0.792449,0.00107,low
0.74525,0.495628,0.207458,0.036254,1.05874,-0.157996,0.946232,0.761154,0.10514,low
0.697693,0.544683,0.460115,0.729976,0.780304,0.581882,0.990136,0.746803,0.106725,medium
0.75508,0.600556,0.472236,0.025308,0.387464,-0.432859,0.759292,0.762663,0.051817,medium
0.750912,0.484657,0.320306,0.036254,1.346084,0.09024,1.141601,0.833842,0.195555,low
0.752997,0.532036,0.303094,0.036254,-1.055057,-0.877114,-1.297934,0.791467,0,low
0.753673,0.414362,0.178694,0.036254,-0.193657,-0.78209,-1.297934,0.775812,0.007006,low
0.752641,0.589001,0.417468,0.036254,0.256495,-0.495264,0.697738,0.764425,0.040922,medium
0.746202,0.547223,0.43625,0.036254,0.553933,-0.079318,0.878512,0.770052,0.068346,medium
0.751197,0.675792,0.481788,0.17588,1.260747,0.242971,0.970405,0.689658,0.093452,medium
0.677803,0.437429,0.340176,0.567722,-1.055057,-0.877114,-1.297934,0.917746,0.011655,medium
0.744191,0.468169,0.563225,0.810629,-1.055057,-0.877114,-1.297934,0.917746,0,medium
0.702367,0.440457,0.379541,1.152531,0.875203,1.014765,1.101524,0.853411,0.174873,medium
0.696249,0.396586,0.268042,1.360096,-0.497925,-0.650019,0.614779,0.858062,0.052874,low
0.703098,0.275926,0.296805,1.457742,-0.85288,-0.747763,0.132442,0.867347,0.017169,low
0.708117,0.61854,0.470573,1.152531,-0.009171,-0.453131,0.646334,0.793307,0.079822,high
0.702563,0.438109,0.361355,1.152531,-0.277565,-0.877114,-1.297934,0.752238,0.03791,low
0.743597,0.511144,0.386152,0.810629,1.430825,1.485525,1.453012,0.749792,0.232963,medium
0.701229,0.329021,0.259722,1.457742,-1.055057,-0.877114,0.306036,0.895566,0.012216,low
0.726689,0.576856,0.376103,0.987435,0.42563,0.225295,0.985199,0.740517,0.090982,medium
0.522085,0.650218,0.552158,-0.128998,1.948387,2.13643,1.223574,0.772469,0.50276,medium
0.512992,0.626506,0.7523,-0.139789,1.706042,1.910181,1.136682,0.853032,0.352783,medium
0.54125,0.4618,0.290193,0.079974,0.79098,-0.877114,-1.297934,0.603069,0.013451,low
0.560221,0.522715,0.31482,0.523238,1.555946,1.456588,1.203071,0.624978,0.496229,low
0.522568,0.6844,0.589684,-0.128998,1.875058,1.921427,1.245285,0.761813,0.431285,high
0.534793,0.588313,0.618181,0.079974,1.522586,1.543775,1.241517,0.713941,0.711462,medium
0.542153,0.732765,0.710164,-0.128998,1.689062,1.272586,0.953722,0.775482,0.261602,high
0.51262,0.532324,0.438417,-0.139789,1.664746,1.786394,1.232969,0.837678,0.46168,low
0.532185,0.522244,0.365203,0.291737,1.096354,0.8355,0.993721,0.31925,0.580278,medium
0.512671,0.557291,0.588348,-0.139789,1.70967,1.7449,1.179739,0.788631,0.484363,medium
0.560572,0.545451,0.417468,0.632031,1.578203,1.371873,1.152198,0.478254,0.692035,medium
0.538775,0.658133,0.617647,-0.128998,1.757762,1.507507,1.09752,0.744038,0.273317,high
0.555618,0.595255,0.577132,0.067334,1.88663,2.122076,1.357817,0.700464,0.651358,medium
0.536961,0.639922,0.444706,-0.128998,1.969087,2.148394,1.293147,0.704153,0.622289,medium
0.517634,0.600324,0.617647,-0.128998,1.655884,1.828677,1.234995,0.80805,0.463173,medium
0.142257,0.346733,0.431805,-0.366891,-1.055057,-0.877114,-1.297934,0.865813,0,low
0.139608,0.383465,0.372571,-0.816977,-0.859848,-0.8054,-0.340095,0.859921,0.0056,low
0.222595,0.61602,0.554797,-0.456692,-0.176333,0.266251,0.254779,0.958515,0.142496,medium
0.141168,0.481048,0.34907,-1.286377,-1.055057,-0.877114,-1.297934,0.923099,0,low
0.147859,0.549828,0.677695,-2.03488,-0.913497,-0.825498,-1.297934,0.899624,0.001591,low
0.140474,0.304513,0.31482,-0.816977,-1.055057,-0.877114,-1.297934,0.875663,0,low
0.195467,0.400951,0.392441,-0.379996,0.680234,0.615801,0.552242,0.958043,0.17373,medium
0.186394,0.556832,0.401335,-0.81963,-0.132041,-0.121685,0.104476,0.938993,0.045306,low
0.169842,0.478026,0.483314,-0.780309,-0.686689,-0.647108,0.13892,0.924567,0.014257,medium
0.148746,0.412665,0.392441,-1.286377,-1.055057,-0.877114,-1.297934,0.895566,0,low
0.14972,0.440125,0.36894,-0.884186,-0.451744,-0.389748,-0.119991,0.863828,0.088975,low
0.13284,0.353528,0.450702,-1.04065,-1.011922,-0.852107,-0.566478,0.945666,0.000522,low
0.220603,0.566302,0.480245,-0.456692,-0.037781,-0.151915,0.164372,0.979534,0.097883,medium
0.147114,0.334379,0.376103,-0.884186,-1.055057,-0.877114,-1.297934,0.885966,0.000205,low
0.169662,0.241321,0.268042,1.237031,-1.055057,-0.877114,-1.297934,0.938596,0,low
0.144913,0.525962,0.456432,-2.03488,-1.055057,-0.877114,-1.297934,0.831092,0,low
0.16331,0.176764,0.320306,-0.884186,-1.055057,-0.877114,-1.297934,0.938469,0,low
0.135791,0.431111,0.472236,-0.816977,-0.357415,-0.877114,-1.297934,0.853411,0.01499,low
0.174703,0.788124,0.756192,-0.81963,-1.055057,-0.877114,-1.297934,0.920196,0,high
0.168323,0.190511,0.207458,2.348668,-1.055057,-0.877114,-1.297934,0.938727,0,low
0.137993,0.609097,0.526685,-1.04065,-0.822591,-0.72813,-0.180771,0.926673,0.004358,low
0.207893,0.517247,0.43625,-0.631562,0.824638,0.801274,0.568787,0.939362,0.202396,low
0.149935,0.313304,0.283224,0.061321,-1.055057,-0.877114,-1.297934,0.875585,0,low
0.133606,0.497024,0.594892,-2.03488,-1.055057,-0.877114,-1.297934,0.784346,0.000092,medium
0.156371,0.479431,0.496287,-2.03488,-0.775375,-0.737103,-0.799681,0.850801,0,medium
0.226667,0.522244,0.475499,-0.163116,-1.055057,-0.877114,-1.297934,0.948807,0,medium
0.229189,0.596464,0.577132,-0.456692,-1.055057,-0.877114,-1.297934,0.939278,0,medium
0.150298,0.453871,0.468888,-0.884186,-1.055057,-0.877114,-1.297934,0.868977,0.001268,low
0.135847,0.403303,0.398438,-1.286377,-1.055057,-0.877114,-1.297934,0.922574,0.001948,low
0.137561,0.314355,0.392441,-0.884186,-1.055057,-0.877114,-1.297934,0.878057,0,low
0.168747,0.237176,0.207458,-0.81963,-1.055057,-0.877114,-1.297934,0.938789,0,low
0.186468,0.426311,0.542946,-0.330475,-0.63405,-0.684903,-0.347337,0.942175,0.013055,medium
0.169863,0.20558,0.250829,-0.81963,-1.055057,-0.877114,-1.297934,0.937931,0,low
0.143972,0.624039,0.635127,-2.03488,-1.055057,-0.877114,-1.297934,0.814157,0,medium
0.146698,0.345951,0.424836,0.061321,-1.055057,-0.877114,-1.297934,0.872041,0,low
0.178453,0.535442,0.409653,0.314571,-1.055057,-0.877114,-1.297934,0.912318,0,low
0.596037,0.5757,0.456432,0.578226,1.61932,1.924591,1.221652,0.669755,0.474313,medium
0.636089,0.527625,0.283224,0.375462,-1.055057,-0.877114,0.05038,0.639821,0.019784,low
0.64128,0.506515,0.3447,1.406429,1.505628,1.414278,1.118035,0.539999,0.653154,medium
0.635563,0.580902,0.444706,0.375462,0.930045,0.640397,0.848873,0.711722,0.23157,medium
0.60376,0.523653,0.404168,0.961218,2.025794,1.911219,1.302301,0.439619,0.656839,medium
0.636095,0.490279,0.325568,0.673546,2.950629,3.089546,1.55479,0.63254,0.522868,low
0.636712,0.560452,0.490682,1.297349,1.676744,1.110851,1.042777,0.361195,0.618123,medium
0.622193,0.59493,0.458287,1.219935,0.649737,0.854807,0.940356,0.28228,0.35588,medium
0.600255,0.446273,0.250829,0.632031,1.195057,1.248885,1.04127,0.713831,0.278151,low
0.625548,0.614262,0.448734,1.219935,0.655391,0.100365,-1.297934,0.309052,0.138052,low
0.638536,0.57599,0.493515,0.65189,0.029716,-0.417569,0.182938,0.626594,0,medium
0.603193,0.581821,0.516548,1.219935,0.6139,0.624351,0.869281,0.377827,0.188865,medium
0.639641,0.729662,0.67803,2.00011,0.270716,-0.254994,0.264316,0.654431,0.014957,high
0.691466,0.499958,0.303094,1.037065,1.745505,1.347471,1.103026,0.735364,0.567699,low
0.676495,0.501872,0.379541,2.00011,1.769603,1.494855,1.131986,0.822433,0.337106,low
0.683723,0.591126,0.450702,2.00011,1.418804,1.699275,1.221401,0.756802,0.635873,medium
0.653247,0.50974,0.389335,1.372431,1.327133,0.253016,0.71435,0.53714,0.136223,medium
0.664471,0.549213,0.389335,2.00011,1.829571,1.509326,1.043759,0.875339,0.300635,medium
0.678808,0.508497,0.34907,2.00011,1.808182,1.736783,1.236443,0.770663,0.619938,low
0.664653,0.567456,0.43625,2.00011,1.899692,1.879088,1.284217,0.791548,0.418368,medium
0.677034,0.511318,0.309091,2.00011,1.692567,1.698057,1.216246,0.800382,0.510982,low
0.690624,0.59566,0.40694,1.621454,1.486524,1.438405,1.288808,0.668813,0.603067,medium
0.660173,0.532611,0.438417,1.406429,1.338746,1.313304,1.172508,0.542216,0.617383,medium
0.689718,0.498011,0.275856,1.564783,0.967397,1.027949,0.976049,0.852006,0.289436,low
0.664521,0.454749,0.340176,1.389488,0.183575,-0.359805,0.434844,0.515981,0.080496,medium
0.669021,0.497617,0.275856,1.406429,1.107579,0.206747,0.936519,0.532878,0.19428,low
0.669026,0.585071,0.207458,1.406429,-1.055057,-0.877114,-1.297934,0.491265,0,low
0.682311,0.527924,0.401335,2.00011,1.337386,1.559789,1.173212,0.768528,0.473672,medium
0.678283,0.544555,0.483314,1.406429,0.935023,0.291805,0.649023,0.457671,0.099118,medium
0.666222,0.54287,0.424836,1.406429,0.406414,-0.123703,0.491892,0.527817,0.09851,medium
0.678047,0.508853,0.361355,2.00011,1.710619,1.602715,1.206125,0.819496,0.28208,low
0.661466,0.46894,0.296805,1.372431,1.168199,0.582899,0.882666,0.488278,0.24831,low
0.651932,0.431831,0.193877,1.406429,0.860214,0.295511,0.464954,0.603069,0.192398,low
0.652362,0.581086,0.382889,2.00011,2.044746,1.273323,1.142207,0.716621,0.271534,medium
0.649798,0.42929,0.357389,1.372431,1.321582,-0.056741,0.671967,0.539745,0.143645,low
0.676989,0.608236,0.534053,1.372431,1.307996,1.141193,1.000721,0.41749,0.463556,medium
0.680736,0.542346,0.357389,2.00011,1.810774,1.715672,1.217504,0.775875,0.625109,low
0.678649,0.600169,0.514183,2.00011,1.542517,1.695273,1.196979,0.917872,0.419907,medium
0.666741,0.424408,0.325568,1.406429,-1.055057,-0.877114,-1.297934,0.521947,0.000608,low
0.67888,0.651294,0.686767,0.864526,1.886505,1.809326,1.212305,0.668419,0.641208,medium
0.684192,0.531603,0.419971,2.00011,1.143398,1.316237,1.071395,0.791542,0.339985,medium
0.652756,0.458472,0.250829,1.406429,1.300144,-0.877114,-1.297934,0.551252,0,low
0.66337,0.591462,0.555665,1.406429,1.734126,1.907073,1.346755,0.491217,0.750211,medium
0.676744,0.537929,0.283224,2.00011,2.117837,1.23341,1.040574,0.833842,0.09822,low
0.671686,0.49216,0.386152,1.406429,-1.055057,-0.877114,-1.297934,0.522495,0,medium
