@relation 'bigdata-change4-normalized - bigdata-change4-normalized-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,60-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R117-precision6-unset-class-temporarily-weka.filters.unsupervised.attribute.Remove-R3-33,35-50,52-59-weka.filters.unsupervised.attribute.Remove-R1-2-weka.filters.unsupervised.attribute.Remove-R1-3,5-6,9-19,21-37,39,41-49,51-59'

@attribute lon_dd numeric
@attribute ntl numeric
@attribute ptl numeric
@attribute atmo_pdep_2002 numeric
@attribute p_livestock_demand_2007 numeric
@attribute p_livestock_production_2007 numeric
@attribute pctwdwet2011ws numeric
@attribute logchl_A {'\'(-inf-0.980205]\'','\'(0.980205-1.960411]\'','\'(1.960411-inf)\''}

@data
0.443167,0.59321,0.644145,-0.551874,0.679257,0.545649,0.195145,'\'(0.980205-1.960411]\''
0.751609,0.604798,0.489241,1.029662,1.865419,2.068524,0,'\'(0.980205-1.960411]\''
0.577778,0.47779,0.31482,0.163458,0.947771,0.881849,0.041082,'\'(0.980205-1.960411]\''
0.061617,0.173041,0,-0.296563,-0.966664,-0.850623,0.17071,'\'(-inf-0.980205]\''
0.042111,0.36856,0,1.262765,-0.966664,-0.850623,0.004654,'\'(-inf-0.980205]\''
0.630647,0.599391,0.566448,0.142152,1.085135,0.949612,0.612096,'\'(0.980205-1.960411]\''
0.477037,0.580439,0.768212,-0.982332,0.279132,0.099692,0.031092,'\'(0.980205-1.960411]\''
0.128164,0.268242,0.089347,-1.576082,-0.966664,-0.850623,0,'\'(-inf-0.980205]\''
0.612249,0.463158,0.193877,-0.321579,-0.966664,-0.850623,0.5079,'\'(-inf-0.980205]\''
0.349189,0.674382,0.719475,0.455346,1.719294,1.8285,0.064704,'\'(1.960411-inf)\''
0.428132,0.712791,0.494908,-0.792822,0.328434,0.20072,0.024099,'\'(0.980205-1.960411]\''
0.736454,0.4197,0.259722,0.485995,0.482761,0.353405,0,'\'(-inf-0.980205]\''
0.178123,0.427438,0.193877,-1.615776,-0.883249,-0.801807,0.116561,'\'(-inf-0.980205]\''
0.436484,0.6627,0.492106,-1.032071,0.591468,0.470232,0.001185,'\'(0.980205-1.960411]\''
0.452147,0.517247,0.574169,-1.326858,0.590107,0.485373,0.120493,'\'(0.980205-1.960411]\''
0.520015,0.4152,0.193877,0.483216,-0.615376,-0.628627,0.096298,'\'(-inf-0.980205]\''
0.873591,0.621068,0.516548,-0.075353,-0.966664,-0.850623,0.467347,'\'(1.960411-inf)\''
0.571676,0.400951,0.118111,-0.909409,-0.966664,-0.850623,0.376663,'\'(-inf-0.980205]\''
0.722509,0.76696,0.608792,0.483118,0.529539,0.28196,0.005711,'\'(0.980205-1.960411]\''
0.44566,0.786801,0.761206,-1.320225,-0.048119,-0.193992,0,'\'(0.980205-1.960411]\''
0.629736,0.593127,0.535072,0.705408,0.729551,0.467264,0,'\'(0.980205-1.960411]\''
0.493528,0.606494,0.589684,-0.822743,1.28783,1.038375,0,'\'(0.980205-1.960411]\''
0.754584,0.328102,0.207458,0.462243,0.472458,0.296469,0.054401,'\'(-inf-0.980205]\''
0.627221,0.498011,0.446736,0.914839,-0.966664,-0.850623,0.932284,'\'(0.980205-1.960411]\''
0.646079,0.566407,0.296805,1.912129,-0.966664,-0.850623,0.384595,'\'(-inf-0.980205]\''
0.261365,0.416446,0.275856,-1.576064,-0.966664,-0.850623,0.38983,'\'(-inf-0.980205]\''
0.918384,0.436401,0.207458,-0.006387,-0.09939,-0.26931,0.57381,'\'(-inf-0.980205]\''
0.348137,0.470213,0.207458,-0.077369,-0.966664,-0.850623,0.277458,'\'(-inf-0.980205]\''
0.891171,0.435363,0.283224,-0.075353,0.698027,0.526323,0.484802,'\'(-inf-0.980205]\''
0.233825,0.44243,0.241277,-1.423953,-0.966664,-0.850623,0,'\'(-inf-0.980205]\''
0.686616,0.512012,0.450702,0.81713,0.947598,0.751871,0.563139,'\'(0.980205-1.960411]\''
0.689259,0.486853,0,1.468021,0.642079,0.430737,0.750364,'\'(-inf-0.980205]\''
0.504587,0.541027,0.325568,-0.982332,-0.785308,-0.764362,0.320561,'\'(0.980205-1.960411]\''
0.113389,0.540761,0.404168,-1.251006,-0.966664,-0.850623,0.074471,'\'(0.980205-1.960411]\''
0.565311,0.53304,0.438417,-0.017649,-0.966664,-0.850623,0.30327,'\'(0.980205-1.960411]\''
0.849204,0.526569,0.440548,0.581396,1.479873,1.41889,0.286619,'\'(0.980205-1.960411]\''
0.343588,0.600014,0.768378,-0.379433,0.043744,-0.124219,0.084887,'\'(0.980205-1.960411]\''
0.396917,0.774583,0.618712,-1.346878,-0.966664,-0.850623,0.045871,'\'(0.980205-1.960411]\''
0.566367,0.48598,0.230959,-0.909409,-0.966664,-0.850623,0.542475,'\'(-inf-0.980205]\''
0.264607,0.514407,0.538082,1.395713,-0.966664,-0.850623,0,'\'(0.980205-1.960411]\''
0.186347,0.398061,0.089347,-1.704039,-0.935149,-0.832464,0.005086,'\'(-inf-0.980205]\''
0.435361,0.685082,0.530947,-1.032071,-0.966664,-0.850623,0,'\'(0.980205-1.960411]\''
0.708925,0.494619,0.193877,-0.031357,-0.966664,-0.850623,0.85294,'\'(-inf-0.980205]\''
0.666822,0.534459,0.230959,0.689638,1.178153,0.941955,0.21675,'\'(-inf-0.980205]\''
0.48892,0.467911,0.320306,0.797162,0.036772,-0.108933,0,'\'(-inf-0.980205]\''
0.609801,0.384021,0,-0.577763,-0.966664,-0.850623,0.570222,'\'(-inf-0.980205]\''
0.701916,0.477079,0.141612,0.845775,0.294003,0.090491,0.347992,'\'(-inf-0.980205]\''
0.230702,0.405606,0.161482,-2.105087,-0.954704,-0.843892,0.000517,'\'(-inf-0.980205]\''
0.669026,0.40606,0.118111,1.295218,0.930251,0.565786,0,'\'(-inf-0.980205]\''
0.939702,0.42929,0.118111,1.458712,-0.016355,-0.194049,0.402935,'\'(-inf-0.980205]\''
0.527621,0.593127,0.458287,-0.365564,1.777981,1.63408,0.012879,'\'(0.980205-1.960411]\''
0.793879,0.439791,0.325568,0.693692,0.093088,-0.048251,0.595194,'\'(0.980205-1.960411]\''
0.635732,0.672673,0.541988,0.176345,0.512186,0.309412,0.34406,'\'(1.960411-inf)\''
0.802812,0.410508,0.207458,0.693692,1.470507,1.262311,0.250509,'\'(0.980205-1.960411]\''
0.241535,0.34114,0.089347,-1.348991,-0.966664,-0.850623,0,'\'(-inf-0.980205]\''
0.869899,0.422861,0.207458,-0.075353,-0.966664,-0.850623,0.155196,'\'(-inf-0.980205]\''
0.023202,0.305651,0.089347,-1.568036,-0.436581,-0.508744,0.34004,'\'(-inf-0.980205]\''
0.46685,0.560229,0.55908,0.383881,0.435025,0.295882,0.136672,'\'(0.980205-1.960411]\''
0.664463,0.530877,0.335489,1.912129,0.349471,0.099268,0.347114,'\'(0.980205-1.960411]\''
0.501356,0.50796,0.207458,-0.982332,1.160195,0.903266,0,'\'(-inf-0.980205]\''
0.690694,0.542346,0.401335,1.569268,0.958233,0.73556,0.006919,'\'(0.980205-1.960411]\''
0.548877,0.400951,0.219743,0.722665,0.811895,0.71292,0.068423,'\'(-inf-0.980205]\''
0.658684,0.542084,0.283224,-1.130205,-0.966664,-0.850623,0.757093,'\'(-inf-0.980205]\''
0.558408,0.405606,0.230959,-0.017649,1.328147,1.237954,0.129947,'\'(-inf-0.980205]\''
0.478333,0.594115,0.582159,0.241102,1.287952,1.318872,0.012817,'\'(1.960411-inf)\''
0.855173,0.47122,0.31482,0.233998,-0.960817,-0.847747,0.708431,'\'(-inf-0.980205]\''
0.402572,0.719111,0.468888,-0.792822,0.109764,-0.018806,0.007318,'\'(-inf-0.980205]\''
0.127119,0.495828,0.448734,-1.337126,-0.955525,-0.844213,0.191002,'\'(0.980205-1.960411]\''
0.438454,0.708367,0.504263,-1.032071,0.446744,0.326755,0.015983,'\'(0.980205-1.960411]\''
0.632325,0.481048,0.357389,0.436836,-0.369991,-0.444094,0.083518,'\'(0.980205-1.960411]\''
0.945489,0.459034,0.241277,0.470312,-0.927178,-0.828807,0.323082,'\'(0.980205-1.960411]\''
0.542668,0.715618,0.690164,-0.461269,0.908709,0.632118,0.581394,'\'(0.980205-1.960411]\''
0.672661,0.483092,0.193877,0.689638,0.449168,0.115222,0,'\'(-inf-0.980205]\''
0.585622,0.482188,0.241277,0.123987,1.401746,1.325335,0,'\'(-inf-0.980205]\''
0.339057,0.486853,0.422426,-0.565089,-0.966664,-0.850623,0,'\'(-inf-0.980205]\''
0.942149,0.339489,0,-0.091479,-0.607334,-0.637928,0.39867,'\'(-inf-0.980205]\''
0.516816,0.693349,0.525598,-0.289143,1.265124,0.991393,0.406673,'\'(0.980205-1.960411]\''
0.489823,0.533468,0.549463,0.624117,0.722308,0.638108,0,'\'(0.980205-1.960411]\''
0.638266,0.544039,0.230959,0.788145,1.555668,1.539501,0.429005,'\'(-inf-0.980205]\''
0.682579,0.556255,0.395474,1.912129,1.063677,0.91387,0.647713,'\'(0.980205-1.960411]\''
0.420349,0.707728,0.624419,-1.346878,-0.840524,-0.775581,0.252435,'\'(1.960411-inf)\''
0.827644,0.505234,0.330624,-1.416229,-0.966664,-0.850623,0.959386,'\'(0.980205-1.960411]\''
0.450487,0.850362,0.837536,-1.320225,0.907015,0.807213,0.000108,'\'(1.960411-inf)\''
0.493163,0.445641,0.303094,0.241102,-0.966664,-0.850623,0,'\'(-inf-0.980205]\''
0.681845,0.524736,0.275856,0.788145,2.106298,2.143397,0.301715,'\'(-inf-0.980205]\''
0.320094,0.337812,0.207458,-1.830302,-0.966664,-0.850623,0.357218,'\'(-inf-0.980205]\''
0.16591,0.563524,0.361355,-2.502735,-0.818327,-0.761743,0.019211,'\'(0.980205-1.960411]\''
0.527763,0.53586,0.365203,-0.486015,0.535231,0.305402,0.622191,'\'(0.980205-1.960411]\''
0.696341,0.475161,0.365203,0.882742,1.32539,1.385116,0,'\'(0.980205-1.960411]\''
0.080709,0.649923,0.792267,0.362673,-0.966664,-0.850623,0,'\'(-inf-0.980205]\''
0.560222,0.560896,0.458287,0.292621,1.211353,1.021958,0.007598,'\'(0.980205-1.960411]\''
0.053916,0.633075,0.744943,-0.532693,-0.966664,-0.850623,0,'\'(1.960411-inf)\''
0.265534,0.397571,0.268042,-1.987961,-0.966664,-0.850623,0.044674,'\'(-inf-0.980205]\''
0.512987,0.700572,0.736291,-0.659703,1.677972,1.614713,0,'\'(1.960411-inf)\''
0.597101,0.424408,0.118111,-0.302777,-0.966664,-0.850623,0.455148,'\'(-inf-0.980205]\''
0.448208,0.636134,0.647582,-1.496296,-0.411163,-0.47503,0.092704,'\'(0.980205-1.960411]\''
0.309671,0.485099,0.389335,0.215948,-0.966664,-0.850623,0.258718,'\'(0.980205-1.960411]\''
0.14761,0.461527,0.118111,-1.337126,-0.966664,-0.850623,0.05242,'\'(-inf-0.980205]\''
0.546023,0.563307,0.456432,-0.289143,0.818022,0.712804,0.310784,'\'(0.980205-1.960411]\''
0.298961,0.374161,0.141612,-1.013889,-0.707244,-0.68915,0.224306,'\'(-inf-0.980205]\''
0.533334,0.509386,0.486312,0.722665,1.707594,1.927418,0.278348,'\'(0.980205-1.960411]\''
0.502309,0.460149,0.283224,0.10101,1.061743,1.031386,0.044844,'\'(-inf-0.980205]\''
0.303183,0.528967,0.54671,-1.486137,-0.966664,-0.850623,0.451677,'\'(0.980205-1.960411]\''
0.086791,0.585159,0.283224,-1.862134,-0.125922,-0.266084,0.035341,'\'(-inf-0.980205]\''
0.355351,0.400475,0.141612,-0.077369,-0.359496,-0.433751,0.061565,'\'(-inf-0.980205]\''
0.541612,0.655214,0.775172,-0.444408,1.480689,1.311261,0.023981,'\'(-inf-0.980205]\''
0.584607,0.425173,0.141612,0.163458,-0.495018,-0.542211,0,'\'(-inf-0.980205]\''
0.647371,0.667128,0.632294,0.784177,0.863818,0.796983,0,'\'(0.980205-1.960411]\''
0.472003,0.733986,0.618181,-1.006285,1.249983,1.245986,0,'\'(1.960411-inf)\''
0.232495,0.366627,0.219743,-1.527956,-0.958809,-0.846199,0.016683,'\'(-inf-0.980205]\''
0.666043,0.402368,0.207458,1.766794,1.511765,1.681444,0.173442,'\'(0.980205-1.960411]\''
0.147364,0.374766,0.207458,-1.576082,-0.966664,-0.850623,0.07584,'\'(-inf-0.980205]\''
0.888811,0.36532,0.089347,0.112375,-0.966664,-0.850623,0.219428,'\'(-inf-0.980205]\''
0.693546,0.45819,0.178694,-0.645242,-0.966664,-0.850623,0.549907,'\'(-inf-0.980205]\''
0.484248,0.57599,0.497651,0.340712,0.565008,0.460045,0,'\'(0.980205-1.960411]\''
0.26908,0.722521,0.582159,-2.078635,0.238644,0.110462,0.085474,'\'(-inf-0.980205]\''
0.342694,0.69542,0.583561,-0.267527,1.621223,1.725069,0.194387,'\'(1.960411-inf)\''
0.567524,0.422079,0.241277,-0.302777,-0.966664,-0.850623,0.802315,'\'(-inf-0.980205]\''
0.210931,0.466611,0.340176,-2.140715,-0.966664,-0.850623,0,'\'(-inf-0.980205]\''
0.785916,0.334379,0.089347,0.973968,-0.273071,-0.397762,0,'\'(-inf-0.980205]\''
0.568217,0.496627,0.241277,-0.302777,-0.966664,-0.850623,0.815541,'\'(-inf-0.980205]\''
0.742419,0.460426,0.141612,0.414049,1.018933,0.987513,0.018055,'\'(-inf-0.980205]\''
0.753593,0.538065,0.353296,-0.299107,-0.966664,-0.850623,0.471516,'\'(0.980205-1.960411]\''
0.287314,0.481506,0.161482,-1.993221,-0.320178,-0.402914,0.155248,'\'(-inf-0.980205]\''
0.665653,0.503004,0.141612,1.912129,0.528305,0.22978,0.201803,'\'(-inf-0.980205]\''
0.610387,0.425554,0.230959,-0.86331,-0.966664,-0.850623,0.720329,'\'(-inf-0.980205]\''
0.708142,0.57885,0.515371,0.483118,1.429776,1.081308,0,'\'(0.980205-1.960411]\''
0.401863,0.528074,0.440548,-0.664257,0.70692,0.62021,0.028812,'\'(0.980205-1.960411]\''
0.666068,0.641954,0.602331,0.681793,2.372805,2.869882,0,'\'(1.960411-inf)\''
0.845647,0.413092,0.250829,1.277346,1.084411,0.944548,0.368029,'\'(-inf-0.980205]\''
0.487876,0.745858,0.618712,-0.822743,0.54848,0.334066,0.01773,'\'(1.960411-inf)\''
0.485074,0.58016,0.517715,0.691602,-0.966664,-0.850623,0,'\'(0.980205-1.960411]\''
0.77975,0.519532,0.417468,0.648197,0.77113,0.651652,0.257391,'\'(0.980205-1.960411]\''
0.665293,0.568702,0.386152,0.788145,1.422859,1.347427,0.537753,'\'(0.980205-1.960411]\''
0.455201,0.547724,0.521152,0.35183,1.533395,1.6389,0.001187,'\'(0.980205-1.960411]\''
0.725319,0.646977,0.475499,0.681041,0.481866,0.242522,0.071236,'\'(0.980205-1.960411]\''
0.586976,0.445641,0.290193,0.163458,-0.273619,-0.366031,0.057214,'\'(0.980205-1.960411]\''
0.192983,0.311171,0.193877,-1.827195,-0.966664,-0.850623,0,'\'(-inf-0.980205]\''
0.347732,0.491119,0.309091,-0.077369,-0.966664,-0.850623,0.045649,'\'(-inf-0.980205]\''
0.51394,0.602318,0.372571,-1.006285,1.135879,0.807492,0.118906,'\'(0.980205-1.960411]\''
0.680142,0.561338,0.330624,0.788145,-0.966664,-0.850623,0.498248,'\'(0.980205-1.960411]\''
0.85387,0.662832,0.486312,0.564535,3.118094,4.02644,0.591995,'\'(0.980205-1.960411]\''
0.509091,0.497024,0.268042,-1.006285,0.902446,0.651881,0.06131,'\'(-inf-0.980205]\''
0.753058,0.59574,0.574916,1.604788,-0.905693,-0.816962,0.15702,'\'(0.980205-1.960411]\''
0.650277,0.412237,0.296805,0.784177,0.657266,0.563157,0,'\'(-inf-0.980205]\''
0.137317,0.701346,0.672209,-0.271823,-0.951499,-0.844482,0.077589,'\'(1.960411-inf)\''
0.653869,0.510268,0.325568,-1.130205,-0.966664,-0.850623,0.66582,'\'(-inf-0.980205]\''
0.826324,0.484657,0.34907,0.581396,1.501941,1.463547,0.177139,'\'(0.980205-1.960411]\''
0.341277,0.458472,0.178694,-0.267527,1.087626,1.00694,0.098365,'\'(-inf-0.980205]\''
0.746912,0.614534,0.330624,-0.368608,0.321996,0.200399,0.551576,'\'(0.980205-1.960411]\''
0.912682,0.436745,0.283224,0.470312,-0.479015,-0.559447,0.549421,'\'(0.980205-1.960411]\''
0.061625,0.410508,0.178694,-0.532693,-0.966664,-0.850623,0.245267,'\'(-inf-0.980205]\''
0.494567,0.577715,0.520017,0.797162,0.47712,0.333289,0,'\'(0.980205-1.960411]\''
0.851743,0.572456,0.392441,1.008143,0.538908,0.326911,0.461422,'\'(0.980205-1.960411]\''
0.48327,0.531022,0.493515,0.624117,1.519028,1.642854,0,'\'(-inf-0.980205]\''
0.690518,0.476364,0.141612,-0.608413,-0.966664,-0.850623,0.676406,'\'(-inf-0.980205]\''
0.636087,0.587359,0.417468,0.176345,-0.802123,-0.761478,0.328368,'\'(0.980205-1.960411]\''
0.437386,0.481048,0.303094,-0.154594,0.22036,0.089304,0.013159,'\'(-inf-0.980205]\''
0.250863,0.4197,0.241277,-1.348991,1.179203,1.185809,0.176135,'\'(-inf-0.980205]\''
0.100654,0.738872,0.927707,-1.059539,0.734765,0.655896,0,'\'(0.980205-1.960411]\''
0.045535,0.399996,0.118111,1.262765,-0.966664,-0.850623,0,'\'(-inf-0.980205]\''
0.548618,0.531892,0.250829,-0.289143,-0.966664,-0.850623,0,'\'(-inf-0.980205]\''
0.685213,0.478965,0.219743,0.788145,0.834531,0.65757,0.483116,'\'(-inf-0.980205]\''
0.503565,0.655354,0.534053,-1.006285,1.201642,0.883453,0.033112,'\'(-inf-0.980205]\''
0.291062,0.469196,0.379541,-1.065224,-0.966664,-0.850623,0.438338,'\'(0.980205-1.960411]\''
0.546664,0.534882,0.31482,0.013753,1.319679,1.373282,0.052988,'\'(-inf-0.980205]\''
0.10258,0.524118,0.409653,-1.254486,-0.963176,-0.848623,0.119644,'\'(0.980205-1.960411]\''
0.324327,0.599235,0.698426,-2.26668,-0.884465,-0.802259,0,'\'(0.980205-1.960411]\''
0.854144,0.48532,0.141612,0.413739,-0.270113,-0.422299,0.077834,'\'(-inf-0.980205]\''
0.744236,0.501492,0.520017,0.456115,-0.966664,-0.850623,0.979031,'\'(0.980205-1.960411]\''
0.134763,0.374766,0.193877,-1.226358,-0.966664,-0.850623,0.071242,'\'(-inf-0.980205]\''
0.341085,0.63192,0.582862,-1.065224,-0.966664,-0.850623,0.060879,'\'(0.980205-1.960411]\''
0.060417,0.342767,0.089347,-0.486205,-0.966664,-0.850623,0,'\'(-inf-0.980205]\''
0.713537,0.572357,0.477101,0.041732,1.152063,1.191873,0.598362,'\'(0.980205-1.960411]\''
0.328858,0.4201,0.250829,-0.160434,-0.966664,-0.850623,0.348206,'\'(-inf-0.980205]\''
0.539714,0.315396,0.230959,0.787169,1.217636,1.190233,0.021914,'\'(-inf-0.980205]\''
0.714769,0.569525,0.442644,0.845775,-0.094546,-0.249218,0.616018,'\'(0.980205-1.960411]\''
0.434236,0.696618,0.56565,-0.223405,1.123746,1.130265,0,'\'(1.960411-inf)\''
0.035932,0.526114,0.290193,-0.296563,-0.966664,-0.850623,0.485713,'\'(0.980205-1.960411]\''
0.686815,0.531603,0.392441,1.295218,0.978618,0.893298,0,'\'(0.980205-1.960411]\''
0.470975,0.448762,0.275856,0.691602,-0.966664,-0.850623,0,'\'(0.980205-1.960411]\''
0.682638,0.482188,0.283224,1.912129,0.874259,0.589553,0.283833,'\'(-inf-0.980205]\''
0.596913,0.581913,0.456432,0.163458,0.067173,-0.058537,0.134352,'\'(1.960411-inf)\''
0.36615,0.618933,0.651754,-0.077369,-0.946345,-0.838938,0.000753,'\'(0.980205-1.960411]\''
0.341009,0.659902,0.74633,-2.26668,0.054744,-0.071028,0.053134,'\'(0.980205-1.960411]\''
0.453044,0.60247,0.674294,-1.320225,0.56874,0.44143,0.001898,'\'(-inf-0.980205]\''
0.671551,0.543521,0.365203,0.788145,-0.340013,-0.537631,0.500265,'\'(0.980205-1.960411]\''
0.822525,0.443403,0.259722,0.564535,-0.885357,-0.803895,0.595107,'\'(-inf-0.980205]\''
0.222522,0.595012,0.521152,-2.105121,0.041375,-0.131781,0.01675,'\'(0.980205-1.960411]\''
0.457848,0.55843,0.563225,-0.223405,0.735007,0.645411,0,'\'(-inf-0.980205]\''
0.516906,0.742791,0.732618,-0.558513,1.666717,1.544084,0,'\'(1.960411-inf)\''
0.110787,0.514576,0.429524,-2.531754,-0.51404,-0.553486,0.23874,'\'(-inf-0.980205]\''
0.596153,0.762349,0.438417,0.36841,0.629604,0.379939,0,'\'(0.980205-1.960411]\''
0.139203,0.345164,0.193877,-1.337126,-0.623753,-0.632797,0.219565,'\'(-inf-0.980205]\''
0.800667,0.410943,0,0.973968,0.427979,0.283911,0,'\'(-inf-0.980205]\''
0.539743,0.649923,0.458287,-0.461269,0.91099,0.60591,0.279291,'\'(0.980205-1.960411]\''
0.652109,0.480127,0.296805,1.274486,0.231455,-0.109668,0,'\'(-inf-0.980205]\''
0.982207,0.422471,0.193877,-0.791725,-0.966664,-0.850623,0.304418,'\'(-inf-0.980205]\''
0.52287,0.544426,0.395474,0.948716,2.266713,2.74048,0.505053,'\'(0.980205-1.960411]\''
0.758561,0.415617,0.219743,0.790178,0.416387,0.297692,0,'\'(-inf-0.980205]\''
0.250953,0.446273,0.275856,-2.105121,-0.523247,-0.560596,0.191072,'\'(-inf-0.980205]\''
0.445064,0.57819,0.566448,0.35183,1.004496,0.974548,0.030528,'\'(0.980205-1.960411]\''
0.436446,0.531892,0.523394,0.05366,0.791127,0.699913,0.017093,'\'(0.980205-1.960411]\''
0.751085,0.559558,0.31482,-0.299107,1.129186,1.109866,0.559308,'\'(0.980205-1.960411]\''
0.467483,0.6627,0.60353,-1.006285,0.703123,0.589581,0,'\'(0.980205-1.960411]\''
0.534232,0.594442,0.62543,0.377133,1.30861,1.336494,0.448901,'\'(0.980205-1.960411]\''
0.254785,0.482415,0.275856,1.305716,-0.966664,-0.850623,0.005385,'\'(-inf-0.980205]\''
0.343572,0.568599,0.517715,-1.595039,-0.966664,-0.850623,0,'\'(0.980205-1.960411]\''
0.689594,0.486199,0.178694,1.468021,0.757604,0.558009,0.724248,'\'(-inf-0.980205]\''
0.92271,0.45269,0.178694,0.470312,-0.786202,-0.750807,0.558558,'\'(-inf-0.980205]\''
0.212685,0.529853,0.535072,-1.423953,-0.966664,-0.850623,0.005267,'\'(-inf-0.980205]\''
0.341191,0.459314,0.290193,-0.160434,1.568973,1.656705,0.24397,'\'(-inf-0.980205]\''
0.386891,0.92015,0.852643,-1.133685,-0.966664,-0.850623,0,'\'(1.960411-inf)\''
0.270734,0.563199,0.446736,-2.238367,-0.966664,-0.850623,0.338227,'\'(0.980205-1.960411]\''
0.232473,0.480127,0.290193,-0.098061,-0.756703,-0.725606,0.020202,'\'(-inf-0.980205]\''
0.544083,0.485541,0.448734,1.181791,0.660786,0.580928,0.503725,'\'(0.980205-1.960411]\''
0.258477,0.230649,0.089347,-2.029338,-0.966664,-0.850623,0,'\'(-inf-0.980205]\''
0.033564,0.405149,0.404168,-0.296563,-0.966664,-0.850623,0.304477,'\'(-inf-0.980205]\''
0.484452,0.584804,0.542946,0.383881,1.76338,1.948503,0,'\'(0.980205-1.960411]\''
0.665146,0.510093,0.353296,0.499836,0.017096,-0.186971,0.583797,'\'(0.980205-1.960411]\''
0.426752,0.538338,0.434047,-0.425284,-0.966664,-0.850623,0.147843,'\'(0.980205-1.960411]\''
0.267035,0.582824,0.539069,-1.576064,-0.873573,-0.796196,0.083321,'\'(0.980205-1.960411]\''
0.204617,0.451796,0.296805,-2.233434,0.146208,0.017947,0.046759,'\'(-inf-0.980205]\''
0.861971,0.47197,0.361355,0.233998,0.53736,0.34231,0.090273,'\'(0.980205-1.960411]\''
0.048048,0.235043,0.161482,-1.281403,-0.966664,-0.850623,0,'\'(-inf-0.980205]\''
0.551415,0.534318,0.492106,0.343813,1.227541,1.195265,0.249285,'\'(0.980205-1.960411]\''
0.230373,0.543521,0.584256,-1.694253,-0.966664,-0.850623,0,'\'(-inf-0.980205]\''
0.680974,0.483317,0.141612,0.788145,1.462093,1.225894,0.281821,'\'(-inf-0.980205]\''
0.651959,0.54391,0.504263,0.579041,0.91551,0.872898,0.046952,'\'(0.980205-1.960411]\''
0.64728,0.448145,0.161482,-1.130205,-0.966664,-0.850623,0.6509,'\'(-inf-0.980205]\''
0.442731,0.836998,0.787056,-1.320225,0.596652,0.46414,0.000819,'\'(1.960411-inf)\''
0.718598,0.418085,0.290193,0.485995,0.853107,0.797662,0.031371,'\'(0.980205-1.960411]\''
0.490689,0.488151,0.268042,0.691602,0.458595,0.346027,0,'\'(1.960411-inf)\''
0.240248,0.566618,0.372571,-2.233434,-0.966664,-0.850623,0,'\'(-inf-0.980205]\''
0.703744,0.451796,0.193877,0.845775,0.396552,0.194268,0.675831,'\'(-inf-0.980205]\''
0.66028,0.44308,0.283224,1.295218,0.429685,0.213808,0.006173,'\'(0.980205-1.960411]\''
0.477516,0.552612,0.695827,-0.822743,0.988402,0.918806,0.00171,'\'(-inf-0.980205]\''
0.676432,0.436056,0.178694,0.17379,-0.513518,-0.561263,0.513851,'\'(-inf-0.980205]\''
0.247741,0.394084,0.296805,-1.348991,-0.966664,-0.850623,0.056813,'\'(-inf-0.980205]\''
0.461502,0.635236,0.648005,-1.048444,1.039017,0.949608,0.002328,'\'(0.980205-1.960411]\''
0.526257,0.530293,0.395474,0.377133,1.525353,1.53355,0.060742,'\'(0.980205-1.960411]\''
0.694095,0.498989,0.161482,0.845775,-0.966664,-0.850623,0.710891,'\'(-inf-0.980205]\''
0.674554,0.526418,0.193877,1.912129,0.851981,0.664949,0.587744,'\'(-inf-0.980205]\''
0.702529,0.380067,0.241277,1.335935,-0.966664,-0.850623,0.016216,'\'(-inf-0.980205]\''
0.417913,0.502628,0.340176,-0.7269,0.401639,0.275483,0.035104,'\'(0.980205-1.960411]\''
0.077017,0.284489,0.089347,-1.254486,-0.966664,-0.850623,0,'\'(-inf-0.980205]\''
0.440049,0.800791,0.695827,-1.320225,0.195343,0.032926,0,'\'(1.960411-inf)\''
0.348072,0.700011,0.856557,-1.388198,-0.726455,-0.712726,0.196509,'\'(-inf-0.980205]\''
0.60742,0.589258,0.429524,0.406083,0.570725,0.353879,0.017167,'\'(0.980205-1.960411]\''
0.74521,0.700011,0.404168,-0.345223,0.580357,0.480794,0.646625,'\'(1.960411-inf)\''
0.543221,0.519532,0.440548,0.893297,1.156349,1.201371,0.362892,'\'(0.980205-1.960411]\''
0.522433,0.603,0.424836,-0.461269,1.73074,1.61232,0.036807,'\'(0.980205-1.960411]\''
0.333271,0.359235,0.178694,-0.57202,-0.966664,-0.850623,0.20973,'\'(-inf-0.980205]\''
0.540489,0.556255,0.454551,0.377133,1.392921,1.435003,0.091468,'\'(0.980205-1.960411]\''
0.855246,0.646317,0.533026,0.796191,2.938264,3.749463,0.680608,'\'(1.960411-inf)\''
0.627863,0.407413,0.178694,-0.86331,-0.966664,-0.850623,0.716128,'\'(-inf-0.980205]\''
0.3176,0.339489,0.118111,-1.065224,-0.966664,-0.850623,0.259836,'\'(-inf-0.980205]\''
