@relation 'bigdata-change4-normalized - bigdata-change4-normalized-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,60-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R117-precision6-unset-class-temporarily-weka.filters.unsupervised.attribute.Remove-R3-33,35-50,52-59-weka.filters.unsupervised.attribute.Remove-R1-2-weka.filters.unsupervised.attribute.Remove-R1-3,5-6,9-19,21-37,39,41-49,51-59'

@attribute lon_dd numeric
@attribute ntl numeric
@attribute ptl numeric
@attribute atmo_pdep_2002 numeric
@attribute p_livestock_demand_2007 numeric
@attribute p_livestock_production_2007 numeric
@attribute pctwdwet2011ws numeric
@attribute logchl_A {'\'(-inf-0.980205]\'','\'(0.980205-1.960411]\'','\'(1.960411-inf)\''}

@data
0.041338,0.349045,0.118111,1.262765,-0.966664,-0.850623,0.013386,'\'(-inf-0.980205]\''
0.067818,0.247259,0.089347,-0.798112,-0.966664,-0.850623,0.117247,'\'(-inf-0.980205]\''
0.028074,0.354258,0.118111,0.358216,-0.966664,-0.850623,0.046905,'\'(-inf-0.980205]\''
0.027137,0.434316,0.219743,-1.969451,-0.966664,-0.850623,0.209603,'\'(-inf-0.980205]\''
0.169897,0.199798,0.089347,-2.341739,-0.966664,-0.850623,0.11085,'\'(-inf-0.980205]\''
0.829714,0.572755,0.193877,1.008143,1.010186,0.912283,0.250298,'\'(-inf-0.980205]\''
0.80092,0.400951,0.230959,0.404895,0.192432,0.07836,0.111896,'\'(-inf-0.980205]\''
0.790641,0.311171,0.118111,0.404895,-0.841301,-0.784627,0,'\'(-inf-0.980205]\''
0.780342,0.403303,0.193877,0.404895,-0.23143,-0.34355,0,'\'(-inf-0.980205]\''
0.826295,0.492574,0.379541,0.564535,-0.553199,-0.585285,0.645636,'\'(0.980205-1.960411]\''
0.792121,0.487071,0.089347,0.973968,0.455607,0.319434,0.021123,'\'(-inf-0.980205]\''
0.775805,0.395592,0.178694,0.414049,-0.143712,-0.27743,0.007095,'\'(-inf-0.980205]\''
0.835534,0.511144,0.335489,0.602398,0.415003,0.293253,0.60773,'\'(0.980205-1.960411]\''
0.832382,0.451796,0.161482,0.564535,-0.243925,-0.344713,0.249268,'\'(-inf-0.980205]\''
0.831062,0.528967,0.357389,0.564535,-0.816666,-0.761927,0.492604,'\'(0.980205-1.960411]\''
0.761948,0.421292,0.207458,0.790178,0.117487,-0.019011,0.024039,'\'(-inf-0.980205]\''
0.834523,0.451796,0.31482,0.564535,-0.789662,-0.747016,0.327217,'\'(-inf-0.980205]\''
0.809295,0.433964,0.241277,0.973968,-0.92483,-0.829991,0,'\'(-inf-0.980205]\''
0.760586,0.367275,0.118111,0.790178,-0.966664,-0.850623,0,'\'(0.980205-1.960411]\''
0.80014,0.433258,0.089347,1.920319,-0.966664,-0.850623,0,'\'(-inf-0.980205]\''
0.625269,0.462888,0.178694,-0.86331,-0.966664,-0.850623,0.659477,'\'(-inf-0.980205]\''
0.624614,0.352794,0.089347,-0.86331,-0.966664,-0.850623,0.668871,'\'(-inf-0.980205]\''
0.417291,0.773725,0.6708,-1.346878,-0.966664,-0.850623,0.172111,'\'(1.960411-inf)\''
0.41694,0.807517,0.778593,-1.346878,-0.966664,-0.850623,0.361183,'\'(0.980205-1.960411]\''
0.41644,0.718637,0.870974,-1.346878,-0.966664,-0.850623,0,'\'(1.960411-inf)\''
0.488416,0.589173,0.65379,-0.207158,0.824687,0.722443,0.058621,'\'(0.980205-1.960411]\''
0.561246,0.582461,0.427201,-0.143745,-0.966664,-0.850623,0,'\'(0.980205-1.960411]\''
0.561469,0.495226,0.320306,-0.143745,-0.966664,-0.850623,0.622906,'\'(0.980205-1.960411]\''
0.484671,0.455908,0.303094,0.241102,-0.395543,-0.46514,0.117467,'\'(0.980205-1.960411]\''
0.498941,0.441448,0.296805,0.241102,1.04525,1.016266,0.08457,'\'(0.980205-1.960411]\''
0.491153,0.488793,0.379541,0.241102,-0.741765,-0.712814,0.031314,'\'(0.980205-1.960411]\''
0.501791,0.458472,0.335489,0.241102,0.307233,0.171353,0.119355,'\'(0.980205-1.960411]\''
0.491443,0.560117,0.477101,-0.047426,-0.091771,-0.219286,0.056695,'\'(0.980205-1.960411]\''
0.453853,0.50796,0.283224,-0.28985,0.44667,0.328865,0.149149,'\'(-inf-0.980205]\''
0.495177,0.4469,0.259722,0.241102,0.403497,0.281049,0.043064,'\'(-inf-0.980205]\''
0.577273,0.447213,0.275856,0.163458,0.573131,0.431207,0.146109,'\'(-inf-0.980205]\''
0.59372,0.439122,0.219743,0.163458,-0.769249,-0.741178,0.069593,'\'(-inf-0.980205]\''
0.374664,0.535999,0.357389,-1.267747,0.361363,0.238596,0.051011,'\'(-inf-0.980205]\''
0.416262,0.688707,0.745738,-1.346878,-0.966664,-0.850623,0.070262,'\'(-inf-0.980205]\''
0.386334,0.918189,0.899617,-1.133685,-0.85634,-0.785196,0.089888,'\'(1.960411-inf)\''
0.386507,0.798828,0.681009,-1.133685,-0.871382,-0.794376,0.083803,'\'(1.960411-inf)\''
0.387182,0.789253,0.710685,-1.133685,-0.316016,-0.399222,0.158895,'\'(1.960411-inf)\''
0.456637,0.532897,0.446736,-0.123031,0.049498,-0.084498,0.025601,'\'(0.980205-1.960411]\''
0.446495,0.482415,0.259722,-0.147088,0.31406,0.184533,0.047161,'\'(-inf-0.980205]\''
0.510882,0.56932,0.463696,0.510035,0.921682,0.876531,0.456268,'\'(-inf-0.980205]\''
0.525329,0.413517,0.230959,1.078597,1.356128,1.450225,0.406189,'\'(1.960411-inf)\''
0.420051,0.55439,0.458287,0.139246,-0.051727,-0.182551,0.016049,'\'(0.980205-1.960411]\''
0.470563,0.432903,0.193877,-0.162117,-0.280313,-0.374003,0.083029,'\'(-inf-0.980205]\''
0.527621,0.601479,0.581453,0.691602,1.553062,1.697815,0.530768,'\'(0.980205-1.960411]\''
0.456966,0.520176,0.46718,1.042985,0.169126,0.040954,0.229193,'\'(0.980205-1.960411]\''
0.648486,0.487071,0.353296,2.046829,-0.96613,-0.850354,0.173437,'\'(0.980205-1.960411]\''
0.658027,0.458472,0.241277,1.833504,2.285608,2.722639,0.103531,'\'(0.980205-1.960411]\''
0.671789,0.474189,0.431805,1.652689,1.837414,2.126527,0.143837,'\'(0.980205-1.960411]\''
0.640307,0.445007,0.379541,1.622442,0.993406,0.97376,0.532517,'\'(0.980205-1.960411]\''
0.631728,0.629514,0.512984,0.993264,-0.966664,-0.850623,0.114996,'\'(0.980205-1.960411]\''
0.634982,0.455619,0.365203,1.16926,-0.966664,-0.850623,0.094063,'\'(0.980205-1.960411]\''
0.63697,0.409192,0.340176,1.115552,0.103171,-0.05541,0.478802,'\'(-inf-0.980205]\''
0.673905,0.488151,0.444706,2.243338,1.009679,1.022396,0,'\'(0.980205-1.960411]\''
0.563554,0.55285,0.489241,1.108713,-0.904905,-0.81339,0.491725,'\'(0.980205-1.960411]\''
0.586294,0.609097,0.558235,1.000149,-0.760518,-0.723553,0.528999,'\'(0.980205-1.960411]\''
0.549601,0.433964,0.268042,1.136169,0.897789,0.816471,0.068423,'\'(-inf-0.980205]\''
0.53972,0.371085,0.353296,1.232638,1.027509,0.945934,0.021914,'\'(-inf-0.980205]\''
0.556732,0.480588,0.36894,1.373287,-0.966664,-0.850623,0.076354,'\'(0.980205-1.960411]\''
0.583169,0.597739,0.514183,0.782328,0.648656,0.563009,0.153852,'\'(0.980205-1.960411]\''
0.532365,0.515752,0.386152,1.376922,2.838111,3.546043,0,'\'(0.980205-1.960411]\''
0.559517,0.529558,0.529895,1.108713,-0.966664,-0.850623,0.092428,'\'(0.980205-1.960411]\''
0.228258,0.437429,0.389335,0.781604,-0.731474,-0.711733,0.020185,'\'(-inf-0.980205]\''
0.212334,0.640514,0.741919,0.546904,-0.966664,-0.850623,0.023403,'\'(0.980205-1.960411]\''
0.230409,0.567873,0.627429,0.19057,-0.966664,-0.850623,0,'\'(0.980205-1.960411]\''
0.172715,0.500536,0.379541,0.217849,1.805881,1.920337,0.250951,'\'(-inf-0.980205]\''
0.265889,0.510969,0.614398,0.064784,-0.616432,-0.628058,0.006385,'\'(0.980205-1.960411]\''
0.221999,0.482188,0.382889,0.781604,-0.966664,-0.850623,0,'\'(-inf-0.980205]\''
0.176282,0.716723,0.680681,0.217849,-0.966664,-0.850623,0.092394,'\'(1.960411-inf)\''
0.217288,0.497222,0.554797,-0.225294,-0.966664,-0.850623,0,'\'(0.980205-1.960411]\''
0.226615,0.421686,0.434047,0.546904,-0.617923,-0.633889,0.04256,'\'(-inf-0.980205]\''
0.219739,0.582096,0.468888,-0.225294,-0.966664,-0.850623,0,'\'(0.980205-1.960411]\''
0.270637,0.624971,0.619769,-0.016742,-0.966664,-0.850623,0,'\'(0.980205-1.960411]\''
0.264496,0.711054,0.785029,0.143732,-0.966664,-0.850623,0,'\'(1.960411-inf)\''
0.032896,0.483317,0.332103,-0.723115,-0.966664,-0.850623,0.122582,'\'(0.980205-1.960411]\''
0.137357,0.598135,0.325052,1.223748,-0.945652,-0.842139,0.077589,'\'(1.960411-inf)\''
0.073024,0.43777,0.120663,-0.418915,-0.966664,-0.850623,0,'\'(-inf-0.980205]\''
0.096794,0.470717,0.139445,-1.317934,-0.966664,-0.850623,0,'\'(-inf-0.980205]\''
0.053931,0.496627,0.75305,-0.723115,-0.966664,-0.850623,0,'\'(0.980205-1.960411]\''
0.158804,0.709404,0.733492,1.223748,-0.966664,-0.850623,0.408447,'\'(1.960411-inf)\''
0.080672,0.353528,0.222066,-1.002834,-0.966664,-0.850623,0,'\'(-inf-0.980205]\''
0.089179,0.358538,0.137242,-1.317934,-0.966664,-0.850623,0,'\'(0.980205-1.960411]\''
0.062538,0.262189,0.181877,-0.516251,-0.966664,-0.850623,0,'\'(-inf-0.980205]\''
0.058402,0.365975,0.186509,-0.418915,-0.966664,-0.850623,0,'\'(-inf-0.980205]\''
0.039195,0.259292,0.445928,-1.417791,-0.966664,-0.850623,0,'\'(-inf-0.980205]\''
0.072015,0.324346,0.120663,-0.906066,-0.966664,-0.850623,0.000079,'\'(-inf-0.980205]\''
0.099661,0.441776,0.244218,-0.528742,-0.864999,-0.797514,0.051817,'\'(-inf-0.980205]\''
0.081266,0.35056,0.216179,-1.317934,-0.966664,-0.850623,0,'\'(-inf-0.980205]\''
0.031185,0.443726,0.3512,-0.418915,-0.966664,-0.850623,0.107941,'\'(-inf-0.980205]\''
0.03375,0.344371,0.237248,-1.272513,-0.966664,-0.850623,0,'\'(-inf-0.980205]\''
0.079882,0.283107,0.153898,-1.002834,-0.966664,-0.850623,0,'\'(-inf-0.980205]\''
0.060378,0.441448,0.225473,-1.272513,-0.966664,-0.850623,0,'\'(-inf-0.980205]\''
0.029612,0.534459,0.36783,-0.418915,-0.966664,-0.850623,0,'\'(0.980205-1.960411]\''
0.04589,0.443403,0.339253,-0.723115,-0.966664,-0.850623,0,'\'(-inf-0.980205]\''
0.048066,0.46894,0.367458,-0.723115,-0.966664,-0.850623,0,'\'(0.980205-1.960411]\''
0.080617,0.42325,0.570366,-0.262364,-0.919136,-0.823471,0.017933,'\'(-inf-0.980205]\''
0.128347,0.472715,0.424836,0.892872,-0.966664,-0.850623,0,'\'(0.980205-1.960411]\''
0.073118,0.271071,0.120663,-0.723115,-0.966664,-0.850623,0.177768,'\'(-inf-0.980205]\''
0.068256,0.362657,0.120663,-0.418915,-0.966664,-0.850623,0,'\'(-inf-0.980205]\''
0.070593,0.322419,0.120663,-0.418915,-0.966664,-0.850623,0,'\'(-inf-0.980205]\''
0.118799,0.657168,0.693769,1.223748,-0.946507,-0.841503,0.151842,'\'(1.960411-inf)\''
0.132153,0.416446,0.26642,1.223748,-0.821854,-0.790213,0.187088,'\'(-inf-0.980205]\''
0.060969,0.336109,0.120663,-0.699656,-0.966664,-0.850623,0.001045,'\'(-inf-0.980205]\''
0.051221,0.436745,0.388388,-0.723115,-0.966664,-0.850623,0.339278,'\'(-inf-0.980205]\''
0.043774,0.504681,0.333565,-0.723115,-0.966664,-0.850623,0.175981,'\'(0.980205-1.960411]\''
0.062762,0.592464,0.531991,-0.723115,-0.966664,-0.850623,0.050036,'\'(0.980205-1.960411]\''
0.075052,0.355703,0.120663,-0.418915,-0.966664,-0.850623,0,'\'(-inf-0.980205]\''
0.041414,0.273069,0.153898,-1.344092,-0.966664,-0.850623,0.009873,'\'(-inf-0.980205]\''
0.047961,0.667296,0.35288,-1.552312,-0.48965,-0.548525,0,'\'(0.980205-1.960411]\''
0.059383,0.371085,0.198103,-0.418915,-0.966664,-0.850623,0,'\'(-inf-0.980205]\''
0.098027,0.266316,0.120663,-1.317934,-0.966664,-0.850623,0,'\'(-inf-0.980205]\''
0.380848,0.684688,0.470573,0.481671,0.283472,0.13513,0.015713,'\'(0.980205-1.960411]\''
0.288734,0.342767,0.34907,0.2012,-0.966664,-0.850623,0.379923,'\'(-inf-0.980205]\''
0.341278,0.440788,0.283224,0.181365,0.837986,0.706892,0.098365,'\'(-inf-0.980205]\''
0.342782,0.762296,0.694065,0.181365,1.438662,1.473155,0.194387,'\'(1.960411-inf)\''
0.282561,0.570341,0.522278,0.182266,-0.966664,-0.850623,0.218029,'\'(1.960411-inf)\''
0.339658,0.403303,0.268042,0.10433,0.960851,0.852471,0.257381,'\'(-inf-0.980205]\''
0.291625,0.314355,0.275856,0.868838,-0.966664,-0.850623,0.23847,'\'(-inf-0.980205]\''
0.340012,0.272917,0.330624,0.868838,-0.966664,-0.850623,0.034329,'\'(-inf-0.980205]\''
0.328855,0.393577,0.275856,0.10433,-0.966664,-0.850623,0.348206,'\'(-inf-0.980205]\''
0.33991,0.540761,0.398438,0.274072,-0.966664,-0.850623,0.582783,'\'(0.980205-1.960411]\''
0.338083,0.346733,0.335489,0.10433,0.028439,-0.126763,0.349816,'\'(-inf-0.980205]\''
0.291172,0.445325,0.379541,0.432994,-0.966664,-0.850623,0,'\'(-inf-0.980205]\''
0.30507,0.49401,0.365203,0.868838,3.494317,4.49886,0.340233,'\'(-inf-0.980205]\''
0.331338,0.460978,0.141612,0.10433,-0.966664,-0.850623,0,'\'(-inf-0.980205]\''
0.305074,0.412237,0.483314,0.868838,-0.966664,-0.850623,0.685412,'\'(-inf-0.980205]\''
0.342329,0.605021,0.517715,0.417902,0.9995,0.887453,0.335977,'\'(-inf-0.980205]\''
0.317631,0.256494,0.230959,0.432994,-0.966664,-0.850623,0,'\'(-inf-0.980205]\''
0.342806,0.554742,0.757464,0.256097,1.232373,1.20795,0,'\'(1.960411-inf)\''
0.353389,0.529558,0.404168,-0.005773,3.321073,4.225352,0,'\'(-inf-0.980205]\''
0.321536,0.377154,0.207458,0.432994,-0.966664,-0.850623,0.145391,'\'(-inf-0.980205]\''
0.324243,0.435015,0.412311,0.10433,-0.966664,-0.850623,0.326367,'\'(0.980205-1.960411]\''
0.29665,0.298638,0.259722,0.868838,-0.966664,-0.850623,0.315798,'\'(-inf-0.980205]\''
0.912675,0.394084,0.296805,0.412848,-0.966664,-0.850623,0.549421,'\'(-inf-0.980205]\''
0.896566,0.388371,0.296805,-0.05507,-0.074732,-0.236667,0.277528,'\'(-inf-0.980205]\''
0.91735,0.540894,0.412311,0.170453,0.514095,0.313812,0.611343,'\'(0.980205-1.960411]\''
0.8913,0.532324,0.458287,-0.05507,0.370593,0.180932,0.201939,'\'(0.980205-1.960411]\''
0.908034,0.407413,0.290193,0.412848,-0.739574,-0.721267,0.511346,'\'(-inf-0.980205]\''
0.895473,0.433964,0.3447,-0.05507,-0.27321,-0.399172,0.219269,'\'(-inf-0.980205]\''
0.910769,0.40469,0.219743,0.412848,-0.020212,-0.198356,0.430123,'\'(-inf-0.980205]\''
0.918449,0.412237,0.141612,0.412848,-0.966664,-0.850623,0.69509,'\'(-inf-0.980205]\''
0.914587,0.421686,0.268042,0.412848,-0.966664,-0.850623,0.426464,'\'(-inf-0.980205]\''
0.85229,0.59045,0.538082,1.00754,1.526296,1.491653,0.546237,'\'(0.980205-1.960411]\''
0.855184,0.606128,0.6105,0.797994,2.635696,3.305775,0.680608,'\'(0.980205-1.960411]\''
0.854665,0.553207,0.478682,0.56921,2.592811,3.247602,0.727252,'\'(0.980205-1.960411]\''
0.854467,0.672231,0.582159,0.56921,2.584876,3.064956,0.720848,'\'(0.980205-1.960411]\''
0.853302,0.762632,0.275856,0.56921,-0.03683,-0.139558,0.700286,'\'(-inf-0.980205]\''
0.857639,0.526418,0.353296,0.56921,2.589745,3.23839,0.575585,'\'(-inf-0.980205]\''
0.855359,0.647784,0.588348,0.56921,2.66086,3.347457,0.732099,'\'(0.980205-1.960411]\''
0.762199,0.586397,0.554797,0.036254,1.116053,1.084106,0.685988,'\'(0.980205-1.960411]\''
0.747465,0.607296,0.398438,0.036254,0.703093,0.583125,0.658766,'\'(0.980205-1.960411]\''
0.748916,0.733343,0.541023,0.036254,0.087581,-0.042155,0.454867,'\'(0.980205-1.960411]\''
0.753595,0.540227,0.330624,0.036254,-0.966664,-0.850623,0.471516,'\'(0.980205-1.960411]\''
0.745156,0.67707,0.478682,0.019812,0.625953,0.523956,0.646625,'\'(0.980205-1.960411]\''
0.757382,0.490068,0.40694,0.036254,-0.966664,-0.850623,0.824681,'\'(-inf-0.980205]\''
0.74525,0.495628,0.207458,0.036254,1.072831,0.98699,0.218348,'\'(-inf-0.980205]\''
0.697693,0.544683,0.460115,0.729976,0.876998,0.834146,0.704679,'\'(0.980205-1.960411]\''
0.75508,0.600556,0.472236,0.025308,0.510039,0.387137,0.796174,'\'(0.980205-1.960411]\''
0.750912,0.484657,0.320306,0.036254,1.82341,2.033192,0,'\'(-inf-0.980205]\''
0.752997,0.532036,0.303094,0.036254,-0.966664,-0.850623,0.478134,'\'(-inf-0.980205]\''
0.753673,0.414362,0.178694,0.036254,-0.296719,-0.391889,0,'\'(-inf-0.980205]\''
0.752641,0.589001,0.417468,0.036254,0.720915,0.618687,0.766429,'\'(0.980205-1.960411]\''
0.746202,0.547223,0.43625,0.036254,0.755744,0.67462,0.778038,'\'(0.980205-1.960411]\''
0.751197,0.675792,0.481788,0.17588,0.461148,0.317137,0.735684,'\'(0.980205-1.960411]\''
0.677803,0.437429,0.340176,0.567722,-0.966664,-0.850623,0.472677,'\'(0.980205-1.960411]\''
0.744191,0.468169,0.563225,0.810629,-0.966664,-0.850623,0.979031,'\'(0.980205-1.960411]\''
0.702367,0.440457,0.379541,1.152531,0.896021,0.857132,0.334432,'\'(0.980205-1.960411]\''
0.696249,0.396586,0.268042,1.360096,1.00136,1.021276,0.115675,'\'(-inf-0.980205]\''
0.703098,0.275926,0.296805,1.457742,0.275405,0.173533,0.017618,'\'(-inf-0.980205]\''
0.708117,0.61854,0.470573,1.152531,0.647928,0.571193,0,'\'(1.960411-inf)\''
0.702563,0.438109,0.361355,1.152531,-0.966664,-0.850623,0,'\'(-inf-0.980205]\''
0.743597,0.511144,0.386152,0.810629,3.222344,4.054271,0.639682,'\'(0.980205-1.960411]\''
0.701229,0.329021,0.259722,1.457742,-0.966664,-0.850623,0,'\'(-inf-0.980205]\''
0.726689,0.576856,0.376103,0.987435,0.241725,0.130473,0.657311,'\'(0.980205-1.960411]\''
0.522085,0.650218,0.552158,-0.128998,1.547591,1.377035,0.112523,'\'(0.980205-1.960411]\''
0.512992,0.626506,0.7523,-0.139789,1.503235,1.352038,0,'\'(0.980205-1.960411]\''
0.54125,0.4618,0.290193,0.079974,-0.966664,-0.850623,0.923019,'\'(-inf-0.980205]\''
0.560221,0.522715,0.31482,0.523238,0.931007,0.689016,0.007598,'\'(-inf-0.980205]\''
0.522568,0.6844,0.589684,-0.128998,1.593423,1.412748,0.036807,'\'(1.960411-inf)\''
0.534793,0.588313,0.618181,0.079974,1.043489,0.942626,0.031301,'\'(0.980205-1.960411]\''
0.542153,0.732765,0.710164,-0.128998,0.46046,0.124667,0.581394,'\'(1.960411-inf)\''
0.51262,0.532324,0.438417,-0.139789,1.387462,1.206025,0.014363,'\'(-inf-0.980205]\''
0.532185,0.522244,0.365203,0.291737,0.868345,0.742987,0.071523,'\'(0.980205-1.960411]\''
0.512671,0.557291,0.588348,-0.139789,1.426527,1.202668,0.026116,'\'(0.980205-1.960411]\''
0.560572,0.545451,0.417468,0.632031,0.872309,0.706825,0.146636,'\'(0.980205-1.960411]\''
0.538775,0.658133,0.617647,-0.128998,1.454356,1.113431,0.101236,'\'(1.960411-inf)\''
0.555618,0.595255,0.577132,0.067334,1.30778,1.196516,0,'\'(0.980205-1.960411]\''
0.536961,0.639922,0.444706,-0.128998,2.129042,1.853019,0.036101,'\'(0.980205-1.960411]\''
0.517634,0.600324,0.617647,-0.128998,1.417191,1.241579,0.10346,'\'(0.980205-1.960411]\''
0.142257,0.346733,0.431805,-0.366891,-0.966664,-0.850623,0.014985,'\'(-inf-0.980205]\''
0.139608,0.383465,0.372571,-0.816977,-0.925101,-0.826715,0.140239,'\'(-inf-0.980205]\''
0.222595,0.61602,0.554797,-0.456692,0.07325,-0.105187,0.01675,'\'(0.980205-1.960411]\''
0.141168,0.481048,0.34907,-1.286377,-0.966664,-0.850623,0.01642,'\'(-inf-0.980205]\''
0.147859,0.549828,0.677695,-2.03488,-0.83941,-0.779913,0.002653,'\'(-inf-0.980205]\''
0.140474,0.304513,0.31482,-0.816977,-0.966664,-0.850623,0.423545,'\'(-inf-0.980205]\''
0.195467,0.400951,0.392441,-0.379996,0.198283,0.043463,0.204936,'\'(0.980205-1.960411]\''
0.186394,0.556832,0.401335,-0.81963,0.201682,-0.008265,0.094555,'\'(-inf-0.980205]\''
0.169842,0.478026,0.483314,-0.780309,-0.051278,-0.224922,0.020876,'\'(0.980205-1.960411]\''
0.148746,0.412665,0.392441,-1.286377,-0.966664,-0.850623,0.145143,'\'(-inf-0.980205]\''
0.14972,0.440125,0.36894,-0.884186,-0.528266,-0.563712,0.345967,'\'(-inf-0.980205]\''
0.13284,0.353528,0.450702,-1.04065,-0.943713,-0.837549,0.01508,'\'(-inf-0.980205]\''
0.220603,0.566302,0.480245,-0.456692,-0.490702,-0.542875,0.117972,'\'(0.980205-1.960411]\''
0.147114,0.334379,0.376103,-0.884186,-0.966664,-0.850623,0.063409,'\'(-inf-0.980205]\''
0.169662,0.241321,0.268042,1.237031,-0.966664,-0.850623,0.111963,'\'(-inf-0.980205]\''
0.144913,0.525962,0.456432,-2.03488,-0.966664,-0.850623,0,'\'(-inf-0.980205]\''
0.16331,0.176764,0.320306,-0.884186,-0.966664,-0.850623,0.191617,'\'(-inf-0.980205]\''
0.135791,0.431111,0.472236,-0.816977,-0.966664,-0.850623,0,'\'(-inf-0.980205]\''
0.174703,0.788124,0.756192,-0.81963,-0.966664,-0.850623,0.076957,'\'(1.960411-inf)\''
0.168323,0.190511,0.207458,2.348668,-0.966664,-0.850623,0,'\'(-inf-0.980205]\''
0.137993,0.609097,0.526685,-1.04065,-0.82966,-0.769761,0.269817,'\'(-inf-0.980205]\''
0.207893,0.517247,0.43625,-0.631562,-0.028906,-0.167314,0.032449,'\'(-inf-0.980205]\''
0.149935,0.313304,0.283224,0.061321,-0.966664,-0.850623,0.169652,'\'(-inf-0.980205]\''
0.133606,0.497024,0.594892,-2.03488,-0.966664,-0.850623,0.001358,'\'(0.980205-1.960411]\''
0.156371,0.479431,0.496287,-2.03488,-0.727123,-0.710588,0.401559,'\'(0.980205-1.960411]\''
0.226667,0.522244,0.475499,-0.163116,-0.966664,-0.850623,0.278261,'\'(0.980205-1.960411]\''
0.229189,0.596464,0.577132,-0.456692,-0.966664,-0.850623,0,'\'(0.980205-1.960411]\''
0.150298,0.453871,0.468888,-0.884186,-0.966664,-0.850623,0.094015,'\'(-inf-0.980205]\''
0.135847,0.403303,0.398438,-1.286377,-0.966664,-0.850623,0.192392,'\'(-inf-0.980205]\''
0.137561,0.314355,0.392441,-0.884186,-0.966664,-0.850623,0,'\'(-inf-0.980205]\''
0.168747,0.237176,0.207458,-0.81963,-0.966664,-0.850623,0.022467,'\'(-inf-0.980205]\''
0.186468,0.426311,0.542946,-0.330475,-0.591899,-0.625666,0.066172,'\'(0.980205-1.960411]\''
0.169863,0.20558,0.250829,-0.81963,-0.966664,-0.850623,0.027562,'\'(-inf-0.980205]\''
0.143972,0.624039,0.635127,-2.03488,-0.966664,-0.850623,0.006447,'\'(0.980205-1.960411]\''
0.146698,0.345951,0.424836,0.061321,-0.966664,-0.850623,0,'\'(-inf-0.980205]\''
0.178453,0.535442,0.409653,0.314571,-0.966664,-0.850623,0.267019,'\'(-inf-0.980205]\''
0.596037,0.5757,0.456432,0.578226,0.609727,0.368455,0,'\'(0.980205-1.960411]\''
0.636089,0.527625,0.283224,0.375462,-0.966664,-0.850623,0.328368,'\'(-inf-0.980205]\''
0.64128,0.506515,0.3447,1.406429,0.035614,-0.226957,0.00191,'\'(0.980205-1.960411]\''
0.635563,0.580902,0.444706,0.375462,0.512658,0.319865,0.28897,'\'(0.980205-1.960411]\''
0.60376,0.523653,0.404168,0.961218,0.423459,0.244702,0.031717,'\'(0.980205-1.960411]\''
0.636095,0.490279,0.325568,0.673546,0.761643,0.527645,0,'\'(-inf-0.980205]\''
0.636712,0.560452,0.490682,1.297349,0.635855,0.363635,0,'\'(0.980205-1.960411]\''
0.622193,0.59493,0.458287,1.219935,0.206457,0.014675,0,'\'(0.980205-1.960411]\''
0.600255,0.446273,0.250829,0.632031,-0.035002,-0.237339,0.214166,'\'(-inf-0.980205]\''
0.625548,0.614262,0.448734,1.219935,-0.635793,-0.664938,0,'\'(-inf-0.980205]\''
0.638536,0.57599,0.493515,0.65189,-0.430159,-0.518779,0,'\'(0.980205-1.960411]\''
0.603193,0.581821,0.516548,1.219935,-0.020092,-0.18477,0,'\'(0.980205-1.960411]\''
0.639641,0.729662,0.67803,2.00011,-0.237272,-0.37296,0.702797,'\'(1.960411-inf)\''
0.691466,0.499958,0.303094,1.037065,0.499575,0.307699,0.656249,'\'(-inf-0.980205]\''
0.676495,0.501872,0.379541,2.00011,0.527397,0.231773,0.302939,'\'(-inf-0.980205]\''
0.683723,0.591126,0.450702,2.00011,1.320426,1.243714,0.267906,'\'(0.980205-1.960411]\''
0.653247,0.50974,0.389335,1.372431,0.095967,-0.123357,0,'\'(0.980205-1.960411]\''
0.664471,0.549213,0.389335,2.00011,0.14792,-0.094661,0.347114,'\'(0.980205-1.960411]\''
0.678808,0.508497,0.34907,2.00011,0.731712,0.442444,0.226134,'\'(-inf-0.980205]\''
0.664653,0.567456,0.43625,2.00011,0.850666,0.572193,0.212099,'\'(0.980205-1.960411]\''
0.677034,0.511318,0.309091,2.00011,0.713501,0.427246,0.30653,'\'(-inf-0.980205]\''
0.690624,0.59566,0.40694,1.621454,0.666931,0.394688,0.006919,'\'(0.980205-1.960411]\''
0.660173,0.532611,0.438417,1.406429,0.054652,-0.140883,0.006173,'\'(0.980205-1.960411]\''
0.689718,0.498011,0.275856,1.564783,0.697165,0.500878,0.724248,'\'(-inf-0.980205]\''
0.664521,0.454749,0.340176,1.389488,-0.211585,-0.411826,0,'\'(0.980205-1.960411]\''
0.669021,0.497617,0.275856,1.406429,0.022691,-0.284925,0,'\'(-inf-0.980205]\''
0.669026,0.585071,0.207458,1.406429,-0.966664,-0.850623,0,'\'(-inf-0.980205]\''
