@relation 'AT: bigdata-change4-normalized - bigdata-change4-normalized-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,60-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R117-precision6-unset-class-temporarily-weka.filters.unsupervised.attribute.Remove-R3-33,35-50,52-59-weka.filters.unsupervised.attribute.Remove-R1-2-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R60-weka.filters.unsupervised.attribute.Standardize_principal components-weka.filters.unsupervised.attribute.Remove-R12-28-weka.filters.unsupervised.attribute.RenameNominalValues-R11-N\'(-inf-0.980205]\':low, \'(0.980205-1.960411]\':medium, \'(1.960411-inf)\':high-I-weka.filters.unsupervised.attribute.RenameNominalValues-R12-N\'(-inf-0.980205]\':low, \'(0.980205-1.960411]\':medium, \'(1.960411-inf)\':high-I'

@attribute '-0.213total input-0.213nani-0.211p_accumulated_ag_inputs_2007-0.211n_livestock_food_demand_2007-0.209n_livestock.waste_2007...' numeric
@attribute -0.241n_human_waste_2007-0.239human_n_demand_2007-0.239p_human_waste_kg_2007-0.237p_human_food_demand_kg_2007-0.227n_fert_urban_2007... numeric
@attribute 0.307lst+0.271lst_yrmean-0.247npp-0.216omws-0.191lat_dd... numeric
@attribute -0.252lat_dd+0.224atmo_pdep_2002+0.215atmo_pdep_2007-0.211p_human_food_demand_kg_2007-0.207p_human_nonfood_demand_kg_2007... numeric
@attribute '0.41 wetlands+0.349pctwdwet2011ws+0.314pcthbwet2011ws-0.29depth+0.225ntl...' numeric
@attribute 0.284ntl-0.254depth+0.249ptl-0.223napi+0.218n_rock_2007... numeric
@attribute '0.536wsarea_km2+0.51 lake_area_ha+0.237depth-0.21runoffws-0.208npp_yrmean...' numeric
@attribute 0.368lake_area_ha+0.346wsarea_km2-0.292sandws-0.255atmo_pdep_2007+0.255npp... numeric
@attribute -0.469fire_yrmean-0.42fire-0.339p_f_fertilizer_2007-0.246p2o5ws+0.208wsarea_km2... numeric
@attribute '0.328napi+0.321precip-0.265n_cbnf_2007+0.25 ptl-0.246bfiws...' numeric
@attribute 0.524n_rock_2007+0.499damdensws+0.257fire-0.24omws+0.196fire_yrmean... numeric
@attribute logchl_A {low,medium,high}

@data
2.080788,-0.385579,5.660274,-0.081598,0.596511,1.162579,-0.364292,0.246545,0.445038,1.097555,0.066929,medium
4.149138,2.004471,2.602822,1.761957,-0.304782,1.384821,0.50974,0.127107,-0.880728,1.948501,-0.242513,medium
-5.175039,6.257439,3.696675,-2.48118,3.077438,-2.843199,-0.515471,-1.34583,0.796336,-2.6049,0.483434,low
3.243954,2.155634,2.885878,0.943762,0.57706,-0.083467,0.500183,-0.933806,-0.080553,0.688193,-0.288472,medium
-1.412153,-3.826254,10.301157,-2.684952,-0.598703,0.342572,0.730979,-1.37032,0.976436,-1.322626,-1.071558,low
3.207502,3.901026,7.077251,1.124348,3.423296,0.33596,0.630825,-1.589563,0.154281,-0.125005,-0.928044,high
4.560976,1.957207,3.521586,0.870677,-0.63869,0.321377,-0.452742,0.314332,-0.088712,-0.210594,-0.232445,medium
3.102229,1.880136,3.627917,1.066771,-0.245882,-1.934656,0.068165,-0.440829,0.109261,-1.337471,-0.84784,low
3.997934,1.444965,2.573529,1.926624,0.197538,0.650088,-0.009782,0.179011,-0.430183,1.123057,-0.480525,medium
4.107677,1.188228,1.850844,1.046414,0.902043,0.873916,0.558988,-0.71961,-0.452792,1.457079,0.087288,medium
4.137318,2.052592,2.473466,0.993887,0.510813,2.318883,0.53123,-0.629536,0.279432,1.593426,0.829918,high
4.320583,-0.375611,1.056691,1.283273,0.533856,-0.601565,-1.586739,1.768694,0.234526,0.393978,-1.509845,medium
2.651943,0.259051,4.493217,0.656333,3.472953,-1.663798,-0.393933,0.535766,-3.639564,-2.241007,2.256853,high
4.937713,-0.369725,-0.108949,1.245395,-1.073061,-0.91802,-0.192382,-0.694885,-0.013255,-1.134609,-0.425923,low
6.931406,1.429989,0.233736,-1.667576,-1.474526,-1.773327,-0.712431,-0.418411,0.466076,-0.682427,-1.070851,low
-0.074017,-5.264285,8.195561,-4.598885,-0.954859,0.712933,-1.003864,1.066861,0.782023,-0.717779,-0.792508,medium
2.249718,1.992465,7.098026,-0.960808,3.74405,0.001613,0.199382,-0.890592,-0.230477,-1.674162,-0.32577,high
4.925023,-0.876924,1.018416,-0.986472,-1.64458,-0.832209,-0.92885,0.121208,0.677225,-0.728181,-0.334049,low
5.921688,0.726684,0.797276,-0.265404,-0.586757,-1.945105,-0.636288,-0.298193,0.030046,-0.642264,-0.971478,medium
3.498869,-1.630131,2.225101,1.722358,-0.765764,-1.413235,-1.53671,0.68897,0.403987,-1.366706,-0.990063,low
3.717205,-0.311736,2.885279,2.441219,-0.438374,-1.378698,-1.318349,0.47368,-0.244304,-1.664619,-0.812684,low
5.999823,-0.028998,-0.815653,0.604192,-2.271737,-0.47594,-0.926245,0.336783,0.908477,0.174009,1.114663,low
4.979741,0.071706,1.366723,0.612869,-0.55358,-2.533962,-0.546754,0.728452,-1.432676,-1.806784,-0.256643,low
4.181328,0.212228,2.216531,0.876142,0.026236,-1.53634,-1.217769,0.124065,0.979721,-1.268386,-0.78496,low
5.979526,0.258104,-0.155724,-0.358431,-0.509607,-1.298732,-0.854534,-0.541867,0.709113,0.021257,-0.858842,low
5.003647,1.291429,2.992658,1.627572,-1.001295,-0.00102,-1.428684,0.246093,1.138588,-1.502752,3.131258,low
4.986586,-0.231182,0.446828,1.567823,-1.014316,-0.808377,-0.643644,-0.341726,0.356981,-0.166673,0.523742,low
5.493223,-0.497747,0.015172,-0.366104,-1.446538,-1.314855,-0.541628,-0.425568,0.512119,-0.773009,-0.443157,low
5.909762,0.950307,0.763899,-0.108432,-0.765437,-0.673109,-1.141453,-0.336189,0.452538,-0.55284,0.290338,low
4.733067,1.93806,4.097942,1.838328,-0.095076,-0.458215,-1.5099,0.74178,1.020763,-0.84425,0.093721,medium
-1.306266,-9.025628,9.738131,-6.321704,-4.381856,1.128944,-0.896785,1.201696,1.699375,-0.947302,0.778888,low
-0.410304,-8.411313,7.739211,-5.094762,-3.262811,0.996535,-2.050983,1.917747,2.436225,-0.970336,1.181739,medium
4.852243,3.80167,4.992332,0.074622,0.492436,-0.721484,-0.111058,-0.711851,-0.035878,-1.205082,-0.705094,low
0.638482,-3.199679,8.487117,-2.636857,0.382882,-0.507208,0.396759,-2.288202,1.256427,-1.847256,-0.204322,medium
4.109443,0.967995,4.137989,1.236971,0.526086,-1.36472,-0.40198,-0.456476,0.706593,-1.47429,-1.210602,low
5.236329,-0.42054,-0.140204,1.35627,-1.516785,-0.429489,-1.172436,0.134735,0.826798,-0.833737,1.811718,low
4.817133,-0.784268,-0.280751,1.665513,-1.198677,-0.519255,-0.486784,-0.641973,0.638347,-0.997414,0.193718,low
1.315408,-1.567958,4.859692,0.104348,0.284786,0.757486,-0.080514,0.265988,0.384937,0.171158,-0.903117,high
2.51419,-0.538471,3.459301,0.923617,0.379058,-0.993744,-0.638501,-0.291026,1.104808,-1.423504,-0.406429,low
4.549019,-0.747119,0.840446,1.255439,-0.92922,-1.783392,-0.498411,0.601002,-0.346466,-1.437905,-0.615434,low
-3.31384,-2.613586,5.801933,-4.595421,-1.385133,-0.075679,-2.180935,2.003987,2.827202,-4.017189,0.637813,low
2.408089,-1.947703,2.924272,0.534124,-0.03486,0.194697,-0.798421,1.110436,0.637761,-1.617567,-1.711645,medium
0.155688,3.501948,3.477061,0.178636,1.389838,0.398741,-1.706741,1.108531,1.931258,-2.414566,-1.046726,medium
5.635428,0.003833,-0.614849,0.434916,-1.452337,-0.979981,-0.270321,-0.665584,0.07635,-0.527988,-0.829828,low
4.673487,2.212311,2.163778,0.124652,-0.569637,-3.710071,0.176447,1.402078,-2.425761,-3.221476,0.095412,low
3.513659,3.371545,1.721536,-1.493207,0.623652,-1.03047,-1.899928,1.544695,0.194529,-0.429686,-1.621474,medium
5.179713,-0.242853,1.325259,1.297448,0.060196,-2.509293,-1.486473,0.65537,-3.387789,-2.12126,1.775866,low
6.856557,1.198206,-0.093957,-1.057137,-2.23456,-1.768703,-0.446792,-0.593924,0.185048,-1.039845,-1.090705,low
-0.6263,4.647326,3.319323,-0.342443,3.153701,0.47928,0.759007,-0.715702,-0.487781,-0.258548,0.232493,medium
5.747708,0.546332,0.290638,0.381169,-1.229098,-0.029072,-0.496407,-0.657617,0.818083,-1.389062,3.239859,low
-2.374422,0.294288,3.074439,-3.749452,-1.099331,-1.518971,-0.544977,-0.204907,0.972435,-0.84657,0.727562,low
-4.309283,3.024506,2.20063,-3.265635,-0.31441,-0.351181,-1.134354,0.833894,0.745653,-0.207209,0.876766,high
4.085608,1.536324,2.782515,1.461418,0.614005,0.195919,-0.623905,1.328234,-2.114657,-0.060413,1.45604,high
-1.041231,3.323012,1.020526,-1.161881,0.016344,-2.052095,-0.716752,-0.406645,0.927741,-0.848199,0.081049,low
5.479591,-0.305428,-1.728834,0.942383,-2.190994,0.640815,0.608707,-0.846147,-0.063707,-0.022335,2.023506,low
5.424978,0.427788,-0.296257,0.93051,-1.456463,0.767547,0.529639,-1.24202,0.806648,-0.029454,1.535758,low
5.26635,-0.351892,-1.41706,0.576991,-1.060799,0.690222,0.410753,-0.895212,0.241184,-0.180846,1.350934,low
-1.155418,-4.081853,4.623463,-4.978207,-0.937833,0.557993,-1.190145,0.915394,2.132634,-1.719621,3.610351,medium
0.703771,0.458397,1.281207,-1.288113,-0.382401,-1.096093,-0.745483,0.425141,0.681859,-0.738064,0.958246,low
5.957859,1.107963,0.111419,0.298183,-2.474055,0.950427,-0.231281,-0.763862,0.872245,-0.754135,2.377046,low
-2.343405,0.633386,0.996647,-2.388105,-2.222932,-4.151781,-1.251455,-1.801513,0.161812,3.270092,2.565696,low
6.225697,0.060578,-2.457519,-0.037039,-3.078292,1.062317,0.86252,-1.39279,0.490329,0.507766,1.545305,low
5.838694,-0.287767,-2.659134,-0.759992,0.694489,0.367471,-0.020711,0.157842,-0.577675,0.630669,1.133966,low
-4.804929,-1.199764,5.615188,-5.904212,-0.845075,-0.763093,-0.64952,-0.076421,1.290251,-1.587173,0.820286,low
6.384737,0.606373,-1.13536,-0.054728,-2.370675,0.395577,0.007864,-0.738709,0.990973,-0.396369,1.813067,low
-2.967481,4.898094,0.869795,-0.879011,-0.39398,-0.709927,-0.910149,-1.031168,2.339784,-0.758621,1.562517,high
-7.810074,7.798576,1.036279,-3.623491,2.122604,-3.520593,-1.450845,-0.589781,1.002913,0.118098,3.212509,low
6.161913,0.194607,-1.637155,-0.126678,-1.649354,0.169404,0.027387,-0.747953,0.569844,0.194059,0.888044,low
5.944721,0.836501,-0.261828,-1.28978,1.005417,0.794781,-0.81593,0.301837,0.55156,-0.14356,6.269001,medium
5.820477,-0.493077,-2.219748,0.622969,-1.622635,0.804826,-0.027288,-0.566953,0.772231,0.135031,2.039027,low
1.730625,-5.222678,-0.871131,0.082504,1.815273,0.354269,-0.795452,0.617479,1.048962,0.553328,-0.483416,low
-0.791438,-2.7036,-1.833547,0.605591,0.226035,-0.543884,-0.620068,0.168406,1.309954,-0.600106,-0.568474,low
-2.116759,-1.901496,-2.107777,-0.653906,2.439642,-0.84149,-0.920113,0.2029,1.154762,0.128342,-0.426385,medium
-1.715694,-1.199725,-2.952792,0.417032,0.656435,0.599125,-1.138769,0.715094,2.199877,-0.018632,0.134612,medium
0.894605,-3.524087,-1.108137,1.215402,2.208692,-0.057035,-0.513175,0.065754,1.010723,-0.352186,-0.633471,low
-1.069567,-2.78048,-1.215598,0.118415,1.050129,0.504195,-0.905551,0.529414,1.736969,-0.43698,-0.29261,low
-1.013855,-3.487114,-1.954366,-0.216231,1.087002,-0.955177,-1.017984,0.367096,1.673709,-0.059249,-0.419733,low
0.983961,-7.06486,0.463382,-1.222731,1.583603,-0.033215,-0.077082,-0.043593,0.641497,-0.545195,-0.478593,low
0.806558,-4.260435,-0.598077,0.770115,0.881381,0.487857,-1.370708,0.713433,2.070491,-0.257262,1.778749,low
-6.401602,-0.136265,-1.468417,-0.310053,1.886179,0.288531,-1.299827,0.783127,1.493225,-0.81813,-0.134959,medium
-6.972125,0.378142,-1.641369,-1.039487,2.316924,-1.734863,-1.880217,-0.25099,1.553362,0.870039,0.596628,medium
-6.341557,-0.01394,-1.943376,-0.585263,2.613059,-2.198134,-1.371852,-0.990176,1.305792,0.986834,0.66021,medium
-7.516065,0.444236,-2.035222,-1.438403,2.600959,-0.563994,-1.122155,-0.198214,0.908942,0.238112,0.277997,medium
-3.266035,-0.118775,-1.793141,0.943104,3.325717,0.481421,-0.733365,0.274882,1.283396,-1.494693,-0.382394,low
-6.568542,-0.043318,-2.194554,-0.975323,1.61322,-2.009427,-1.801953,-0.426585,1.722278,0.620719,0.759629,low
-6.558813,0.582195,-2.29604,-0.744774,2.760855,-1.574547,-1.505762,-0.683633,1.442186,1.549538,1.037239,medium
-3.635691,-1.335146,-0.001024,-1.321682,5.959978,-7.382221,9.868137,8.107442,3.465883,1.853757,2.164678,medium
-3.580237,-2.937738,0.5382,-1.818307,4.331077,-1.797892,-0.331862,-0.716836,1.083479,0.043246,-0.533536,medium
-2.898841,-3.77433,2.379655,-1.629177,4.045745,-0.821588,0.326212,0.255542,1.033094,1.094245,-0.211664,medium
-1.30034,-8.28134,4.488424,-2.727179,1.996705,-0.597703,0.375955,-0.90123,0.361386,0.593479,-0.288172,medium
-3.265257,-2.500786,0.388624,-1.657962,4.793267,-1.645922,0.052356,-0.08654,0.674796,0.653188,-0.101625,medium
-1.104612,-7.480483,2.959186,-2.261957,3.750298,-0.628925,-0.288549,0.039606,0.308827,0.422587,0.41232,low
-5.193949,-2.428198,1.493231,-1.72962,1.90875,-2.436975,-0.630115,-1.214881,2.002032,-0.143788,0.498424,low
-2.93594,-0.349349,-0.350185,1.111169,3.597838,-1.909731,-0.77721,0.793815,-0.116018,0.022607,0.492942,medium
-2.885193,-3.380655,0.269175,-1.474792,5.402434,-2.045623,-0.420793,0.627875,-0.197034,1.028985,0.206917,medium
-4.984954,1.580764,-0.528167,0.419037,3.127096,-4.239209,-1.800878,-0.547984,0.683829,1.051214,1.428485,low
-1.449739,-9.096484,5.240199,-2.411569,1.098987,0.042755,0.148257,-0.632254,0.912559,-0.491296,0.351169,low
0.425382,-1.627999,1.547998,2.15217,1.229245,-2.946314,-0.768883,-0.501042,0.394753,-0.32411,-0.92156,low
-3.535207,-3.979445,0.835624,-1.919886,4.6456,-2.18599,-0.385469,-0.10234,0.411901,0.957623,-0.12333,medium
-3.425661,-2.124684,-0.355501,-1.254127,5.220192,-1.653173,-0.490146,-0.478709,0.90827,0.406713,-0.11436,medium
-3.345371,-1.783568,1.438158,-0.953822,4.928012,-1.251407,-0.938596,0.209007,0.858069,0.878313,0.52738,medium
2.617723,-2.322761,0.264431,2.49643,4.401068,-0.14267,-0.280156,-0.683951,0.663085,0.228133,0.528545,medium
1.741392,-1.765626,0.474813,2.486562,6.649632,-0.292391,-0.337979,1.021036,-3.0131,0.04325,1.936965,medium
-3.092259,0.639622,0.0454,2.24186,1.570329,-1.924597,-1.45177,0.77373,-0.682545,-1.349453,0.831489,medium
-2.790707,-3.475109,0.822418,1.695212,-0.45988,-2.594198,-0.538628,-0.640797,1.029593,0.540325,-0.583497,low
0.270425,-2.232217,-1.131797,3.646831,-0.335019,-2.238192,-0.442028,-0.908657,0.781221,0.528099,-1.066834,low
-1.738149,0.63637,0.882987,2.740074,1.692651,-1.684706,-0.854944,-0.651301,0.174104,0.678516,-0.071807,high
-1.491746,-4.845956,3.823643,0.24277,-0.865808,-0.720185,-0.827673,0.682814,0.310274,-0.361689,-0.952944,low
-7.390003,1.307817,-1.182186,-0.254587,2.294563,-3.443034,-1.500805,-0.974589,1.081243,1.61391,1.749137,medium
1.745064,-3.744005,-0.112994,3.879396,-0.230344,-0.35663,-0.505202,-0.244235,0.542582,-0.382312,-0.120999,low
-1.709156,-0.439401,0.018655,1.929637,3.796387,-0.84952,-0.700898,0.350561,-0.197608,-0.374935,0.497221,medium
-4.912947,3.300318,-1.807688,-1.003756,0.219698,0.778221,-0.753902,0.812474,0.627147,-1.023091,-0.440625,medium
-4.708807,3.58515,-1.501277,-0.990915,1.471367,1.40669,-0.764658,0.458127,0.790633,-0.418963,0.770759,medium
-0.291191,-1.795412,0.356487,0.641562,1.608502,2.090426,0.032066,1.686568,0.241784,-2.40438,-0.152543,low
-4.385887,2.244973,0.248669,0.785774,-1.310582,0.631721,-0.591292,0.775534,0.621231,-1.990396,-1.218763,low
-5.193155,2.796736,-0.538362,-1.238673,-0.326948,0.908704,-0.931032,0.804129,1.175683,-0.744786,-0.599343,high
-4.309275,2.937765,-0.298316,0.339131,-1.122927,1.325121,-1.29136,2.033659,0.608747,-0.781439,-0.536218,medium
-3.033268,1.947248,-1.195437,-1.527321,2.728541,2.148256,-0.240436,0.834491,0.726399,-1.083048,0.103026,high
-4.365601,2.863963,-2.156658,-1.323116,1.431205,0.869617,-0.865553,0.872776,0.469257,-0.867663,1.065548,low
-3.716227,2.132599,-0.426609,1.58235,-1.268868,0.718176,-0.609748,1.219091,0.548556,-0.458721,-0.977414,medium
-4.908378,2.222039,-0.356418,-1.473053,-0.533274,1.221032,-0.750667,1.31206,0.695982,-0.855708,-0.561053,medium
-4.875739,2.091995,1.01351,1.33262,-0.823818,1.046385,-1.049514,1.522799,0.932356,-1.944992,-0.032801,medium
-4.673583,3.25483,-1.25809,-0.657798,1.077221,0.965656,-1.082196,0.655085,1.319311,-0.660768,0.42614,high
-5.305634,3.493132,-0.157207,0.451685,-1.01773,1.597932,-1.155027,1.717051,0.743117,-1.159945,-0.954124,medium
-6.197047,4.080277,-1.060598,-0.588767,-0.228922,-0.103956,-1.192495,0.706724,0.823726,-1.470248,-0.463876,medium
-4.663476,3.025532,-1.143242,-1.299041,0.970948,0.810578,-0.524008,0.424895,0.493782,-1.00935,-0.097717,medium
5.737587,1.033837,0.341627,0.242139,-1.250483,-0.688524,-1.237228,1.320406,-0.54143,0.427381,-1.201173,low
5.242043,0.125889,-0.727728,-0.605959,-0.337726,-0.730634,-1.499318,1.755045,-0.417487,0.670231,-0.958744,low
1.097838,3.462706,1.946955,-0.586426,-0.331413,0.159827,-0.88633,0.30412,0.590397,-1.610417,0.052113,medium
6.205764,0.285178,-1.403011,-1.517809,0.855292,-0.44637,-1.062411,0.797756,0.152361,1.040114,0.311953,low
4.792785,2.334362,3.1008,-0.647768,0.210454,-0.558822,-1.19862,1.088821,-0.249033,0.651664,-1.372361,low
5.91989,-0.220325,-1.587266,-0.453575,0.424483,-0.833891,-1.32931,1.451266,-0.28769,0.725415,-0.733547,low
1.680061,2.737662,-1.15224,-1.753785,-1.271734,-1.358758,0.090164,1.376194,0.665451,-1.389283,0.441214,medium
2.121704,4.12609,1.337544,-1.854483,0.128743,-1.218093,-0.707428,-0.206323,0.507086,-0.833309,-0.32976,low
3.273284,3.906423,1.874919,-1.546324,-0.603422,-1.108057,-0.699327,-0.07562,0.704942,0.201539,-1.058728,medium
6.223577,0.200622,-1.724539,-1.519997,0.778364,-0.396587,-1.155367,0.976003,0.267761,1.416545,-0.560435,low
3.828322,1.071754,-0.701422,-2.675764,0.679931,-0.915231,-1.648087,1.732036,-0.383878,-1.234549,1.257727,low
5.882425,0.349052,-0.751492,-0.561942,-0.538252,-0.752425,-1.454705,0.639271,0.659178,0.694208,-0.476137,low
2.845681,3.024109,1.357553,-0.852014,0.158032,0.357845,-0.008376,0.072622,-0.046599,-0.890157,-0.057427,medium
6.258143,0.676824,-0.077274,-0.773,-0.290942,-1.054807,-1.443176,0.144607,0.846586,0.159147,-0.89073,low
5.832069,0.15227,-1.270185,0.124527,-1.436587,0.163711,-0.180327,-0.797278,0.445402,-0.805674,0.677313,low
5.904896,3.836338,4.306371,-1.113868,0.50925,-0.843297,-0.758568,0.064107,0.246315,-0.086485,-1.947716,low
6.621979,0.255944,-1.519807,-1.155038,-0.963743,-1.296757,-0.529887,-0.410271,0.197904,-0.114977,-0.304569,low
4.388474,0.817211,2.001337,-0.479381,-1.320289,-0.6941,-1.141754,1.749116,-0.23574,0.14452,-2.190911,low
5.185539,3.188084,3.321913,-0.812736,0.744601,1.090204,-0.305525,-0.204345,0.370417,0.139493,0.19297,high
6.052404,0.058338,-1.424862,0.467134,-2.783217,-0.442639,0.375965,-1.568254,0.448076,-1.853013,0.77707,low
5.313714,0.755894,-1.467102,-1.68343,1.274115,-0.124428,-0.901348,0.762471,0.20221,1.137959,-0.063455,low
1.087487,4.937258,3.1043,-1.161688,0.258136,-0.836546,-0.554035,-0.093585,0.458253,-1.78771,-1.311239,low
6.449353,0.244839,-1.650625,-0.713929,-1.582198,-0.920331,-0.270104,-0.471263,0.013614,-0.436628,-0.204658,low
5.641118,3.050791,3.169622,-0.627801,-0.018601,-0.562917,-0.348579,0.149139,-0.292011,0.30085,-1.387612,medium
4.299325,2.794592,3.261757,-0.901929,1.146328,-0.951044,-0.949358,0.884175,-0.008443,-0.050611,-1.269567,medium
5.219248,0.991017,0.469277,-0.650972,1.395753,1.076401,-1.375898,1.238883,0.626944,0.238889,4.307772,medium
5.028249,1.645952,1.791392,0.094415,-0.169009,1.377025,-0.568391,-0.436751,1.028722,-0.22754,1.270725,medium
6.431022,0.891663,-0.412601,-1.324706,-0.698715,-0.750974,-1.112459,0.05557,0.471715,-0.123051,-0.695076,low
6.255186,0.14695,-1.270338,-0.842346,-0.214878,-0.199228,-1.476184,0.804861,0.901446,1.01984,0.126883,low
6.213292,1.349413,0.568356,0.009338,-1.584093,-1.416728,-1.609165,2.339994,-3.093401,0.237592,0.099953,low
6.169403,0.232227,-1.439076,-0.292016,-1.934557,0.075745,-0.266919,-0.759941,0.436272,-0.330797,0.523817,low
4.032798,3.444472,2.975538,-0.724479,0.378,-1.385626,-0.102468,-0.620457,-0.263159,-0.873281,-1.399151,medium
6.178469,0.167842,-1.523986,-0.141754,-2.557093,-0.691514,0.281617,-0.950053,-0.167758,-0.73998,-0.112669,low
5.620604,3.68503,3.917033,-1.220449,0.951944,0.131161,-0.816135,0.222851,0.190302,0.675735,-1.60286,medium
5.924846,0.627205,0.092906,0.220719,-2.011935,0.693884,-0.955412,-0.387159,1.453445,-1.402665,2.405375,low
5.734426,0.102441,-1.534832,-0.685628,-0.128397,0.650181,-0.842108,0.051213,0.351529,0.08647,0.481001,low
-4.534078,1.140106,0.511818,0.772397,-1.708125,1.858167,-0.666036,2.237425,-0.337987,-1.7659,-0.797599,medium
-1.062809,-6.216563,3.495846,-1.915631,-0.328312,1.919445,0.98039,0.635827,-0.923653,-0.055448,-1.05298,low
-3.227544,0.708048,-0.859064,2.747173,-1.660867,1.825892,0.076374,1.347469,-0.222887,-1.46759,-1.182821,medium
-4.937997,-3.35887,1.576006,-2.826029,-0.70248,1.254942,0.010041,1.163277,-0.081602,-0.638019,-1.306161,medium
-4.781113,2.291011,0.730103,2.329669,-1.195875,1.71715,-0.34006,1.627484,-0.121473,-2.476562,-1.74253,medium
-7.43305,0.788517,0.025724,-0.354669,-2.684276,3.140446,-0.661725,2.130185,1.173191,-4.187863,0.946736,low
-4.643301,1.11398,-0.480348,2.751692,-1.266603,1.688798,-0.318564,1.619484,0.109469,-0.500585,-1.247225,medium
-3.084394,1.329311,1.056458,3.355355,-0.163442,1.933189,-0.465168,1.060473,0.709226,-0.67674,-1.086368,medium
-1.936533,0.467198,-0.007154,1.742629,-0.855458,1.388998,0.100395,0.922568,-0.027135,-2.279728,-1.085261,low
-1.173298,-0.229651,1.699484,3.557406,-0.309667,2.367672,0.007641,0.981992,0.305228,-0.657733,-0.92388,low
-3.656969,-6.749493,4.870001,-3.234396,-2.274007,1.95171,0.135113,0.609646,0.240241,0.717703,-1.083404,medium
-5.680754,-4.746675,6.050496,-1.058277,-2.963072,2.618977,-0.791909,1.76017,1.014487,-1.484327,1.434854,medium
-4.352866,-6.468614,2.524537,-2.593996,0.419441,3.173527,0.186891,1.048827,0.332188,0.25086,-0.281571,high
-4.318205,1.498829,-3.148849,1.415696,0.13126,1.111449,-0.198069,1.117444,0.391078,-2.677548,-0.045573,low
-3.940224,-0.304871,-3.237779,-0.473467,1.602107,1.088739,0.469737,0.141649,0.202854,-3.154065,-0.66261,low
-5.429818,1.074879,-2.609627,0.533575,-0.00593,0.942083,-0.329006,0.750882,0.500703,-2.133148,-0.738607,medium
-3.274215,-0.347785,0.187025,3.178049,-0.584301,1.362249,-0.113203,0.357172,0.897196,-1.190031,-0.575823,medium
-3.876248,-1.884646,-1.106536,-0.689766,0.444827,1.449386,0.368192,-0.236897,0.690337,-2.609619,0.102585,medium
-4.6279,0.769646,-2.182644,1.179082,-0.519037,1.169576,0.022908,0.737559,0.207717,-2.516403,-0.696245,low
-4.730715,0.964024,-1.841281,0.689337,1.188282,0.4881,-0.151325,-0.070745,0.309193,-2.52586,0.106897,medium
-4.141934,0.298623,-3.077083,0.437773,0.339801,0.753093,0.450795,0.328873,-0.041764,-2.914682,-0.897724,low
-5.122886,0.397398,-0.172567,1.741154,-0.662332,1.073836,-0.513028,0.864966,0.499462,-2.122016,-1.136433,medium
-3.632457,-0.348242,-0.705255,1.84056,-1.602015,2.317624,0.091588,1.046438,0.486883,-1.148962,-0.754839,medium
-3.718844,-1.471123,-2.155325,-0.33942,1.194629,-0.031454,0.37007,-0.149258,0.194771,-2.897022,-0.770954,low
-0.930257,-1.194795,-0.04483,3.830295,-0.281484,0.799261,0.070901,0.191891,0.605916,-0.176787,-0.922791,medium
-2.972882,-1.317596,0.632702,2.823694,-1.016941,1.14125,-0.341037,0.509425,0.825967,-1.773478,-0.876952,low
-1.906804,-7.84039,4.759456,-0.693365,-1.820798,1.902919,0.970723,-0.134943,-0.375112,0.173148,-1.330905,low
-4.799934,0.561575,-2.843322,0.363546,0.622969,0.727823,-0.196871,0.417633,0.530002,-2.248544,-0.518186,medium
-3.310975,-1.859107,1.411746,2.338835,-0.773524,2.400576,-0.318683,1.221181,0.724313,-1.281289,-0.561261,medium
-1.077955,-0.861251,0.438565,3.743049,-0.018507,1.189567,-0.138749,0.219979,0.419113,-0.684245,-1.076427,medium
-4.163738,-0.30663,-2.811138,-0.343089,2.168362,0.933519,0.540063,-0.134212,0.15217,-3.254134,-0.860922,low
-3.342167,-0.225006,-0.266354,3.291383,-0.726468,0.60393,-0.400557,0.520706,0.567949,-1.120842,-1.027081,low
-1.123695,-0.992608,-0.4886,3.143531,-0.734345,1.645239,0.413466,0.785163,-0.429053,-1.549466,-0.50448,low
-4.82354,-1.22197,-1.523213,1.140918,0.389158,2.126332,-0.154117,1.355553,0.331477,-2.724974,1.547893,medium
-3.15545,-0.000051,-1.625333,3.15696,0.488602,0.940922,-0.100633,0.416316,0.716735,-0.604912,0.506868,low
-4.462722,0.53643,0.3402,2.821758,-0.160938,2.417927,-0.858322,1.339701,1.018671,-0.627819,-0.533995,medium
-4.631755,0.831246,-2.518509,1.049441,-0.130021,1.293058,0.220054,0.89956,-0.135269,-2.485429,-0.331431,low
-4.959927,0.994563,-3.775795,0.024592,2.321349,0.549701,-0.439734,-0.423497,1.313617,-2.224118,0.613304,medium
