@relation 'AT: bigdata-change4-normalized - bigdata-change4-normalized-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,60-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R117-precision6-unset-class-temporarily-weka.filters.unsupervised.attribute.Remove-R3-33,35-50,52-59-weka.filters.unsupervised.attribute.Remove-R1-2-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R60-weka.filters.unsupervised.attribute.Standardize_principal components-weka.filters.unsupervised.attribute.Remove-R12-28-weka.filters.unsupervised.attribute.RenameNominalValues-R11-N\'(-inf-0.980205]\':low, \'(0.980205-1.960411]\':medium, \'(1.960411-inf)\':high-I-weka.filters.unsupervised.attribute.RenameNominalValues-R12-N\'(-inf-0.980205]\':low, \'(0.980205-1.960411]\':medium, \'(1.960411-inf)\':high-I'

@attribute '-0.213total input-0.213nani-0.211p_accumulated_ag_inputs_2007-0.211n_livestock_food_demand_2007-0.209n_livestock.waste_2007...' numeric
@attribute -0.241n_human_waste_2007-0.239human_n_demand_2007-0.239p_human_waste_kg_2007-0.237p_human_food_demand_kg_2007-0.227n_fert_urban_2007... numeric
@attribute 0.307lst+0.271lst_yrmean-0.247npp-0.216omws-0.191lat_dd... numeric
@attribute -0.252lat_dd+0.224atmo_pdep_2002+0.215atmo_pdep_2007-0.211p_human_food_demand_kg_2007-0.207p_human_nonfood_demand_kg_2007... numeric
@attribute '0.41 wetlands+0.349pctwdwet2011ws+0.314pcthbwet2011ws-0.29depth+0.225ntl...' numeric
@attribute 0.284ntl-0.254depth+0.249ptl-0.223napi+0.218n_rock_2007... numeric
@attribute '0.536wsarea_km2+0.51 lake_area_ha+0.237depth-0.21runoffws-0.208npp_yrmean...' numeric
@attribute 0.368lake_area_ha+0.346wsarea_km2-0.292sandws-0.255atmo_pdep_2007+0.255npp... numeric
@attribute -0.469fire_yrmean-0.42fire-0.339p_f_fertilizer_2007-0.246p2o5ws+0.208wsarea_km2... numeric
@attribute '0.328napi+0.321precip-0.265n_cbnf_2007+0.25 ptl-0.246bfiws...' numeric
@attribute 0.524n_rock_2007+0.499damdensws+0.257fire-0.24omws+0.196fire_yrmean... numeric
@attribute logchl_A {low,medium,high}

@data
0.300678,-1.540556,9.163425,-2.731618,0.382801,-0.325682,0.577277,-1.239975,-0.913066,-1.566987,0.191473,medium
5.262151,4.273943,4.109528,-1.459446,0.39654,-1.094234,-0.16039,-0.238628,-0.156369,0.246933,-1.935047,medium
5.355078,-1.310552,-3.633316,-0.736378,0.669554,0.251357,0.536576,-0.39823,-0.722411,0.477826,-1.00984,low
-0.558739,3.829497,1.433658,-1.685971,0.411414,-0.295411,0.613743,-1.414962,0.336382,-0.098385,-0.019565,medium
-4.04351,-0.913955,-2.386812,1.93909,-2.541049,-0.38248,0.146803,-0.581141,-0.169547,0.271286,-0.436121,low
2.910793,1.809537,2.572947,1.277621,0.52876,-0.148381,0.438288,-0.926063,0.005059,0.60601,-0.383856,medium
-1.611258,3.50973,-0.734068,-2.327108,0.267079,1.717988,0.811862,-0.443858,-0.722395,2.293398,0.50061,medium
-4.190977,1.728466,-0.753967,2.9331,-1.969272,1.856671,0.981803,0.75597,-2.001126,-0.279921,-1.52379,medium
-5.622003,2.21591,-1.351912,-1.132398,-0.756941,1.691643,0.655406,0.076438,-1.238456,-0.24203,-0.417479,medium
6.495145,1.016051,0.319583,-1.200091,-0.735472,-1.750667,-0.749775,-0.585042,0.674579,-0.436224,-1.152684,low
6.253618,-0.344912,-2.225535,0.225884,-3.471427,-0.281443,0.638071,-1.290299,0.267012,-0.171167,1.26983,low
5.343346,-1.600478,-4.180947,-0.066878,0.220792,1.179116,-0.251007,1.226749,-0.328597,1.177649,0.018178,low
4.971705,-1.744439,-2.786704,1.112144,-0.898527,-0.214125,-0.571371,0.865372,0.014021,1.30486,-2.045845,low
-1.005649,2.362288,-1.753528,-3.426217,0.811445,1.768448,0.839012,0.555107,-2.760328,0.173859,0.647525,medium
5.698904,0.361199,-1.21071,0.472691,-2.217672,0.961146,1.092949,-1.498068,0.200046,0.613682,1.559164,low
4.677106,-2.385706,-4.267072,1.442524,-0.670407,0.445639,0.831321,-0.298216,-0.655557,0.100615,-0.347263,low
-4.3471,-2.745861,0.507983,0.687554,-1.365893,-1.439665,0.156513,-0.472399,-0.27472,0.912441,-0.8948,medium
3.952959,1.229445,1.258296,-1.056065,4.197653,1.730492,1.173954,-1.973576,-0.10614,1.164527,1.028467,high
4.041623,2.129862,1.118672,0.004226,-1.349004,-5.134308,12.458469,6.78201,4.515969,-0.343925,2.36376,low
4.968673,-1.391007,-2.815196,0.406287,-0.357783,0.138064,0.77788,-0.992513,-0.080795,-0.743133,-0.907872,low
3.400214,2.664763,2.80209,-0.915888,1.158216,-0.920359,0.416831,-1.428727,0.343584,-1.945041,0.342506,low
6.131798,0.89696,-1.145255,-0.35223,-2.732756,0.205073,-0.085231,0.151138,0.364173,0.844587,0.700552,low
2.388112,-2.971027,-3.03982,-0.164277,-0.428479,-0.537703,0.304918,-0.083953,0.264332,-0.998283,-0.484536,low
4.267895,3.866539,2.552233,-1.652173,-0.118411,-2.377041,-0.931648,0.949626,-1.673787,-0.233079,-0.894886,low
7.224851,-0.699639,-2.675585,0.254969,-3.613602,-2.991689,-1.308018,1.232577,0.153353,-0.833412,-0.922478,low
-5.871555,1.337452,-2.497948,-3.346834,-1.962507,0.243952,0.527819,-0.23615,-0.922251,-0.082368,-0.18829,medium
-1.338962,-1.186124,-3.653513,-1.023852,1.273979,-0.799101,0.952601,-0.967196,-0.33482,-1.022733,0.180371,medium
-2.925842,4.733142,0.812604,-2.349787,0.114502,-1.972837,0.055096,-2.136946,0.312832,-0.458566,0.612309,medium
1.973501,0.712305,-1.757372,-0.229062,-1.038576,-0.993939,0.858729,-1.450556,-0.498606,0.172228,-0.872326,low
0.348832,-2.50546,-1.561607,3.719208,-1.158581,-2.362016,0.268258,-1.551939,0.223267,-0.116433,-1.082625,low
3.883182,3.537531,2.024701,-0.813922,-0.182439,1.136619,-0.091111,0.628481,0.108319,1.819369,-0.60394,medium
-4.518481,-3.240363,-2.576121,-3.072555,1.467712,-1.345987,-0.41419,-0.518384,0.406688,0.679458,0.519708,medium
3.427892,3.097548,0.99985,-1.44484,-0.663159,-2.014474,1.209144,-0.227954,-0.027621,-0.483439,-0.14166,low
5.443711,1.338826,1.476262,-0.589036,-1.413993,-0.299182,1.078895,-1.712139,0.058328,-0.451646,-0.297755,low
1.392419,-3.635014,0.345543,4.844182,-1.921053,1.960667,0.12372,0.279138,0.407937,0.271651,1.62481,low
5.147552,-0.835521,-3.211635,-1.385471,2.285326,0.272526,0.948157,-0.550273,-1.214533,0.095265,-0.779506,medium
4.846975,0.734177,-0.299227,-0.668624,-1.474221,-1.837517,-0.977237,0.950176,-0.771403,-0.015282,-1.468427,low
4.474976,0.771322,1.054858,0.950889,-2.298221,-0.278267,0.929452,-1.362915,-0.349802,-1.407205,-0.183313,low
-4.768573,5.455738,0.732119,-1.306557,-1.104205,0.819197,-0.107719,0.032246,-0.729832,1.319996,-0.581546,medium
-6.542527,1.982504,-1.596469,-3.279759,-0.817345,1.025843,0.214462,-0.147631,-0.768181,0.988092,0.643564,medium
6.859801,0.966916,-0.867656,-0.694467,-2.843972,-1.018292,0.232227,-0.705129,0.251316,-0.141788,0.520705,low
-4.617319,0.008711,-1.562576,0.467291,-2.41827,1.894994,0.919309,0.386026,-1.513972,-1.102446,-1.104717,medium
-6.298598,2.495483,0.822557,0.799534,-1.238276,-0.322505,-0.351643,-0.357723,0.095442,1.356243,-0.236892,medium
5.386754,-1.735191,-4.223569,-1.164375,1.729377,-0.569834,0.712963,-0.231516,-1.136374,-0.284291,-1.520676,low
2.76214,1.160013,-0.06679,-0.77899,-1.553882,0.636438,0.471557,-0.55988,0.286976,1.019989,-0.048665,low
-4.115722,0.945485,-0.078895,3.499088,-0.772085,1.966731,0.527748,0.313785,-0.98177,0.362727,-0.726295,medium
4.2855,-2.671638,-2.973382,0.739259,-0.670511,0.245661,0.128175,-0.187928,0.438802,0.445752,0.149407,low
-6.055668,2.197893,-0.233049,2.903135,-0.847105,-1.074129,-1.076265,-0.232013,0.59897,1.724786,0.782219,medium
-2.55794,-4.105836,1.618946,1.754456,-0.636345,-2.352179,-0.774262,0.029747,-0.836354,0.675373,1.004285,low
-6.012637,1.385707,-3.681527,0.99404,0.445301,-0.090891,0.730257,-0.431762,-2.535072,-1.768176,1.819175,medium
-0.713893,0.771401,-2.611728,-3.13913,2.622728,-1.655414,0.500764,-1.512218,-0.884564,0.154983,-0.304945,medium
4.716067,-2.706978,-3.925782,0.808758,-1.127225,0.110043,0.424363,-0.400854,-0.089467,0.661539,-0.818331,low
2.899595,-3.292331,-3.278991,0.646295,0.685579,-0.319622,0.223076,-0.292071,-0.172913,0.271413,-1.251905,low
4.547726,1.788948,2.730681,1.804771,-0.968814,1.013179,0.498768,-0.693669,0.477835,-0.136438,0.900086,low
2.70307,-2.499567,-2.768495,1.196855,-0.615555,-0.474078,0.156728,-0.099053,-0.087607,0.571315,-1.491328,low
-2.386618,-1.331108,-0.465336,1.200745,2.012846,-2.687297,-0.413698,-1.562407,0.239492,1.106211,0.273859,low
0.693002,5.142971,1.060885,-1.925635,-1.08464,0.764165,-0.116659,0.621638,-0.360277,1.794629,-0.095821,low
-3.119445,-4.229582,-0.463476,-2.331302,-0.309478,-0.068402,1.008296,-1.531352,-0.33149,-1.408335,0.633807,low
-3.458006,-1.028032,0.653779,1.611588,0.181317,-0.358917,0.124397,-1.008798,0.047439,-0.252566,0.006393,medium
-1.31514,3.651636,-0.844364,-1.924338,-0.49448,1.603888,1.035965,-0.441251,-0.84073,1.960522,0.215631,medium
-5.149656,-0.781443,0.300296,1.188907,-2.535898,0.358512,0.723392,-0.501326,-1.072024,-0.133041,-0.857023,medium
4.972438,2.983011,2.298745,-1.16016,0.621301,-1.111574,0.537249,-0.948813,-0.309304,-1.781776,0.653124,low
-0.819683,-3.851364,-2.070202,-0.738102,0.228289,0.269748,0.438959,-0.185833,0.195994,0.24365,-0.413035,medium
-4.665147,2.919586,-2.05151,1.090217,-2.553826,1.053455,-0.302078,0.830325,-0.17649,1.077973,0.07143,low
1.349474,-4.122818,-1.948164,-0.26247,1.226606,0.932198,1.645757,-0.896421,-1.155268,-1.499376,-0.613982,medium
-6.019689,3.541419,-2.996017,-1.853308,-1.047144,0.339235,0.334093,-0.479498,-0.969352,0.775652,0.128322,medium
-0.155075,-2.385704,2.928136,2.533856,-0.393818,1.31377,1.034608,-0.839199,-0.276845,1.088302,-0.504643,medium
5.080602,-1.37566,-3.645794,-0.979449,1.944732,1.137532,0.112782,-0.147633,-0.030283,0.652537,-1.070477,low
-0.866565,3.867735,-0.315555,-1.211079,-0.205711,2.831169,1.081583,-0.009854,-1.269403,1.388335,-0.050622,high
5.043425,1.461779,0.135559,-0.154723,-0.652313,2.268302,0.818924,0.135423,-0.989234,0.977453,1.29364,low
2.960114,-2.744186,-2.896312,1.559359,2.814769,0.765551,1.807875,-1.720885,-1.30879,-1.194236,-0.330149,low
-5.908517,3.703366,-2.894985,-2.099409,-0.376412,0.668428,0.306833,-0.303122,-1.165289,1.023505,0.402006,high
-6.27243,1.38235,-0.261931,-0.27051,-1.763156,0.034743,-0.34178,0.816486,-1.808234,0.715601,0.834308,medium
-5.382003,-6.655018,0.25614,-3.261234,-1.084213,-0.455772,0.650445,-0.613389,-0.596127,-0.175747,-0.697384,medium
5.366459,-1.201521,-3.486325,-0.972354,1.456954,0.208334,0.384649,-0.337346,-0.426242,0.203394,-1.287295,low
-5.335449,-0.874755,1.714608,1.236145,0.414897,-2.674285,-0.381826,-1.031374,-1.702123,1.021867,1.212631,high
3.050117,5.508175,2.307683,-3.460946,-0.375245,-1.088969,-0.315973,0.292761,-0.504712,-0.964929,-2.243108,low
-2.952943,-0.973687,-2.739396,0.684876,-2.105144,-1.058899,0.848296,-0.477328,-0.51045,-1.16034,-0.417191,low
-4.324576,-0.942219,-1.001458,2.28073,0.894569,-5.038976,2.896735,0.639527,1.014992,1.617042,0.69235,medium
-2.345389,4.061296,0.654688,0.039598,-0.815528,0.423427,0.771127,-0.103039,-0.870742,1.047881,-0.525975,medium
-6.571459,1.105242,-2.298776,3.33739,-2.784322,0.88307,-0.971571,-0.083281,0.924584,1.474276,4.714252,medium
-3.734063,0.022322,-0.110823,1.170237,-2.150031,-0.843162,-0.165421,-0.141065,-0.016024,0.897814,-0.534006,medium
6.579967,-0.825661,-2.614156,0.118345,-2.777333,-1.583244,-0.74066,0.676084,0.147776,-0.498629,-0.169172,low
6.5547,-0.039177,-1.629063,-0.167087,-2.240592,-1.642758,-1.128388,1.095043,0.040264,-0.060479,-0.897707,low
-3.394765,0.961625,-3.381232,-2.697869,2.000808,-1.821359,4.099435,2.116153,0.698803,0.338337,0.629577,medium
-2.803616,4.303504,-1.136292,-2.153939,-0.383285,2.071659,1.174752,0.036466,-2.010254,0.860746,-0.08846,medium
7.171972,0.977,-1.387668,-0.403317,-4.043939,-1.069487,-0.53432,0.691036,-0.384367,-0.002307,-0.615742,low
2.654264,-4.121276,-0.944046,-2.456356,0.372215,0.068828,0.46428,-0.562976,-0.002163,-0.270343,-1.239865,low
-4.355964,5.069382,1.286973,-2.163367,-0.739006,-1.069659,-0.196278,-1.012642,0.442295,-0.186165,0.375608,high
-0.36897,3.138799,-0.330187,-1.72899,-0.257963,1.823858,0.880457,-0.473957,-0.617085,1.267855,0.421185,medium
-3.473859,-3.41171,2.268578,-0.018545,-1.711285,-1.601843,-0.515142,-0.303852,0.551147,0.519372,-1.045955,low
5.468723,1.61561,0.981577,-0.284638,-0.909098,-1.434234,-0.1319,-0.616842,0.074342,-1.013375,-0.730153,low
-1.361341,3.683133,-0.624071,-1.889313,0.148027,0.946116,1.253093,-0.950135,-0.903699,1.232176,0.107015,medium
-0.432788,3.038442,0.231157,-1.447946,1.467124,-1.159021,0.869114,-1.527646,0.409774,0.406027,0.503038,medium
-2.915235,-6.31704,4.380744,-1.459307,-3.752264,1.332811,0.785123,0.983416,-1.303458,0.559327,-0.586637,low
0.580813,-7.077454,0.621097,-1.674383,-0.183469,1.988785,0.03938,0.122952,0.520471,0.913547,0.956567,high
5.622278,-0.789659,-2.698612,-0.354233,-0.446435,-0.410533,0.362479,-0.574105,-0.335812,0.127116,-1.459885,low
-5.692301,0.5408,-1.104281,0.207229,-1.860462,3.01772,1.27525,0.63861,-1.532052,0.015949,-1.458372,medium
0.423127,3.463918,0.343626,-0.778749,0.096465,2.596864,0.672384,-0.231136,-0.273709,2.053383,-0.041208,medium
-5.404607,1.976515,-1.205504,1.324893,-1.90622,1.567245,0.704265,0.460199,-1.517229,-0.567634,-1.091426,medium
-4.425281,3.981685,-1.811428,-1.938495,-0.615872,1.081442,0.270859,-0.056746,-1.242612,0.705983,0.025099,medium
-1.650779,-2.998068,0.009361,1.263071,-1.545732,-2.741465,-0.362524,-0.1233,-0.429075,0.522594,-0.929306,low
1.632462,-2.352752,-0.029888,3.644446,4.76715,0.532239,0.95064,-0.197602,-1.518282,-0.097359,0.679478,medium
-1.865533,-9.879476,4.162721,-3.075227,-1.262122,1.041017,1.451167,-1.29209,-1.866293,-0.120067,1.307442,low
5.954682,0.64503,-1.009846,-0.489454,-1.114346,0.288677,0.92396,-1.514094,-0.140129,0.076993,1.31469,low
-1.703613,-5.536622,-1.338124,-2.036972,0.170099,-0.047489,-0.264968,0.008758,0.562245,0.615762,1.08653,low
4.185598,1.545967,2.577891,1.41846,1.193375,0.367919,0.814301,-0.607975,-0.320903,-0.022432,0.425258,low
-2.897334,-2.406629,-3.145823,-1.235527,-0.018719,-0.305665,-0.023328,-0.145928,0.338723,-0.142832,0.027459,low
4.545711,1.105848,2.492707,1.632371,-1.241134,-0.780851,0.842871,-1.744412,-0.386875,-0.986707,-0.691564,low
-4.423593,-0.039462,-3.405727,-0.729621,0.051902,0.276954,0.781038,-0.457209,-0.896314,-1.296259,-0.568392,medium
-4.394505,-3.26603,-2.315492,-1.611338,-0.615289,-0.701912,1.235463,-1.085553,-1.405311,-2.446633,-0.085219,low
3.922096,-0.058132,-2.512578,-1.66614,1.621675,0.613637,0.999905,-0.972462,-0.624052,0.398294,-0.450928,medium
-0.398999,-4.621975,9.801196,-5.899326,-1.068511,-0.469407,1.457151,-2.409453,-0.477339,-0.929082,-0.874668,medium
4.021289,-0.679662,-1.26564,0.446896,1.675109,1.32066,0.856021,-1.522159,0.128105,0.034932,-0.025833,medium
-6.132864,-0.523758,-2.172341,-0.463838,-1.432093,-0.200064,-0.191175,-0.461346,0.136581,-0.344275,-0.596447,medium
-1.775307,-1.745686,5.114012,-4.82658,-0.66503,0.154525,-0.004222,-0.883792,1.130352,-0.367112,3.11449,medium
4.226213,1.607443,1.876417,-1.211923,3.911547,1.190148,1.104733,-2.128903,-0.03731,0.435377,0.840122,medium
5.333909,-0.710331,-2.917744,-1.180797,1.610678,0.244738,0.502903,-0.30044,-0.792039,0.639174,-0.790771,low
4.093055,0.841877,1.144534,1.583642,-0.087977,0.831869,0.849585,-0.595906,-1.160753,0.841079,0.227392,medium
5.969111,0.22003,-1.353008,-0.155477,-3.151044,-0.719768,0.237293,-0.460407,0.074037,-0.804966,0.222936,low
3.921896,1.697968,1.202142,0.223692,0.415202,2.241382,1.272092,-1.430742,0.176613,1.314529,0.303479,medium
4.013205,-2.576186,-4.07153,0.166313,2.411943,0.777151,1.218204,-0.749934,-0.889151,-0.86199,-0.184308,low
-5.951902,1.229424,-3.1634,0.145156,-1.985553,0.448101,0.846521,-0.670529,-1.097159,-1.401523,-0.124779,low
-0.900152,-0.834228,1.276026,3.097538,-0.935973,-0.609389,0.37395,-0.842645,-0.342448,0.135541,-0.13569,low
5.500609,-1.711989,-3.836561,-0.843544,0.915321,-0.925114,0.594055,-0.78912,-0.672615,-0.771613,-1.719706,low
-2.875782,-2.10879,-3.025563,-1.793463,-0.484423,0.185392,1.243328,-1.204815,-0.61405,-2.266448,-0.26072,low
5.252399,1.328074,1.316078,0.579947,-1.890447,-0.67019,0.914843,-1.407294,-0.341916,-1.223268,-0.20567,low
-4.394917,0.265144,-2.690642,3.153447,-2.736964,0.173121,0.478822,-0.683666,-0.609369,-0.102042,0.164739,low
1.844264,-2.313091,-5.047536,0.278536,-1.444881,-0.659606,0.762222,-1.357799,-0.196967,0.984114,0.706152,low
-5.053429,2.626003,-2.530278,-2.831539,-1.248578,-0.098209,0.250693,-0.456576,-0.820984,0.95482,-0.113981,medium
-1.920563,-4.656721,1.709346,-0.044258,1.428265,-1.1388,0.36711,-1.450554,0.19746,0.146034,0.215643,medium
-5.885993,-3.762437,0.259775,-3.975414,-1.364122,2.469947,0.878552,0.824308,-1.337275,0.39705,-0.954945,high
-5.968248,-2.574698,1.103814,-0.315947,-1.245895,-1.727519,-0.250668,-0.750254,-0.21816,1.02582,-0.253564,medium
6.146649,-0.11335,-2.169524,0.203975,-3.298511,0.413982,0.908281,-1.736162,0.213967,-0.327736,1.691843,low
1.553054,-5.109424,-0.480664,0.516428,-1.983755,0.748578,0.167023,-0.013211,0.294742,0.353983,-0.24235,low
1.892322,-0.471793,-0.67652,-1.973128,-1.757455,-1.736955,-1.872331,3.408446,-0.045539,0.485446,-1.758913,low
-3.12985,-1.602268,3.233989,1.496899,-0.176774,-0.131922,-0.097905,0.001544,0.239122,1.047529,-0.987712,medium
-5.019308,-1.821234,-2.017808,-1.227327,-0.878064,1.260851,1.611793,-1.410768,-1.045668,-2.193875,0.336273,medium
-1.830101,3.000762,-3.175297,-2.847229,-0.686946,-1.494793,0.492087,-1.839265,-0.495937,-0.120688,-0.52747,low
-6.088842,0.357395,-1.342177,0.963783,-2.464921,0.471047,0.858329,-0.686891,-1.505828,-1.057728,-0.504606,medium
-1.843906,-0.379732,1.881756,3.489786,-1.078008,-2.772162,0.463433,-1.59019,-0.212315,-0.442773,-0.740406,low
4.666882,-2.111072,-3.5185,-1.227411,2.945211,0.774484,0.129778,-0.070871,-0.034435,-0.194199,-0.321482,low
-3.941954,1.632977,-2.649451,-2.506558,-1.159593,-1.176938,0.294117,-1.40147,-0.012678,-0.981942,0.311023,low
-5.928792,2.833957,0.668916,0.490851,-1.448178,-0.060845,-0.107067,0.548492,-1.700213,0.534908,-0.100017,high
0.908348,-6.195112,-1.031527,-0.029138,0.542221,1.321691,0.759321,-0.155547,-0.494339,0.525786,0.09052,low
-0.857856,3.811377,-0.220815,-2.127334,-0.086939,2.02817,1.047657,-0.22193,-1.509202,1.164317,0.096669,low
5.911653,1.687137,0.890419,-1.071145,0.548888,-0.346571,-1.0164,0.167718,0.416434,0.021103,0.116897,medium
-0.473395,3.172543,-0.812045,-2.404839,0.098806,1.20561,0.820007,-1.051092,-0.317774,1.549101,0.512206,medium
-0.464055,-0.919437,0.806195,3.168485,0.2527,-0.003954,0.404543,-1.160996,0.097051,-0.141602,-0.28235,medium
0.329545,-7.558788,0.548587,-1.703876,-0.500664,-0.3007,0.02285,-0.844781,0.698569,0.791831,-0.115091,medium
-4.701495,1.778873,-2.344721,-2.809217,1.051443,1.927343,0.698284,-0.104774,-1.057187,0.333009,0.76858,medium
-2.90769,1.341697,-2.281578,2.49059,-2.02875,0.958686,0.910854,-0.945164,-0.904325,-0.798399,-0.040017,low
-6.269532,3.613533,-0.871934,2.62634,-3.375537,1.001452,-0.346197,0.668171,-0.455595,-0.843975,2.351937,low
3.938649,1.874939,3.233629,1.620803,0.751989,0.865536,0.992381,-1.108735,-0.453134,-0.089241,0.905942,low
1.398124,-4.574389,-2.151466,-2.042998,-1.280825,-1.337373,0.327261,-0.445145,-0.136986,0.685226,-1.197556,low
-3.643449,1.809015,-1.969253,-3.141927,1.157539,0.08179,0.550638,-1.228461,-0.599434,0.160625,0.331423,medium
-2.348511,0.92528,0.940122,3.421009,-0.425388,-0.779107,-0.260981,-0.18425,-0.244198,1.287229,-0.02124,medium
-5.509499,-1.554322,-1.756231,-3.185111,-1.246838,-0.446554,0.358937,-1.234204,0.578303,-0.655276,0.764581,low
-5.506722,-0.870468,-3.685199,-0.515276,0.355185,0.155371,1.336751,-1.270634,-1.135634,-1.476733,-0.153859,medium
3.570276,1.072535,0.729695,-1.262148,4.010207,1.000879,1.165512,-1.859857,-0.325166,0.727908,0.945904,high
2.792966,-3.216279,-1.730626,1.828629,4.39839,-0.091834,-0.531825,1.157679,-0.252452,1.011475,-2.198853,medium
-3.453664,5.298345,-0.153204,-2.233451,-0.072286,2.285133,0.580689,-0.079817,-0.936092,2.118512,-0.057283,high
2.445432,-0.214703,1.952973,3.954349,-0.693448,1.090029,0.763492,0.145753,-1.341306,0.257315,-0.973758,low
-7.191506,0.052014,-2.969575,-2.483383,-1.167597,-1.138129,-0.268591,-1.385508,0.402488,-0.298493,0.955607,low
7.000878,0.217027,-3.57901,-1.397439,-2.6988,0.820477,0.796852,-0.608652,-0.219539,0.879632,0.942409,low
4.653304,3.902597,3.540103,-1.400547,0.858033,-0.480199,0.27652,-0.966925,0.292659,-0.086038,-1.036359,medium
-0.467382,1.263965,-2.867413,-2.596412,1.912839,-0.960476,0.627484,-1.130028,-0.940294,0.043848,-0.433418,medium
-6.437666,-0.949625,1.274208,1.373152,-2.991591,-0.105067,0.320049,-0.248287,-0.667813,0.370913,-0.867566,medium
5.531539,3.989953,4.357147,-1.368288,1.60323,-0.232018,-1.018876,0.866805,-0.133375,-0.217818,-0.998551,low
-5.469763,2.279936,-1.246338,0.196989,-2.542221,0.944891,0.443295,0.117443,-1.034338,-0.252998,-0.580799,medium
-1.727683,-7.762861,10.016737,-7.413025,-2.202925,1.194155,-0.065051,0.687104,-0.231698,0.536326,-0.928198,high
6.77613,1.309471,-1.594912,-1.079444,-2.966822,0.57851,0.451954,-0.662505,-0.019653,1.205042,0.844418,low
-5.692845,3.474111,-2.423198,-2.416798,0.044491,1.145031,0.233186,-0.33176,-0.783298,1.391253,1.177639,high
5.402859,-1.452879,-3.665837,-0.224768,-0.285797,0.311894,0.483654,-0.578909,-0.179515,0.237716,-1.094443,low
-0.33618,3.906974,-1.158768,-2.384883,-0.375735,1.768391,2.784141,1.907727,-2.853073,1.410284,0.395947,medium
4.363894,-0.164334,-0.6507,1.688525,-0.553508,1.363122,0.85383,-0.666009,-0.512401,1.083578,1.32228,medium
6.581807,0.81423,-0.319106,-1.074146,-0.913953,-1.519207,-0.987595,-0.115541,0.603777,-0.172163,-1.452183,low
-2.062986,1.78197,-3.224887,-2.829466,0.751075,-0.073861,0.591844,-0.775137,-0.719264,0.247167,-0.163568,medium
3.456713,0.492717,-0.568591,1.071653,-1.613512,-1.325325,1.238873,-0.284019,-0.391904,-0.836809,0.037343,low
-3.733691,0.582024,0.668079,3.077291,0.390103,-3.132393,0.472548,-0.75068,0.072882,1.510116,0.240701,medium
-5.400486,-0.007851,1.314271,0.032623,-2.74964,-0.370649,-0.271067,0.867375,-1.243453,-0.184743,0.24537,low
3.362481,0.575327,5.242678,-1.219968,2.618095,-0.699039,0.333036,-1.231597,0.165382,0.156133,-0.347361,medium
2.596676,4.742019,2.12681,-3.638675,0.227699,-1.424168,-0.723474,-0.383292,0.759906,-0.838825,-0.90667,low
2.761217,1.721865,1.485579,1.398832,-1.058025,-1.689641,1.288792,-0.867103,0.023792,-0.341889,-0.201274,low
-5.343602,2.987541,-2.592234,-2.342046,-0.521522,1.234087,0.338362,0.047157,-1.068558,1.320169,0.456701,low
-0.529279,-4.598905,2.546296,0.540744,-2.626812,0.506335,0.263053,-0.374413,0.568002,0.66222,0.347314,low
-5.792253,1.196771,2.357336,1.306891,-0.461535,0.473147,0.548858,-1.427709,-0.498952,-0.539901,-0.378903,medium
-3.899566,4.39011,-1.153021,-1.781883,-1.754653,0.983064,0.299677,-0.319115,-0.780567,1.926949,-0.029084,high
4.929846,0.900712,0.498409,1.001471,-2.411031,0.39857,1.692112,-1.840535,-0.567479,-0.542069,0.401825,low
-3.956508,-1.626963,0.290177,2.822936,-0.992316,-3.298358,0.82586,-1.602079,-0.169125,-0.048579,0.262818,medium
5.938509,0.337158,-0.419299,0.185192,-1.643915,-0.072778,-0.615143,-0.200912,0.725012,-0.416429,1.415534,low
4.330654,-2.721819,-3.249516,2.060438,-0.78615,0.137407,0.092103,-0.481125,0.289852,0.468059,0.23705,low
4.518283,-1.930307,-2.938014,0.314457,1.279467,-0.125276,0.622902,-0.65244,-0.262125,-0.378635,-0.662263,low
-2.651062,1.283341,0.913267,2.896744,-0.69608,0.377433,0.314993,-0.264364,-0.371833,1.7196,-0.683889,medium
0.713111,3.971083,0.900576,-1.429961,-0.51065,0.182333,-0.669402,0.491029,0.512827,0.97766,-0.02072,low
-5.249986,3.133035,1.304784,-3.421549,-1.130992,-0.667231,-0.47414,0.317826,-0.224921,-0.366158,0.585571,high
5.187628,-1.378418,-3.67249,-1.05804,2.13668,0.061812,0.587803,-0.374388,-0.876396,-0.095652,-1.351247,low
5.332775,2.883853,3.772944,0.455444,-0.929031,0.15744,-0.422399,-0.17525,0.69787,-1.216103,0.751966,low
