@relation 'bigdata-change4-normalized - bigdata-change4-normalized-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,60-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R117-precision6-unset-class-temporarily-weka.filters.unsupervised.attribute.Remove-R3-33,35-50,52-59-weka.filters.unsupervised.attribute.Remove-R1-2-weka.filters.unsupervised.attribute.Remove-R1-2,5-6,9-19,21-30,32,34-38,40-43,45-51,53-59-weka.filters.unsupervised.attribute.RenameNominalValues-R11-N\'(-inf-0.980205]\':low, \'(0.980205-1.960411]\':medium, \'(1.960411-inf)\':high-I'

@attribute lat_dd numeric
@attribute lon_dd numeric
@attribute ntl numeric
@attribute ptl numeric
@attribute atmo_pdep_2002 numeric
@attribute n_human_waste_2007 numeric
@attribute n_livestock.waste_2007 numeric
@attribute p_livestock_waste_2007 numeric
@attribute p_human_waste_kg_2007 numeric
@attribute runoffws numeric
@attribute logchl_A {low,medium,high}

@data
0.921609,0.512193,0.49216,0.207458,-0.982332,0.018592,-1.10481,-0.920603,-0.542697,0.60673,low
0.774539,0.532037,0.579694,0.444706,-0.461269,0.155505,0.948402,1.318839,-0.030145,0.646469,medium
0.861548,0.522318,0.50505,0.178694,-0.289143,0.102638,1.632641,2.162791,-0.259145,0.612406,low
0.789174,0.502639,0.579601,0.548552,-0.822743,0.036275,1.289338,1.620276,-0.491373,0.653528,medium
0.882469,0.502962,0.494416,0.193877,-0.982332,0.073514,0.999995,1.298133,-0.371359,0.543298,low
0.847456,0.509642,0.542215,0.296805,-1.006285,0.039155,1.064465,1.679123,-0.483132,0.549191,low
0.777698,0.544732,0.547974,0.36894,-0.461269,0.190412,1.376156,1.83298,0.15713,0.662351,medium
0.849117,0.497293,0.668841,0.697277,-1.006285,0.051022,1.367895,1.693539,-0.446736,0.498683,medium
0.859616,0.521738,0.568908,0.283224,-0.289143,0.041585,2.114532,2.802392,-0.475044,0.608693,medium
0.812277,0.506726,0.637356,0.480245,-0.822743,0.063271,1.081946,1.554739,-0.405586,0.553136,medium
0.832701,0.984499,0.375967,0.118111,-0.299687,0,-1.10481,-0.920603,-0.591376,0.799589,low
0.911855,0.971229,0.328102,0,-0.387978,0,-1.10481,-0.920603,-0.591376,0.779796,low
0.798245,0.966794,0.424791,0.207458,-0.791725,0.091001,-0.406408,-0.56959,-0.311123,0.807632,low
0.911238,0.971472,0.366627,0,-0.387978,0,-1.10481,-0.920603,-0.591376,0.780696,low
0.911646,0.971473,0.35131,0,-0.387978,0,-1.10481,-0.920603,-0.591376,0.779858,low
0.910932,0.971297,0.394084,0.118111,-0.387978,0,-1.10481,-0.920603,-0.591376,0.780696,low
0.858917,0.967394,0.345164,0.089347,-0.299687,0,-1.10481,-0.920603,-0.591376,0.810975,low
0.775463,0.931694,0.427064,0.241277,-0.006387,0,-1.10481,-0.920603,-0.591376,0.806776,low
0.739812,0.91622,0.372326,0.118111,-0.006387,0,-1.10481,-0.920603,-0.591376,0.772505,low
0.633754,0.160867,0.333504,0.230959,-2.69368,0,-1.10481,-0.920603,-0.591376,0.506346,low
0.652672,0.166218,0.397571,0.178694,-2.708094,0,-1.10481,-0.920603,-0.591376,0.520178,low
0.490132,0.165528,0.690526,0.560754,-2.45349,0.001909,-0.935006,-0.843262,-0.586583,0.256515,medium
0.595113,0.702845,0.48598,0.283224,1.569268,0.258335,1.083785,1.147429,0.578247,0.715168,low
0.611404,0.724382,0.407413,0.089347,0.483118,0.622098,-1.10481,-0.920603,3.928652,0.704693,low
0.795519,0.16331,0.296197,0.089347,-1.181908,0,-1.10481,-0.920603,-0.591376,0.794335,low
0.771289,0.046326,0.343572,0,1.262765,0,-1.10481,-0.920603,-0.591376,0.859489,low
0.881344,0.05229,0.20836,0,-0.296563,0.022871,-1.10481,-0.920603,-0.530935,0.93381,low
0.774543,0.047693,0.380641,0.118111,1.262765,0,-1.10481,-0.920603,-0.591376,0.861658,low
0.727311,0.104223,0.422079,0.250829,-1.059539,0,-1.10481,-0.920603,-0.591376,0.631004,low
0.715636,0.041338,0.349045,0.118111,1.262765,0,-1.10481,-0.920603,-0.591376,0.635486,low
0.978858,0.067818,0.247259,0.089347,-0.798112,0,-1.10481,-0.920603,-0.591376,0.811609,low
0.696902,0.028074,0.354258,0.118111,0.358216,0.048313,-1.10481,-0.920603,-0.455437,0.72482,low
0.932007,0.027137,0.434316,0.219743,-1.969451,0.349159,-1.10481,-0.920603,1.258003,0.926242,low
0.782456,0.169897,0.199798,0.089347,-2.341739,0,-1.10481,-0.920603,-0.591376,0.710419,low
0.581653,0.829714,0.572755,0.193877,1.008143,0.471324,1.155179,0.979246,2.370342,0.720918,low
0.494166,0.80092,0.400951,0.230959,0.404895,0.109795,-0.131552,0.082096,-0.231984,0.717836,low
0.534953,0.790641,0.311171,0.118111,0.404895,0.049192,-1.015836,-0.820025,-0.451946,0.722699,low
0.490727,0.780342,0.403303,0.193877,0.404895,0,-0.09104,-0.30307,-0.591376,0.716887,low
0.492011,0.826295,0.492574,0.379541,0.564535,0.187605,-0.482968,-0.592528,0.140146,0.795241,medium
0.586534,0.792121,0.487071,0.089347,0.973968,0.111761,0.224021,0.366768,-0.22476,0.761763,low
0.468583,0.775805,0.395592,0.178694,0.414049,0.114963,-0.024332,-0.216498,-0.187063,0.737325,low
0.470054,0.835534,0.511144,0.335489,0.602398,0.242139,0.163846,0.315348,0.467021,0.721299,medium
0.492589,0.832382,0.451796,0.161482,0.564535,0.251424,-0.116864,-0.320419,0.528021,0.795241,low
0.495834,0.831062,0.528967,0.357389,0.564535,0.281834,-0.850445,-0.806472,0.738777,0.793928,medium
0.47883,0.761948,0.421292,0.207458,0.790178,0.038378,0.243233,0.02237,-0.482102,0.762635,low
0.490221,0.834523,0.451796,0.31482,0.564535,0.389721,-0.756381,-0.783883,1.612556,0.726827,low
0.586686,0.809295,0.433964,0.241277,0.973968,0.068304,-1.031817,-0.886887,-0.37772,0.736127,low
0.51951,0.760586,0.367275,0.118111,0.790178,0.227251,-1.10481,-0.920603,0.372107,0.78311,medium
0.619677,0.80014,0.433258,0.089347,1.920319,0.022519,-1.10481,-0.920603,-0.531932,0.785407,low
0.886372,0.625269,0.462888,0.178694,-0.86331,0,-1.10481,-0.920603,-0.591376,0.717838,low
0.873366,0.624614,0.352794,0.089347,-0.86331,0,-1.10481,-0.920603,-0.591376,0.661818,low
0.718115,0.417291,0.773725,0.6708,-1.346878,0,-1.10481,-0.920603,-0.591376,0.555696,high
0.720386,0.41694,0.807517,0.778593,-1.346878,0,-1.10481,-0.920603,-0.591376,0.555696,medium
0.71815,0.41644,0.718637,0.870974,-1.346878,0,-1.10481,-0.920603,-0.591376,0.555696,high
0.635393,0.488416,0.589173,0.65379,-0.207158,0.080634,0.856059,0.762437,-0.34565,0.595721,medium
0.718542,0.561246,0.582461,0.427201,-0.143745,0.499918,-1.10481,-0.920603,2.654657,0.682434,medium
0.716067,0.561469,0.495226,0.320306,-0.143745,0.583245,-1.10481,-0.920603,3.514951,0.682434,medium
0.480987,0.484671,0.455908,0.303094,0.241102,0.063851,-0.321817,-0.457806,-0.406387,0.463993,medium
0.555137,0.498941,0.441448,0.296805,0.241102,0,1.062238,0.987147,-0.591376,0.666021,medium
0.543394,0.491153,0.488793,0.379541,0.241102,0.020309,-0.77333,-0.748534,-0.538021,0.640584,medium
0.542169,0.501791,0.458472,0.335489,0.241102,0.04399,0.397965,0.210754,-0.468805,0.665826,medium
0.584716,0.491443,0.560117,0.477101,-0.047426,0.025741,-0.003785,-0.175413,-0.522276,0.661608,medium
0.561997,0.453853,0.50796,0.283224,-0.28985,0.009866,0.497291,0.346925,-0.565549,0.355549,low
0.487108,0.495177,0.4469,0.259722,0.241102,0.045,0.489193,0.303536,-0.465522,0.679239,low
0.539322,0.577273,0.447213,0.275856,0.163458,0.027524,0.62627,0.497738,-0.517075,0.70165,low
0.530564,0.59372,0.439122,0.219743,0.163458,0.393127,-0.803157,-0.762635,1.638336,0.669584,low
0.715157,0.374664,0.535999,0.357389,-1.267747,0.003774,0.442951,0.259363,-0.581862,0.363426,low
0.718863,0.416262,0.688707,0.745738,-1.346878,0,-1.10481,-0.920603,-0.591376,0.555696,low
0.685533,0.386334,0.918189,0.899617,-1.133685,0,-0.933507,-0.837977,-0.591376,0.433863,high
0.683444,0.386507,0.798828,0.681009,-1.133685,0,-0.955873,-0.849435,-0.591376,0.433863,high
0.68358,0.387182,0.789253,0.710685,-1.133685,0,-0.257885,-0.388849,-0.591376,0.433863,high
0.204315,0.456637,0.532897,0.446736,-0.123031,0.050531,0.17367,-0.04354,-0.448309,0.279587,medium
0.278042,0.446495,0.482415,0.259722,-0.147088,0.056508,0.403531,0.214132,-0.428222,0.424816,low
0.255167,0.510882,0.56932,0.463696,0.510035,0.228125,0.917725,0.846968,0.380316,0.651234,low
0.260721,0.525329,0.413517,0.230959,1.078597,0.084749,0.953139,1.310197,-0.33076,0.687945,high
0.236554,0.420051,0.55439,0.458287,0.139246,0.052704,0.073476,-0.137964,-0.44033,0,medium
0.215298,0.470563,0.432903,0.193877,-0.162117,0.098731,-0.191584,-0.354089,-0.27889,0.520629,low
0.313328,0.527621,0.601479,0.581453,0.691602,0.092852,1.201477,1.537039,-0.300942,0.708622,medium
0.106188,0.456966,0.520176,0.46718,1.042985,0.03578,0.259128,0.06755,-0.493605,0.466194,medium
0.315163,0.648486,0.487071,0.353296,2.046829,0.212911,0.806903,-0.920182,-0.591321,0.787739,medium
0.355998,0.658027,0.458472,0.241277,1.833504,0.293421,1.438007,2.367295,0.47447,0.789784,medium
0.335692,0.671789,0.474189,0.431805,1.652689,0.234946,0.750659,1.837354,0.407385,0.786984,medium
0.281293,0.640307,0.445007,0.379541,1.622442,0.146933,0.489186,0.919525,-0.073418,0.781349,medium
0.242267,0.631728,0.629514,0.512984,0.993264,0.092328,-1.10481,-0.920603,-0.440822,0.769872,medium
0.318341,0.634982,0.455619,0.365203,1.16926,0.112633,-1.10481,-0.920603,-0.591376,0.778234,medium
0.213916,0.63697,0.409192,0.340176,1.115552,0.152996,0.418895,0.021621,-0.179347,0.815497,low
0.340908,0.673905,0.488151,0.444706,2.243338,0.392271,0.662953,0.921878,1.173854,0.787609,medium
0.369374,0.563554,0.55285,0.489241,1.108713,0.213363,-1.04379,-0.875624,0.236765,0.750102,medium
0.415143,0.586294,0.609097,0.558235,1.000149,0.091126,-0.806557,-0.764461,-0.591376,0.731668,medium
0.364277,0.549601,0.433964,0.268042,1.136169,0.116895,0.467961,0.837431,-0.210675,0.782403,low
0.414238,0.53972,0.371085,0.353296,1.232638,0.063512,0.503324,0.992072,-0.457376,0.765481,low
0.305717,0.556732,0.480588,0.36894,1.373287,0,-1.10481,-0.920603,-0.591376,0.724201,medium
0.436264,0.583169,0.597739,0.514183,0.782328,0.078371,0.503902,0.551549,-0.398491,0.745643,medium
0.338113,0.532365,0.515752,0.386152,1.376922,0.224916,2.331713,2.995464,-0.591376,0.780696,medium
0.372254,0.559517,0.529558,0.529895,1.108713,0.502246,-1.10481,-0.920603,2.025861,0.74058,medium
0.327262,0.228258,0.437429,0.389335,0.781604,0.020236,-0.695081,-0.736254,-0.541696,0.530869,low
0.372427,0.212334,0.640514,0.741919,0.546904,0.359685,-1.10481,-0.920603,1.234829,0.556008,medium
0.390722,0.230409,0.567873,0.627429,0.19057,0,-1.10481,-0.920603,-0.591376,0.128428,medium
0.320137,0.172715,0.500536,0.379541,0.217849,0.11988,2.115468,1.878534,-0.190166,0.35531,low
0.361796,0.265889,0.510969,0.614398,0.064784,0.026782,-0.544016,-0.646844,-0.521888,0.315032,medium
0.319059,0.221999,0.482188,0.382889,0.781604,0.837294,-1.10481,-0.920603,3.915322,0.348664,low
0.303582,0.176282,0.716723,0.680681,0.217849,0,-1.10481,-0.920603,-0.591376,0.35531,high
0.402131,0.217288,0.497222,0.554797,-0.225294,0.052855,-1.10481,-0.920603,-0.446624,0.328312,medium
0.339306,0.226615,0.421686,0.434047,0.546904,0.067823,-0.552121,-0.644717,-0.395417,0.532943,low
0.394787,0.219739,0.582096,0.468888,-0.225294,0,-1.10481,-0.920603,-0.591376,0.558205,medium
0.338608,0.270637,0.624971,0.619769,-0.016742,0.02411,-1.10481,-0.920603,-0.530055,0.428117,medium
0.34742,0.264496,0.711054,0.785029,0.143732,0,-1.10481,-0.920603,-0.591376,0.298826,high
0.524024,0.032896,0.483317,0.332103,-0.723115,0.040994,-1.10481,-0.920603,-0.52208,0.737078,medium
0.312676,0.137357,0.598135,0.325052,1.223748,0.173815,-1.04818,-0.902348,0.030455,0.453591,high
0.569185,0.073024,0.43777,0.120663,-0.418915,0,-1.10481,-0.920603,-0.591376,0.81032,low
0.511387,0.096794,0.470717,0.139445,-1.317934,0.017906,-1.10481,-0.920603,-0.560069,0.682506,low
0.542794,0.053931,0.496627,0.75305,-0.723115,0.767088,-1.10481,-0.920603,4.197376,0.693242,medium
0.305867,0.158804,0.709404,0.733492,1.223748,0.29586,-1.10481,-0.920603,0.020607,0.263466,high
0.54139,0.080672,0.353528,0.222066,-1.002834,0.236325,-1.10481,-0.920603,0.224119,0.689167,low
0.48348,0.089179,0.358538,0.137242,-1.317934,0.012687,-1.10481,-0.920603,-0.559622,0.682882,medium
0.564836,0.062538,0.262189,0.181877,-0.516251,0.190699,-1.10481,-0.920603,0.094724,0.878537,low
0.580549,0.058402,0.365975,0.186509,-0.418915,0.082575,-1.10481,-0.920603,-0.360386,0.805036,low
0.661469,0.039195,0.259292,0.445928,-1.417791,0,-1.10481,-0.920603,-0.591376,0.841229,low
0.518591,0.072015,0.324346,0.120663,-0.906066,0.106307,-1.029497,-0.920603,-0.591376,0.686776,low
0.436946,0.099661,0.441776,0.244218,-0.528742,0.067401,-0.90397,-0.839347,-0.396577,0.688475,low
0.553943,0.081266,0.35056,0.216179,-1.317934,0,-1.10481,-0.920603,-0.591376,0.752336,low
0.59593,0.031185,0.443726,0.3512,-0.418915,0.030075,-1.10481,-0.920603,-0.591376,0.793157,low
0.630029,0.03375,0.344371,0.237248,-1.272513,0.008967,-1.10481,-0.920603,-0.57986,0.667275,low
0.551086,0.079882,0.283107,0.153898,-1.002834,0.111105,-1.10481,-0.920603,-0.260634,0.813471,low
0.630271,0.060378,0.441448,0.225473,-1.272513,0,-1.10481,-0.920603,-0.591376,0.636378,low
0.568432,0.029612,0.534459,0.36783,-0.418915,0,-1.10481,-0.920603,-0.591376,0.700474,medium
0.501601,0.04589,0.443403,0.339253,-0.723115,1,-1.10481,-0.920603,6.250128,0.538009,low
0.487739,0.048066,0.46894,0.367458,-0.723115,0.969611,-1.10481,-0.920603,4.978819,0.598136,medium
0.635441,0.080617,0.42325,0.570366,-0.262364,0,-1.017533,-0.885034,-0.591376,0.335541,low
0.367582,0.128347,0.472715,0.424836,0.892872,0.592531,-1.10481,-0.920603,3.192105,0.539464,medium
0.493257,0.073118,0.271071,0.120663,-0.723115,0.110287,-1.10481,-0.920603,-0.401861,0.494586,low
0.597453,0.068256,0.362657,0.120663,-0.418915,0,-1.10481,-0.920603,-0.591376,0.744315,low
0.577753,0.070593,0.322419,0.120663,-0.418915,0,-1.10481,-0.920603,-0.591376,0.80969,low
0.337381,0.118799,0.657168,0.693769,1.223748,0.377485,-1.062034,-0.903843,1.317359,0.386828,high
0.309397,0.132153,0.416446,0.26642,1.223748,0.222873,-0.824313,-0.792265,0.193275,0.455703,low
0.552381,0.060969,0.336109,0.120663,-0.699656,0.120197,-1.10481,-0.920603,-0.591376,0.812381,low
0.484821,0.051221,0.436745,0.388388,-0.723115,0.746326,2.535895,-0.920603,3.440379,0.598136,low
0.510872,0.043774,0.504681,0.333565,-0.723115,0.523851,-1.10481,-0.920603,-0.576907,0.545633,medium
0.523245,0.062762,0.592464,0.531991,-0.723115,0,1.421128,-0.920603,-0.591376,0.581686,medium
0.580323,0.075052,0.355703,0.120663,-0.418915,0,-1.10481,-0.920603,-0.591376,0.694477,low
0.641236,0.041414,0.273069,0.153898,-1.344092,0.01256,-0.144333,-0.920603,-0.591376,0.612905,low
0.694796,0.047961,0.667296,0.35288,-1.552312,0.023984,-0.354991,-0.531793,-0.538317,0.740777,medium
0.606552,0.059383,0.371085,0.198103,-0.418915,0,-1.10481,-0.920603,-0.591376,0.606039,low
0.503286,0.098027,0.266316,0.120663,-1.317934,0,-1.10481,-0.920603,-0.591376,0.615368,low
0.533701,0.380848,0.684688,0.470573,0.481671,0.021433,0.477854,0.193554,-0.555126,0.213627,medium
0.564122,0.288734,0.342767,0.34907,0.2012,0,-1.10481,-0.920603,-0.591376,0.594493,low
0.62692,0.341278,0.440788,0.283224,0.181365,0.470566,1.096627,0.792447,2.241714,0.471397,low
0.617637,0.342782,0.762296,0.694065,0.181365,0.355322,1.595472,1.444227,1.179965,0.548667,high
0.495156,0.282561,0.570341,0.522278,0.182266,0.014129,-1.10481,-0.920603,-0.591376,0.491199,high
0.622589,0.339658,0.403303,0.268042,0.10433,0.09624,1.292991,0.925574,-0.28664,0.471758,low
0.512953,0.291625,0.314355,0.275856,0.868838,0.007426,-1.10481,-0.920603,-0.572506,0.566256,low
0.555129,0.340012,0.272917,0.330624,0.868838,0,-1.10481,-0.920603,-0.591376,0.39181,low
0.610306,0.328855,0.393577,0.275856,0.10433,0,-1.10481,-0.920603,-0.591376,0.607628,low
0.60766,0.33991,0.540761,0.398438,0.274072,0.696246,1.124239,-0.920603,3.683118,0.549191,medium
0.611364,0.338083,0.346733,0.335489,0.10433,0.281981,0.278232,-0.050502,0.571198,0.549191,low
0.565844,0.291172,0.445325,0.379541,0.432994,0,-1.10481,-0.920603,-0.591376,0.594493,low
0.490768,0.30507,0.49401,0.365203,0.868838,0,-1.10481,3.769681,2.275086,0.665503,low
0.619149,0.331338,0.460978,0.141612,0.10433,0,-1.10481,-0.920603,-0.591376,0.547712,low
0.506348,0.305074,0.412237,0.483314,0.868838,0,-1.10481,-0.920603,-0.591376,0.662882,low
0.604871,0.342329,0.605021,0.517715,0.417902,0.728403,1.402198,0.973287,3.747963,0.37333,low
0.573873,0.317631,0.256494,0.230959,0.432994,0,-1.10481,-0.920603,-0.591376,0.580822,low
0.613191,0.342806,0.554742,0.757464,0.256097,0,2.014731,1.21415,-0.591376,0.549191,high
0.4894,0.353389,0.529558,0.404168,-0.005773,0,3.530296,3.574416,-0.591376,0.213627,low
0.592421,0.321536,0.377154,0.207458,0.432994,0,-1.10481,-0.920603,-0.591376,0.675939,low
0.649114,0.324243,0.435015,0.412311,0.10433,0,-1.10481,-0.920603,-0.591376,0.415483,medium
0.500582,0.29665,0.298638,0.259722,0.868838,0,-1.10481,-0.920603,-0.591376,0.676879,low
0.691836,0.912675,0.394084,0.296805,0.412848,0.339572,-1.10481,-0.920603,0.912066,0.794335,low
0.681085,0.896566,0.388371,0.296805,-0.05507,0.259005,0.400144,-0.139689,0.340029,0.792872,low
0.69301,0.91735,0.540894,0.412311,0.170453,0.222,0.82012,0.463604,0.286316,0.796811,medium
0.690662,0.8913,0.532324,0.458287,-0.05507,0.274646,0.978251,0.305919,-0.591376,0.792872,medium
0.66631,0.908034,0.407413,0.290193,0.412848,0.238281,-0.589373,-0.739667,0.119854,0.795345,low
0.680034,0.895473,0.433964,0.3447,-0.05507,0.347395,0.552893,-0.327954,0.326544,0.792872,low
0.682581,0.910769,0.40469,0.219743,0.412848,0.306413,0.675054,-0.081589,0.703858,0.794344,low
0.685316,0.918449,0.412237,0.141612,0.412848,0.488853,-1.10481,-0.920603,1.71813,0.796855,low
0.688195,0.914587,0.421686,0.268042,0.412848,0.29187,0.275003,-0.920603,0.812673,0.794335,low
0.582746,0.85229,0.59045,0.538082,1.00754,0.334664,1.630531,1.585448,0.388507,0.766379,medium
0.563744,0.855184,0.606128,0.6105,0.797994,0.21449,1.053027,2.732637,0.230863,0.740172,medium
0.548651,0.854665,0.553207,0.478682,0.56921,0.177122,0.798984,2.680753,0.003682,0.740529,medium
0.545021,0.854467,0.672231,0.582159,0.56921,0.162731,0.920871,2.75324,0.488718,0.740467,medium
0.545039,0.853302,0.762632,0.275856,0.56921,0.107228,1.16005,-0.142036,-0.568894,0.74043,low
0.558437,0.857639,0.526418,0.353296,0.56921,0.232695,1.031553,2.679676,0.15738,0.740164,low
0.543296,0.855359,0.647784,0.588348,0.56921,0.14546,0.932395,2.759203,-0.143102,0.740431,medium
0.038946,0.762199,0.586397,0.554797,0.036254,0.241203,1.209751,1.074856,0.43196,0.651953,medium
0.08825,0.747465,0.607296,0.398438,0.036254,0.380361,1.051916,0.631717,1.312095,0.608629,medium
0.111294,0.748916,0.733343,0.541023,0.036254,0.416801,0.360295,-0.010225,1.731336,0.62412,medium
0.111818,0.753595,0.540227,0.330624,0.036254,0.593731,-1.10481,-0.920603,3.192159,0.690733,medium
0.123321,0.745156,0.67707,0.478682,0.019812,0.333343,0.83224,0.534978,1.068643,0.616026,medium
0.112046,0.757382,0.490068,0.40694,0.036254,0.558499,-0.567832,-0.920603,2.385253,0.690733,low
0.09166,0.74525,0.495628,0.207458,0.036254,0.462067,1.950315,1.048686,1.363077,0.50649,low
0.190472,0.697693,0.544683,0.460115,0.729976,0.144874,0.394923,0.792658,-0.109897,0.770672,medium
0.120837,0.75508,0.600556,0.472236,0.025308,0.327983,0.670299,0.418272,1.049603,0.688734,medium
0.077347,0.750912,0.484657,0.320306,0.036254,0,2.329443,1.858065,-0.591376,0.642781,low
0.11132,0.752997,0.532036,0.303094,0.036254,0.770799,-1.10481,-0.920603,2.882989,0.690733,low
0.049644,0.753673,0.414362,0.178694,0.036254,0.203689,0.251592,-0.366041,-0.357378,0.674162,low
0.08532,0.752641,0.589001,0.417468,0.036254,0.396614,0.868419,0.642684,1.631042,0.64436,medium
0.108852,0.746202,0.547223,0.43625,0.036254,0.296621,1.037503,0.671424,0.684676,0.614758,medium
0.015383,0.751197,0.675792,0.481788,0.17588,0.320496,0.703572,0.377013,0.956312,0.647674,medium
0.194031,0.677803,0.437429,0.340176,0.567722,0.065991,-1.10481,-0.920603,-0.591376,0.770314,medium
0.315478,0.744191,0.468169,0.563225,0.810629,0,-1.10481,-0.920603,-0.591376,0.754782,medium
0.261837,0.702367,0.440457,0.379541,1.152531,0.119697,0.696281,0.813098,-0.283023,0.731365,medium
0.35207,0.696249,0.396586,0.268042,1.360096,0.350826,0.120968,0.907809,1.230445,0.775799,low
0.380874,0.703098,0.275926,0.296805,1.457742,0.064038,-0.302221,0.158243,-0.412564,0.816038,low
0.286658,0.708117,0.61854,0.470573,1.152531,0,0.48229,0.545772,-0.591376,0.733172,high
0.318706,0.702563,0.438109,0.361355,1.152531,0.557613,0.177904,-0.920603,2.547264,0.7345,low
0.275471,0.743597,0.511144,0.386152,0.810629,0.185505,1.228394,3.470371,-0.080267,0.697312,medium
0.369885,0.701229,0.329021,0.259722,1.457742,0.159246,-1.10481,-0.920603,-0.00861,0.787762,low
0.262992,0.726689,0.576856,0.376103,0.987435,0.10917,0.063815,0.129677,-0.289626,0.707897,medium
0.745588,0.522085,0.650218,0.552158,-0.128998,0.08377,1.390983,1.665326,-0.382896,0.645862,medium
0.758923,0.512992,0.626506,0.7523,-0.139789,0.053244,1.380785,1.603272,-0.591376,0.6261,medium
0.670663,0.54125,0.4618,0.290193,0.079974,0.333738,0.281898,-0.920603,-0.591376,0.660204,low
0.672343,0.560221,0.522715,0.31482,0.523238,0.134959,1.102544,0.951497,-0.190617,0.679062,low
0.716663,0.522568,0.6844,0.589684,-0.128998,0.180817,1.408121,1.725673,-0.024147,0.653528,high
0.672003,0.534793,0.588313,0.618181,0.079974,0.101297,1.156646,1.020554,-0.387976,0.659827,medium
0.755798,0.542153,0.732765,0.710164,-0.128998,0.13529,0.787834,0.4709,-0.314656,0.664435,high
0.759759,0.51262,0.532324,0.438417,-0.139789,0.070402,1.32855,1.472386,-0.469138,0.6261,low
0.644986,0.532185,0.522244,0.365203,0.291737,0.093299,1.129922,0.824979,-0.325529,0.667775,medium
0.722369,0.512671,0.557291,0.588348,-0.139789,0.218959,1.211275,1.536006,0.225195,0.651665,medium
0.6408,0.560572,0.545451,0.417468,0.632031,0.211973,1.077528,0.848952,-0.019676,0.686435,medium
0.731738,0.538775,0.658133,0.617647,-0.128998,0.077675,1.634541,1.609898,-0.591376,0.667746,high
0.70077,0.555618,0.595255,0.577132,0.067334,0.094581,1.334305,1.346303,-0.333346,0.685499,medium
0.714034,0.536961,0.639922,0.444706,-0.128998,0.087378,1.893945,2.420316,-0.46767,0.666653,medium
0.746289,0.517634,0.600324,0.617647,-0.128998,0.102233,1.293613,1.506574,-0.308366,0.627975,medium
0.8245,0.142257,0.346733,0.431805,-0.366891,0,-1.10481,-0.920603,-0.591376,0.679077,low
0.933671,0.139608,0.383465,0.372571,-0.816977,0.05045,-1.00858,-0.88969,-0.460605,0.795316,low
0.705772,0.222595,0.61602,0.554797,-0.456692,0.072464,0.3529,0.004712,-0.387226,0.696911,medium
0.965168,0.141168,0.481048,0.34907,-1.286377,0,-1.10481,-0.920603,-0.591376,0.809538,low
0.758873,0.147859,0.549828,0.677695,-2.03488,0.056583,-0.876594,-0.821189,-0.460162,0.714828,low
0.935912,0.140474,0.304513,0.31482,-0.816977,0,-1.10481,-0.920603,-0.591376,0.795241,low
0.724699,0.195467,0.400951,0.392441,-0.379996,0.051263,0.360425,0.111782,-0.446336,0.698524,medium
0.753248,0.186394,0.556832,0.401335,-0.81963,0.008784,0.480209,0.145729,-0.571826,0.681817,low
0.70416,0.169842,0.478026,0.483314,-0.780309,0.003408,0.169451,-0.112049,-0.583088,0.393863,medium
0.98998,0.148746,0.412665,0.392441,-1.286377,0,-1.10481,-0.920603,-0.591376,0.794265,low
0.819012,0.14972,0.440125,0.36894,-0.884186,0.152453,-0.119804,-0.573812,-0.16391,0.756773,low
0.95729,0.13284,0.353528,0.450702,-1.04065,0.008993,-1.060142,-0.903552,-0.568394,0.80652,low
0.734221,0.220603,0.566302,0.480245,-0.456692,0.031686,-0.349576,-0.537035,-0.505755,0.548889,medium
0.79679,0.147114,0.334379,0.376103,-0.884186,0,-1.10481,-0.920603,-0.591376,0.756773,low
0.782343,0.169662,0.241321,0.268042,1.237031,0,-1.10481,-0.920603,-0.591376,0.710808,low
0.706686,0.144913,0.525962,0.456432,-2.03488,0,-1.10481,-0.920603,-0.591376,0.571155,low
0.795508,0.16331,0.176764,0.320306,-0.884186,0,-1.10481,-0.920603,-0.591376,0.794335,low
0.878696,0.135791,0.431111,0.472236,-0.816977,0.1521,-0.967491,-0.920603,-0.043546,0.66623,low
0.74745,0.174703,0.788124,0.756192,-0.81963,0,-1.10481,-0.920603,-0.591376,0.609721,high
0.787221,0.168323,0.190511,0.207458,2.348668,0,-1.10481,-0.920603,-0.591376,0.706935,low
0.957426,0.137993,0.609097,0.526685,-1.04065,0,-0.856769,-0.816726,-0.591376,0.809538,low
0.742213,0.207893,0.517247,0.43625,-0.631562,0.040122,0.17398,-0.112876,-0.494339,0.494586,low
0.831695,0.149935,0.313304,0.283224,0.061321,0,-1.10481,-0.920603,-0.591376,0.757241,low
0.747145,0.133606,0.497024,0.594892,-2.03488,0,-1.10481,-0.920603,-0.591376,0.569871,medium
0.74603,0.156371,0.479431,0.496287,-2.03488,0.035235,-0.711207,-0.731554,-0.501784,0.476675,medium
