@relation 'bigdata-change4-normalized - bigdata-change4-normalized-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,60-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R117-precision6-unset-class-temporarily-weka.filters.unsupervised.attribute.Remove-R3-33,35-50,52-59-weka.filters.unsupervised.attribute.Remove-R1-2-weka.filters.unsupervised.attribute.Remove-R1-2,5-6,9-19,21-30,32,34-38,40-43,45-51,53-59-weka.filters.unsupervised.attribute.RenameNominalValues-R11-N\'(-inf-0.980205]\':low, \'(0.980205-1.960411]\':medium, \'(1.960411-inf)\':high-I'

@attribute lat_dd numeric
@attribute lon_dd numeric
@attribute ntl numeric
@attribute ptl numeric
@attribute atmo_pdep_2002 numeric
@attribute n_human_waste_2007 numeric
@attribute n_livestock.waste_2007 numeric
@attribute p_livestock_waste_2007 numeric
@attribute p_human_waste_kg_2007 numeric
@attribute runoffws numeric
@attribute logchl_A {low,medium,high}

@data
0.228256,0.612905,0.377743,0.178694,0.638141,0.304162,0.044259,0.35144,0.905018,0.792168,low
0.676735,0.678573,0.626506,0.389335,1.912129,0,1.321169,1.441791,-0.591376,0.721577,medium
0.880032,0.527492,0.557519,0.389335,-0.486015,0.12235,0.61921,0.827248,-0.179117,0.620246,medium
0.789151,0.873928,0.496627,0,-0.348984,0.047844,-1.10481,-0.920603,-0.457556,0.802767,low
0.743183,0.914956,0.393067,0.141612,-0.006387,0.081807,-0.860054,-0.821545,-0.340991,0.773635,low
0.454168,0.343649,0.474189,0.207458,-0.077369,0,-1.10481,-0.920603,-0.591376,0.276416,low
0.770854,0.895875,0.387837,0.118111,0.112375,0.104253,-0.538224,-0.652726,-0.253681,0.771409,low
0.360045,0.766253,0.465824,0.325568,0.331937,0.131756,0.264878,1.320895,-0.137283,0.78028,low
0.941424,0.269011,0.609097,0.676006,-2.128925,0.004082,0.385734,0.161458,-0.581065,0.268451,low
0.698697,0.669053,0.491119,0.241277,0.788145,0.416073,0.158705,0.042978,1.846111,0.721577,low
0.518736,0.814082,0.468169,0.389335,0.564535,0.207227,0.460369,0.307601,0.253153,0.716545,medium
0.923513,0.427894,0.696037,0.63652,-0.792822,0.017704,0.69704,0.516495,-0.5455,0.289442,medium
0.561378,0.711433,0.481277,0.353296,0.882742,0.271131,0.866712,0.688816,0.659959,0.743768,medium
0.951745,0.214627,0.293701,0.118111,-2.093859,0,-0.868935,-0.809522,-0.591376,0.426837,low
0.671148,0.89405,0.550561,0.382889,-0.075353,0.288954,0.026564,-0.254059,0.792661,0.792208,medium
0.624987,0.535965,0.547974,0.392441,0.013753,0.038188,1.204655,1.235018,-0.48676,0.668069,low
0.720551,0.710223,0.499958,0.268042,0.845775,0.232267,-1.018754,-0.887432,0.405683,0.680736,medium
0.744886,0.521908,0.62049,0.472236,-0.461269,0.061341,1.405617,1.891382,-0.413219,0.645862,medium
0.427809,0.488891,0.530293,0.458287,0.797162,0.25587,-0.702183,-0.722307,0.558656,0.640887,medium
0.942458,0.585828,0.579601,0.376103,-0.302777,0,-1.10481,-0.920603,-0.591376,0.700083,low
0.919295,0.445309,0.738741,0.72494,-1.032071,0.00227,0.050785,-0.153717,-0.58559,0.361615,high
0.996078,0.433912,0.471721,0.296805,-1.496296,0,-1.10481,-0.920603,-0.591376,0.341639,low
0.727663,0.719546,0.498989,0.141612,0.845775,0,-1.10481,-0.920603,-0.591376,0.698903,low
0.752136,0.52139,0.723332,0.56565,-0.461269,0.053653,1.368601,1.840046,-0.438461,0.645862,high
0.564891,0.510946,0.54494,0.497651,-0.047426,0.195482,1.440167,1.432237,0.186201,0.662882,medium
0.621255,0.879283,0.472219,0.330624,0.83824,0.571114,0.538471,0.033717,3.383742,0.75053,medium
0.94663,0.575049,0.498599,0.303094,-0.302777,0,-1.10481,-0.920603,-0.591376,0.696911,low
0.315175,0.699269,0.603076,0.478682,0.862797,0.31117,0.689372,1.50022,0.955548,0.733172,high
0.945139,0.087761,0.631163,0.587675,-1.862134,0.005831,-0.499625,-0.597467,-0.576619,0.365489,low
0.716691,0.826989,0.403767,0.161482,1.277346,0.193001,1.01223,0.796994,0.171348,0.734142,low
0.223593,0.528059,0.424408,0.089347,0.970953,0.126479,1.00552,1.934171,-0.16243,0.701401,medium
0.591061,0.443167,0.59321,0.644145,-0.551874,0.005245,0.665658,0.611833,-0.57815,0.263758,medium
0.604425,0.751609,0.604798,0.489241,1.029662,0,1.786302,1.916401,-0.591376,0.728602,medium
0.524462,0.577778,0.47779,0.31482,0.163458,0.210584,0.986842,0.888846,0.273674,0.703937,medium
0.924988,0.061617,0.173041,0,-0.296563,0.019156,-1.10481,-0.920603,-0.541203,0.769071,low
0.711079,0.042111,0.36856,0,1.262765,0.015107,-1.10481,-0.920603,-0.551493,0.636931,low
0.78267,0.630647,0.599391,0.566448,0.142152,0.139655,1.254108,1.086577,-0.10442,0.696138,medium
0.873948,0.477037,0.580439,0.768212,-0.982332,0.013745,0.278305,0.206483,-0.555735,0.367612,medium
0.836075,0.128164,0.268242,0.089347,-1.576082,0,-1.10481,-0.920603,-0.591376,0.802086,low
0.841455,0.612249,0.463158,0.193877,-0.321579,0.34098,-1.10481,-0.920603,1.194492,0.683782,low
0.607607,0.349189,0.674382,0.719475,0.455346,0.143829,1.68707,1.768861,-0.07429,0.37333,high
0.928369,0.428132,0.712791,0.494908,-0.792822,0.023954,0.437394,0.227935,-0.528336,0.338147,medium
0.392153,0.736454,0.4197,0.259722,0.485995,0.387093,0.606986,0.392238,1.584753,0.750442,low
0.953756,0.178123,0.427438,0.193877,-1.615776,0,-0.956863,-0.858248,-0.591376,0.79721,low
0.897874,0.436484,0.6627,0.492106,-1.032071,0.012701,0.654842,0.506944,-0.558784,0.288131,medium
0.730188,0.452147,0.517247,0.574169,-1.326858,0.00608,0.656126,0.496425,-0.57596,0.518799,medium
0.565822,0.520015,0.4152,0.193877,0.483216,0.507751,-0.574583,-0.645053,2.735485,0.662882,low
0.658901,0.873591,0.621068,0.516548,-0.075353,0.450141,-1.10481,-0.920603,2.164482,0.773303,high
0.958843,0.571676,0.400951,0.118111,-0.909409,0,-1.10481,-0.920603,-0.591376,0.696911,low
0.617011,0.722509,0.76696,0.608792,0.483118,0.255262,0.573441,0.503574,0.55476,0.704676,medium
0.864928,0.44566,0.786801,0.761206,-1.320225,0,0.010238,-0.125632,-0.591376,0.34054,medium
0.579427,0.629736,0.593127,0.535072,0.705408,0.125288,0.639386,0.730398,-0.167084,0.702862,medium
0.801222,0.493528,0.606494,0.589684,-0.822743,0.068176,0.952034,1.377205,-0.388773,0.553136,medium
0.424537,0.754584,0.328102,0.207458,0.462243,0.254813,0.219071,0.406282,0.552796,0.798535,low
0.192086,0.627221,0.498011,0.446736,0.914839,0,-1.10481,-0.920603,-0.591376,0.800367,medium
0.6794,0.646079,0.566407,0.296805,1.912129,0.632916,-1.10481,-0.920603,4.131934,0.730168,low
0.640946,0.261365,0.416446,0.275856,-1.576064,0.007693,-1.10481,-0.920603,-0.591376,0.574065,low
0.706437,0.918384,0.436401,0.207458,-0.006387,0.402125,0.120959,-0.156585,1.721259,0.795755,low
0.459679,0.348137,0.470213,0.207458,-0.077369,0,-1.10481,-0.920603,-0.591376,0.35531,low
0.692428,0.891171,0.435363,0.283224,-0.075353,0.263885,0.918279,0.652341,0.614079,0.792872,low
0.369537,0.233825,0.44243,0.241277,-1.423953,0.015833,-1.10481,-0.920603,-0.550146,0.468779,low
0.722054,0.686616,0.512012,0.450702,0.81713,0.158864,1.039273,0.950628,-0.009557,0.706213,medium
0.680823,0.689259,0.486853,0,1.468021,0.35806,0.665202,0.609177,1.335411,0.721577,low
0.912156,0.504587,0.541027,0.325568,-0.982332,0.026686,-0.88766,-0.765962,-0.52019,0.543754,medium
0.370085,0.113389,0.540761,0.404168,-1.251006,0.508024,-1.10481,-0.920603,2.734938,0.5289,medium
0.857639,0.565311,0.53304,0.438417,-0.017649,0,-1.10481,-0.920603,-0.591376,0.698903,medium
0.612744,0.849204,0.526569,0.440548,0.581396,0.254306,1.503249,1.53832,0.551282,0.765027,medium
0.629003,0.343588,0.600014,0.768378,-0.379433,0.567195,0.21478,-0.028871,3.347805,0.446814,medium
0.701698,0.396917,0.774583,0.618712,-1.346878,0,-1.10481,-0.920603,-0.591376,0.538009,medium
0.964187,0.566367,0.48598,0.230959,-0.909409,0,-1.10481,-0.920603,-0.591376,0.696911,low
0.347506,0.264607,0.514407,0.538082,1.395713,0.007028,-1.10481,-0.920603,-0.573511,0.388112,medium
0.98219,0.186347,0.398061,0.089347,-1.704039,0.001096,-1.046414,-0.897274,-0.588727,0.826759,low
0.916582,0.435361,0.685082,0.530947,-1.032071,0,-1.10481,-0.920603,-0.591376,0.288131,medium
0.801228,0.708925,0.494619,0.193877,-0.031357,0,-1.10481,-0.920603,-0.591376,0.697919,low
0.647657,0.666822,0.534459,0.230959,0.689638,0.152476,1.050407,1.240469,-0.040968,0.716549,low
0.398659,0.48892,0.467911,0.320306,0.797162,0.141146,0.129955,-0.048397,-0.095415,0.642156,low
0.869799,0.609801,0.384021,0,-0.577763,0,-1.10481,-0.920603,-0.591376,0.700972,low
0.700444,0.701916,0.477079,0.141612,0.845775,0.287351,0.502457,0.234563,0.780353,0.682005,low
0.659736,0.230702,0.405606,0.161482,-2.105087,0.009573,-1.082886,-0.911692,-0.567092,0.615151,low
0.576352,0.669026,0.40606,0.118111,1.295218,0,0.485858,0.999922,-0.591376,0.728292,low
0.840758,0.939702,0.42929,0.118111,1.458712,0.005588,0.210751,-0.078363,-0.577224,0.788402,low
0.826135,0.527621,0.593127,0.458287,-0.365564,0.150427,1.328462,1.942612,-0.05077,0.607752,medium
0.391113,0.793879,0.439791,0.325568,0.693692,0.365052,-0.533211,0.001925,1.395322,0.720255,medium
0.70754,0.635732,0.672673,0.541988,0.176345,0.477544,0.692529,0.462804,2.434002,0.686872,high
0.425209,0.802812,0.410508,0.207458,0.693692,0.355537,0.813009,1.584118,1.31494,0.716887,medium
0.6375,0.241535,0.34114,0.089347,-1.348991,0,-1.10481,-0.920603,-0.591376,0.671574,low
0.682079,0.869899,0.422861,0.207458,-0.075353,0.324537,-1.10481,-0.920603,1.062307,0.787224,low
0.786267,0.023202,0.305651,0.089347,-1.568036,0.264939,-0.361528,-0.485799,0.621795,0.829608,low
0.171852,0.46685,0.560229,0.55908,0.383881,0.311262,0.40427,0.346402,0.958426,0.628226,medium
0.66963,0.664463,0.530877,0.335489,1.912129,0.263766,0.459217,0.315274,0.610559,0.721577,medium
0.887995,0.501356,0.50796,0.207458,-0.982332,0,0.925722,1.227174,-0.591376,0.545116,low
0.590702,0.690694,0.542346,0.401335,1.569268,0.217774,0.94588,0.974886,0.315362,0.726092,medium
0.365516,0.548877,0.400951,0.219743,0.722665,0.110513,0.156101,0.745878,-0.229677,0.782403,low
0.87148,0.658684,0.542084,0.283224,-1.130205,0.029913,-1.10481,-0.920603,-0.512074,0.715859,low
0.839846,0.558408,0.405606,0.230959,-0.017649,0.144993,1.369256,1.362333,-0.076784,0.64946,low
0.553747,0.478333,0.594115,0.582159,0.241102,0.137768,1.248752,1.256253,-0.116241,0.589783,high
0.655847,0.855173,0.47122,0.31482,0.233998,0.337743,-1.0942,-0.915936,1.166793,0.803723,low
0.951074,0.402572,0.719111,0.468888,-0.792822,0.021086,0.233704,0.010236,-0.53584,0.326254,low
0.968924,0.127119,0.495828,0.448734,-1.337126,0,-1.084656,-0.912411,-0.591376,0.764615,medium
0.91556,0.438454,0.708367,0.504263,-1.032071,0.024747,0.548066,0.348236,-0.526105,0.288131,medium
0.419099,0.632325,0.481048,0.357389,0.436836,0.09923,-0.348686,-0.435893,-0.275007,0.785155,medium
0.680121,0.945489,0.459034,0.241277,0.470312,0.390692,-1.021446,-0.890577,2.652041,0.798799,medium
0.755163,0.542668,0.715618,0.690164,-0.461269,0.185315,0.734083,0.940307,0.128984,0.664435,medium
0.629272,0.672661,0.483092,0.193877,0.689638,0,0.305907,0.458245,-0.591376,0.714474,low
0.577213,0.585622,0.482188,0.241277,0.123987,0,1.253845,1.447508,-0.591376,0.684228,low
0.414128,0.339057,0.486853,0.422426,-0.565089,0,-1.10481,-0.920603,-0.591376,0.326254,low
0.784297,0.942149,0.339489,0,-0.091479,0.200816,-0.502353,-0.628013,0.209992,0.777283,low
0.836476,0.516816,0.693349,0.525598,-0.289143,0.146461,0.907357,1.358925,-0.069735,0.614885,medium
0.368931,0.489823,0.533468,0.549463,0.624117,0.021991,0.801294,0.634615,-0.533758,0.716545,medium
0.774049,0.638266,0.544039,0.230959,0.788145,0.381236,1.668352,1.614633,1.534798,0.659117,low
0.673155,0.682579,0.556255,0.395474,1.912129,0.210232,1.035431,1.067329,0.26977,0.721541,medium
0.719814,0.420349,0.707728,0.624419,-1.346878,0.014598,-0.903916,-0.825767,-0.553591,0.555696,high
0.386782,0.827644,0.505234,0.330624,-1.416229,0.043992,-1.10481,-0.920603,-0.469309,0.717568,medium
0.838721,0.450487,0.850362,0.837536,-1.320225,0.007722,0.889057,0.857667,-0.57153,0.312777,high
0.526078,0.493163,0.445641,0.303094,0.241102,0.025334,-1.10481,-0.920603,-0.524345,0.672558,low
0.745351,0.681845,0.524736,0.275856,0.788145,0.284935,1.944149,2.296214,0.7533,0.717568,low
0.667749,0.320094,0.337812,0.207458,-1.830302,0,-1.10481,-0.920603,-0.591376,0.431006,low
0.537352,0.16591,0.563524,0.361355,-2.502735,0.001828,-0.866205,-0.808662,-0.586787,0.254967,medium
0.894454,0.527763,0.53586,0.365203,-0.486015,0.069658,0.530283,0.501127,-0.384302,0.620942,medium
0.555176,0.696341,0.475161,0.365203,0.882742,0.315393,1.346796,1.288859,0.990384,0.761118,medium
0.70039,0.080709,0.649923,0.792267,0.362673,0,-1.10481,-0.920603,-0.591376,0.659661,low
0.672341,0.560222,0.560896,0.458287,0.292621,0.142096,1.024726,1.261541,-0.089651,0.679062,medium
0.542767,0.053916,0.633075,0.744943,-0.532693,0.747556,-1.10481,-0.920603,5.307851,0.693242,high
0.754296,0.265534,0.397571,0.268042,-1.987961,0,-1.10481,-0.920603,-0.591376,0.555664,low
0.758923,0.512987,0.700572,0.736291,-0.659703,0.085479,1.38631,1.787841,-0.328616,0.6261,high
0.953276,0.597101,0.424408,0.118111,-0.302777,0,-1.10481,-0.920603,-0.591376,0.700083,low
0.957803,0.448208,0.636134,0.647582,-1.496296,0.015306,-0.327054,-0.473041,-0.551889,0.321957,medium
0.435072,0.309671,0.485099,0.389335,0.215948,0,-1.10481,-0.920603,-0.591376,0.380957,medium
0.962869,0.14761,0.461527,0.118111,-1.337126,0,-1.10481,-0.920603,-0.591376,0.717568,low
0.864823,0.546023,0.563307,0.456432,-0.289143,0.109088,0.937606,0.75621,-0.235158,0.656911,medium
0.469255,0.298961,0.374161,0.141612,-1.013889,0.021895,-0.684523,-0.721575,-0.5338,0.639155,low
0.333849,0.533334,0.509386,0.486312,0.722665,0.045244,0.833612,1.700803,-0.464784,0.777641,medium
0.564327,0.502309,0.460149,0.283224,0.10101,0.293868,1.072547,1.007874,0.827238,0.664972,low
0.309339,0.303183,0.528967,0.54671,-1.486137,0.264115,-1.10481,-0.920603,0.615122,0.204957,medium
0.899965,0.086791,0.585159,0.283224,-1.862134,0.042946,0.034714,-0.197326,-0.472029,0.378794,low
0.411668,0.355351,0.400475,0.141612,-0.077369,0.008395,-0.260818,-0.427927,-0.569966,0.350176,low
0.792516,0.541612,0.655214,0.775172,-0.444408,0.111465,1.260137,1.582314,-0.225352,0.661596,low
0.52493,0.584607,0.425173,0.141612,0.163458,0.393244,-0.424768,-0.543374,1.638591,0.703937,low
0.473547,0.647371,0.667128,0.632294,0.784177,0.221717,0.795868,0.789855,0.33816,0.768972,medium
0.831202,0.472003,0.733986,0.618181,-1.006285,0.021226,1.259639,1.226094,-0.535414,0.40707,high
0.577098,0.232495,0.366627,0.219743,-1.527956,0.018504,-1.090406,-0.914761,-0.542976,0.39024,low
0.291771,0.666043,0.402368,0.207458,1.766794,0.204768,0.389588,1.470726,0.237449,0.784859,medium
0.829039,0.147364,0.374766,0.207458,-1.576082,0,-1.10481,-0.920603,-0.591376,0.749301,low
0.75863,0.888811,0.36532,0.089347,0.112375,0,-1.10481,-0.920603,-0.591376,0.770535,low
0.844156,0.693546,0.45819,0.178694,-0.645242,0,-1.10481,-0.920603,-0.591376,0.728443,low
0.450231,0.484248,0.57599,0.497651,0.340712,0.048892,0.630299,0.4687,-0.453397,0.617977,medium
0.870208,0.26908,0.722521,0.582159,-2.078635,0.036332,0.32262,0.136582,-0.492016,0.734347,low
0.617608,0.342694,0.69542,0.583561,-0.267527,0.345782,1.618898,1.644816,1.234975,0.548667,high
0.945744,0.567524,0.422079,0.241277,-0.302777,0,-1.10481,-0.920603,-0.591376,0.691806,low
0.974105,0.210931,0.466611,0.340176,-2.140715,0,-1.10481,-0.920603,-0.591376,0.728913,low
0.584717,0.785916,0.334379,0.089347,0.973968,0.41918,-0.09471,-0.328638,1.868901,0.793789,low
0.916368,0.568217,0.496627,0.241277,-0.302777,0,-1.10481,-0.920603,-0.591376,0.684305,low
0.458632,0.742419,0.460426,0.141612,0.414049,0.155575,1.072248,0.956533,0.042867,0.75866,low
0.111818,0.753593,0.538065,0.353296,-0.299107,0.606271,-1.10481,-0.920603,3.761273,0.690733,medium
0.833999,0.287314,0.481506,0.161482,-1.993221,0.011591,-0.212716,-0.392374,-0.561574,0.587965,low
0.660442,0.665653,0.503004,0.141612,1.912129,0.200126,0.494185,0.526043,0.211268,0.716545,low
0.890273,0.610387,0.425554,0.230959,-0.86331,0,-1.10481,-0.920603,-0.591376,0.71494,low
0.616107,0.708142,0.57885,0.515371,0.483118,0.209089,1.317854,1.582689,0.264189,0.710222,medium
0.626658,0.401863,0.528074,0.440548,-0.664257,0.015671,0.722728,0.618356,-0.550767,0.304059,medium
0.405898,0.666068,0.641954,0.602331,0.681793,0.087791,1.761546,2.456816,-0.319123,0.785478,high
0.73767,0.845647,0.413092,0.250829,1.277346,0.196441,1.271669,1.087671,0.19838,0.790131,low
0.81841,0.487876,0.745858,0.618712,-0.822743,0.008396,0.571888,0.50791,-0.570008,0.521731,high
0.334294,0.485074,0.58016,0.517715,0.691602,0,-1.10481,-0.920603,-0.591376,0.407286,medium
0.440239,0.77975,0.519532,0.417468,0.648197,0.463166,0.507479,0.709286,2.29129,0.717252,medium
0.769555,0.665293,0.568702,0.386152,0.788145,0.199794,1.478779,1.473325,0.22708,0.729838,medium
0.39836,0.455201,0.547724,0.521152,0.35183,0.0473,1.469733,1.531067,-0.458598,0.505778,medium
0.627002,0.725319,0.646977,0.475499,0.681041,0.2617,0.532272,0.448491,0.598405,0.704747,medium
0.51791,0.586976,0.445641,0.290193,0.163458,0.138999,-0.163987,-0.349612,-0.104817,0.715021,medium
0.863942,0.192983,0.311171,0.193877,-1.827195,0,-1.10481,-0.920603,-0.591376,0.614099,low
0.458399,0.347732,0.491119,0.309091,-0.077369,0.019699,-1.10481,-0.920603,-0.539694,0.35531,low
0.839205,0.51394,0.602318,0.372571,-1.006285,0.036884,0.736631,1.225356,-0.48998,0.55467,medium
0.703301,0.680142,0.561338,0.330624,0.788145,0.516567,-1.10481,-0.920603,2.820897,0.716545,medium
0.537205,0.85387,0.662832,0.486312,0.564535,0.343645,1.019703,3.28746,1.285255,0.74043,medium
0.866071,0.509091,0.497024,0.268042,-1.006285,0.284422,0.777464,0.9221,0.759077,0.586681,low
0.66586,0.753058,0.59574,0.574916,1.604788,0.577851,-0.987985,-0.873871,3.455519,0.761905,medium
0.436948,0.650277,0.412237,0.296805,0.784177,0.259514,0.771251,0.565937,0.583615,0.769872,low
0.312956,0.137317,0.701346,0.672209,-0.271823,0.166737,-1.074399,-0.907462,0.029379,0.453591,high
0.888539,0.653869,0.510268,0.325568,-1.130205,0,-1.10481,-0.920603,-0.591376,0.731061,low
0.642953,0.826324,0.484657,0.34907,0.581396,0.18385,1.125067,1.556445,0.120054,0.770976,medium
0.626787,0.341277,0.458472,0.178694,-0.267527,0.464665,1.19143,1.064092,2.306898,0.471397,low
0.124212,0.746912,0.614534,0.330624,-0.368608,0.207056,0.491574,0.217744,0.252185,0.620845,medium
0.691838,0.912682,0.436745,0.283224,0.470312,0.289291,-0.324921,-0.510162,0.793854,0.794335,medium
0.535369,0.061625,0.410508,0.178694,-0.532693,0,-1.10481,-0.920603,-0.591376,0.560663,low
0.395744,0.494567,0.577715,0.520017,0.797162,0.128333,0.549773,0.394086,-0.153654,0.642156,medium
0.588414,0.851743,0.572456,0.392441,1.008143,0.473308,0.619986,0.496324,2.394708,0.766406,medium
0.370823,0.48327,0.531022,0.493515,0.624117,0,1.486373,1.503576,-0.591376,0.618853,low
0.833269,0.690518,0.476364,0.141612,-0.608413,0,-1.10481,-0.920603,-0.591376,0.755533,low
0.703748,0.636087,0.587359,0.417468,0.176345,0.612797,-0.811429,-0.788811,3.830485,0.686872,medium
0.26041,0.437386,0.481048,0.303094,-0.154594,0.036692,0.331855,0.119947,-0.491073,0.28054,low
0.620879,0.250863,0.4197,0.241277,-1.348991,0.066444,1.23358,1.133111,-0.395663,0.671574,low
0.735229,0.100654,0.738872,0.927707,-1.059539,0,0.821522,0.646032,-0.591376,0.631004,medium
0.77354,0.045535,0.399996,0.118111,1.262765,0,-1.10481,-0.920603,-0.591376,0.852492,low
0.82928,0.548618,0.531892,0.250829,-0.289143,0.680138,-1.10481,-0.920603,4.56317,0.614099,low
0.765847,0.685213,0.478965,0.219743,0.788145,0.144213,1.010887,0.810626,-0.079245,0.705815,low
0.863154,0.503565,0.655354,0.534053,-1.006285,0.049172,0.789888,1.299403,-0.452046,0.549191,low
0.566167,0.291062,0.469196,0.379541,-1.065224,0,-1.10481,-0.920603,-0.591376,0.594493,medium
0.640934,0.546664,0.534882,0.31482,0.013753,0.184764,1.312727,1.284748,0.126415,0.68107,low
0.503122,0.10258,0.524118,0.409653,-1.254486,0.036919,-1.098674,-0.918042,-0.49031,0.613721,medium
0.893196,0.324327,0.599235,0.698426,-2.26668,0.002565,-0.970011,-0.859379,-0.584886,0.361615,medium
0.646001,0.854144,0.48532,0.141612,0.413739,0.321335,-0.147412,-0.309403,1.03588,0.804058,low
0.315486,0.744236,0.501492,0.520017,0.456115,0,-1.10481,-0.920603,-0.591376,0.754782,medium
0.952215,0.134763,0.374766,0.193877,-1.226358,0.132412,-1.10481,-0.920603,-0.135861,0.618282,low
0.596909,0.341085,0.63192,0.582862,-1.065224,0.693751,-1.10481,-0.920603,4.699121,0.569337,medium
0.629454,0.060417,0.342767,0.089347,-0.486205,0,-1.10481,-0.920603,-0.591376,0.636076,low
0.213449,0.713537,0.572357,0.477101,0.041732,0.132707,0.502232,1.082271,-0.133763,0.704693,medium
0.610305,0.328858,0.4201,0.250829,-0.160434,0,-1.10481,-0.920603,-0.591376,0.607628,low
0.414281,0.539714,0.315396,0.230959,0.787169,0.082395,0.388325,1.197379,-0.33901,0.765481,low
0.704577,0.714769,0.569525,0.442644,0.845775,0.386382,0.120207,-0.161382,1.576269,0.675822,medium
0.378099,0.434236,0.696618,0.56565,-0.223405,0.071078,1.125444,1.064749,-0.378304,0.542323,high
0.912743,0.035932,0.526114,0.290193,-0.296563,0,-1.10481,-0.920603,-0.591376,0.851239,medium
0.576098,0.686815,0.531603,0.392441,1.295218,0.376182,1.024626,0.93539,1.49182,0.731995,medium
0.331626,0.470975,0.448762,0.275856,0.691602,0.256117,-1.10481,-0.920603,0.562109,0.618117,medium
0.662241,0.682638,0.482188,0.283224,1.912129,0.252752,0.758474,0.904114,0.541434,0.71755,low
0.475683,0.596913,0.581913,0.456432,0.163458,0.085135,0.180954,-0.031956,-0.3291,0.741413,high
0.451905,0.36615,0.618933,0.651754,-0.077369,0.000388,-1.07223,-0.905606,-0.590404,0.59159,medium
0.949175,0.341009,0.659902,0.74633,-2.26668,0.002499,0.167528,-0.043597,-0.58509,0.308665,medium
0.849414,0.453044,0.60247,0.674294,-1.320225,0.022561,0.626098,0.485061,-0.53194,0.325602,low
0.716026,0.671551,0.543521,0.365203,0.788145,0.219842,-0.341304,-0.337054,0.348329,0.73671,medium
0.544293,0.822525,0.443403,0.259722,0.564535,0.210334,-0.957373,-0.859225,0.296705,0.73079,low
0.70533,0.222522,0.595012,0.521152,-2.105121,0.070552,0.25382,-0.028079,-0.381386,0.696911,medium
0.362364,0.457848,0.55843,0.563225,-0.223405,0.172532,0.778049,0.652091,0.060527,0.591689,low
0.758827,0.516906,0.742791,0.732618,-0.558513,0.074663,1.342621,1.795954,-0.36746,0.644555,high
0.63815,0.110787,0.514576,0.429524,-2.531754,0.01139,-0.445917,-0.561553,-0.562096,0.432119,low
0.650924,0.596153,0.762349,0.438417,0.36841,0.291686,0.546325,0.61357,0.811964,0.685557,medium
0.964035,0.139203,0.345164,0.193877,-1.337126,0.072936,-0.55283,-0.653155,-0.373111,0.809538,low
0.594955,0.800667,0.410943,0,0.973968,0.173641,0.143627,0.341618,0.065728,0.759408,low
0.706942,0.539743,0.649923,0.458287,-0.461269,0.288872,0.655719,0.954609,0.79106,0.680153,medium
0.564398,0.652109,0.480127,0.296805,1.274486,0,-0.087179,0.240563,-0.591376,0.728292,low
0.820789,0.982207,0.422471,0.193877,-0.791725,0,-1.10481,-0.920603,-0.591376,0.808894,low
0.292047,0.52287,0.544426,0.395474,0.948716,0.122872,1.282084,2.323323,-0.177128,0.685234,medium
0.506249,0.758561,0.415617,0.219743,0.790178,0.170372,0.534903,0.31509,0.048469,0.781781,low
0.721238,0.250953,0.446273,0.275856,-2.105121,0,-0.451066,-0.569158,-0.591376,0.703557,low
0.397064,0.445064,0.57819,0.566448,0.35183,0.093189,1.011762,0.938326,-0.299478,0.488922,medium
0.456541,0.436446,0.531892,0.523394,0.05366,0.007369,0.786229,0.717719,-0.572615,0.273669,medium
0.072974,0.751085,0.559558,0.31482,-0.299107,0.297075,1.193516,1.084607,0.839997,0.643582,medium
0.83412,0.467483,0.6627,0.60353,-1.006285,0.017223,0.772195,0.628377,-0.546659,0.407259,medium
0.533992,0.534232,0.594442,0.62543,0.377133,0.080356,1.276151,1.283639,-0.347648,0.700379,medium
0.353944,0.254785,0.482415,0.275856,1.305716,0.200924,-1.10481,-0.920603,0.216311,0.29928,low
0.834049,0.343572,0.568599,0.517715,-1.595039,0,-1.10481,-0.920603,-0.591376,0.377999,medium
0.681557,0.689594,0.486199,0.178694,1.468021,0.284995,0.767851,0.733255,0.762272,0.721577,low
0.681583,0.92271,0.45269,0.178694,0.470312,0.23775,-0.77359,-0.776813,0.436823,0.793549,low
0.371681,0.212685,0.529853,0.535072,-1.423953,0.321312,-1.10481,-0.920603,1.037916,0.55386,low
0.615775,0.341191,0.459314,0.290193,-0.160434,0.273576,1.57325,1.585209,0.681982,0.549191,low
0.684365,0.386891,0.92015,0.852643,-1.133685,0,-1.10481,-0.920603,-0.591376,0.433863,high
0.970563,0.270734,0.563199,0.446736,-2.238367,0,-1.10481,-0.920603,-0.591376,0.373624,medium
0.327793,0.232473,0.480127,0.290193,-0.098061,0.017796,-0.748373,-0.758153,-0.545241,0.535258,low
0.276311,0.544083,0.485541,0.448734,1.181791,0.101448,0.101114,0.562074,-0.266519,0.722611,medium
