@relation 'bigdata-change4-normalized - bigdata-change4-normalized-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,60-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R117-precision6-unset-class-temporarily-weka.filters.unsupervised.attribute.Remove-R3-33,35-50,52-59-weka.filters.unsupervised.attribute.Remove-R1-2'

@attribute nani numeric
@attribute wetlands numeric
@attribute lat_dd numeric
@attribute lon_dd numeric
@attribute wsarea_km2 numeric
@attribute lake_area_ha numeric
@attribute ntl numeric
@attribute ptl numeric
@attribute snow_yrmean numeric
@attribute fire numeric
@attribute fire_yrmean numeric
@attribute lst numeric
@attribute lst_yrmean numeric
@attribute npp numeric
@attribute npp_yrmean numeric
@attribute precip numeric
@attribute precip_yrmean numeric
@attribute tmean numeric
@attribute tmean_yrmean numeric
@attribute atmo_pdep_2002 numeric
@attribute atmo_pdep_2007 numeric
@attribute tot_ndep_2000 numeric
@attribute tot_ndep_2007 numeric
@attribute tot_sdep_2000 numeric
@attribute tot_sdep_2007 numeric
@attribute n_cbnf_2007 numeric
@attribute n_crop_n_rem_2007 numeric
@attribute n_fert_farm_2007 numeric
@attribute n_fert_urban_2007 numeric
@attribute human_n_demand_2007 numeric
@attribute n_human_waste_2007 numeric
@attribute n_livestock_food_demand_2007 numeric
@attribute n_livestock.waste_2007 numeric
@attribute n_livestock_n_content_2007 numeric
@attribute n_rock_2007 numeric
@attribute p_crop_removal_2007 numeric
@attribute p_f_fertilizer_2007 numeric
@attribute p_livestock_demand_2007 numeric
@attribute p_livestock_waste_2007 numeric
@attribute p_livestock_production_2007 numeric
@attribute p_nf_fertilizer_2007 numeric
@attribute p_human_food_demand_kg_2007 numeric
@attribute p_human_nonfood_demand_kg_2007 numeric
@attribute p_human_waste_kg_2007 numeric
@attribute p_accumulated_ag_inputs_2007 numeric
@attribute napi numeric
@attribute 'total input' numeric
@attribute legacy numeric
@attribute damdensws numeric
@attribute pctwdwet2011ws numeric
@attribute pcthbwet2011ws numeric
@attribute runoffws numeric
@attribute clayws numeric
@attribute sandws numeric
@attribute omws numeric
@attribute bfiws numeric
@attribute agkffactws numeric
@attribute p2o5ws numeric
@attribute depth numeric
@attribute logchl_A {'\'(-inf-0.980205]\'','\'(0.980205-1.960411]\'','\'(1.960411-inf)\''}

@data
0.550409,0.319427,0.747499,0.929604,-0.097222,-0.133287,0.439791,0.193877,0.628383,-0.156255,-0.316241,-0.865018,-0.64199,0.95085,0.755443,0.816272,0.90395,0.025642,-0.169488,-0.006387,-0.266609,0.622052,0.607564,0.551525,0.505896,-0.867303,-1.086036,-1.055057,0.508819,0.442962,0.420595,0,-1.10481,-0.961101,0.550569,-0.877114,0,-0.966664,-0.920603,-0.850623,1.509537,1.691218,1.883898,1.890435,-1.297934,1.029512,-0.564114,-1.176753,8.864115,0.335,-0.771855,0.769204,0.260334,0.816645,0.132046,0.768408,0,-0.312565,0.489625,'\'(-inf-0.980205]\''
0.423641,0.510183,0.52332,0.366079,-0.096506,-0.10657,0.463696,0.330624,0.670762,-0.156255,0.704726,0.963727,0.778217,0.735893,0.278525,0.681868,-0.742372,0.098224,0.26681,-0.771465,-0.151,0.337487,0.498827,0.130672,0.182888,0.207438,0.063943,-0.362405,0.010948,0.007935,0.006268,0.425204,0.741353,0.642119,0.316157,-0.244879,0.083211,0.696763,0.606271,0.610952,-0.412415,-0.540461,-0.493686,-0.57548,0.597936,0.529548,0.308268,0.97546,-0.056593,0.172543,2.308642,0.349222,0.553355,0.847117,0.055851,0.665922,0.028375,-0.427712,0.555118,'\'(0.980205-1.960411]\''
0.170812,0.347898,0.780376,0.873854,-0.061575,0.077956,0.395592,0.118111,0.710037,-0.156255,-0.316241,-2.188485,-1.773053,0.938268,0.709281,0.748662,0.818333,-1.639962,-1.165655,-0.107651,-0.415042,0.685428,0.633286,0.617625,0.524018,-0.866902,-1.082269,-1.054146,0.006951,0.044192,0.035891,0.002712,-1.094777,-0.956522,0.09182,-0.876034,0.000237,-0.961968,-0.916916,-0.848238,-0.412486,-0.478859,-0.433408,-0.493897,-1.223133,-0.77568,-0.977776,-1.132475,-0.296613,0.334544,-0.111779,0.802761,0.287439,0.7612,0.390027,0.823202,0.000046,-0.412564,0.675322,'\'(-inf-0.980205]\''
0.575215,0.22419,0.748329,0.681978,-0.097039,-0.131332,0.503004,0.259722,0.54333,-0.156255,-0.316241,-0.310032,-0.441934,0.855908,0.446799,0.773085,0.308735,0.161395,-0.202405,0.788145,0.98448,0.795039,0.775182,0.630398,0.532112,0.962487,0.956711,0.925849,0.266189,0.356273,0.332097,0.489968,1.028866,1.099439,0.35577,0.987825,0.40491,1.01804,1.062244,0.753768,0.557515,0.915773,1.018914,1.112187,0.926152,1.201198,1.146795,1.098022,-0.341681,0.16879,-0.03446,0.717568,0.392336,0.875101,0.302611,0.883982,0.162234,0.301168,0.613542,'\'(-inf-0.980205]\''
0.590536,0.396267,0.665608,0.676985,-0.086782,-0.093243,0.510619,0.193877,0.533116,-0.156255,-0.27648,0.241973,-0.065575,0.868098,0.443791,0.705327,0.213966,0.224545,0.142283,1.912129,2.361609,0.813287,0.856992,0.687493,0.638813,1.798233,1.581305,1.583931,0.076074,0.168684,0.147395,0.423823,0.703655,0.748867,0.315126,2.052415,0.686424,0.768123,0.783585,0.483384,-0.212231,-0.139374,-0.094731,-0.065418,1.250674,-0.838104,1.690199,1.152738,-0.037367,0.30653,0.894378,0.716657,0.705978,0.625261,0.647051,0.800382,0.510982,-0.091653,0.843223,'\'(-inf-0.980205]\''
0.143722,0.038847,0.537558,0.165682,-0.081381,-0.124824,0.51937,0.320306,0.264017,-0.156255,-0.316241,2.25498,1.325017,0.68789,0.161666,0.297422,-2.939118,-0.376432,0.046184,-2.404853,-2.620072,0.225824,0.220636,0.050081,0.050277,-0.674636,-0.910526,-1.013732,0,0,0,0.016066,-1.042724,-0.936507,0.146197,-0.837452,0.003459,-0.930176,-0.893619,-0.829499,-0.42969,-0.552344,-0.505273,-0.591376,-0.824013,-0.838104,-0.957574,-0.709456,-0.329659,0.002185,-0.536308,0.24972,0.563437,0.713054,0.086373,0.84765,0.003639,-0.452459,0.45592,'\'(-inf-0.980205]\''
0.454034,0.055603,0.390521,0.68038,1.965107,0.266036,0.456769,0.376103,0.02977,-0.05361,-0.098502,-0.527119,0.364804,0.870673,0.677139,0.801759,0.605929,0.337602,0.645086,0.462852,0.635596,0.737904,0.731975,0.639711,0.558816,-0.583142,-0.02589,-0.154824,0.118903,0.21947,0.196012,0.412783,0.712323,0.44979,0.377283,-0.226962,0.189264,0.822588,0.737776,0.76263,-0.00887,0.080099,0.129732,0.195798,0.664118,1.02188,0.572809,0.995115,-0.256046,0.054446,-0.742212,0.789332,0.736876,0.632112,0.106695,0.78226,0.153114,-0.103643,0.742435,'\'(-inf-0.980205]\''
0.229034,0.130269,0.977818,0.296761,-0.094118,0.075811,0.460426,0.259722,0.664259,-0.156255,-0.316241,1.977931,0.362319,0.644635,0.199331,0.362106,-1.494675,0.868531,-0.558395,-2.072484,-1.525898,0.206131,0.264355,0.13659,0.171493,-0.652628,-0.623107,-0.760475,0.00147,0.000939,0.000738,0.16232,-0.408661,-0.679321,0.298531,-0.704667,0.050579,-0.484185,-0.535977,-0.531338,-0.427777,-0.550967,-0.50393,-0.589532,-0.104857,-0.482211,-0.601806,0.040124,-0.341681,0.123806,-0.641199,0.477518,0.778433,0.541223,0.099956,0.43841,0.036068,0.846793,0.672499,'\'(-inf-0.980205]\''
0.295997,0.314167,0.707877,0.224687,0.301549,-0.112494,0.533894,0.477101,0.81712,0.876488,0.179724,0.790767,-0.233351,0.773499,0.28898,0.551177,-1.080704,-0.565009,-1.056714,-2.105121,-0.71583,0.342189,0.426314,0.191639,0.201885,0.234579,0.103179,-0.363323,0.00571,0.025496,0.020422,0.265337,0.029406,-0.259331,0.351294,-0.212961,0.08283,-0.111178,-0.193256,-0.237194,-0.409353,-0.512458,-0.466335,-0.538234,0.346441,-0.521587,-0.292867,0.47869,-0.313846,0.130354,0.94482,0.652398,0.66694,0.612014,0.137236,0.912032,0.094674,-0.01407,0.536385,'\'(0.980205-1.960411]\''
0.410143,0.65486,0.676317,0.918057,-0.092497,-0.093621,0.430022,0.303094,0.264017,-0.156255,-0.316241,-0.781863,-0.310158,0.884912,0.701741,0.637626,1.024135,0.186221,0.111577,0.470312,0.373373,0.769298,0.777162,0.649477,0.586272,-0.704245,-0.080757,-0.222904,0.240814,0.238808,0.214856,0.292937,0.135162,-0.072009,0.28549,-0.315917,0.073424,-0.071786,-0.130459,-0.245028,0.221602,0.168006,0.220784,0.297548,0.614464,0.207368,-0.193662,0.806309,0.218149,0.671482,0.380469,0.796909,0.254994,0.814614,0.395538,0.853925,0.047743,-0.463867,0.494554,'\'(-inf-0.980205]\''
0.342228,0.213141,0.814567,0.416006,21.558088,16.752446,0.387299,0.178694,0.668352,0.173212,-0.01689,1.560238,0.18168,0.711644,0.259057,0.558515,-1.141127,0.579896,-0.57032,-1.784405,-0.433774,0.29083,0.377979,0.216626,0.218233,-0.00024,0.160753,0.106372,0.022877,0.015509,0.012326,0.270284,0.064693,-0.284504,0.288233,-0.092812,0.213985,-0.052277,-0.144473,-0.173303,-0.38729,-0.528636,-0.482148,-0.559722,0.331594,-0.044472,0.04266,0.421416,-0.278912,0.169648,-0.15846,0.512251,0.731527,0.625345,0.127219,0.747122,0.155835,0.049744,0.775409,'\'(-inf-0.980205]\''
0.349645,0.016714,0.334684,0.442304,0.088325,0.639175,0.470969,0.268042,0.115959,-0.156255,0.437174,0.409777,1.409787,0.760434,0.261256,0.836466,-0.225721,0.74864,1.121224,-0.231715,0.283237,0.51972,0.565874,0.291404,0.274358,-0.720616,-0.289243,-0.256301,0.003557,0.017697,0.014089,0.311506,0.239578,-0.055377,0.299511,-0.43841,0.12462,0.132145,0.031601,0.003873,-0.419829,-0.52504,-0.47864,-0.554938,0.421477,0.135193,-0.054062,0.669555,-0.304618,0.00874,-0.716607,0.390804,0.806598,0.567994,0.131034,0.421483,0.084121,0.571052,0.700898,'\'(-inf-0.980205]\''
0.226736,0.123615,0.536488,0.043576,-0.095741,-0.114696,0.440125,0.230959,0.009127,-0.156255,0.210378,1.200368,1.030035,0.829869,0.585678,0.323622,-1.291702,0.882967,1.07244,-0.532693,-1.049557,0.554208,0.54572,0.225402,0.129589,-0.867303,-1.086036,-1.055057,0.0409,0.099876,0.084137,0,-1.10481,-0.961101,0.370045,-0.877114,0,-0.966664,-0.920603,-0.850623,-0.287313,-0.315331,-0.271614,-0.283345,-1.297934,-0.619494,-0.95614,0.428223,-0.341681,0.072988,-0.319193,0.670105,0.739195,0.516708,0.092732,0.547891,0,-0.001957,0.662161,'\'(-inf-0.980205]\''
0.652904,0.310109,0.762127,0.481866,-0.096671,-0.122859,0.61528,0.595529,0.63439,-0.156255,-0.117935,0.345429,-0.128273,0.813566,0.338082,0.275066,-0.220834,0.587604,-0.348904,-0.659703,-0.31887,0.726602,0.846565,0.368073,0.346679,1.979534,1.664775,1.560348,0.445414,0.176891,0.155155,0.621193,1.637124,2.013452,0.235412,2.075491,0.762524,1.832152,1.938067,1.885316,1.356658,-0.10818,-0.063087,-0.027617,1.238943,1.857034,2.286944,1.119253,-0.341681,0,1.197684,0.524079,0.774621,0.390536,0.117829,0.578025,0.601046,-0.210787,0.553512,'\'(0.980205-1.960411]\''
0.59656,0.711023,0.279613,0.745315,-0.097141,-0.132959,0.55843,0.536083,0,-0.156255,0.182859,0.539072,1.069864,0.748488,0.490664,0.740425,0.237495,1.556707,1.337148,0.456115,0.871641,0.647019,0.593671,0.500772,0.440004,1.088725,1.082446,1.298732,0.007896,0.249718,0.225557,0.452838,0.822014,0.983169,0.368948,1.110746,0.802454,1.620667,1.601948,1.8108,-0.413261,0.227208,0.28246,0.365238,1.383001,2.430834,2.242509,1.656346,1.766602,0.697506,1.694056,0.697183,0.734076,0.832936,0.048884,0.798859,0.183483,-0.406645,0.420277,'\'(0.980205-1.960411]\''
0.468051,0.456625,0.955529,0.44469,-0.096577,-0.121779,0.675636,0.577132,0.792374,-0.156255,-0.316241,-0.566641,-0.728087,0.880981,0.322847,0.709017,-1.060231,-0.491363,-1.248954,-1.032071,-0.306735,0.547774,0.577107,0.295557,0.2711,0.92709,1.152539,1.272928,0.027322,0.015284,0.012146,0.197456,-0.271333,-0.523299,0.31319,1.363352,0.618997,-0.362995,-0.430664,-0.437087,-0.3673,-0.528936,-0.482443,-0.560119,0.688483,0.130103,1.228923,0.313501,-0.341681,0.226945,1.802321,0.313536,0.689624,0.608594,0.139923,0.51665,0.554941,-0.147494,0.536385,'\'(0.980205-1.960411]\''
0.137523,0.103997,0.980603,0.163809,0.723178,1.141062,0.284489,0,0.867758,0.569575,0.066563,-0.425492,-2.246201,0.930601,0.573422,0.516299,-0.077127,-0.096037,-0.918369,-1.813636,-2.156636,0.176906,0.258007,0.150944,0.138981,-0.835032,-1.0381,-1.037411,0.002078,0.003571,0.002811,0.008311,-1.070752,-0.951838,0,-0.86571,0.00141,-0.949082,-0.907685,-0.840457,-0.427777,-0.548345,-0.501378,-0.586024,-0.959945,-0.83001,-0.971705,-0.889189,-0.328768,0.054923,-0.367038,0.686798,0.551613,0.695097,0.091858,0.922569,0.007772,-0.491036,0.900109,'\'(-inf-0.980205]\''
0.52674,0.322953,0.886033,0.446496,-0.091651,-0.132616,0.688707,0.738195,0.7251,-0.156255,-0.316241,-0.566641,-0.69984,0.846323,0.290166,0.794713,-0.518606,-0.361816,-0.885476,-1.032071,-0.306735,0.553847,0.636523,0.328311,0.297674,1.490162,1.253638,1.186529,0.054985,0.013373,0.010611,0.393177,0.620331,0.344219,0.304036,1.374987,0.568139,0.572928,0.494669,0.436345,-0.315509,-0.531971,-0.485399,-0.564156,0.755008,0.24266,1.262734,0.613445,-0.271013,0.004425,1.273072,0.326254,0.758173,0.533649,0.175124,0.603031,0.44955,0.107977,0.411966,'\'(0.980205-1.960411]\''
0.282154,0.108731,0.462718,0.312424,-0.090931,0.10766,0.343572,0.193877,0.742748,-0.156255,-0.275386,0.121069,-0.083857,0.842154,0.390342,0.68189,-0.613993,-0.418334,-0.599847,0.215948,1.3252,0.299536,0.37623,0.148623,0.180703,-0.57144,-0.629802,-0.485979,0.000992,0.006955,0.00549,0.157564,-0.428551,-0.694646,0.316873,-0.722442,0.006606,-0.511505,-0.559713,-0.551147,-0.427448,-0.541931,-0.495121,-0.577449,-0.110605,-0.630648,-0.721705,-0.165317,-0.328541,0.09972,-0.640107,0.511975,0.78699,0.531592,0.096548,0.785796,0.006636,2.073983,0.897705,'\'(-inf-0.980205]\''
0.54138,0,0.411883,0.492989,-0.095375,-0.097946,0.47779,0.303094,0.119026,-0.156255,-0.316241,0.121069,0.809327,0.765701,0.368493,0.776512,1.181939,0.637926,1.023984,0.797162,1.341846,0.727029,0.836368,0.447158,0.453345,-0.251821,0.320119,0.436152,0.110008,0.169605,0.148264,0.530178,1.285912,1.042189,0.345535,0.167541,0.214648,1.27221,1.233369,1.309459,-0.050193,-0.136162,-0.091474,-0.061514,0.801064,1.261925,0.961203,1.031381,0.020131,0,-0.771855,0.642156,0.7608,0.552161,0.10803,0.276909,0.207064,0.016135,0.633492,'\'(-inf-0.980205]\''
0.61772,0.140197,0.628733,0.709647,-0.085325,0.11919,0.545068,0.504263,0.53735,-0.156255,-0.316241,0.489582,-0.081412,0.876043,0.442225,0.712441,0.79648,0.293007,0.220014,0.483118,0.637783,0.817501,0.851836,0.742761,0.713882,1.951475,1.60724,1.474513,0.192621,0.260159,0.235841,0.550461,1.274104,1.636212,0.310413,2.003303,0.679221,1.377209,1.521777,1.021711,-0.021721,0.283025,0.340861,0.428469,1.279592,1.013936,1.912304,1.023784,-0.317486,0.00816,0.091815,0.710014,0.808611,0.44932,0.200041,0.661353,0.666896,-0.155866,0.435597,'\'(0.980205-1.960411]\''
0.512106,0.152838,0.881573,0.439711,-0.092132,-0.126848,0.685618,0.658939,0.736484,-0.156255,-0.195764,-0.479632,-0.609413,0.853827,0.302144,0.824401,-0.601126,-0.387429,-0.870736,-1.032071,-0.306735,0.535185,0.686072,0.333137,0.328082,1.147563,1.10139,1.089126,0.014517,0.008043,0.006355,0.439156,0.832269,0.6156,0.293629,1.166638,0.500807,0.837614,0.781566,0.727383,-0.400685,-0.540244,-0.493478,-0.575192,0.72726,0.567856,1.182421,0.577875,-0.186465,0,0.19884,0.343116,0.729426,0.587098,0.183608,0.578025,0.216877,0.093657,0.479234,'\'(-inf-0.980205]\''
0.131722,0,0.554484,0.341788,-0.097133,-0.128847,0.411807,0.178694,0.876235,-0.156255,-0.316241,-1.302909,-1.371531,0.802059,0.534424,0.791412,0.222588,-2.585475,-4.117219,-0.889733,0.444562,0.409854,0.517267,0.260711,0.298076,-0.867303,-1.086036,-1.055057,0,0,0,0,-1.10481,-0.961101,0.470716,-0.877114,0,-0.966664,-0.920603,-0.850623,-0.42969,-0.552344,-0.505273,-0.591376,-1.297934,-0.838104,-0.984115,-1.176753,-0.341681,0,-0.771855,0.401393,0.379917,0.85205,0.065708,0.760557,0,-0.899711,0.715395,'\'(-inf-0.980205]\''
0.461928,0.28285,0.724748,0.195583,1.38631,0.293548,0.474676,0.525598,0.804428,0.301574,0.010231,1.018615,-0.577371,0.784673,0.382933,0.496442,-0.844735,0.066873,-0.984836,-2.136586,-0.619759,0.315233,0.424316,0.169728,0.171221,0.5298,0.593688,0.719437,0.032308,0.056201,0.046033,0.322682,0.277775,0.046092,0.278031,0.432454,0.397273,0.123186,0.037166,-0.029177,-0.372177,-0.454905,-0.409873,-0.462523,0.545553,0.463315,0.618351,0.571233,-0.330172,0.204936,0.324582,0.698524,0.586976,0.656005,0.137078,0.958043,0.17373,0.490403,0.638979,'\'(0.980205-1.960411]\''
0.470856,0.574273,0.790827,0.535188,-0.096805,-0.110422,0.729519,0.617111,0.720777,-0.156255,-0.316241,-0.33511,-0.366966,0.817553,0.388121,0.865583,-0.363289,0.069215,-0.376915,-0.444408,-0.144748,0.775609,0.878597,0.388818,0.39028,1.991069,1.70593,1.391795,0.012347,0.021483,0.017154,0.546359,1.25117,1.620744,0.340706,2.169286,0.724867,1.578131,1.71126,1.384773,-0.399225,-0.519079,-0.472812,-0.547018,1.219222,0.97967,2.087098,0.673356,-0.341681,0,2.875421,0.641795,0.791539,0.55812,0.262035,0.768408,0.390772,0.301168,0.473747,'\'(1.960411-inf)\''
0.534739,0.571893,0.262705,0.500424,-0.097195,-0.133249,0.584625,0.478682,0,-0.156255,-0.316241,0.028431,1.121632,0.802059,0.426776,0.825747,1.078466,0.962138,1.303655,0.691602,1.003795,0.669963,0.753499,0.525209,0.518926,-0.671525,0.311479,0.599081,0,0,0,0.518453,1.23648,0.935253,0.413257,0.193934,0.279476,1.29944,1.254012,1.363342,-0.42969,-0.552344,-0.505273,-0.591376,0.835683,1.281288,1.038287,1.236608,-0.341681,0.599774,-0.771855,0.640895,0.645826,0.834095,0.093108,0.379802,0.125069,-0.491833,0.468044,'\'(0.980205-1.960411]\''
0.580323,0.066613,0.411276,0.767171,-0.095521,-0.121961,0.512873,0.401335,0,-0.156255,-0.316241,0.560134,0.767763,0.820481,0.557249,0.796221,0.784707,0.680295,0.930929,0.485995,0.636135,0.821619,0.815473,0.629523,0.513851,0.282015,0.370826,0.436954,0.366691,0.44729,0.425041,0.377292,0.436726,0.630792,0.245808,0.172495,0.283068,1.425813,1.440895,1.43254,3.683073,1.729958,1.927933,1.928074,0.802089,1.9918,1.37586,1.071379,-0.209105,0.06642,-0.744087,0.722167,0.831039,0.659934,0.068682,0.762808,0.110634,-0.008274,0.543479,'\'(0.980205-1.960411]\''
0.42195,0.520897,0.281139,0.640455,1.306087,0.461731,0.456196,0.365203,0.003905,0.119142,0.363375,0.124314,0.87745,0.836474,0.462547,0.810295,0.460095,1.061387,1.134409,1.190462,1.888533,0.705114,0.673877,0.600951,0.530452,-0.14986,0.069792,0.102036,0.117539,0.16657,0.145403,0.34027,0.299112,0.330427,0.342469,-0.164438,0.182047,1.011983,0.934739,1.006032,-0.011655,-0.147116,-0.102577,-0.074836,0.764626,1.093684,0.704566,1.012922,-0.168236,0.532517,-0.091264,0.781349,0.741143,0.652721,0.098674,0.661094,0.167173,-0.166445,0.755893,'\'(0.980205-1.960411]\''
0.515127,0,0.385934,0.45104,-0.096007,-0.131846,0.546087,0.475499,0.266334,-0.156255,-0.316241,0.766011,1.129967,0.764792,0.286015,0.718214,0.937486,1.042545,0.993611,-0.223405,0.379294,0.634444,0.824563,0.3632,0.411015,0.077956,0.418957,0.685514,0.014801,0.058812,0.048258,0.457911,0.902105,0.805477,0.316525,0.269048,0.278267,0.870642,0.802323,0.795333,-0.400578,-0.449563,-0.404616,-0.455558,0.75103,0.831473,0.733559,0.936143,-0.15638,0,-0.771855,0.507146,0.82772,0.456446,0.150929,0.523954,0.248996,0.129136,0.372959,'\'(0.980205-1.960411]\''
0.514462,0.692201,0.54502,0.854468,-0.090703,-0.129586,0.720104,0.54671,0.085835,-0.156255,-0.316241,0.475357,0.574575,0.808437,0.513569,0.689657,0.72888,0.816953,0.73303,0.564535,0.569235,0.85391,0.905254,0.683272,0.646316,0.662916,0.61162,0.503191,0.125025,0.164861,0.143794,0.533899,1.036658,1.931503,0.271295,0.51182,0.392658,3.01505,3.169725,3.869519,0.023972,-0.151208,-0.106717,-0.07982,1.317717,2.886573,2.610659,1.549137,-0.204,0.720848,-0.188024,0.740467,0.528578,0.91162,0.156503,0.862361,0.25527,0.357438,0.411966,'\'(0.980205-1.960411]\''
0.130653,0.371926,0.876347,0.62344,-0.097029,-0.126921,0.465031,0.141612,0.757006,-0.156255,-0.316241,-1.035596,-1.458495,0.910576,0.642227,0.587919,-0.514138,-0.552075,-1.260523,-0.86331,-0.909101,0.594255,0.587248,0.383919,0.359237,-0.867303,-1.086036,-1.055057,0,0,0,0,-1.10481,-0.961101,0.020285,-0.877114,0,-0.966664,-0.920603,-0.850623,-0.42969,-0.552344,-0.505273,-0.591376,-1.297934,-0.838104,-0.984115,-1.176753,-0.341681,0.380653,-0.495176,0.661818,0.394757,0.793207,0.561492,0.906814,0,-0.163409,0.753462,'\'(-inf-0.980205]\''
0.324159,0.191542,0.703692,0.071513,-0.096086,-0.126466,0.4197,0.579311,0.76967,-0.156255,-0.316241,1.432198,0.215654,0.795417,0.453974,0.21182,-1.783375,-0.222252,-0.40619,1.262765,-2.266339,0.148472,0.142727,0.032418,0.048842,0.563269,0.26607,-0.058163,0,0,0,0.187495,-0.305697,-0.583779,0.04137,-0.098523,0.045091,-0.392797,-0.456987,-0.460603,-0.42969,-0.552344,-0.505273,-0.591376,0.046187,-0.838104,-0.561345,-0.221451,-0.144947,0.00802,0.423927,0.533539,0.718685,0.624307,0.243075,0.846412,0.041767,0.424135,0.459047,'\'(0.980205-1.960411]\''
0.575704,0.523025,0.774305,0.620512,-0.087713,0.256954,0.497024,0.250829,0.620885,-0.156255,-0.293748,-0.360315,-0.527932,0.849178,0.431765,0.716407,-0.18996,0.035436,-0.344458,0.176345,0.326543,0.741686,0.791903,0.50632,0.454164,1.276596,1.205606,1.187538,0.095348,0.184031,0.161938,0.538003,1.272227,1.338798,0.325031,1.416588,0.489227,1.126053,1.128865,1.005905,-0.218426,-0.078908,-0.033306,0.007648,1.082881,0.509963,1.318159,1.140755,-0.316851,0.32878,2.070823,0.706963,0.64124,0.547427,0.379824,0.800115,0.499848,-0.325229,0.900704,'\'(-inf-0.980205]\''
0.647329,0.489946,0.668285,0.890324,-0.097027,-0.130959,0.531747,0.353296,0.527101,-0.156255,-0.316241,-0.727183,-0.330303,0.89736,0.697531,0.824003,0.950387,0.169688,0.118362,-0.075353,-0.21275,0.847096,0.841398,0.679601,0.632678,-0.867303,-1.086036,-1.055057,0.614557,0.56796,0.549679,0,-1.10481,-0.961101,0.445029,-0.877114,0,-0.966664,-0.920603,-0.850623,3.682308,3.048345,3.462137,3.162537,-1.297934,1.822324,-0.021809,-1.176753,0.157419,0.508048,-0.479195,0.769757,0.360371,0.744808,0.376896,0.787075,0.034622,-0.46908,0.58269,'\'(0.980205-1.960411]\''
0.656945,0.263461,0.823982,0.914493,-0.097073,-0.124331,0.444688,0,0.800912,-0.156255,-0.316241,-1.318193,-1.594823,0.966187,0.611599,0.731265,0.912859,-0.841071,-1.131373,-0.179581,-0.438695,0.62298,0.652776,0.509736,0.470109,-0.867303,-1.086036,-1.055057,0.1717,0.271073,0.246634,0.704903,2.074011,2.428232,0.125492,-0.877114,0.339514,2.012442,2.141491,2.138785,-0.264769,-0.218615,-0.174742,-0.162538,1.203714,2.217517,1.757248,1.367169,-0.341681,0.240589,-0.225932,0.784102,0.312488,0.756738,0.351351,0.760407,0.271778,-0.671899,0.571711,'\'(-inf-0.980205]\''
0.533071,0.059792,0.834247,0.470169,-0.096206,-0.131603,0.63949,0.618712,0.743031,-0.156255,-0.316241,-0.360315,-0.685836,0.870003,0.316126,0.720144,-0.090478,-0.117531,-0.650285,-1.006285,-0.406446,0.625412,0.775745,0.311057,0.329052,1.387124,1.162242,1.044684,0.093561,0.032244,0.025958,0.472616,0.980903,0.852554,0.313509,1.2192,0.608183,0.928049,0.873483,0.846245,-0.265179,-0.500289,-0.454423,-0.52213,0.826556,1.257851,1.495284,0.674844,-0.341681,0,-0.392106,0.407286,0.739063,0.427281,0.271756,0.53714,0.262098,-0.210787,0.556707,'\'(-inf-0.980205]\''
0.653456,0.206319,0.339117,0.748077,-0.097208,-0.133416,0.503566,0.357389,0,-0.156255,0.408735,0.301349,0.939893,0.826179,0.502236,0.75495,0.660675,0.891835,1.103289,0.456115,0.871641,0.703454,0.668155,0.562132,0.481855,0.914811,1.032893,1.261804,0.440105,0.430902,0.408218,0.52831,1.177126,1.464023,0.414369,1.153045,0.510531,2.211195,2.269387,2.641692,1.568902,1.573877,1.750958,1.775806,1.282531,2.322927,2.048521,1.65471,-0.341681,0.216378,-0.771855,0.727355,0.694269,0.846685,0.039031,0.851732,0.142701,-0.38012,0.479234,'\'(0.980205-1.960411]\''
0.60445,0.649057,0.671442,0.685862,-0.096868,-0.1292,0.552252,0.290193,0.546037,-0.156255,0.782282,0.121069,-0.118955,0.858218,0.452107,0.738986,0.355469,0.27409,0.214884,1.912129,2.361609,0.813325,0.867058,0.695359,0.646482,1.4062,1.19911,1.101979,0.361318,0.419573,0.396608,0.449797,0.843234,0.839466,0.370745,1.363058,0.506175,0.823302,0.80457,0.631698,0.957714,1.466389,1.629771,1.669931,1.092138,1.10041,1.251692,1.012142,-0.341681,0.678649,-0.549411,0.720647,0.617231,0.740891,0.575057,0.761053,0.298786,0.246155,0.764471,'\'(-inf-0.980205]\''
