@relation 'bigdata-change4-normalized - bigdata-change4-normalized-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,60-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R117-precision6-unset-class-temporarily-weka.filters.unsupervised.attribute.Remove-R3-33,35-50,52-59-weka.filters.unsupervised.attribute.Remove-R1-2'

@attribute nani numeric
@attribute wetlands numeric
@attribute lat_dd numeric
@attribute lon_dd numeric
@attribute wsarea_km2 numeric
@attribute lake_area_ha numeric
@attribute ntl numeric
@attribute ptl numeric
@attribute snow_yrmean numeric
@attribute fire numeric
@attribute fire_yrmean numeric
@attribute lst numeric
@attribute lst_yrmean numeric
@attribute npp numeric
@attribute npp_yrmean numeric
@attribute precip numeric
@attribute precip_yrmean numeric
@attribute tmean numeric
@attribute tmean_yrmean numeric
@attribute atmo_pdep_2002 numeric
@attribute atmo_pdep_2007 numeric
@attribute tot_ndep_2000 numeric
@attribute tot_ndep_2007 numeric
@attribute tot_sdep_2000 numeric
@attribute tot_sdep_2007 numeric
@attribute n_cbnf_2007 numeric
@attribute n_crop_n_rem_2007 numeric
@attribute n_fert_farm_2007 numeric
@attribute n_fert_urban_2007 numeric
@attribute human_n_demand_2007 numeric
@attribute n_human_waste_2007 numeric
@attribute n_livestock_food_demand_2007 numeric
@attribute n_livestock.waste_2007 numeric
@attribute n_livestock_n_content_2007 numeric
@attribute n_rock_2007 numeric
@attribute p_crop_removal_2007 numeric
@attribute p_f_fertilizer_2007 numeric
@attribute p_livestock_demand_2007 numeric
@attribute p_livestock_waste_2007 numeric
@attribute p_livestock_production_2007 numeric
@attribute p_nf_fertilizer_2007 numeric
@attribute p_human_food_demand_kg_2007 numeric
@attribute p_human_nonfood_demand_kg_2007 numeric
@attribute p_human_waste_kg_2007 numeric
@attribute p_accumulated_ag_inputs_2007 numeric
@attribute napi numeric
@attribute 'total input' numeric
@attribute legacy numeric
@attribute damdensws numeric
@attribute pctwdwet2011ws numeric
@attribute pcthbwet2011ws numeric
@attribute runoffws numeric
@attribute clayws numeric
@attribute sandws numeric
@attribute omws numeric
@attribute bfiws numeric
@attribute agkffactws numeric
@attribute p2o5ws numeric
@attribute depth numeric
@attribute logchl_A {'\'(-inf-0.980205]\'','\'(0.980205-1.960411]\'','\'(1.960411-inf)\''}

@data
0.531224,0.066358,0.530564,0.59372,-0.097046,-0.128993,0.439122,0.219743,0.190365,-0.156255,-0.316241,0.051749,0.488286,0.842154,0.512683,0.788613,0.237529,0.228835,0.659322,0.163458,0.553991,0.759874,0.766438,0.617819,0.578755,-0.053343,-0.115093,-0.229249,0.451577,0.416173,0.393127,0.076836,-0.803157,-0.815648,0.377167,-0.354677,0.12545,-0.769249,-0.762635,-0.741178,1.47456,1.434486,1.593918,1.638336,0.143252,0.906984,-0.232157,0.122712,0.787086,0.069593,-0.771855,0.669584,0.823834,0.363487,0.095677,0.564869,0.01913,-0.850064,0.705514,'\'(-inf-0.980205]\''
0.386088,0.134467,0.715157,0.374664,0.037387,-0.056212,0.535999,0.357389,0.567489,-0.156255,-0.312857,1.01644,0.955265,0.733251,0.194255,0.45876,-1.930726,-1.017863,-0.310866,-1.267747,0.354159,0.388654,0.436309,0.189641,0.174595,-0.08176,-0.194408,-0.414355,0.001941,0.004789,0.003774,0.358082,0.442951,0.216896,0.272042,-0.466068,0.165936,0.361363,0.259363,0.238596,-0.424119,-0.545237,-0.498342,-0.581862,0.402977,0.478844,0.178978,0.625528,-0.325822,0.051011,-0.11867,0.363426,0.470745,0.795654,0.124702,0.899426,0.040109,-0.265034,0.553512,'\'(-inf-0.980205]\''
0.129913,0.562823,0.718863,0.416262,-0.096768,-0.131149,0.688707,0.745738,0.563827,-0.156255,-0.316241,0.212026,0.420082,0.761567,0.240108,0.55789,-0.47715,-0.640646,0.038429,-1.346878,-0.238985,0.49062,0.647154,0.200154,0.251587,-0.867303,-1.086036,-1.055057,0,0,0,0,-1.10481,-0.961101,0.335086,-0.877114,0,-0.966664,-0.920603,-0.850623,-0.42969,-0.552344,-0.505273,-0.591376,-1.297934,-0.838104,-0.984115,-1.176753,-0.341681,0.070262,2.764297,0.555696,0.191494,0.978918,0.064074,0.957862,0,-0.586435,0.348668,'\'(-inf-0.980205]\''
0.177837,0.307452,0.685533,0.386334,-0.093547,-0.123705,0.918189,0.899617,0.518909,-0.156255,-0.316241,0.717361,0.690089,0.752672,0.205256,0.549062,-0.83944,-0.538693,-0.009171,-1.133685,-0.165135,0.448799,0.535068,0.18602,0.193454,-0.71273,-0.821873,-0.790425,0,0,0,0.046388,-0.933507,-0.865654,0.311736,-0.791508,0.01784,-0.85634,-0.837977,-0.785196,-0.42969,-0.552344,-0.505273,-0.591376,-0.593334,-0.789856,-0.883513,-1.176753,-0.341681,0.089888,1.007205,0.433863,0.200798,0.96854,0.056366,0.945124,0.003308,-0.870456,0.33481,'\'(1.960411-inf)\''
0.171895,0.343008,0.683444,0.386507,-0.092395,-0.117275,0.798828,0.681009,0.561639,-0.156255,-0.316241,0.345429,0.540414,0.757325,0.197761,0.550566,-0.820747,-0.504521,0.015235,-1.133685,-0.165135,0.449595,0.554102,0.184224,0.201159,-0.73283,-0.853071,-0.82195,0,0,0,0.040494,-0.955873,-0.878842,0.310766,-0.803326,0.015359,-0.871382,-0.849435,-0.794376,-0.42969,-0.552344,-0.505273,-0.591376,-0.640984,-0.796747,-0.89747,-1.176753,-0.341681,0.083803,1.272916,0.433863,0.196657,0.962017,0.055796,0.946011,0.002707,-0.870456,0.33481,'\'(1.960411-inf)\''
0.326908,0.510635,0.68358,0.387182,-0.096999,-0.105146,0.789253,0.710685,0.588841,-0.156255,-0.316241,0.410813,0.567497,0.755886,0.198808,0.553074,-0.69449,-0.31061,0.148222,-1.133685,-0.165135,0.454086,0.589966,0.180119,0.213922,-0.1135,-0.09064,-0.038876,0,0,0,0.210168,-0.257885,-0.359264,0.370045,-0.340017,0.11662,-0.316016,-0.388849,-0.399222,-0.42969,-0.552344,-0.505273,-0.591376,0.111063,-0.469597,-0.345357,-1.176753,-0.341681,0.158895,2.330198,0.433863,0.164004,0.923681,0.046777,0.948807,0.018463,-0.870456,0.348668,'\'(1.960411-inf)\''
0.316256,0.043083,0.204315,0.456637,2.597113,1.015746,0.532897,0.446736,0.029289,-0.072171,-0.102359,0.671106,1.35983,0.757295,0.33797,0.662767,0.128319,0.72836,1.08117,-0.123031,0.543136,0.457266,0.544678,0.278131,0.308589,-0.294193,0.24786,0.161887,0.017923,0.061471,0.050531,0.296297,0.17367,-0.138443,0.281297,0.089551,0.178235,0.049498,-0.04354,-0.084498,-0.387592,-0.444005,-0.399138,-0.448309,0.476467,-0.329182,0.014732,0.726614,-0.292505,0.025601,-0.639896,0.279587,0.786204,0.622805,0.174989,0.422861,0.094132,0.069615,0.642526,'\'(0.980205-1.960411]\''
0.395536,0.044968,0.278042,0.446495,-0.094803,-0.121279,0.482415,0.259722,0,-0.156255,-0.171903,0.378219,1.235731,0.729204,0.333186,0.623785,0.714123,0.829196,1.148008,-0.147088,0.275813,0.52377,0.695652,0.296843,0.368243,-0.842648,-0.281327,-0.125792,0.011746,0.068421,0.056508,0.35277,0.403531,0.244559,0.332346,-0.432577,0.124118,0.31406,0.214132,0.184533,-0.400747,-0.42855,-0.383908,-0.428222,0.583133,0.35674,0.073508,0.904614,-0.154039,0.047161,-0.771855,0.424816,0.805599,0.608076,0.142692,0.063988,0.0258,-0.585669,0.6912,'\'(-inf-0.980205]\''
0.504665,0.436673,0.255167,0.510882,-0.093637,-0.073315,0.56932,0.463696,0,-0.156255,0.076515,0.292487,0.989809,0.834896,0.52779,0.637232,1.424472,1.087246,1.301901,0.510035,0.779267,0.676614,0.764472,0.543466,0.52203,-0.770771,0.104052,0.229089,0.129221,0.252329,0.228125,0.452201,0.917725,0.574099,0.309451,-0.05284,0.236712,0.921682,0.846968,0.876531,-0.035081,0.240473,0.296317,0.380316,0.680914,1.146974,0.715061,1.058635,-0.215086,0.456268,-0.698393,0.651234,0.801451,0.691883,0.068349,0.568736,0.174199,-0.518941,0.705514,'\'(-inf-0.980205]\''
0.472097,0.392598,0.260721,0.525329,-0.086722,0.04563,0.413517,0.230959,0,-0.156255,0.120556,0.279171,0.97151,0.852776,0.57178,0.648537,0.991684,1.023915,1.278983,1.078597,1.452721,0.706921,0.75794,0.568866,0.523779,-0.78811,0.157046,0.233923,0.054568,0.100561,0.084749,0.466693,0.953139,0.8163,0.300013,0.00974,0.217125,1.356128,1.310197,1.450225,-0.303966,-0.352718,-0.308835,-0.33076,0.776523,1.348315,1.011938,1.08755,-0.341681,0.406189,-0.584792,0.687945,0.759992,0.63863,0.11175,0.456748,0.250958,-0.201434,0.562896,'\'(1.960411-inf)\''
0.309584,0.047199,0.236554,0.420051,0.039098,-0.018119,0.55439,0.458287,0.013265,-0.156255,-0.315793,0.680578,1.354545,0.755113,0.369288,0.548289,-0.04528,0.698201,1.057829,0.139246,1.084493,0.414723,0.495291,0.240522,0.282236,-0.84442,-0.531903,-0.748028,0.013056,0.064005,0.052704,0.274542,0.073476,-0.228906,0.28748,-0.609505,0.140166,-0.051727,-0.137964,-0.182551,-0.403328,-0.437871,-0.393102,-0.44033,0.352447,0.185198,-0.130728,0.605709,-0.334764,0.016049,-0.555673,0,0.785497,0.49409,0.164094,0.487819,0.015505,-0.44464,0.562896,'\'(0.980205-1.960411]\''
0.352513,0.079169,0.215298,0.470563,0.022462,0.200969,0.432903,0.193877,0.003977,-0.156255,0.690619,0.485209,1.307992,0.790382,0.377145,0.718993,0.917554,0.990498,1.282554,-0.162117,0.262994,0.577326,0.670609,0.383783,0.389728,-0.847266,-0.430501,-0.189323,0.054471,0.1161,0.098731,0.22469,-0.191584,-0.307425,0.315245,-0.543355,0.140409,-0.280313,-0.354089,-0.374003,-0.179888,-0.3118,-0.268094,-0.27889,0.488786,0.057205,-0.23647,0.782898,-0.274502,0.083029,-0.771855,0.520629,0.812352,0.443617,0.215168,0.584209,0.012269,0.312269,0.811326,'\'(-inf-0.980205]\''
0.505224,0.520467,0.313328,0.527621,0.213989,1.36878,0.601479,0.581453,0.001551,0.134988,0.449118,0.332309,1.046705,0.800874,0.500246,0.742467,0.983358,0.858088,1.195774,0.691602,1.003795,0.706691,0.75785,0.526844,0.478083,-0.425037,0.47737,0.512063,0.044332,0.109594,0.092852,0.52092,1.201477,1.185398,0.298793,0.402316,0.256484,1.553062,1.537039,1.697815,-0.329242,-0.329246,-0.285483,-0.300942,0.831594,1.451831,1.222672,1.125313,-0.222517,0.530768,-0.044192,0.708622,0.866719,0.47455,0.174749,0.324128,0.401067,-0.141177,0.484522,'\'(0.980205-1.960411]\''
0.398599,0.235468,0.106188,0.456966,0.403313,1.3086,0.520176,0.46718,0,0.003,0.03775,0.198652,1.332695,0.798341,0.399026,0.718911,0.756538,1.039692,1.429034,1.042985,1.396064,0.540736,0.631624,0.343688,0.372083,-0.516902,-0.031801,0.183391,0.012814,0.04406,0.03578,0.319742,0.259128,0.050207,0.292429,-0.213054,0.157408,0.169126,0.06755,0.040954,-0.400693,-0.478637,-0.433194,-0.493605,0.559688,0.106198,0.037841,0.873291,-0.272841,0.229193,-0.496978,0.466194,0.811613,0.567199,0.221239,0.621895,0.132386,-0.40042,0.728576,'\'(0.980205-1.960411]\''
0.488825,0.168821,0.315163,0.648486,0.287566,0.029971,0.487071,0.353296,0.000953,0.163085,0.582035,-0.062296,0.837487,0.881694,0.639338,0.778134,1.105001,0.324806,1.175219,2.046829,1.764026,0.787303,0.739829,0.669114,0.457969,-0.390627,-0.066086,-0.03608,0.148363,0.236819,0.212911,0.448069,0.806903,0.929783,0.349466,-0.877114,0,-0.96613,-0.920182,-0.850354,-0.429682,-0.552285,-0.505255,-0.591321,-1.285902,-0.837751,-0.983845,-1.171838,-0.250518,0.173437,-0.725592,0.787739,0.71431,0.665953,0.099515,0.638259,0.127083,-0.209039,0.60266,'\'(0.980205-1.960411]\''
0.580524,0.098719,0.355998,0.658027,-0.096801,-0.12474,0.458472,0.241277,0,-0.156255,0.06181,0.51793,0.916541,0.778757,0.496176,0.871945,1.119235,1.133363,1.08494,1.833504,1.561712,0.839661,0.830622,0.686915,0.441205,0.089309,0.451236,0.438838,0.153708,0.317951,0.293421,0.581873,1.438007,1.793543,0.396252,0.187923,0.000252,2.285608,2.367295,2.722639,0.328957,0.323939,0.383823,0.47447,1.118693,2.188581,1.800392,1.450854,0.171435,0.103531,-0.771855,0.789784,0.719102,0.689293,0.09961,0.615009,0.209125,-0.158534,0.637936,'\'(0.980205-1.960411]\''
0.476717,0.146106,0.335692,0.671789,0.608853,1.170726,0.474189,0.431805,0.006599,0.222394,0.252155,0.303743,0.793437,0.836398,0.673446,0.81221,0.765465,1.200866,1.097854,1.652689,1.371426,0.832514,0.725051,0.68424,0.364396,-0.326331,0.000031,-0.094946,0.065181,0.259252,0.234946,0.442688,0.750659,0.994911,0.310321,-0.228969,0,1.837414,1.837354,2.126527,-0.176372,0.264359,0.321306,0.407385,0.796748,1.795248,1.315963,1.142696,-0.127442,0.143837,-0.667146,0.786984,0.766305,0.620239,0.075381,0.773678,0.143579,-0.017658,0.475138,'\'(0.980205-1.960411]\''
0.407174,0.520897,0.281293,0.640307,1.305788,0.46173,0.445007,0.379541,0.000779,0.221324,0.450461,0.251307,0.889807,0.803989,0.609671,0.83559,1.020423,1.314157,1.214118,1.622442,1.305813,0.705114,0.667298,0.600951,0.418281,0.178406,0.273776,-0.001015,0.077308,0.168194,0.146933,0.373635,0.489186,0.395248,0.342474,0.037595,0,0.993406,0.919525,0.97376,-0.02052,-0.14595,-0.101393,-0.073418,0.761349,0.753881,0.513267,1.009177,-0.168236,0.532517,-0.091264,0.781349,0.741143,0.652721,0.098674,0.661094,0.167173,-0.166445,0.66237,'\'(0.980205-1.960411]\''
0.229201,0.10965,0.242267,0.631728,-0.097151,-0.129825,0.629514,0.512984,0,-0.156255,-0.220074,0.121069,0.959397,0.771051,0.716228,0.710833,0.927038,0.609768,1.364859,0.993264,0.630683,0.626128,0.592711,0.537084,0.401963,-0.867303,-1.086036,-1.055057,0.015688,0.109013,0.092328,0,-1.10481,-0.961101,0.418638,-0.877114,0,-0.966664,-0.920603,-0.850623,-0.370726,-0.43825,-0.39347,-0.440822,-1.297934,-0.737034,-0.972591,-1.176753,1.986202,0.114996,-0.771855,0.769872,0.675046,0.759475,0.045956,0.637417,0.007105,-0.363469,0.4412,'\'(0.980205-1.960411]\''
0.261321,0.08969,0.318341,0.634982,-0.09719,-0.133224,0.455619,0.365203,0,-0.156255,-0.316241,-0.018538,0.822179,0.797661,0.645256,0.865797,0.989793,1.346871,1.258475,1.16926,0.971704,0.681509,0.610551,0.585264,0.404161,-0.867303,-1.086036,-1.055057,0.069164,0.131342,0.112633,0,-1.10481,-0.961101,0.512747,-0.877114,0,-0.966664,-0.920603,-0.850623,-0.42969,-0.552344,-0.505273,-0.591376,-1.297934,-0.838104,-0.984115,-1.176753,3.534611,0.094063,-0.771855,0.778234,0.704124,0.738376,0.024558,0.735364,0,-0.24918,0.398535,'\'(0.980205-1.960411]\''
0.437317,0.467727,0.213916,0.63697,-0.09586,-0.130222,0.409192,0.340176,0,3.836705,6.691742,0.143961,0.976341,0.862739,0.691156,0.943104,1.299832,1.191402,1.45325,1.115552,0.774527,0.651048,0.629167,0.582134,0.455993,-0.036758,-0.149005,-0.17178,0.068075,0.174612,0.152996,0.349397,0.418895,0.108483,0.326958,-0.52946,0.00017,0.103171,0.021621,-0.05541,-0.000468,-0.232195,-0.188396,-0.179347,0.862632,0.094926,-0.232906,1.114284,-0.341681,0.478802,-0.280924,0.815497,0.633027,0.764047,0.114756,0.76154,0.020015,-0.389197,0.308299,'\'(-inf-0.980205]\''
0.557566,0.011559,0.340908,0.673905,-0.097117,-0.131645,0.488151,0.444706,0,0.688785,0.049942,0.475357,0.892968,0.806339,0.589549,0.799489,0.842189,1.349277,1.176318,2.243338,1.954031,0.756387,0.69895,0.635834,0.361548,-0.318132,-0.0054,0.024386,0.314066,0.415337,0.392271,0.414991,0.662953,0.694897,0.476741,-0.44127,0.000402,1.009679,0.921878,1.022396,1.368335,0.975265,1.08405,1.173854,0.862137,1.351087,0.61356,0.913491,1.388555,0,-0.698441,0.787609,0.832414,0.544393,0.072222,0.726643,0.216719,1.779658,0.36132,'\'(0.980205-1.960411]\''
0.377261,0.476606,0.369374,0.563554,-0.09522,-0.120606,0.55285,0.489241,0,-0.156255,0.02302,0.924803,0.875454,0.607367,0.559427,0.582668,0.862657,1.675385,1.267177,1.108713,0.449978,0.646956,0.675868,0.425094,0.35166,-0.614817,-0.695642,-0.711454,0.242885,0.237282,0.213363,0.0159,-1.04379,-0.936103,0.318168,-0.731196,0.000003,-0.904905,-0.875624,-0.81339,0.131425,0.115332,0.166149,0.236765,-0.701749,-0.253201,-0.84416,-1.176753,-0.006436,0.491725,-0.398927,0.750102,0.712072,0.661892,0.111439,0.528386,0.006465,-0.331638,0.33481,'\'(0.980205-1.960411]\''
0.387184,0.504408,0.415143,0.586294,-0.097193,-0.121852,0.609097,0.558235,0.127681,-0.156255,2.247213,0.256889,0.840065,0.814572,0.397678,0.663371,0.695365,1.119896,1.191248,1.000149,0.328269,0.635445,0.693225,0.450374,0.334971,1.05386,0.929267,0.804492,0.125285,0.107676,0.091126,0.073507,-0.806557,-0.842735,0.367178,0.950059,0.004627,-0.760518,-0.764461,-0.723553,-0.42969,-0.552344,-0.505273,-0.591376,0.514681,-0.838104,-0.869543,-1.176753,-0.341681,0.528999,-0.771855,0.731668,0.715458,0.357094,0.116106,0.564869,0.029531,-0.895878,0.33481,'\'(0.980205-1.960411]\''
0.402121,0.069962,0.364277,0.549601,0.035456,0.171858,0.433964,0.268042,0.022402,-0.112248,-0.21042,0.600324,0.919847,0.788571,0.615801,0.781202,0.973749,1.2034,1.191685,1.136169,0.761895,0.676194,0.680374,0.453859,0.354343,-0.69793,-0.360212,-0.550332,0.111725,0.135977,0.116895,0.371605,0.467961,0.424748,0.362497,-0.541711,0,0.897789,0.837431,0.816471,-0.27229,-0.257399,-0.213692,-0.210675,0.518439,0.89155,0.426338,0.862219,-0.291417,0.068423,-0.731598,0.782403,0.745282,0.513433,0.077997,0.479865,0.097949,-0.06384,0.33481,'\'(-inf-0.980205]\''
0.363097,0.020895,0.414238,0.53972,-0.095655,-0.128299,0.371085,0.353296,0,-0.156255,0.527246,0.924803,0.899603,0.736981,0.628425,0.73563,0.86658,1.076281,1.038329,1.232638,0.835946,0.72023,0.765507,0.441457,0.360493,-0.660157,-0.215426,-0.655053,0.042893,0.076496,0.063512,0.380161,0.503324,0.486713,0.405934,-0.49988,0.00001,1.027509,0.992072,0.945934,-0.38567,-0.45096,-0.40599,-0.457376,0.390597,0.979022,0.555706,0.652574,-0.196992,0.021914,-0.771855,0.765481,0.74969,0.676916,0.149674,0.491435,0.075913,-0.071782,0.33481,'\'(-inf-0.980205]\''
0.136302,0.072805,0.305717,0.556732,-0.097177,-0.133005,0.480588,0.36894,0,-0.156255,0.027772,0.345429,0.939893,0.762957,0.57654,0.822192,0.892969,1.409042,1.312142,1.373287,0.943966,0.688187,0.708746,0.496239,0.398289,-0.867303,-1.086036,-1.055057,0,0,0,0,-1.10481,-0.961101,0.412525,-0.877114,0,-0.966664,-0.920603,-0.850623,-0.42969,-0.552344,-0.505273,-0.591376,-1.297934,-0.838104,-0.984115,-1.176753,4.993381,0.076354,-0.771855,0.724201,0.662412,0.719781,0.116829,0.538542,0,-0.361414,0.33481,'\'(0.980205-1.960411]\''
0.472511,0.197553,0.436264,0.583169,-0.095436,-0.105901,0.597739,0.514183,0.007331,-0.156255,-0.316241,0.806178,0.856136,0.782066,0.522936,0.678582,0.94134,0.997184,1.086538,0.782328,0.223559,0.699981,0.7139,0.507965,0.35649,0.942288,0.876048,0.835492,0.053879,0.093396,0.078371,0.370214,0.503902,0.261768,0.308405,0.818191,0.000114,0.648656,0.551549,0.563009,-0.360464,-0.405565,-0.361212,-0.398491,0.64526,-0.838104,0.171873,-1.176753,0.153039,0.153852,-0.197337,0.745643,0.702718,0.575972,0.057087,0.751294,0.334214,-0.974932,0.33481,'\'(0.980205-1.960411]\''
0.669578,0,0.338113,0.532365,-0.097226,-0.133401,0.515752,0.386152,0,-0.156255,0.120929,0.684675,1.045337,0.808437,0.539516,0.657767,0.359452,1.306971,1.304425,1.376922,1.003615,0.693902,0.679646,0.476851,0.341383,-0.022052,0.787863,0.29818,0.184851,0.249065,0.224916,0.767362,2.331713,3.040211,0.694333,0.243593,0.008172,2.838111,2.995464,3.546043,-0.42969,-0.552344,-0.505273,-0.591376,1.194943,2.661754,2.354139,1.512914,-0.341681,0,-0.771855,0.780696,0.924544,0.236962,0.219509,0.47492,0.069686,-0.720749,0.33481,'\'(0.980205-1.960411]\''
0.624835,0.088131,0.372254,0.559517,-0.097208,-0.133664,0.529558,0.529895,0,-0.156255,-0.316241,0.766011,1.028853,0.790831,0.509421,0.853517,1.132034,1.37587,1.27245,1.108713,0.449978,0.64686,0.71532,0.429186,0.376803,-0.867303,-1.086036,-1.055057,0.675668,0.522163,0.502246,0,-1.10481,-0.961101,0.479553,-0.877114,0,-0.966664,-0.920603,-0.850623,1.891918,1.831077,2.043202,2.025861,-1.297934,1.136232,-0.472898,-1.176753,-0.341681,0.092428,-0.771855,0.74058,0.685406,0.678981,0.092536,0.522495,0,-0.360801,0.33481,'\'(0.980205-1.960411]\''
0.205796,0.040019,0.327262,0.228258,0.467134,-0.086905,0.437429,0.389335,0.460617,0.609301,2.34129,1.169282,1.128704,0.778166,0.380402,0.157056,-1.087924,-0.78532,0.652888,0.781604,0.033733,0.473326,0.457959,0.182135,0.177424,-0.822045,-0.994103,-1.02055,0.00039,0.025268,0.020236,0.100036,-0.695081,-0.787836,0.283908,-0.854422,0,-0.731474,-0.736254,-0.711733,-0.427581,-0.51507,-0.468887,-0.541696,-0.201085,-0.678182,-0.861524,0.2725,-0.33061,0.020185,-0.628381,0.530869,0.713701,0.724507,0.078236,0.732217,0.000132,0.059772,0.690427,'\'(-inf-0.980205]\''
0.461417,0.064974,0.372427,0.212334,-0.094965,-0.11892,0.640514,0.741919,0.154109,-0.156255,-0.113829,0.406474,1.328801,0.739776,0.262921,0.613429,-1.130374,-0.318275,0.556048,0.546904,0.206503,0.444786,0.405915,0.146191,0.116878,-0.867303,-1.086036,-1.055057,0.006331,0.383424,0.359685,0,-1.10481,-0.961101,0.240503,-0.877114,0,-0.966664,-0.920603,-0.850623,-0.409932,1.034437,1.149063,1.234829,-1.297934,0.441774,-0.980263,-1.176753,-0.240686,0.023403,-0.474703,0.556008,0.788944,0.626794,0.009943,0.575363,0,0.0606,0.182159,'\'(0.980205-1.960411]\''
0.129345,0,0.390722,0.230409,-0.096055,-0.12367,0.567873,0.627429,0.760697,-0.156255,-0.197382,-0.619584,0.252323,0.778757,0.483851,0.767165,-0.600098,-0.476459,-0.134079,0.19057,-0.001782,0.437976,0.468702,0.16644,0.15936,-0.867303,-1.086036,-1.055057,0,0,0,0,-1.10481,-0.961101,0.195485,-0.877114,0,-0.966664,-0.920603,-0.850623,-0.42969,-0.552344,-0.505273,-0.591376,-1.297934,-0.838104,-0.984115,-1.176753,0.038965,0,-0.771855,0.128428,0.868163,0.502785,0.056023,0.615043,0,1.817714,0.399055,'\'(0.980205-1.960411]\''
0.703812,0.530502,0.320137,0.172715,-0.097095,-0.126999,0.500536,0.379541,0,-0.156255,1.132267,2.25498,2.022121,0.48865,0,0.530805,-4.01339,2.316975,1.769038,0.217849,-0.958104,0.384563,0.325962,0.014568,0.035812,2.133472,1.680676,1.521425,0.084411,0.139213,0.11988,0.723292,2.115468,2.751725,0.302535,1.494067,0.004871,1.805881,1.878534,1.920337,-0.391686,-0.240911,-0.197155,-0.190166,1.104605,0.289257,1.348803,1.205271,-0.341681,0.250951,2.329658,0.35531,0.507873,0.755028,0.0565,0.689658,0.509397,-0.886954,0.43868,'\'(-inf-0.980205]\''
0.228687,0.039238,0.361796,0.265889,-0.028998,-0.067298,0.510969,0.614398,0.568071,-0.156255,-0.277401,0.996437,1.074422,0.795242,0.317879,0.718363,-1.250654,-0.317679,0.008056,0.064784,0.715165,0.364739,0.397724,0.184524,0.151024,-0.778131,-0.934881,-1.023303,0.000186,0.033243,0.026782,0.131335,-0.544016,-0.756467,0.152934,-0.840258,0,-0.616432,-0.646844,-0.628058,-0.42905,-0.500107,-0.454245,-0.521888,-0.111139,-0.598922,-0.799453,-1.176753,-0.256559,0.006385,-0.555807,0.315032,0.707512,0.73552,0.080375,0.809996,0.000337,0.664213,0.399055,'\'(0.980205-1.960411]\''
0.860704,0,0.319059,0.221999,-0.097223,-0.132916,0.482188,0.382889,0,-0.156255,-0.316241,2.25498,2.014129,0.63418,0.078892,0.265509,-3.550903,1.269179,1.697308,0.781604,0.033733,0.78619,0.64205,0.224256,0.107464,-0.867303,-1.086036,-1.055057,0.176725,0.844169,0.837294,0,-1.10481,-0.961101,0.362852,-0.877114,0,-0.966664,-0.920603,-0.850623,-0.110457,3.88611,4.463895,3.915322,1.187463,2.048224,-0.920693,-1.176753,-0.341681,0,-0.771855,0.348664,0.642749,0.788733,0.048884,0.065124,0,-0.441634,0.33481,'\'(-inf-0.980205]\''
0.129314,0.11102,0.303582,0.176282,-0.096353,-0.131548,0.716723,0.680681,0,-0.156255,-0.316241,2.25498,2.030078,0.556255,0.012617,0.535336,-4.276421,2.416107,1.800553,0.217849,-0.958104,0.359937,0.29308,0.020535,0.03743,-0.867303,-1.086036,-1.055057,0,0,0,0,-1.10481,-0.961101,0.260637,-0.877114,0,-0.966664,-0.920603,-0.850623,-0.42969,-0.552344,-0.505273,-0.591376,-0.638118,-0.838104,-0.984115,-1.176753,-0.341681,0.092394,-0.559283,0.35531,0.654986,0.666381,0.015333,0.631561,0.000376,0.372372,0.250501,'\'(1.960411-inf)\''
0.185382,0,0.402131,0.217288,-0.095717,-0.130806,0.497222,0.554797,0.515085,-0.156255,-0.316241,0.846034,0.69063,0.812553,0.441778,0,-1.098471,-1.998752,0.088093,-0.225294,-0.224958,0.47499,0.443968,0.183041,0.116761,-0.867303,-1.086036,-1.055057,0.001719,0.06418,0.052855,0,-1.10481,-0.961101,0.294523,-0.877114,0,-0.966664,-0.920603,-0.850623,-0.424057,-0.442711,-0.397868,-0.446624,-1.297934,-0.752919,-0.983019,-1.176753,-0.044027,0,-0.771855,0.328312,0.860702,0.596347,0.123279,0.656123,0,1.653992,0.409087,'\'(0.980205-1.960411]\''
0.259803,0.066141,0.339306,0.226615,0.432587,-0.055531,0.421686,0.434047,0.365957,0.172445,-0.198576,1.53806,1.339516,0.772206,0.335823,0.015643,-1.41573,-0.812978,0.647601,0.546904,0.206503,0.428863,0.387205,0.142021,0.111581,-0.815553,-1.010994,-1.011141,0.002475,0.081431,0.067823,0.132388,-0.552121,-0.722386,0.201981,-0.859378,0,-0.617923,-0.644717,-0.633889,-0.420781,-0.403184,-0.358857,-0.395417,-0.120534,-0.507171,-0.796532,0.183135,-0.32833,0.04256,-0.578597,0.532943,0.741347,0.716888,0.087243,0.62061,0.001235,0.512911,0.649545,'\'(-inf-0.980205]\''
