LAT_DD,LON_DD,WSAREA_km2,lake_AREA_HA,NTL,PTL,SNOW_YrMean,FIRE,FIRE_YrMean,LST,LST_YrMean,NPP,NPP_YrMean,Precip,Precip_YrMean,Tmean,Tmean_YrMean,Atmo_Pdep_2002,Atmo_Pdep_2007,Tot_Ndep_2000,Tot_Ndep_2007,Tot_Sdep_2000,Tot_Sdep_2007,N_CBNF_2007,N_Crop_N_Rem_2007,N_Fert_Farm_2007,N_Fert_Urban_2007,Human_N_Demand_2007,N_Human_Waste_2007,N_Livestock_Food_Demand_2007,N_Livestock.Waste_2007,N_Livestock_N_Content_2007,N_Rock_2007,nani,P_Crop_removal_2007,P_f_fertilizer_2007,P_livestock_demand_2007,P_livestock_Waste_2007,P_livestock_production_2007,P_nf_fertilizer_2007,P_human_food_demand_kg_2007,P_human_nonfood_demand_kg_2007,P_human_waste_kg_2007,P_Accumulated_ag_inputs_2007,NAPI,Total Input,Legacy,DamDensWs,PctWdWet2011Ws,PctHbWet2011Ws,wetlands,RunoffWs,ClayWs,SandWs,OmWs,BFIWs,AgKffactWs,P2O5Ws,Depth,logchl_A,lat_dd,lon_dd,wsarea_km2,lake_area_ha,ntl,ptl,snow_yrmean,fire,fire_yrmean,lst,lst_yrmean,npp,npp_yrmean,precip,precip_yrmean,tmean,tmean_yrmean,atmo_pdep_2002,atmo_pdep_2007,tot_ndep_2000,tot_ndep_2007,tot_sdep_2000,tot_sdep_2007,n_cbnf_2007,n_crop_n_rem_2007,n_fert_farm_2007,n_fert_urban_2007,human_n_demand_2007,n_human_waste_2007,n_livestock_food_demand_2007,n_livestock.waste_2007,n_livestock_n_content_2007,n_rock_2007,p_crop_removal_2007,p_f_fertilizer_2007,p_livestock_demand_2007,p_livestock_waste_2007,p_livestock_production_2007,p_nf_fertilizer_2007,p_human_food_demand_kg_2007,p_human_nonfood_demand_kg_2007,p_human_waste_kg_2007,p_accumulated_ag_inputs_2007,napi,total input,legacy,damdensws,pctwdwet2011ws,pcthbwet2011ws,runoffws,clayws,sandws,omws,bfiws,agkffactws,p2o5ws,depth
40.222924,-104.952362,30.919966,72.496236,3.528016,2.267172,1.393345,0.041393,0.041393,1.555589,1.310947,0.251983,0.219706,1.756256,1.499481,1.384443,1.032938,0.886566,0.964731,0.840907,0.903723,0.29624,0.2813,1.466388,1.813783,1.612077,0.118371,1.067489,0.955366,1.577341,1.466618,0.977892,0.401628,0.6231080283,1.007453,0.59076,1.119829,0.945486,0.728923,0.014828,0.322631,0.26973,0.437877,2.909002,1.977244,3.159005,6.727868,0.038682,0.368448,0.422144,0.3017289083,1.961935,1.419129,1.201397,0.201397,1.779584,0.098635,0.106201,0.875061,2.172019,0.6176078931,0.3426939303,-0.09614487236,-0.1247971175,0.6954199417,0.5835606859,0.7285905969,-0.156254776,-0.3162411584,1.021549648,0.5660770509,0.7697304817,0.3352308794,0.6574393997,-1.410640505,0.5481829986,0.07370954515,-0.2675273011,0.08341216878,0.4720009439,0.6040270362,0.1020908184,0.1199898487,1.48552346,1.357872537,1.226051314,0.07047025415,0.3697575716,0.3457819006,0.6090114988,1.618897895,1.763744869,0.3291495744,1.572645469,0.3813507625,1.621223453,1.644815768,1.725069106,-0.2977177663,1.034584712,1.14922291,1.234975026,1.153684254,0.9326341497,1.440093185,1.313541905,0.2425403672,0.1943869379,0.5768863878,0.5486668708,0.7058170679,0.4232243208,0.09793036382,0.8482772301,0.6513312554,1.222380168,0.6277884619
47.742559,-92.040842,251.244527,30.92002,2.447158,1.113943,1.504312,0.041393,0.041393,1.379355,0.916143,0.54211,0.438321,1.759036,1.789035,1.293865,0.647864,0.880428,0.929183,0.892207,0.911858,0.66948,0.642236,0,0,0,0,0,0,0,0,0,0.050395,0.1291870521,0,0,0,0,0,0,0,0,0,0,0,0.881374,0,0,1.520736,0.336378,0.7725887947,2.467685,0.969306,1.784277,1.218008,1.693225,1.10E-05,0.067927,0.568202,0.679428,0.9457441024,0.5675243387,-0.08838943595,-0.1300312256,0.422079175,0.2412766056,0.7866160771,-0.156254776,-0.3162411584,-1.006764966,-1.731878367,0.8769520567,0.6122164292,0.6584800689,-0.1691913177,-0.4160766883,-1.757229894,-0.3027770712,-0.1723072763,0.5220262491,0.6129098831,0.344015691,0.3478485942,-0.8673031116,-1.086036462,-1.055057433,0,0,0,0,-1.104809537,-0.9611005299,0.02088983207,-0.8771139859,0,-0.9666635079,-0.9206029358,-0.8506230455,-0.4296904683,-0.5523441956,-0.5052730143,-0.5913755086,-1.297934405,-0.8381044685,-0.9841149146,-1.17675306,-0.3416808224,0.8023146126,0.3028658119,0.691806391,0.3778049689,0.859853598,0.6906273157,0.7711148996,7.26E-05,0.04870158077,0.5250491166
48.392477,-112.519232,0.203768,8.30335,2.623249,1.447158,0.37017,0.041393,0.041393,1.660148,1.299589,0.12344,0.161162,0.95255,1.300876,1.366283,0.871889,0.56039,0.941416,0.444394,0.471506,0.256088,0.223865,0,0,0,0,0,0,0,0,0,0.834236,0.1411210502,0,0,0,0,0,0,0,0,0,0,0,0.881374,0,0,0,0,0,2.598791,1.63488,1.236002,0.152288,1.838849,0,0.059901,0.39794,0.863323,0.9741047381,0.210930786,-0.09722608419,-0.1328784808,0.4666112495,0.3401764684,0.1935646816,-0.156254776,-0.3162411584,2.224941432,0.4999678483,0.7222251377,0.261055539,0.3565789385,-2.262150122,0.3548583954,-0.6920418839,-2.140715477,-0.08430750215,0.08534044024,0.1320765224,0.07606529197,0.08373115729,-0.8673031116,-1.086036462,-1.055057433,0,0,0,0,-1.104809537,-0.9611005299,0.7088281087,-0.8771139859,0,-0.9666635079,-0.9206029358,-0.8506230455,-0.4296904683,-0.5523441956,-0.5052730143,-0.5913755086,-1.297934405,-0.8381044685,-0.9841149146,-1.17675306,-0.3416808224,0,-0.7718548615,0.7289125698,0.863143257,0.4491465624,0.06929920145,0.9012308946,0,-0.1974170465,0.468043761
39.469199,-79.499113,4.874138,60.887191,2.100371,0.60206,1.103674,0.041393,0.046495,1.353624,1.171968,0.620984,0.458303,2.271377,1.996043,1.287858,0.996165,1.102746,1.108328,1.204234,1.118835,1.65441,1.576501,0.406069,0.720292,0.302658,0.62651,1.274854,1.15816,0.624907,0.543902,0.234871,0.515831,0.5369429361,0.21536,0.083489,0.300131,0.218169,0.12816,0.236906,0.451632,0.385409,0.589864,1.818635,2.143494,1.680158,3.893236,0.081316,0,0.052973,0.0266484694,2.828015,1.292991,1.470141,0.259735,1.60206,0.005685,0.09493,0.69897,0.499687,0.5847174052,0.785915516,-0.09706168691,-0.1262586021,0.3343793806,0.08934719531,0.5771194488,-0.156254776,-0.1892951212,-1.302908521,-0.2428497737,0.9061013414,0.6375336547,0.8502705366,0.718345768,-0.4800249753,-0.1011377206,0.9739675357,1.116397011,0.8263000485,0.8389141853,0.9824227878,0.9376496969,-0.2157634554,-0.1155079585,-0.6267926475,0.3729825627,0.4415848025,0.419180467,0.2412766477,-0.09471016598,-0.3066446557,0.4293798699,-0.3534367561,0.05389429517,-0.2730709133,-0.3286377104,-0.3977621726,1.678828883,1.669103453,1.858785932,1.868900852,0.2347560162,1.08152083,-0.1339251156,0.2643135614,0.8864493221,0,-0.6026072346,0.7937885231,0.6138369109,0.6245376245,0.1319421488,0.6896583767,0.03754061122,0.876753075,0.568831501
47.069361,-92.001051,7.203736,39.886819,2.741939,1.113943,1.463654,0.041393,0.041393,1.356267,0.919757,0.718201,0.422455,2.019573,1.74299,1.246775,0.702789,0.880428,0.929183,0.931801,0.908333,0.714589,0.703771,0,0,0,0,0,0,0,0,0,0.054273,0.1304269713,0,0,0,0,0,0,0,0,0,0,0,0.881374,0,0,1.545806,0.10767,0.7793720232,2.441179,1.085157,1.671119,1.219463,1.698924,0.000677,0.05858,0.763428,0.783189,0.9163675915,0.5682172259,-0.09697968494,-0.1289023784,0.4966270477,0.2412766056,0.7653557026,-0.156254776,-0.3162411584,-1.272489671,-1.710843092,0.9420296068,0.5921141822,0.7560098646,-0.3666070944,-0.9173793077,-1.49607399,-0.3027770712,-0.1723072763,0.5606364233,0.6090608314,0.3732542214,0.3866956139,-0.8673031116,-1.086036462,-1.055057433,0,0,0,0,-1.104809537,-0.9611005299,0.02429335987,-0.8771139859,0,-0.9666635079,-0.9206029358,-0.8506230455,-0.4296904683,-0.5523441956,-0.5052730143,-0.5913755086,-1.297934405,-0.8381044685,-0.9841149146,-1.17675306,-0.3416808224,0.8155411209,-0.4278514638,0.68430455,0.4622838188,0.7750881304,0.6914755989,0.7762069933,0.004470535408,-0.2379257316,0.5904126596
36.579793,-81.997015,1820.246989,3121.566699,2.598791,0.778151,0.103097,0.041393,0.042663,1.456591,1.236755,0.335529,0.509449,1.640951,1.970717,1.392798,1.099521,1.005248,1.025612,1.094435,1.014346,1.16858,1.026902,0.328809,0.969894,0.745965,0.144675,0.511961,0.42984,1.263928,1.172267,0.65262,0.53217,0.4809183201,0.373159,0.298107,0.859206,0.691819,0.520194,0.034075,0.102231,0.081833,0.152063,2.466688,2.118203,2.489566,6.138204,0.001191,0.034223,0.001521,0.01792343866,2.703895,1.526175,1.451739,0.240268,1.726076,0.038461,0.051563,1.585461,0.363612,0.4586316667,0.7424191401,-0.03316046478,0.2590561032,0.4604260074,0.1416118765,0.05391019795,-0.156254776,-0.284641498,-0.1178394037,0.1342427524,0.8006063867,0.7023357174,0.61427596,0.6097617315,0.63712722,0.3902965926,0.4140486551,0.5213680464,0.7192293178,0.7248195586,0.6675198812,0.5906880787,-0.3397274956,0.2208082237,0.0004922001389,0.08612991374,0.1773334021,0.1555748186,0.488002712,1.072248388,0.8573912918,0.4437197979,0.03027304685,0.1924357298,1.018932511,0.9565326346,0.9875129481,-0.1264149206,-0.04949936939,-0.00331785568,0.04286730699,0.7809154299,1.058871248,0.7275723918,1.095279999,-0.3236929356,0.01805547642,-0.7669952983,0.7586595518,0.7838752889,0.6107528799,0.1205926439,0.8004674826,0.2539752767,-0.4531032058,0.8656372164
28.632143,-81.355341,4.001891,39.15272,2.905796,1.491362,0,0.041393,0.041393,1.543775,1.476351,0.419618,0.458489,2.129206,1.909716,1.479935,1.371268,0.881067,0.939463,1.170242,1.078838,1.042787,0.823248,0,0,0,1.579253,1.797053,1.675074,0,0,0,0.439668,0.7285572546,0,0,0,0,0,0.657739,0.867194,0.776188,1.04357,0,3.394657,2.219524,0,0,0.893729,0.581436,0.5166909476,2.463893,0.711807,1.966939,0.146128,1.736203,0,0.060404,0.491362,1.450249,0.1118180588,0.7535927144,-0.09709239005,-0.1289947955,0.5380652366,0.3532964345,0,-0.156254776,-0.3162411584,0.8855798073,1.528810503,0.8316829671,0.637769317,0.7970500397,0.3482228066,1.564755301,1.682391878,-0.2991073737,-0.09835667724,0.7931526766,0.7952402791,0.5859839914,0.4621213939,-0.8673031116,-1.086036462,-1.055057433,0.9401826484,0.6224644501,0.6062705512,0,-1.104809537,-0.9611005299,0.3625353912,-0.8771139859,0,-0.9666635079,-0.9206029358,-0.8506230455,5.424341973,3.713133167,4.255783903,3.761272901,-1.297934405,2.202011089,0.4401518204,-1.17675306,-0.3416808224,0.471516316,1.085820996,0.690733163,0.1900360299,0.9966837809,0.06570784426,0.8095160233,0,-0.1819924677,0.4993223453
45.181776,-108.13271,50812.88323,5253.904341,2.682145,0.845098,1.393481,0.04502,0.056688,1.60433,1.243854,0.173278,0.12282,1.600043,1.448928,1.355347,0.857202,0.586073,0.889538,0.50945,0.595296,0.331386,0.327673,0.56387,0.692884,0.631848,0.004698,0.042135,0.032026,0.540932,0.48036,0.162075,0.440332,0.3426955137,0.178826,0.242055,0.279747,0.194679,0.126702,0.002492,0.004537,0.003548,0.007145,1.776167,0.753321,1.57719,4.231349,0.001646,0.294263,0.229704,0.2142456853,2.100787,1.356538,1.591916,0.200127,1.774201,0.00492,0.085152,1.700704,0.665581,0.8339985687,0.2873140107,1.69138297,0.5275001032,0.4815055999,0.1614820777,0.7286617123,-0.09831935687,0.06432325547,1.58252019,0.1755624592,0.7406436539,0.2124761645,0.5989624004,-1.62738412,0.2384378083,-0.7618752343,-1.993221204,-0.4574990564,0.1487799384,0.2672464813,0.1248715803,0.1492651042,0.03742900514,-0.1524377664,-0.1609847559,0.00279687807,0.01459475019,0.01159138084,0.2088538928,-0.21271623,-0.5094869385,0.363118151,-0.4422741629,0.1562527233,-0.3201776482,-0.392373911,-0.4029141011,-0.4075110798,-0.5300280002,-0.4835099493,-0.5615742755,0.1989652738,-0.1634610827,-0.2435196283,0.3894648131,-0.3168209889,0.1552481856,-0.03795538659,0.5879653556,0.6601755482,0.7157579962,0.0971899379,0.8434674844,0.03248897224,0.5769090758,0.9042216815
41.204516,-86.405544,35.78953,744.976884,2.767156,0.778151,1.107584,0.041393,0.041393,1.462477,1.200124,0.488651,0.298458,2.131522,1.953127,1.350345,1.039711,1.266107,1.281427,1.148954,1.162977,1.181563,1.142229,1.568866,1.889535,1.795356,0.204785,0.645841,0.552932,0.981024,0.861001,0.520011,0.409691,0.5815302416,1.121284,0.978556,0.646902,0.533162,0.305755,0.042549,0.131279,0.10576,0.192438,2.918819,0,3.182635,6.042927,0,0.382505,0.563802,0.3548925368,2.555094,1.282466,1.540418,0.44261,1.771424,0.054411,0.072422,1.41162,0.665581,0.6604418708,0.665652704,-0.09597346345,-0.04013726276,0.5030042352,0.1416118765,0.5791640173,-0.156254776,-0.3162411584,-0.05009617703,-0.07896786583,0.8571953358,0.4350097876,0.7979170145,0.5343454319,0.1851883774,0.1059136223,1.912129429,2.361608562,0.7723936377,0.8871141394,0.6759351384,0.6634939654,1.649949903,1.459941524,1.485393349,0.1219154269,0.2237068483,0.2001263159,0.3787734527,0.4941854448,0.4878831829,0.3362260687,1.849441079,0.6316830469,0.5283051445,0.526043304,0.2297801708,-0.0509943193,0.09337937103,0.1434478877,0.2112682571,1.161957724,-0.8381044685,1.465243895,1.060013577,-0.3416808224,0.2018031735,1.029480735,0.7165452587,0.6061620536,0.677181386,0.2385605654,0.8409862168,0.3593002985,0.1865415047,0.8074335771
46.471362,-89.57932,419.121157,5280.382652,2.460898,1.079181,1.560974,0.041393,0.041393,1.353624,0.918155,0.640489,0.444253,1.738083,1.735902,1.28491,0.757065,0.782823,0.82676,1.005646,0.946118,0.768673,0.682485,0,0,0,0,0,0,0,0,0,0.114112,0.129174155,0,0,0,0,0,0,0,0,0,0,0,0.881374,0,0.001027,1.365338,0.422432,0.7018156354,2.549423,1.10475,1.680723,1.167514,1.762311,2.60E-05,0.066456,0.835691,0.853698,0.8902725583,0.6103872237,-0.08248016953,0.5308335076,0.4255539165,0.2309590718,0.8162450638,-0.156254776,-0.3162411584,-1.302908521,-1.720167528,0.9133097598,0.6197322826,0.6506364928,-0.3969965618,-0.5114082864,-1.238003933,-0.8633104395,-0.9091012654,0.6326465337,0.6503193894,0.4083101233,0.373257771,-0.8673031116,-1.086036462,-1.055057433,0,0,0,0,-1.104809537,-0.9611005299,0.07681107524,-0.8771139859,0,-0.9666635079,-0.9206029358,-0.8506230455,-0.4296904683,-0.5523441956,-0.5052730143,-0.5913755086,-1.297934405,-0.8381044685,-0.9841149146,-1.17675306,-0.326169857,0.7203292541,0.5778065418,0.7149402281,0.4765710852,0.7822823858,0.6611886809,0.8328436918,0.0001716896907,0.003593120673,0.6146070072
40.188536,-83.965492,21.926999,152.662467,3.067071,2.037426,0.970037,0.041393,0.051763,1.434057,1.235935,0.5284,0.308202,2.054153,1.991658,1.340543,1.059011,1.017275,1.041795,1.193361,1.119698,1.319626,1.230786,1.771019,2.014026,1.8065,0.274177,0.672402,0.577694,1.449945,1.304517,0.955161,0.412305,0.6206983739,1.199383,1.066285,1.036986,0.922589,0.546738,0.036449,0.140561,0.113465,0.205126,3.074342,2.084504,3.643719,5.961365,0.018485,0,0.09022,0.04538585523,2.532754,1.424531,1.371512,0.199941,1.73711,0.088872,0.07616,0.60206,1.554489,0.6161072953,0.7081417283,-0.09646142529,-0.1147048398,0.5788504574,0.515370935,0.5072396548,-0.156254776,-0.05821873462,-0.3771880056,0.129469945,0.8718852832,0.447355451,0.7689545916,0.6995452863,0.08083993238,0.1976807403,0.4831182194,0.6377826908,0.8156972192,0.8398565205,0.7654241366,0.7193999624,1.97430536,1.627681918,1.501162246,0.1632268281,0.2329070657,0.2090885894,0.559823892,1.317854475,1.700406115,0.3385202465,2.039349456,0.688314371,1.429776081,1.582688574,1.081307728,-0.10528576,0.139034854,0.1907095609,0.2641889074,1.293027792,1.028691806,1.956000987,1.029823711,-0.06249854925,0,-0.4836038488,0.7102224967,0.7097562203,0.550655678,0.09708149757,0.8103264337,0.5868617766,0.3011678976,0.5363851007
40.430319,-101.554396,2841.33135,651.82394,2.866287,1.78533,1.297641,0.041393,0.042747,1.554399,1.302273,-0.013143,0.183838,1.697097,1.737599,1.40761,1.026038,0.817484,0.934444,0.857919,0.959223,0.396657,0.424364,0.863719,1.657537,1.608531,0.003735,0.056738,0.043297,1.106337,0.984063,0.616434,0.359616,0.4443634961,0.946884,0.851452,0.724192,0.567184,0.416247,0.000411,0.006189,0.004842,0.009736,2.543929,0.861601,2.977661,4.727488,0.001312,0.054612,0.003102,0.02884984938,1.097669,1.27025,1.646571,0.268758,1.861124,0.071936,0.047093,1.079181,1.706888,0.626658041,0.4018632677,0.002781759716,-0.05186446225,0.5280737111,0.4405475933,0.6785462543,-0.156254776,-0.2825514418,1.007853684,0.5155900617,0.6717484693,0.2897860668,0.6352937345,-0.389720754,0.794810261,0.04090161178,-0.66425663,-0.1344615466,0.4885902323,0.6646291261,0.167178617,0.2103060919,0.5185381623,1.147345144,1.22103368,0.002223571645,0.01965294734,0.01567076801,0.427156813,0.7227281765,0.7565608773,0.2922777307,1.425363679,0.5496341483,0.7069197216,0.6183563315,0.62021013,-0.4260324712,-0.5219022883,-0.4755726871,-0.5507674182,0.8460118021,-0.06648995648,1.247078779,0.5731087927,-0.3218654508,0.02881236824,-0.7619440364,0.3040586245,0.5972541147,0.7566994818,0.1372026709,0.9211337526,0.4750257535,-0.5901765006,0.6961298017
35.371336,-86.381676,2.374501,12.423753,3.316599,2.330414,0,0.041393,0.041393,1.548878,1.350965,0.206624,0.350565,1.845284,1.909601,1.402863,1.19774,1.05187,1.101984,1.177254,1.045104,1.16459,0.934961,0.767031,1.385703,1.122553,0.05528,0.300136,0.242559,1.64697,1.543429,1.01742,0.493276,0.5718634301,0.681386,0.635278,1.445053,1.244749,1.052906,0.011542,0.042445,0.033508,0.065274,2.912876,3.484961,3.734136,7.042718,0.164266,0,0,0,2.798651,1.559188,1.254306,0.152288,1.491362,0.051915,0.083944,0.380211,2.017868,0.4058979237,0.6660683213,-0.09714967427,-0.1323597555,0.6419541906,0.6023312248,0,-0.156254776,-0.3162411584,0.9443113204,0.7990016918,0.7529672593,0.5010294388,0.6907662694,0.3477297495,0.7442754652,0.8573056371,0.6817929991,1.070760571,0.7999904435,0.7584051277,0.6649336625,0.5326457639,0.3634018031,0.7810733474,0.5333688436,0.03291005102,0.1039613134,0.08779097439,0.6358952619,1.761546281,1.873887594,0.4095844677,0.7797690604,0.4100882756,2.372805123,2.456816048,2.869882029,-0.3269639424,-0.3435694732,-0.2997384078,-0.3191227874,1.156949144,2.282883647,2.052236779,1.430082445,2.139258062,0,-0.7718548615,0.7854777987,0.8079484541,0.4628578962,0.06929920145,0.5907489908,0.3428180882,0.5398655545,0.4621079212
42.974302,-76.068885,112.871461,87.909661,2.41162,1.146128,1.095555,0.041393,0.041393,1.402069,1.087923,0.486564,0.407662,1.749762,1.992463,1.318029,0.932386,1.155573,1.128981,1.206039,1.12595,1.320871,1.18188,0.864537,1.362752,0.886074,0.254643,0.634889,0.542751,1.389803,1.279648,0.812699,0.396415,0.4739347012,0.6516,0.397609,0.88754,0.74015,0.508035,0.045626,0.129029,0.103897,0.189348,2.657739,1.891453,2.659025,5.8787,0.007623,0.697575,0.236208,0.3805037015,2.815092,1.296217,1.459641,0.428473,1.751192,0.047346,0.119878,0.755875,0.803457,0.7376704689,0.8456466369,-0.09326017533,-0.1228566924,0.4130918852,0.250829273,0.5728739626,-0.156254776,-0.3162411584,-0.7453447054,-0.7320334271,0.8564240479,0.5733714278,0.6550084264,0.702996686,-0.1588357349,-0.4043923847,1.277346422,1.264967217,0.8280601981,0.846683264,0.7662311146,0.6885256251,0.5198506473,0.750148945,0.1987481553,0.1515975782,0.2199132871,0.1964414396,0.5366030605,1.271669388,1.303443133,0.3245743835,0.7073403366,0.256666828,1.084411427,1.087670749,0.9445484088,-0.02360829259,0.08231226948,0.1320204384,0.1983801101,0.9419274183,0.8558032493,0.9079369373,0.9992255726,-0.226549285,0.3680287807,-0.01717524265,0.7901310006,0.6161893185,0.616672185,0.2303185172,0.8229087926,0.3126469268,1.641787652,0.5878838425
44.824534,-96.614888,6.085599,55.192611,3.72746,2.385606,1.275638,0.041393,0.041393,1.426652,1.133384,0.381385,0.262911,2.018326,1.794581,1.316704,0.885573,0.789887,0.931886,1.024054,1.069837,0.618342,0.625745,1.502859,1.769273,1.508212,0.008917,0.030617,0.023198,1.009589,0.902841,0.508911,0.433075,0.4568808622,0.960946,0.830578,0.655632,0.526479,0.335268,0.002022,0.00325,0.002541,0.005123,2.597752,0.008964,2.908306,4.654328,0,0.033606,0.770339,0.3904873823,1.866762,1.480284,1.363761,0.380238,1.505814,0.039921,0.058331,0,2.267172,0.8184095094,0.487875728,-0.09701904342,-0.1269755035,0.7458578123,0.6187124839,0.6670407199,-0.156254776,-0.3162411584,-0.4624137265,-0.4674278222,0.8175532843,0.3899716825,0.7555430609,-0.145413103,-0.1729411919,-0.6269775708,-0.8227427666,-0.1528628727,0.6505971344,0.7854118212,0.310869313,0.3374378328,1.544041355,1.297899326,1.079081063,0.005308591262,0.01060513745,0.008396204733,0.3898024017,0.5718879679,0.456953608,0.3567490429,1.459557351,0.5361594448,0.5484798794,0.5079100972,0.3340660864,-0.4116941908,-0.5363583823,-0.4896867831,-0.5700078785,0.8913721941,-0.8300766778,1.173260433,0.5460288947,-0.3416808224,0.01772995765,1.689362129,0.5217306028,0.7504114526,0.5448494855,0.2021969078,0.6036619472,0.2636163132,-0.2455613581,0.3348096206
33.730444,-96.775803,0.12815,10.932616,3.07225,2.045323,0.173805,0.041393,0.041393,1.511831,1.372218,0.194503,0.267841,1.50515,2.039543,1.410693,1.251567,1.053578,1.092675,1.110483,1.091909,0.844551,0.720202,0,0,0,0,0,0,0,0,0,0.897659,0.2118087465,0,0,0,0,0,0,0,0,0,0,0,0.881374,0,0,0,1.025491,0.5158810249,1.462398,1.723538,1.11059,0.394452,1.203967,0,0.011534,0.113943,1.521138,0.3342939056,0.4850736888,-0.09722874594,-0.1325474776,0.5801601871,0.5177148037,0.09088394381,-0.156254776,-0.3162411584,0.5179295128,0.9227047102,0.7484877289,0.3962180003,0.5634400181,0.9048499767,0.8276307319,1.113240801,0.6916018306,1.003794994,0.7348785594,0.8095128902,0.4574923532,0.3970684973,-0.8673031116,-1.086036462,-1.055057433,0,0,0,0,-1.104809537,-0.9611005299,0.7644913227,-0.8771139859,0,-0.9666635079,-0.9206029358,-0.8506230455,-0.4296904683,-0.5523441956,-0.5052730143,-0.5913755086,-1.297934405,-0.8381044685,-0.9841149146,-1.17675306,-0.3416808224,0,2.504567432,0.4072857804,0.9277929006,0.3552017523,0.2104838479,0.3339596814,0,-1.68059916,0.3729588331
36.158305,-79.853167,180.99381,163.351683,2.832509,1.70757,0,0.041393,0.041393,1.508132,1.330486,0.470228,0.421646,1.989356,2.071403,1.393409,1.210993,1.04602,1.056885,1.20188,1.105078,1.093159,0.915157,0.309573,0.758495,0.884369,0.774492,1.398243,1.279688,0.979044,0.868159,0.497921,0.32082,0.607416181,0.242296,0.416064,0.751977,0.600696,0.425145,0.460325,0.541023,0.467463,0.691134,2.446493,3.012327,2.709843,6.172303,0.084733,0.487869,0.008128,0.2467643336,2.557592,1.603713,1.469698,0.150186,1.617855,0.022759,0.05115,0.763428,1.492481,0.4402390885,0.7797503158,-0.09086226497,-0.1133591543,0.5195315118,0.41746804,0,-0.156254776,-0.3162411584,0.4753569346,0.6798037378,0.8503867896,0.5910891779,0.7446983894,1.041448232,0.6436316987,0.920320643,0.6481971771,0.7463346888,0.8240045403,0.8238925105,0.6186338673,0.520143507,-0.3705917498,-0.06403286167,0.1963355594,0.4610812452,0.4843243689,0.4631658954,0.3780089745,0.5074788163,0.4263305423,0.2582284102,-0.2879381962,0.2685800048,0.7711299173,0.709285559,0.6516517347,3.667310749,2.10879202,2.362096682,2.291290059,0.7638956964,1.859612025,0.9620253332,1.107901616,0.9380568865,0.2573914392,-0.7458860715,0.7172522533,0.8404161997,0.6242057779,0.06807370911,0.7037713124,0.1502879104,-0.4657679196,0.5904126596
43.704972,-86.426223,7.048459,15.334457,3.026942,1.60206,0.977604,0.041393,0.053431,1.435523,1.12896,0.538413,0.389088,1.933335,1.93639,1.3339,0.985819,1.070389,1.08999,1.196283,1.062304,1.102847,0.89063,1.218061,1.718323,1.598363,0.100339,0.644856,0.552015,1.50533,1.391169,0.924279,0.462728,0.5773230941,0.931992,0.829816,1.033993,0.882283,0.62205,0.032834,0.134045,0.108054,0.196229,2.86353,2.415996,3.294414,6.519995,0,1.019277,0.724795,0.588120597,2.60206,1.330828,1.746003,0.761371,1.913814,0.045377,0.074452,0.778151,1.234517,0.7695549,0.6652926172,-0.09698515069,-0.1319933215,0.5687021385,0.3861521493,0.5111964961,-0.156254776,-0.01671618853,-0.3603154995,-0.4931777,0.8755857648,0.5498381405,0.7237274076,0.4625863299,0.01012102602,-0.1503306016,0.7881453115,0.9844800762,0.8185466137,0.7771863159,0.6249133876,0.5046596222,1.087081599,1.229248797,1.206645835,0.05973519554,0.2233656634,0.19979442,0.5812080454,1.478778926,1.614355022,0.3827740068,1.389151749,0.5356675543,1.422859359,1.473324959,1.347427095,-0.1374601137,0.1069845279,0.1575190465,0.22708022,1.115361832,1.325562443,1.58421644,1.236598498,-0.3416808224,0.537753319,1.543850002,0.7298377762,0.6414277495,0.8311829471,0.4244022227,0.9682126117,0.2996447344,0.248791793,0.5953420616
35.198587,-98.491308,797.06004,1546.242185,2.943989,2.056905,0.630196,0.041393,0.072617,1.519859,1.375424,0.244014,0.254369,1.370733,1.998094,1.389698,1.20439,0.994414,1.104115,1.018683,1.08843,0.696119,0.693897,0.85189,1.424719,1.541267,0.026009,0.166549,0.130685,1.495839,1.386298,0.902141,0.354066,0.6069053966,0.711707,0.661533,1.081824,0.903564,0.704537,0.003432,0.020421,0.016035,0.031834,2.755389,2.576978,3.146324,6.416584,0.016573,0.00225,0.023623,0.01295624808,1.810397,1.3243,1.573257,0.185739,1.453418,0.066598,0.03718,0.995635,1.80373,0.3983596321,0.4552013198,-0.0691767005,0.06073553443,0.5477239558,0.5211523987,0.3295342358,-0.156254776,0.4606626179,0.6103254734,0.941365223,0.7667853965,0.379148955,0.5131221648,0.7271393343,0.6041257734,0.8889248772,0.3518303414,1.086090214,0.6453595922,0.8057140673,0.3612824274,0.3804621618,0.4995584752,0.8336438884,1.125854294,0.01548403612,0.0576893568,0.04729968168,0.5775435695,1.469732822,1.552668632,0.2874067716,0.8534987098,0.4270365529,1.533395183,1.531067407,1.638899745,-0.3991448578,-0.4518991819,-0.4069159827,-0.4585983979,1.024223877,1.469731319,1.426596098,1.198321307,-0.09137582846,0.001187061974,-0.6963798707,0.5057779403,0.636667515,0.7017807355,0.08880155361,0.556845779,0.4397765393,-0.8941602973,0.6681577971
