@relation 'bigdata-change4-normalized - bigdata-change4-normalized-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,60-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R117-precision6-unset-class-temporarily'

@attribute LAT_DD numeric
@attribute LON_DD numeric
@attribute WSAREA_km2 numeric
@attribute lake_AREA_HA numeric
@attribute NTL numeric
@attribute PTL numeric
@attribute SNOW_YrMean numeric
@attribute FIRE numeric
@attribute FIRE_YrMean numeric
@attribute LST numeric
@attribute LST_YrMean numeric
@attribute NPP numeric
@attribute NPP_YrMean numeric
@attribute Precip numeric
@attribute Precip_YrMean numeric
@attribute Tmean numeric
@attribute Tmean_YrMean numeric
@attribute Atmo_Pdep_2002 numeric
@attribute Atmo_Pdep_2007 numeric
@attribute Tot_Ndep_2000 numeric
@attribute Tot_Ndep_2007 numeric
@attribute Tot_Sdep_2000 numeric
@attribute Tot_Sdep_2007 numeric
@attribute N_CBNF_2007 numeric
@attribute N_Crop_N_Rem_2007 numeric
@attribute N_Fert_Farm_2007 numeric
@attribute N_Fert_Urban_2007 numeric
@attribute Human_N_Demand_2007 numeric
@attribute N_Human_Waste_2007 numeric
@attribute N_Livestock_Food_Demand_2007 numeric
@attribute N_Livestock.Waste_2007 numeric
@attribute N_Livestock_N_Content_2007 numeric
@attribute N_Rock_2007 numeric
@attribute nani numeric
@attribute P_Crop_removal_2007 numeric
@attribute P_f_fertilizer_2007 numeric
@attribute P_livestock_demand_2007 numeric
@attribute P_livestock_Waste_2007 numeric
@attribute P_livestock_production_2007 numeric
@attribute P_nf_fertilizer_2007 numeric
@attribute P_human_food_demand_kg_2007 numeric
@attribute P_human_nonfood_demand_kg_2007 numeric
@attribute P_human_waste_kg_2007 numeric
@attribute P_Accumulated_ag_inputs_2007 numeric
@attribute NAPI numeric
@attribute 'Total Input' numeric
@attribute Legacy numeric
@attribute DamDensWs numeric
@attribute PctWdWet2011Ws numeric
@attribute PctHbWet2011Ws numeric
@attribute wetlands numeric
@attribute RunoffWs numeric
@attribute ClayWs numeric
@attribute SandWs numeric
@attribute OmWs numeric
@attribute BFIWs numeric
@attribute AgKffactWs numeric
@attribute P2O5Ws numeric
@attribute Depth numeric
@attribute lat_dd numeric
@attribute lon_dd numeric
@attribute wsarea_km2 numeric
@attribute lake_area_ha numeric
@attribute ntl numeric
@attribute ptl numeric
@attribute snow_yrmean numeric
@attribute fire numeric
@attribute fire_yrmean numeric
@attribute lst numeric
@attribute lst_yrmean numeric
@attribute npp numeric
@attribute npp_yrmean numeric
@attribute precip numeric
@attribute precip_yrmean numeric
@attribute tmean numeric
@attribute tmean_yrmean numeric
@attribute atmo_pdep_2002 numeric
@attribute atmo_pdep_2007 numeric
@attribute tot_ndep_2000 numeric
@attribute tot_ndep_2007 numeric
@attribute tot_sdep_2000 numeric
@attribute tot_sdep_2007 numeric
@attribute n_cbnf_2007 numeric
@attribute n_crop_n_rem_2007 numeric
@attribute n_fert_farm_2007 numeric
@attribute n_fert_urban_2007 numeric
@attribute human_n_demand_2007 numeric
@attribute n_human_waste_2007 numeric
@attribute n_livestock_food_demand_2007 numeric
@attribute n_livestock.waste_2007 numeric
@attribute n_livestock_n_content_2007 numeric
@attribute n_rock_2007 numeric
@attribute p_crop_removal_2007 numeric
@attribute p_f_fertilizer_2007 numeric
@attribute p_livestock_demand_2007 numeric
@attribute p_livestock_waste_2007 numeric
@attribute p_livestock_production_2007 numeric
@attribute p_nf_fertilizer_2007 numeric
@attribute p_human_food_demand_kg_2007 numeric
@attribute p_human_nonfood_demand_kg_2007 numeric
@attribute p_human_waste_kg_2007 numeric
@attribute p_accumulated_ag_inputs_2007 numeric
@attribute napi numeric
@attribute 'total input' numeric
@attribute legacy numeric
@attribute damdensws numeric
@attribute pctwdwet2011ws numeric
@attribute pcthbwet2011ws numeric
@attribute runoffws numeric
@attribute clayws numeric
@attribute sandws numeric
@attribute omws numeric
@attribute bfiws numeric
@attribute agkffactws numeric
@attribute p2o5ws numeric
@attribute depth numeric
@attribute logchl_A {'\'(-inf-0.980205]\'','\'(0.980205-1.960411]\'','\'(1.960411-inf)\''}

@data
46.645548,-99.566228,1223.154329,1623.508654,3.398634,1.959041,1.391035,0.041393,0.041393,1.491858,1.124789,0.224576,0.20242,1.737883,1.756167,1.37163,0.820799,0.753437,0.910496,0.880059,0.942813,0.657048,0.593261,1.06954,1.431846,1.333255,0.095785,0.046118,0.035092,1.034594,0.947509,0.472404,0.348045,0.477188,0.676441,0.662358,0.674234,0.526123,0.373803,0.013527,0.004963,0.003882,0.007814,2.256092,1.553792,2.642101,4.442367,0,0.002246,0.788948,0.39707,1.041393,1.344064,1.593177,0.300617,1.435868,0.027732,0.053176,0.633468,0.897874,0.436484,-0.054178,0.070463,0.6627,0.492106,0.727383,-0.156255,-0.316241,0.288056,-0.517455,0.759602,0.313329,0.650562,-0.310111,0.411781,-0.934963,-1.032071,-0.306735,0.51018,0.646711,0.335958,0.316931,0.848779,0.843247,0.831515,0.057024,0.015974,0.012701,0.399457,0.654842,0.355229,0.282122,0.767745,0.427569,0.591468,0.506944,0.470232,-0.309297,-0.527933,-0.481461,-0.558784,0.603432,0.553408,0.889924,0.467572,-0.341681,0.001185,1.748817,0.288131,0.651079,0.716703,0.155777,0.541165,0.183127,-0.40364,0.546901,'\'(0.980205-1.960411]\''
42.802832,-98.666727,26630.14709,58.97622,2.823474,2.235528,1.054377,0.041885,0.041413,1.574635,1.324362,0.111083,0.173973,1.933171,1.673442,1.382054,0.989082,0.702106,0.942041,0.861709,0.921558,0.457802,0.478433,0.672672,1.084215,0.999361,0.00733,0.022224,0.016799,1.041342,0.9482,0.494582,0.336128,0.435397,0.437804,0.352398,0.673645,0.522246,0.378088,0.001206,0.002343,0.001832,0.003696,2.228498,1.375265,2.227063,5.272091,0.001745,0.228387,0.611935,0.341972,1.856405,1.013189,1.832765,0.202102,1.858523,0.009592,0.056247,0.39794,0.730188,0.452147,0.840149,-0.126499,0.517247,0.574169,0.551342,-0.148396,-0.315744,1.240754,0.644159,0.717658,0.277287,0.723666,-0.664791,0.522751,-0.134816,-1.326858,-0.079811,0.492286,0.623502,0.206811,0.24444,0.212002,0.374845,0.359051,0.004364,0.007698,0.00608,0.402062,0.656126,0.417027,0.271663,0.187466,0.227482,0.590107,0.496425,0.485373,-0.418957,-0.54082,-0.494036,-0.57596,0.580176,0.393526,0.448176,0.774692,-0.315326,0.120493,1.183265,0.518799,0.409805,0.896175,0.098341,0.91881,0.06334,-0.309468,0.468044,'\'(0.980205-1.960411]\''
39.036183,-94.769228,11.615334,55.867296,2.419956,0.954243,0.830863,0.041393,0.041393,1.522742,1.338336,0.478828,0.283141,2.100457,2.002216,1.381634,1.151906,1.017292,1.064218,1.164137,1.182619,0.836238,0.828725,0.414748,0.617966,0.588838,1.29277,1.522845,1.402872,0.333755,0.285508,0.088755,0.430624,0.649293,0.160232,0.129563,0.152009,0.101554,0.062825,0.618772,0.637433,0.557379,0.797632,1.582101,2.92284,2.265887,3.55136,0.127569,0.182527,0.067818,0.114821,2.365488,1.49735,0.754208,0.359966,1.361728,0.007809,0.115423,0.90309,0.565822,0.520015,-0.096824,-0.126891,0.4152,0.193877,0.434465,-0.156255,-0.316241,0.643507,0.725495,0.853565,0.415603,0.786288,0.744812,0.518279,0.639375,0.483216,0.799086,0.787199,0.908562,0.452104,0.465579,-0.201838,-0.253383,-0.221844,0.76963,0.527484,0.507751,0.128863,-0.574583,-0.713789,0.354598,-0.487488,0.083636,-0.615376,-0.645053,-0.628627,5.077526,2.583005,2.913632,2.735485,0.035412,1.779471,0.489499,0.137769,1.585017,0.096298,-0.555178,0.662882,0.762856,0.08824,0.190378,0.47492,0.051566,1.505174,0.637173,'\'(-inf-0.980205]\''
41.169214,-74.4641,5.819602,128.792843,3.234011,2.041393,1.051886,0.041393,0.041393,1.353624,1.156943,0.619447,0.51359,1.33691,2.065018,1.268783,1.011368,0.920029,0.923561,1.23291,1.136892,1.230958,1.14685,0,0,0,0.706747,1.361758,1.2437,0,0,0,0.53831,0.55901,0,0,0,0,0,0.222011,0.513933,0.442452,0.660731,0,2.252357,1.284116,0,0.127901,0.885827,0,0.445622,2.755633,0.958207,1.735763,0.558187,1.637339,0,0.052092,0.531479,0.658901,0.873591,-0.097028,-0.11771,0.621068,0.516548,0.550039,-0.156255,-0.316241,-1.302909,-0.330303,0.905533,0.707582,0.500461,1.014073,-0.68309,-0.028851,-0.075353,-0.21275,0.854264,0.858631,0.707952,0.666411,-0.867303,-1.086036,-1.055057,0.42075,0.471687,0.450141,0,-1.10481,-0.961101,0.449109,-0.877114,0,-0.966664,-0.920603,-0.850623,1.54626,1.975544,2.208682,2.164482,-1.297934,1.179014,-0.555454,-1.176753,1.590031,0.467347,-0.771855,0.773303,0.369712,0.823512,0.305943,0.72118,0,-0.436881,0.512754,'\'(1.960411-inf)\''
48.042727,-91.802438,0.438065,11.795618,2.363612,0.69897,1.513144,0.041393,0.041393,1.3641,0.875593,0.574031,0.437541,1.648604,1.761796,1.306318,0.681788,0.774796,0.877872,0.835828,0.875557,0.598827,0.583697,0,0,0,0,0,0,0,0,0,0.088255,0.147193,0,0,0,0,0,0,0,0,0,0,0,0.881374,0,0,0.713941,0,0.359153,2.485721,1.021603,1.711132,0.588832,1.732394,0,0.04998,1.127105,0.958843,0.571676,-0.097218,-0.132439,0.400951,0.118111,0.791234,-0.156255,-0.316241,-1.182338,-1.9679,0.888749,0.611228,0.617141,-0.285977,-0.283507,-1.595929,-0.909409,-0.54142,0.467048,0.573272,0.29822,0.310893,-0.867303,-1.086036,-1.055057,0,0,0,0,-1.10481,-0.961101,0.054118,-0.877114,0,-0.966664,-0.920603,-0.850623,-0.42969,-0.552344,-0.505273,-0.591376,-1.297934,-0.838104,-0.984115,-1.176753,-0.341681,0.376663,-0.771855,0.696911,0.41594,0.805061,0.32381,0.806113,0,-0.501646,0.712175,'\'(-inf-0.980205]\''
40.209255,-83.1404,2540.508993,367.9788,3.810904,2.352183,0.97727,0.041393,0.041995,1.457172,1.226006,0.436369,0.307091,2.229794,1.957975,1.394985,1.066203,1.017275,1.041795,1.198753,1.129167,1.262025,1.201588,1.77734,1.997384,1.668992,0.389326,0.807691,0.705266,1.015536,0.903677,0.525484,0.371049,0.525959,1.169596,1.048329,0.647436,0.524881,0.320522,0.076186,0.192793,0.157327,0.274792,3.038568,0,3.313152,4.020702,0.002391,0.010824,0.108876,0.05902,2.513157,1.555278,1.158502,0.474203,1.423011,0.11158,0.033531,1.079181,0.617011,0.722509,-0.007807,-0.087598,0.76696,0.608792,0.511022,-0.156255,-0.301262,-0.111153,0.071678,0.837874,0.445948,0.834704,0.555131,0.660409,0.231877,0.483118,0.637783,0.820955,0.850196,0.728089,0.700967,1.984447,1.605258,1.306587,0.231779,0.279769,0.255262,0.392099,0.573441,0.503133,0.302312,1.966918,0.676723,0.529539,0.503574,0.28196,0.248383,0.395949,0.459755,0.55476,1.262879,-0.838104,1.60416,0.311495,-0.305569,0.005711,-0.423998,0.704676,0.805097,0.391092,0.25698,0.529677,0.736813,-1.006057,0.69613,'\'(0.980205-1.960411]\''
45.89057,-99.039255,6.919593,58.997804,3.889358,2.865696,1.44206,0.041393,0.041393,1.463164,1.125985,0.293049,0.211248,2.030195,1.719476,1.306961,0.839635,0.703261,0.871698,0.920561,0.928846,0.618849,0.572582,0.780301,1.118959,1.017655,0,0,0,0.679577,0.600413,0.254495,0.415549,0.368678,0.440294,0.39286,0.397472,0.292987,0.185827,0,0,0,0,1.879328,0.634662,1.947493,4.117626,0,0,0.201891,0.101563,1.226566,1.429623,1.471423,0.335043,1.468491,0.009562,0.059465,0,0.864928,0.44566,-0.09699,-0.126496,0.786801,0.761206,0.754064,-0.156255,-0.316241,-0.042189,-0.510494,0.784907,0.324515,0.759986,-0.467422,-0.276662,-0.845402,-1.320225,-0.585834,0.549676,0.63146,0.311198,0.303876,0.384694,0.42166,0.384937,0,0,0,0.262385,0.010238,-0.251963,0.341367,0.193521,0.253601,-0.048119,-0.125632,-0.193992,-0.42969,-0.552344,-0.505273,-0.591376,0.285906,-0.269727,0.150614,0.347371,-0.341681,0,-0.126817,0.34054,0.713469,0.625498,0.175848,0.570314,0.063142,-0.210787,0.33481,'\'(0.980205-1.960411]\''
39.347955,-88.46819,145.150024,363.272117,3.123525,2.103804,0.891612,0.041393,0.041393,1.540339,1.258144,0.515551,0.262035,2.072757,1.923994,1.382539,1.117721,1.055982,1.100526,1.12727,1.091618,1.172162,1.06397,1.790284,2.03373,1.834479,0.110848,0.418773,0.34616,1.059595,0.939186,0.577203,0.402316,0.578708,1.227419,1.037715,0.733985,0.608477,0.372963,0.02028,0.067102,0.053284,0.101726,2.978179,0,3.334516,6.358384,0.005945,0,0.010642,0.005354,2.506749,1.452093,1.19843,0.311458,1.428034,0.09946,0.099846,0.886491,0.579427,0.629736,-0.092124,-0.088191,0.593127,0.535072,0.466231,-0.156255,-0.316241,0.846034,0.258737,0.867137,0.388862,0.775919,0.409439,0.527914,0.476833,0.705408,1.060272,0.751248,0.809195,0.669842,0.614089,2.005216,1.654231,1.540753,0.065992,0.145055,0.125288,0.40911,0.639386,0.647246,0.329753,2.107523,0.669872,0.729551,0.730398,0.467264,-0.249194,-0.222289,-0.178434,-0.167084,1.211985,-0.838104,1.626899,1.176779,-0.251892,0,-0.737854,0.702862,0.729855,0.421002,0.162097,0.534165,0.656779,1.027503,0.631615,'\'(0.980205-1.960411]\''
44.430652,-96.290301,10.491585,34.053812,3.176381,2.287802,1.300944,0.041393,0.041393,1.448499,1.13265,0.378713,0.199257,1.41946,1.834071,1.367915,0.895791,0.789887,0.931886,1.083939,1.145126,0.656503,0.684335,1.719829,2.022367,1.807761,0.039159,0.236253,0.188364,1.244769,1.107536,0.760444,0.322845,0.543378,1.211469,1.082947,0.975563,0.846858,0.534588,0.006851,0.031374,0.024702,0.048575,2.913878,1.447755,3.592512,5.872007,0,0,0.690478,0.34735,1.977724,1.40637,1.431349,0.348305,1.521567,0.079952,0.07616,0.176091,0.801222,0.493528,-0.096864,-0.129637,0.606494,0.589684,0.680273,-0.156255,-0.316241,-0.210972,-0.4717,0.816566,0.309322,0.531363,0.023898,0.372232,-0.578393,-0.822743,-0.152863,0.708994,0.867622,0.335604,0.374426,1.892171,1.638921,1.502947,0.023313,0.081833,0.068176,0.480605,0.952034,1.157837,0.260006,2.068738,0.69907,1.28783,1.377205,1.038375,-0.368715,-0.398025,-0.353754,-0.388773,1.157794,0.458446,1.901499,0.996748,-0.341681,0,1.434208,0.553136,0.696513,0.595479,0.18358,0.617737,0.527959,0.301168,0.393767,'\'(0.980205-1.960411]\''
35.798472,-81.298403,3395.253515,1558.997979,2.075547,1,0.033015,0.072686,0.087798,1.445013,1.299273,0.598292,0.534443,1.961502,2.009497,1.371668,1.170732,1.01364,1.036313,1.035754,0.99046,0.96943,0.863467,0.168715,0.527264,0.639075,0.371078,0.806389,0.704028,0.818208,0.712862,0.383315,0.218113,0.467002,0.137149,0.290556,0.622736,0.489024,0.324628,0.172858,0.192434,0.157022,0.274321,2.167491,2.1296,2.214665,5.41651,0.010364,0.103113,0.007792,0.054969,2.844786,1.410545,1.605312,0.219348,1.769615,0.011441,0.054268,1.307496,0.424537,0.754584,0.02228,0.062341,0.328102,0.207458,0.017264,0.3436,0.838391,-0.251093,0.498129,0.897715,0.734003,0.734271,0.776029,0.412185,0.728889,0.462243,0.598347,0.662006,0.698738,0.538436,0.487512,-0.596599,-0.375596,-0.150758,0.220915,0.279318,0.254813,0.31591,0.219071,0.106987,0.168088,-0.543617,0.187561,0.472458,0.406282,0.296469,1.108787,0.394183,0.457884,0.552796,0.528761,1.069078,0.43498,0.828148,-0.185151,0.054401,-0.74696,0.798535,0.699558,0.725793,0.108396,0.83937,0.07555,-0.370154,0.772572,'\'(-inf-0.980205]\''
30.471586,-88.612594,1.004249,25.565574,2.747412,1.80618,0,0.041393,0.049347,1.504401,1.397701,0.302736,0.470951,1.909235,2.066361,1.447894,1.310996,1.09245,1.147698,1.038692,0.92753,1.041474,0.962244,0,0,0,0,0,0,0,0,0,0.548957,0.138487,0,0,0,0,0,0,0,0,0,0,0,0.881374,0,0,1.767084,1.314916,0.952225,2.851258,1.51733,1.258476,0.364204,1.612784,0,0.049816,0.69897,0.192086,0.627221,-0.097198,-0.130705,0.498011,0.446736,0,-0.156255,-0.118333,0.432416,1.071028,0.788487,0.653559,0.714706,1.019831,1.223659,1.395812,0.914839,1.399611,0.664871,0.630023,0.585133,0.54987,-0.867303,-1.086036,-1.055057,0,0,0,0,-1.10481,-0.961101,0.458453,-0.877114,0,-0.966664,-0.920603,-0.850623,-0.42969,-0.552344,-0.505273,-0.591376,-1.297934,-0.838104,-0.984115,-1.176753,-0.341681,0.932284,3.429274,0.800367,0.777425,0.465982,0.192849,0.69924,0,-0.506675,0.568832,'\'(0.980205-1.960411]\''
41.638973,-87.529597,4.724734,37.637865,3.017868,1.30103,1.08592,0.158362,0.120547,1.533386,1.24416,0.447951,0.315326,2.160108,1.957675,1.376075,1.079422,1.266107,1.281427,1.259263,1.201245,1.19481,1.111329,0,0,0,0.9923,1.871028,1.748692,0,0,0,0.475818,0.704998,0,0,0,0,0,0.564803,0.95204,0.858202,1.132438,0,3.517788,2.011707,0,0,0.728975,0,0.366716,2.603227,0.887617,1.896085,0.136721,1.522633,0,0.021807,0.690196,0.6794,0.646079,-0.097067,-0.129186,0.566407,0.296805,0.567836,1.712135,1.653239,0.766011,0.177344,0.842154,0.456382,0.808618,0.553845,0.4591,0.29473,1.912129,2.361609,0.879962,0.9289,0.684522,0.643987,-0.867303,-1.086036,-1.055057,0.59075,0.648088,0.632916,0,-1.10481,-0.961101,0.394262,-0.877114,0,-0.966664,-0.920603,-0.850623,4.59719,4.130466,4.758849,4.131934,-1.297934,2.312282,0.218961,-1.176753,-0.341681,0.384595,-0.771855,0.730168,0.318237,0.943608,0.060223,0.61869,0,-1.365576,0.565894,'\'(-inf-0.980205]\''
40.757756,-109.622915,30.080872,49.903339,2.424882,1.230449,1.775694,0.041393,0.041393,1.379355,0.879559,0.160424,0.235523,1.736715,1.745966,1.146903,0.476518,0.658712,0.994971,0.779756,0.799472,0.463849,0.425113,0,0,0,0.000325,0.028074,0.021256,0,0,0,0.456965,0.137876,0,0,0,0,0,0,0,0,0,0,0,0.881374,0,0,0.738898,0,0.371708,2.051673,1.145966,1.755702,0.193883,1.768927,0,0.05506,0.80618,0.640946,0.261365,-0.096174,-0.127641,0.416446,0.275856,0.928524,-0.156255,-0.316241,-1.006765,-1.944815,0.735893,0.355271,0.650124,-0.353848,-1.980579,-2.571941,-1.576064,0.300948,0.412369,0.490192,0.210731,0.210779,-0.867303,-1.086036,-1.055057,0.000193,0.009724,0.007693,0,-1.10481,-0.961101,0.377716,-0.877114,0,-0.966664,-0.920603,-0.850623,-0.42969,-0.552344,-0.505273,-0.591376,-1.297934,-0.838104,-0.984115,-1.176753,-0.341681,0.38983,-0.771855,0.574065,0.506626,0.838448,0.09355,0.838755,0,-0.345867,0.604726,'\'(-inf-0.980205]\''
42.258559,-71.891756,11.975446,4.350064,2.503791,1,1.146901,0.041393,0.041393,1.3641,1.109249,0.625564,0.528084,1.988871,2.027329,1.347037,1.013329,0.932038,0.916074,1.183063,1.088175,1.141861,1.004759,0.17461,0.719746,0.746648,0.732107,1.226854,1.111037,0.744212,0.660032,0.296173,0.373944,0.551867,0.226069,0.205806,0.375286,0.281579,0.164512,0.181095,0.420991,0.357619,0.554466,2.404055,2.157672,1.829772,5.878331,0.151444,1.08762,0.567756,0.590644,2.834964,0.871573,1.668945,0.252853,1.725937,0.007103,0.059588,0.414973,0.706437,0.918384,-0.096812,-0.133376,0.436401,0.207458,0.599723,-0.156255,-0.316241,-1.182338,-0.607906,0.907794,0.725946,0.744517,0.852483,0.149973,-0.019527,-0.006387,-0.266609,0.805655,0.805436,0.650201,0.576709,-0.587141,-0.116244,0.001459,0.435848,0.424959,0.402125,0.28734,0.120959,-0.13583,0.304853,-0.327396,0.132853,-0.09939,-0.156585,-0.26931,1.182098,1.518389,1.688325,1.721259,0.72813,1.094218,0.025317,0.999089,1.945605,0.57381,1.042114,0.795755,0.306538,0.77346,0.12793,0.800343,0.046904,-0.207015,0.473747,'\'(-inf-0.980205]\''
36.603797,-104.639762,2.173677,122.377322,2.63749,1,0.699198,0.041393,0.041393,1.579874,1.378522,0.315326,0.199932,1.908833,1.606193,1.348986,1.021293,0.919678,0.965534,0.643731,0.645839,0.32436,0.304567,0,0,0,0,0,0,0,0,0,0.521792,0.131186,0,0,0,0,0,0,0,0,0,0,0,0.881374,0,0,0.525904,0.600436,0.403556,1.278754,1.570017,1.20283,0.171849,1.668995,0,0.0454,0.431364,0.459679,0.348137,-0.097157,-0.118517,0.470213,0.207458,0.365616,-0.156255,-0.316241,1.301051,0.959397,0.79314,0.310177,0.714555,-0.953118,0.170721,0.01834,-0.077369,0.089189,0.279724,0.322436,0.120318,0.134678,-0.867303,-1.086036,-1.055057,0,0,0,0,-1.10481,-0.961101,0.434612,-0.877114,0,-0.966664,-0.920603,-0.850623,-0.42969,-0.552344,-0.505273,-0.591376,-1.297934,-0.838104,-0.984115,-1.176753,-0.341681,0.277458,1.146526,0.35531,0.815845,0.424298,0.080704,0.749465,0,-0.642093,0.479234,'\'(-inf-0.980205]\''
41.937519,-73.454505,11.500185,68.808305,2.499687,1.255273,1.116392,0.041393,0.041393,1.398896,1.106916,0.60536,0.469684,1.810457,2.038111,1.321046,0.976834,0.920029,0.923561,1.164884,1.042693,1.179391,1.060715,0.554012,1.288847,1.145136,0.367447,0.832711,0.729091,1.186793,1.08936,0.611684,0.520807,0.494544,0.597046,0.336662,0.720344,0.579709,0.389677,0.099799,0.203709,0.166598,0.289014,2.729273,1.586377,2.356332,6.055406,0,0.918911,0.571416,0.524363,2.824776,1.044736,1.536028,0.678977,1.70671,0.034881,0.039754,0.875061,0.692428,0.891171,-0.096828,-0.125261,0.435363,0.283224,0.58377,-0.156255,-0.316241,-0.781863,-0.621485,0.900327,0.651953,0.677729,0.89871,-0.126718,-0.193052,-0.075353,-0.21275,0.787928,0.755772,0.674527,0.612034,0.021612,0.650569,0.565324,0.218754,0.288435,0.263885,0.458221,0.918279,0.743325,0.433747,0.574685,0.217324,0.698027,0.652341,0.526323,0.458544,0.449642,0.516622,0.614079,1.002214,0.58259,0.585764,1.064633,-0.341681,0.484802,1.053807,0.792872,0.432809,0.673893,0.376365,0.783164,0.230335,-0.815228,0.627788,'\'(-inf-0.980205]\''
34.538078,-111.204452,184.209893,118.405652,2.52763,1.113943,1.266864,0.041393,0.041393,1.504401,1.230298,-0.251019,0.421241,0.313867,1.667886,1.281991,1.017389,0.685199,1.028382,0.938325,0.934894,0.446783,0.49281,0,0,0,0.0105,0.057316,0.043744,0,0,0,0.345632,0.149151,0,0,0,0,0,0.002449,0.006284,0.004917,0.009885,0,0.031609,0.885366,0,0.002353,0,0,0,1.679671,1.491717,1.624914,0.108568,1.567949,0,0.042386,1.283301,0.369537,0.233825,-0.090749,-0.119017,0.44243,0.241277,0.662453,-0.156255,-0.316241,0.432416,0.09666,0.583837,0.590576,0.117493,-0.688612,-0.542483,-0.000222,-1.423953,0.541294,0.566998,0.638064,0.199669,0.253516,-0.867303,-1.086036,-1.055057,0.006251,0.019853,0.015833,0,-1.10481,-0.961101,0.280005,-0.877114,0,-0.966664,-0.920603,-0.850623,-0.407894,-0.521435,-0.475113,-0.550146,-1.297934,-0.809797,-0.979866,-1.176753,-0.306143,0,-0.771855,0.468779,0.758748,0.740476,0.04381,0.65918,0,-0.734517,0.764471,'\'(-inf-0.980205]\''
42.616442,-85.201685,1043.763883,177.50119,2.802774,1.819544,1.21472,0.041393,0.046776,1.447966,1.169528,0.457559,0.309339,2.228429,1.884213,1.360311,1.011994,1.075436,1.091692,1.168087,1.107596,1.164966,1.036212,1.445508,1.734121,1.565265,0.360896,0.521964,0.438928,1.264583,1.154511,0.709031,0.367024,0.560016,0.950278,0.717458,0.828338,0.689643,0.453507,0.041253,0.093344,0.074571,0.139494,2.765334,0.668772,2.916465,5.949419,0.001631,1.067393,0.043715,0.538932,2.518587,1.318855,1.578769,0.916927,1.807365,0.065321,0.070692,0.973128,0.722054,0.686616,-0.060493,-0.111578,0.512012,0.450702,0.635186,-0.156255,-0.182303,-0.217106,-0.257052,0.845705,0.448796,0.834193,0.23888,0.291283,-0.025874,0.81713,0.996724,0.791051,0.826642,0.665177,0.596565,1.452021,1.250535,1.159812,0.214854,0.180798,0.158864,0.488256,1.039273,1.014578,0.298779,1.433617,0.463138,0.947598,0.950628,0.751871,-0.062529,-0.093212,-0.047862,-0.009557,1.032605,-0.23918,1.181945,1.025402,-0.317048,0.563139,-0.632186,0.706213,0.632697,0.70591,0.515093,0.8731,0.431344,0.133491,0.660622,'\'(0.980205-1.960411]\''
41.671582,-85.049893,26.067546,240.780676,2.703291,0.30103,1.06312,0.041393,0.079513,1.493013,1.162467,0.556587,0.315842,1.584105,1.912665,1.33706,1.004912,1.188775,1.205624,1.193981,1.144558,1.22404,1.117821,1.265126,1.555138,1.389372,0.522714,1.102336,0.989288,1.06754,0.953087,0.568968,0.421551,0.567731,0.801397,0.660095,0.696134,0.563801,0.362626,0.123698,0.342602,0.287401,0.461957,2.702981,1.930324,2.720902,5.592525,0,1.422267,0.180887,0.71971,2.572872,1.282453,1.598805,0.779808,1.750931,0.035403,0.04695,1.4133,0.680823,0.689259,-0.096316,-0.103611,0.486853,0,0.555913,-0.156255,0.632246,0.301349,-0.29815,0.882302,0.457035,0.592996,0.360867,0.043761,-0.059548,1.468021,1.816309,0.816302,0.867002,0.703468,0.648085,1.162598,1.009372,0.910921,0.311189,0.381828,0.35806,0.412177,0.665202,0.624299,0.346635,1.071592,0.426108,0.642079,0.609177,0.430737,0.671251,1.132816,1.257615,1.335411,0.980056,0.890615,0.973796,0.893299,-0.341681,0.750364,-0.193925,0.721577,0.606153,0.720918,0.435151,0.822676,0.233782,-0.594562,0.807996,'\'(-inf-0.980205]\''
